PCA_1,PCA_2,PCA_3,PCA_4,effort_D
0.23658597726390232,0.43413610064840413,0.6444037682833761,0.45553856038934526,0.50581545
0.2150046330242976,0.7680117349609907,0.5789092705260225,0.3971239001243656,0.3934353
0.07090995544825959,0.658010217192431,0.26011722510149576,0.3053459139794065,0.3787386
0.16884784656039642,0.675687542756358,0.6768903942289943,0.3780687144098928,0.3438617
0.1062941835009017,0.596430058505617,0.48638597519613913,0.1736580977441643,0.3837753
0.19747056978890132,0.6774386416701087,0.5966851912416851,0.21484472788014536,0.4277362
0.3050351093589201,0.4432122529249255,0.5827771759370148,0.10247967846210126,0.61576605
0.25522055812741207,0.7602261626830452,0.48013509445977226,0.23784548718398923,0.47732016
0.19520886498226153,0.5213972293402998,0.15462396560330777,0.3828951461101603,0.5171303
0.10540179083726828,0.7220707988728755,0.6361125412269263,0.31184397807079256,0.29462987
0.2358900476651859,0.5538219002705315,0.7018733311338119,0.445940109990811,0.4481136
0.0,0.7549203214719283,0.1344894846787773,0.29318355084808306,0.2946402
0.18282472031447697,0.654833793661857,0.6795333639238786,0.4842077427006797,0.3510396
0.30058637781075337,0.3525966370831237,0.5744800334930212,0.5229017275687715,0.5648206
0.3793536000546761,0.8092386006008905,0.36710105923466974,0.17364591009119157,0.60674816
0.09374734226816527,0.707011069783026,0.5304974279075649,0.2626693270277414,0.32091668
0.08248517427749802,0.7507952397455573,0.6448022533356448,0.37081327373617073,0.2465889
0.09357436929906263,0.6545883568426013,0.7104500446211002,0.42035436791343156,0.27370083
0.11573906677989597,0.6320586476940983,0.6859284300550557,0.30051111285355453,0.3294408
0.15419861390538708,0.5294331642358059,0.22387835261623984,0.21209989884241592,0.47438127
0.22575836484123118,0.6206894681514448,0.6149970835793362,0.026891774400579604,0.47621414
0.0859645970434843,0.66896270034472,0.5109129101781887,0.1935241956522655,0.3283245
0.06311169319764479,0.6639169112249833,0.5034037147304149,0.2944013431100515,0.3007372
0.14634604845173074,0.6007344250695119,0.7072676861579125,0.4012889335065406,0.35494885
0.17123370813607602,0.7991907818914032,0.6000748258627397,0.383248829090994,0.3188175
0.4367880038778398,0.3706333475753366,0.12972572627414958,0.32909388855679894,0.8119646
0.4550896595811901,0.9207350373287753,0.5906943540377866,0.4515745114487827,0.53495556
0.1871182715502544,0.6295215851069481,0.7299470383975071,0.2960775425752834,0.37751624
0.1026313623957061,0.607709861701811,0.4418170868384259,0.329485109178474,0.36286953
0.06071695063727792,0.7227341453186051,0.5773579648598757,0.34858923404039655,0.27014408
0.0788607739778116,0.7587972268931872,0.6099350744471554,0.40059071180775435,0.23789316
0.041937532900990476,0.7019286946851035,0.5685019899370231,0.40679539104156187,0.21916737
0.31368841987731144,0.5523560028078857,0.036979312327443226,0.2987133957762094,0.657122
0.22246430807026543,0.8376636987886543,0.5603039636217464,0.2901309376913258,0.3768641
0.1794263583557752,0.7496808401719,0.6382888852685491,0.3069868627315394,0.34996754
