PCA_1,PCA_2,PCA_3,PCA_4,actual
0.7955999482462397,0.5834597460556686,0.15276829680388215,0.1893188697507061,-0.050482552
0.6468217120881583,0.8956845053480321,0.42749764570717846,0.29246612012516277,-0.17569588
0.8278814638560085,0.24131448761629187,0.3267352012558659,0.3322475674768689,-0.079898104
0.8005113950014524,0.5572352331711107,0.2522372198802449,0.11712549048934012,-0.09426552
0.9334438217403394,0.25132305372697655,0.252532387881734,0.38100172840106655,0.0002558641
0.7539285724089697,0.7544637091766753,0.16822615655295173,0.38818326241488815,-0.07892217
0.8002893438258429,0.4020270342124179,0.22914401351680647,0.19989678583566217,-0.086108714
0.34622383204464763,0.29303389307079,0.3446473936837844,0.5110562454200405,-0.32862207
0.7865028259449627,0.727053658604805,0.29733242923212366,0.20878856245965702,-0.084963664
0.8126758385293992,0.7488328047453385,0.241201038687242,0.2596621789759787,-0.05410077
0.7425363796387715,0.10314896910143423,0.5399029498890746,0.42886888154581104,-0.14607961
0.6846176506876609,0.11600987059754031,0.6689400795151312,0.49700426951941745,-0.21582663
0.7807711559746805,0.6869350072981396,0.2472080532694005,0.3277794136010502,-0.061495926
0.7142177529427263,0.5548666832812871,0.047240683242615183,0.5269449355789179,-0.10810462
0.5319852203391398,0.8104064914360811,0.34117399944587923,0.40361992215148446,-0.19335824
0.92496346857416,0.6776739470360463,0.2628961669557467,0.4960230241705639,-0.02566776
0.889361342369673,0.6616750638600912,0.18964400756036415,0.560537173573776,-0.0068556294
0.8127252934997419,0.8534300832173791,0.512717944951876,0.34691582930559867,-0.10647102
0.8027369818374992,0.23539308962248723,0.3654508195302068,0.28686917246979754,-0.12046456
0.6520313898288806,0.5402440109799221,0.1830295023160005,0.2980944614568989,-0.17631495
0.8554209403457324,0.5411632976821827,0.14968005203199022,0.36668900053846726,-0.068663105
0.8968775614426033,0.669317882737881,0.20841671804919154,0.45134834968695464,-0.042646583
0.9158600110417902,0.5995183798875705,0.27341746867835415,0.4020070584302738,-0.083548814
0.8655320223190716,0.6028041292615383,0.30976537601775056,0.41425077598712,-0.106903
0.7974404607800996,0.3307041134616448,0.23770543908553968,0.17840122121783622,-0.10865995
0.8894207667516941,0.4031421838639143,0.3091579512624717,0.29488123481660006,-0.06846526
0.8048062810414205,0.7844383925218675,0.32799086268041416,0.2560032905565697,-0.071560785
0.77145132485084,0.1179447353080526,0.4448932562416534,0.35514254259187095,-0.15117404
0.7046525967852155,0.9361714956245857,0.5346495107767287,0.2035571185015927,-0.14584099
0.7894307047387328,0.8168471584809398,0.43780835839071675,0.3067168262617865,-0.0888156
0.8843717907703157,0.5158904437647095,0.1776285338185517,0.34568790229507085,-0.016709503
0.9337284895256432,0.6323402290541046,0.18419764513000603,0.5990526307086855,-0.01241352
0.8238658501906089,0.3936885615874096,0.1370459487203459,0.3520045450730536,-0.07193397
