AFP,Input,Enquiry,File,Added,N_effort,Effort
0.006296398,0.006693814,0.03302393,0.020806003,0.013944417,0.027711114,0.010690905
0.026778895,0.026334245,0.029412664,0.031400166,0.02791926,0.11534845,0.09683968
0.028914856,0.02290354,0.027369257,0.050691575,0.024972567,0.090675876,0.08367844
0.016183648,0.015614307,0.109391056,0.024589919,0.019266373,0.045905437,0.037088677
0.005073904,0.0043133534,0.025389131,0.037054352,0.011766557,0.058040377,0.03935971
0.032436725,0.02514211,0.13029414,0.029291019,0.042675935,0.29947567,0.26487672
0.035090774,0.033563167,0.08729872,0.032945864,0.037715748,0.22482659,0.19741292
0.0033110678,0.010445951,0.057369415,0.019975107,0.013428599,0.032780528,0.026852246
0.030910645,0.03409026,-0.009415983,-0.009746674,0.03087156,0.06004448,0.042065058
0.013365263,0.008865794,0.057454295,0.031045076,0.0174674,0.052304022,0.043287035
-0.0014073309,-0.0059700646,0.015502334,-0.0069112736,-0.00067744777,0.015604179,0.002680907
0.02111429,0.0089044105,0.083672106,0.014024003,0.025168361,0.008480884,0.012917709
0.042185493,0.026344907,0.29490298,0.039621953,0.04471132,0.02825253,0.021627046
0.0062799808,0.010225661,0.0060701417,0.013632097,0.013160599,0.028661996,0.011627447
0.009101418,0.014560899,0.087440714,0.002647724,0.0046604704,0.019860342,0.011170305
0.03159936,0.015480462,0.20889094,0.015578295,0.034276105,0.016812595,0.016315151
0.004056478,0.004546009,0.020526484,0.017588273,0.011166476,0.037340384,0.025942955
0.015719898,0.016010337,0.0634883,0.027999803,0.026955096,0.02887934,0.022209637
0.011011453,0.008746052,0.045398466,0.019990537,0.020271713,0.040113743,0.02792485
0.008029427,0.00737893,0.06367886,0.009387122,0.00757464,0.06289858,0.055604834
0.007131569,0.0037188008,-7.084198e-05,0.023938775,0.01531465,0.095371544,0.08486557
-0.0011126623,0.0043526515,-0.017760783,0.01272728,0.0038957745,0.030207176,0.017110925
0.007093844,0.0076623578,0.041346893,0.00898886,0.014014469,0.07932174,0.06616104
0.016218062,0.015490143,0.0329703,0.019518841,0.02798883,0.032555696,0.022144493
0.01520306,0.010584127,0.055253293,0.008025489,0.01975366,0.09989653,0.08136265
0.07620354,0.074938774,0.22286306,0.0789321,0.06651696,0.20543116,0.15648337
0.05253306,0.034486823,0.21295474,0.046921868,0.07535236,0.09138431,0.07561058
0.0057921186,0.0012843944,-0.013182244,0.003692083,0.008857159,0.026971117,0.024027228
0.032831233,0.022999544,0.055576425,0.048992135,0.039425448,0.10025048,0.079917416
0.012704214,0.012185769,-0.00448143,0.001212256,0.019753205,0.04561226,0.039392386
0.023181723,0.020200541,0.0045601334,-0.0010849093,0.020986332,0.018627921,0.026580729
0.03845829,0.023043655,0.15496661,0.022257406,0.047816306,0.05997269,0.052364197
0.012382251,0.008204183,0.037942387,0.02981234,0.01670816,0.050873853,0.043504547
0.0077941334,-0.0053414404,0.08535568,0.024521843,0.014144497,0.14001979,0.11891101
0.016815316,0.0073509943,0.019089745,0.010187591,0.029678414,0.084808916,0.07089247
0.01996694,0.022596952,0.066213846,0.030678902,0.013300935,0.105458625,0.08318208
0.0006273929,0.0008766204,0.03248714,0.006315944,0.002025647,0.055489764,0.03743829
0.002769854,0.0025881715,0.035639774,0.019736972,0.0045545716,0.05309395,0.03417355
0.015715886,0.014068091,0.07733414,0.027901161,0.024100857,0.036433425,0.033183627
0.0064944793,0.008635867,0.036513664,0.013822301,0.0117132645,0.013173432,0.0066646915
0.007814122,0.0053487606,0.075884804,0.042403385,0.015428606,0.031073287,0.02039621
0.029434187,0.021816505,0.09614243,0.04127474,0.02147236,0.0817373,0.059952084
0.012071835,0.013798101,0.046974413,0.030897748,0.019674221,0.056070127,0.043204714
0.01243619,0.002228953,0.024117343,0.030043066,0.022584202,0.039730266,0.03376474
0.0035538115,0.010121202,0.01581527,0.028495517,0.022424472,0.016885158,0.008684253
0.00679587,0.013683036,-0.018216845,0.013164039,0.014467018,0.037819117,0.025159843
0.004455887,0.012264745,0.018338244,0.032882318,0.016713029,0.034197513,0.027544212
0.0027840063,0.0019241162,0.0200186,0.013021384,0.0065230876,0.057840694,0.0469683
0.006568009,0.014887871,-0.0018032687,0.020246636,0.006456867,0.058343805,0.044818345
0.013128953,0.015484562,-0.023147505,0.026071932,0.020600693,0.04011383,0.029868737
4.3399632e-07,0.0057784393,0.010474671,0.017701749,0.0024645794,0.022630379,0.014516838
-0.0005891789,0.001300998,-0.01806809,0.016563602,0.007696066,0.023956534,0.011471003
0.009708296,0.010614855,0.031271882,0.022921413,0.016057758,0.09681326,0.08242005
0.0043421835,0.0031694174,0.0868358,-0.012478535,0.0046447422,0.13018085,0.11144012
0.0025937073,0.0024287105,0.01735517,0.012740293,0.011431348,0.023325022,0.013922419
0.0028285813,0.0035867393,0.017164031,0.012889761,0.011205176,0.015443453,0.008498633
0.010974649,0.013169229,-0.034490757,0.008792165,0.01677973,0.01300959,0.011703286
0.005890752,0.003212195,-0.0036481852,0.011767161,0.012163585,0.041837692,0.03218127
0.019812677,0.013471648,0.05383377,0.036979813,0.019922087,0.06785969,0.057750393
0.037075937,0.029371075,0.07917189,0.046614684,0.051424824,0.20658983,0.17888747
0.01307256,0.011996325,0.03739319,0.022512894,0.01731694,0.0592555,0.041332033
0.039503425,0.029108867,0.0937304,0.046905298,0.03771238,0.10692963,0.090951204
0.0024876092,0.006728664,-0.012310973,-0.0015016194,0.0077290554,0.005667653,0.00067628734
0.027417814,0.019285142,0.13063926,0.040046386,0.010244105,0.06517844,0.046684053
0.00501429,0.008362802,0.061637986,0.013819148,0.00519659,0.023560332,0.013077732
0.01715813,0.013665823,0.058249917,0.024184514,0.02662581,0.05252852,0.0425951
0.017904652,0.001336664,-0.013582029,0.019350328,0.028695578,0.05742884,0.048542295
0.0032687858,0.002903223,0.054405678,0.026622493,0.010643259,0.055990394,0.04215612
-0.0022728983,0.0068111084,-0.007872998,0.009217921,-0.0010383278,0.03131409,0.0176826
0.0008349493,0.002926562,0.038462345,0.023139693,0.0108577665,0.070286095,0.06662449
0.009329208,0.01028336,-0.009942652,0.011368771,0.013110323,0.061690394,0.04517598
0.008984652,0.014963713,0.009122687,0.02558428,0.01624311,0.026579324,0.018153831
0.009128905,0.010862775,0.030131985,0.020841293,0.019506114,0.03702439,0.023008026
0.01123336,0.0118908975,0.028564736,0.00664924,0.011357972,0.059970044,0.04377574
0.0032693483,0.00837896,-0.0035417685,0.014049,0.008529408,0.025305267,0.011104293
