size_D,duration_D,app,har,dba,ifc,source,nlan,telonuse,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,Generated_Var_7,Generated_Var_8,Generated_Var_9,Generated_Var_10,Generated_Var_11,Generated_Var_12,Generated_Var_13,Generated_Var_14,Generated_Var_15,Generated_Var_16,Generated_Var_17,Generated_Var_18,effort_D
0.32268678275817875,0.23076129758296782,0.12382830555329241,0.2859873282674794,0.09235529409989879,0.10390280170589683,0.3428793753109739,0.437032174787098,0.49000428973770316,0.06990378733794772,0.11429070783112572,0.22211236451646532,0.2428502041872088,0.17510570363938888,0.21530384383922252,0.2927070252422307,0.2483303772614498,0.12209952707214433,0.10581923559702644,0.36528475007915523,0.17139911618967174,0.32200965594006303,0.3204148669631586,0.15202546314495158,0.18526046283126985,0.3034429444920125,0.25430903277621986,0.34277007772627477,0.19834829917671923,0.34469823333456434,0.16628869988094125,0.17707343581539467,0.27064624014484995,0.2932417876386739,0.19533399781364896,0.33190134886554495,0.263037727355944,0.2112375471778216,0.5032743748604126,0.27840483660697973,0.2347839286356362,0.2645487967355414,0.477275277430892
0.1491803981080672,0.1530861780755709,0.020386313715082705,0.28776679086471074,0.13985451372152485,0.3031516309647677,0.41691223629208285,0.46122831766819716,0.45077440375852146,0.097297635585684,0.36174991638529397,0.12932013460833988,0.5189779711919636,0.4379699371952361,0.46788404633214076,0.24240370348262222,0.33644743551790635,0.41556567208488493,0.26854218565779764,0.4355028730125301,0.33201942624031433,0.35778262340508094,0.6589994469935523,0.3622799845277668,0.4218582701183453,0.27455518066916657,0.2133926797984377,0.28448747342569797,0.3993044662247592,0.4551318634141254,0.17737274811698886,0.37306424334252813,0.27924872190657196,0.3011947141202258,0.3952202752368901,0.2751504774828861,0.18019290709660835,0.27407737873998417,0.5439766836504395,0.4688281740906082,0.2483480318648272,0.23736059932190867,0.30392441096484196
0.4479702497996181,0.34224040672683376,0.1850641980706296,0.321896864430281,0.1753998264565742,0.05661469247023265,0.2797470911525355,0.4562940593484932,0.5134033313987975,0.14959084381349547,0.06779614203255191,0.3147942826871502,0.18208254172761448,0.12552142930413962,0.1431673035442121,0.36308448201908,0.28225973596480314,0.11887581991613083,0.11192375992435855,0.3913418050981217,0.15419072567683245,0.341456108746625,0.2093743079590758,0.15406743629496622,0.14211636146372186,0.3608448523772105,0.29371486891811904,0.3807754223461184,0.12205318844932969,0.27212078792511374,0.238816808681007,0.10341563008626689,0.3311847255303181,0.33377561947760126,0.11355472006715689,0.38496284650792933,0.3315556303803831,0.25613922618160356,0.4302035208889918,0.19793003247874144,0.2934255525594738,0.3343710208088044,0.5874313786538734
0.21864044278444525,0.2137717549143529,0.21005024687842574,0.07865233042881135,0.13460924749369513,0.15360224624587737,0.10526209618095689,0.215188175879962,0.23471968524206602,0.16865083295126898,0.3234860292914551,0.21430478479249193,0.40632149519552285,0.3634790294106884,0.2660149946062018,0.10885955332630479,0.11930931949266282,0.303577649118011,0.2306191877857734,0.21350881598394184,0.07139708180873372,0.12878080636258116,0.3964055857687319,0.13605160084153856,0.2253132942459497,0.13315102590689026,0.08821158229137066,0.10642613407545382,0.5099599225173495,0.6323647128480367,0.0,0.4906234064517998,0.05164479047158517,0.07884415555153726,0.48784636559377037,0.1251813297862912,0.06525337701197668,0.03913516778331064,0.7144256248303269,0.5440873967900056,0.05941373587751245,0.12413977561269905,0.3536571344667755
0.16882134619250957,0.10972706339476437,0.0775014217390147,0.12063415522518066,0.08529588457696402,0.1822674926079998,0.24496809554018295,0.31565660397935547,0.33371014250933057,0.05332185674479645,0.2793516616069218,0.09782302799235101,0.5260006155493326,0.3524005416520474,0.3406840671225959,0.10755195228969365,0.08664525932823491,0.35184388071695294,0.26734045610507773,0.33013517062900155,0.15203972576611546,0.1243290639122776,0.5372745521771165,0.20740395108006882,0.3394585159008565,0.12785201756130038,0.10868682066295057,0.14178765200852292,0.46881194632492595,0.592233899324477,0.06188882209649352,0.44956414353110574,0.1128358348343838,0.12105153838968782,0.48186893109330525,0.13426251267225545,0.08555265924741103,0.09651234354526148,0.6176225837520786,0.5525902729766732,0.0980902648675257,0.1008675800807184,0.2891212596219828
0.3294030462048228,0.23876270417564105,0.05634708662484403,0.3372047634967855,0.09112111292623876,0.09942976290450511,0.34834709596301994,0.48389937053060716,0.5490363394132491,0.05580640942742354,0.12855211607203898,0.189014721075766,0.2685045425412528,0.2190485142651905,0.2632422205225232,0.32276250069973245,0.2983704822564507,0.15512384155188064,0.09590432861816223,0.4268554391621312,0.22695613676587,0.3505846020748874,0.37064329368023746,0.1733488422555498,0.235688706110171,0.333568301777423,0.2714378574691624,0.346478747561161,0.23021377350450947,0.30814253636849326,0.202609746929122,0.16184358047067313,0.3096823965767185,0.32803042568844,0.2006273491421457,0.33691599541298345,0.27320990185857125,0.2690704064381748,0.4636360293173453,0.2908825324618878,0.27967442432813006,0.2723395644422885,0.4641719441326531
0.5406042074012987,0.48861293704901276,0.4162559823954427,0.350588378625948,0.3650490645864057,0.1970853806249726,0.2581592891411696,0.41567764481837677,0.4465605842981055,0.3304966887543836,0.16324844674776517,0.47161988969571655,0.2725061759570686,0.18403915769750007,0.15183034988603467,0.4072474599900281,0.3189223521011959,0.25081159660368335,0.23287800333335895,0.36203046444694725,0.192239143044166,0.4145753385765024,0.11321582419820403,0.2171792892206963,0.18595590665995254,0.4267406067259088,0.38584578850300677,0.44320119670912006,0.1116315317964702,0.2981043939653978,0.32327300833444017,0.1266247944204355,0.3901898409005129,0.37531770526538955,0.11260883152281959,0.4564144392962869,0.4217900956026757,0.2913978240484717,0.41651516975906866,0.1604435556331486,0.3626504232896468,0.4697457181961674,0.706721176906346
0.7641724266991898,0.9872177914958524,0.853560558822082,0.6278164504135285,0.922660210851028,0.7337618956886698,0.3619905714232884,0.4798925911089993,0.4188389338021877,0.944682690298956,0.611883037295505,0.9706685104584,0.32816642628592085,0.7147800552688008,0.40705800282199855,0.7366298192136731,0.9042380908752101,0.7425667436469847,0.7870593012576524,0.39587983075794575,0.6367037648183715,0.9979574561640217,0.10750039554704582,0.6233353197752124,0.5612598733898664,0.7679797792489516,0.7437295653778565,0.7242834065900511,0.20102230595304804,0.28461879927446,0.585094670284682,0.21429265503085934,0.7225117365352747,0.6839010482919342,0.05402705852322998,0.8416928340780413,0.673446160901932,0.648349012179291,0.43125374154626683,0.08092659354512549,0.7411647947958132,0.9541645979676261,0.9788456860208519
0.27027161286132484,0.23720700758802216,0.17638086149721013,0.2672018585674792,0.15981032310165227,0.19024181861978362,0.3531268874894289,0.4070242572736168,0.43560806420446246,0.10828070149946395,0.18476586635791659,0.22836235561981427,0.3233778085461493,0.2245725577495022,0.23217429943045365,0.2682552586860894,0.26882688053077153,0.18433419201840184,0.14806371986670674,0.3577909117682475,0.19992946092084907,0.3150303303491238,0.3578649653608376,0.17064528961693637,0.2064230465524537,0.2878955165146424,0.24272955166419954,0.32594223224080815,0.2523100663133287,0.39674132016657204,0.14765558057275774,0.24079539253398471,0.26251906043792844,0.2750364522852946,0.24638904407022447,0.30967648450994967,0.23799224475211597,0.19342498627431007,0.5474992130668154,0.33662745498852265,0.21812087686095596,0.26374433211108717,0.46021378062809865
0.20114421453030862,0.2191829688198697,0.11097643018878273,0.4457553504062902,0.2555860009305955,0.4909889570276278,0.56128320501011,0.5709098012176652,0.5315919977518044,0.2208690112607971,0.46343808713170664,0.20546127789713045,0.6125609512529129,0.5750748588621741,0.5829757765719088,0.3495815048976599,0.4943600046576838,0.5644746866510182,0.4019585313597722,0.5506918537050246,0.534535472669682,0.5137877978379354,0.6978121018679884,0.5420704018063517,0.5708413283019577,0.44182632998041355,0.3827493381584848,0.4373327761096929,0.33859568812930835,0.36247559516219785,0.31141483716950713,0.32460590455372673,0.4260392082244455,0.44660215337543074,0.3530268121911091,0.42897512757978346,0.3298431618265633,0.43489495218411856,0.4642735561271942,0.39388978607150377,0.399993225898425,0.39815224167930807,0.3447091631996583
0.20846286003205566,0.1282101861151448,0.09754898647149787,0.07493823221166611,0.04862229365580867,0.10084368631509988,0.15452741270045767,0.27219361535003767,0.3044080046280776,0.052242077247229846,0.2731270273039903,0.1162062675378812,0.44042135252231973,0.2819549224937615,0.2795654794875152,0.08987639929721696,0.03804459038845298,0.24016292632184744,0.21547173114300056,0.2547172657185817,0.07019767939731314,0.0943649285434372,0.4617664954675757,0.13222257688159034,0.241052160485428,0.08531560241191398,0.051113241983195584,0.1156616699446306,0.47570650472746717,0.6134267164269395,0.016936865490088743,0.4564972448941365,0.04929123325356448,0.06655223666553453,0.4807670721740491,0.10873474215802564,0.06368341587968615,0.02921679239577679,0.6657530308524869,0.5515781841503307,0.043627818776435845,0.06711543283310965,0.30398492730188187
