AFP,Input,Output,Enquiry,File,Interface,Added,PDR_UFP,NPDU_UFP,Resource,Duration,N_effort,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Effort
0.0901250785310411,0.0823054019566142,0.1059063136456211,0.3571428571428571,0.04331641285956,0.0,0.1106038291605301,0.0488058151609553,0.0426320667284522,1.0,0.036144578313253,0.1366392496656835,0.18915807,0.90708065,0.013549804,0.13181515,0.1367183206945818
0.0143354846079159,0.000957039557635,0.0016293279022403,0.0031512605042016,0.0653130287648054,0.0260814249363867,0.0037555228276877,0.1692627206645898,0.1501390176088971,0.0538586394109899,0.1927710843373494,0.0754547619483778,0.31131086,0.91598,0.038851567,0.1011235,0.075539436568121
0.0081672282825975,0.0026584432156529,0.0134419551934826,0.0294117647058823,0.0142131979695431,0.022264631043257,0.0120029455081001,0.0394600207684319,0.0342910101946246,0.0,0.0963855421686747,0.0116690175676418,0.45004508,0.95597893,0.036797065,0.19009347,0.0117595340147268
0.0138785767319664,0.0160569970225436,0.0114052953156822,0.0084033613445378,0.0131979695431472,0.0,0.005081001472754,0.1453790238836967,0.1566265060240964,0.0,0.036144578313253,0.070893403432926,0.42801267,0.93837404,0.04086506,0.16462414,0.0588343041359856
0.0161631161117139,0.0098894087622288,0.0,0.203781512605042,0.0067681895093062,0.0,0.0,0.0986500519210799,0.1047265987025023,0.0,0.144578313253012,0.0655077030170913,0.37840945,0.940824,0.035921935,0.17682452,0.0543649485291424
0.0042263978525329,0.0066992769034453,0.0,0.0252100840336134,0.0,0.0,0.0,0.1557632398753894,0.1677479147358665,0.0,0.036144578313253,0.0288519665134001,0.44726187,0.9417024,0.04123554,0.17819904,0.0239403597464922
0.0039979439145582,0.0025521054870267,0.0,0.0241596638655462,0.0101522842639593,0.0,0.0,0.2139148494288681,0.2289156626506024,0.0,0.0602409638554216,0.0348971404495411,0.42825586,0.9340227,0.042211182,0.16131759,0.0289592262886031
0.0050259866354446,0.0,0.0439918533604887,0.0073529411764705,0.0,0.0031806615776081,0.0088365243004418,0.0976116303219106,0.0861909175162187,0.0538586394109899,0.072289156626506,0.0206451849273663,0.43033504,0.9413669,0.04001678,0.16795364,0.0207348792907645
0.0061111428408247,0.0,0.0093686354378818,0.0609243697478991,0.0047377326565143,0.0127226463104325,0.0059646539027982,0.1090342679127725,0.1167747914735866,0.0,0.0602409638554216,0.0268735459524812,0.43145368,0.9493619,0.038944032,0.17946984,0.0222918269406894
0.0024558798332286,0.0041471714164185,0.0028513238289205,0.0,0.0,0.0,0.0,0.7580477673935618,0.8146431881371641,0.0,0.072289156626506,0.0738610342743043,0.3558637,0.813065,0.03508611,0.089237034,0.0612887863135143
0.0260437489291221,0.0222245852828583,0.0525458248472505,0.0252100840336134,0.0280879864636209,0.0095419847328244,0.0338733431516936,0.2274143302180685,0.2020389249304912,0.0,0.0963855421686747,0.1862829507776291,0.2772147,0.86935693,0.034340046,0.07467684,0.1863574751804227
0.0033125821006339,0.0034028073160357,0.0020366598778004,0.0168067226890756,0.0023688663282571,0.0,0.001840942562592,0.2917964693665628,0.3132530120481928,0.0,0.072289156626506,0.0370404293905365,0.41999993,0.9208646,0.044095304,0.14589839,0.030735978312635
0.0108515620538009,0.0,0.0468431771894093,0.0598739495798319,0.0,0.0267175572519083,0.0157584683357879,0.1246105919003115,0.1278962001853568,0.0538586394109899,0.072289156626506,0.0550110828188829,0.36868253,0.9271143,0.041736167,0.12802516,0.0478807194929845
