size_D,duration_D,app,har,dba,ifc,source,nlan,telonuse,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_11,effort_D
0.143335192414947,0.2,0.0,0.0,0.6979651364831616,0.0,0.0,0.0,0.0,1.0,0.5,0.3333333333333333,0.0,0.5,1.0,0.75,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0,0.5,0.50446707,0.04326395,0.112886876,0.79873043,0.0075898020947219
0.1670384829894032,0.24,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.6666666666666666,0.0,0.75,0.5,1.0,0.3333333333333333,0.5,0.6666666666666666,0.75,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.75,0.75,1.0,0.71811086,0.827876,0.6800387,0.006072173,0.1154790765476699
0.0228667038482989,0.02,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.6666666666666666,0.0,0.25,0.5,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.25,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,0.7545831,0.4494878,0.59299695,0.63579357,0.0041514157595347
0.0574456218627997,0.08,0.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.3333333333333333,0.0,0.5,0.5,0.0,0.3333333333333333,0.5,1.0,0.25,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.25,0.5,0.5,0.7381904,0.3347984,0.40571982,0.6185047,0.0276813867630048
0.2810931399888455,0.24,0.8795232095320975,0.619852032890937,0.6979651364831616,1.0,1.0,0.6666666666666666,0.0,0.25,0.25,0.6666666666666666,0.0,0.25,0.0,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.5,0.25,0.5,0.62373114,0.4883955,0.3955335,0.24719654,0.3278192391183787
0.0934188510875627,0.16,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.3333333333333333,0.0,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.75,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.75,0.75,0.66372406,0.5187257,0.5577365,0.4055738,0.0576920029788784
0.0828220858895705,0.16,1.0,1.0,0.6979651364831616,1.0,1.0,1.0,1.0,0.25,0.5,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.25,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,1.0,0.75,0.9910046,0.777427,0.9645966,0.5686344,0.035540555529147
0.0448968209704406,0.46,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.3333333333333333,0.0,0.75,0.5,1.0,0.6666666666666666,0.5,0.3333333333333333,0.5,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.75,0.25,0.5,0.54739845,0.5857293,0.5136206,0.20653087,0.1067484273739918
0.0886781929726715,0.4,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.0,0.0,0.25,0.5,0.3333333333333333,0.0,0.25,0.3333333333333333,0.75,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.25,0.5,0.41798085,0.3329205,0.23808324,0.3110137,0.1353488298394891
0.3159509202453988,1.0,1.0,0.8249376887731341,1.0,1.0,0.0,0.3333333333333333,0.0,0.75,0.5,0.3333333333333333,0.0,0.0,0.3333333333333333,0.75,1.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.75,0.25,0.3090101,0.33493498,0.34082913,0.39269873,0.1793189776742564
0.0370886781929726,0.18,0.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.3333333333333333,0.0,0.25,0.5,0.0,0.3333333333333333,0.5,0.6666666666666666,0.25,1.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.25,0.5,0.5,0.41555128,0.21543883,0.20463021,0.53365475,0.0588962304511099
0.1926938092582264,0.34,1.0,0.0991880356339056,0.6979651364831616,1.0,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,0.0,0.5,0.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.023592627,0.3217207,0.88009286,0.0565194657032846
0.0167317345231455,0.06,0.8795232095320975,0.0,0.6979651364831616,1.0,1.0,0.3333333333333333,0.0,0.25,0.25,0.0,0.6666666666666666,0.5,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,0.6704696,0.19784288,0.45864734,1.0,0.0050228961670707
0.0,0.12,0.8795232095320975,0.0991880356339056,0.6979651364831616,1.0,1.0,0.6666666666666666,0.0,0.25,0.5,0.3333333333333333,0.6666666666666666,0.25,0.3333333333333333,0.25,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.5,0.75,0.25,0.7415032,0.31761667,0.50598407,0.7998974,0.0
0.0560513106525376,0.3,0.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.3333333333333333,0.0,0.25,0.5,0.0,0.6666666666666666,0.5,0.6666666666666666,0.5,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.25,0.75,0.5,0.42156306,0.24620086,0.29249075,0.56642175,0.0314049848679311
0.0900725041829336,0.14,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.3333333333333333,0.0,0.5,0.75,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.5,0.3333333333333333,1.0,1.0,0.0,0.6666666666666666,0.5,0.5,0.5,0.66509116,0.49137357,0.5878935,0.5525905,0.0548874205764446
0.0454545454545454,0.18,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.0,0.0,0.25,0.5,0.0,0.6666666666666666,0.5,0.6666666666666666,0.75,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.5,0.5,0.5,0.44923803,0.31868175,0.3271016,0.4487345,0.0148468571247484
0.5022308979364194,0.56,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,1.0,1.0,0.75,0.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.75,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.75,0.7578396,0.8951021,0.90392524,0.18974964,0.4013088051211357
0.6787506971556051,0.68,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,1.0,1.0,0.75,0.5,0.6666666666666666,0.3333333333333333,0.75,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.5,0.0,0.75,0.7572379,1.0,0.9488586,0.06889032,0.5815626435962035
0.1076408254322364,0.72,0.8795232095320975,1.0,0.6979651364831616,1.0,1.0,1.0,0.0,0.5,0.25,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.75,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.25,0.5,0.5816109,0.67056733,0.52017605,0.0,0.2292627275752246
0.0680423870607919,0.5,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.6666666666666666,0.0,0.75,0.5,0.6666666666666666,0.6666666666666666,0.75,0.3333333333333333,0.5,0.6666666666666666,1.0,1.0,0.3333333333333333,0.6666666666666666,0.75,0.25,0.5,0.6478983,0.6319514,0.59831035,0.22632477,0.1656763480217394
0.8103736754043502,0.2,0.8795232095320975,1.0,0.6979651364831616,1.0,1.0,1.0,0.0,0.75,0.75,0.0,0.3333333333333333,0.5,0.6666666666666666,0.75,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.25,0.5,0.5,0.799303,0.79940605,0.81339705,0.26276082,0.2838966265785679
0.071388733965421,0.2,1.0,1.0,0.6979651364831616,1.0,1.0,0.0,0.0,0.75,0.5,0.0,0.6666666666666666,0.5,0.6666666666666666,0.75,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.25,0.75,0.5,0.66703254,0.542466,0.58832955,0.41281185,0.1392150338292849
0.0850529838259899,0.48,1.0,0.0991880356339056,0.6979651364831616,1.0,0.0,0.0,0.0,0.75,0.5,0.0,0.3333333333333333,0.25,0.6666666666666666,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.5,0.5,0.5,0.4572177,0.13543501,0.3549221,0.99457103,0.1045934940026302
0.1447295036252091,0.24,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,1.0,1.0,0.25,0.25,0.0,0.6666666666666666,0.5,0.6666666666666666,0.75,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.25,0.25,0.75,0.95581234,0.8187442,0.92122513,0.3729082,0.1562960498169891
0.1168432794199665,0.18,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.6666666666666666,1.0,0.75,0.5,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.25,0.5,0.5,0.72072226,0.65501416,0.7737401,0.51523596,0.071572309106178
0.9258226436140546,0.82,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.6666666666666666,0.0,0.75,0.5,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.75,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.25,0.75,0.76638925,0.8207751,0.7817615,0.19605342,1.0
0.0571667596207473,0.0,0.8795232095320975,0.619852032890937,0.6979651364831616,1.0,1.0,0.3333333333333333,1.0,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5,1.0,0.25,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.75,0.25,0.75,0.55239236,0.5157958,0.58479,0.48507014,0.0169225650045158
0.041271611823759,0.12,0.2389808690832257,1.0,0.6979651364831616,1.0,1.0,0.6666666666666666,1.0,0.0,0.75,0.0,0.3333333333333333,0.5,1.0,0.25,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.25,0.75,0.5,0.63942736,0.40512186,0.5999834,0.78659725,0.01373770024243
0.0382041271611823,0.16,0.0,0.619852032890937,0.6979651364831616,1.0,1.0,1.0,0.0,0.5,0.75,0.0,0.3333333333333333,0.5,1.0,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,1.0,0.5,0.58497167,0.4665916,0.4021773,0.30149183,0.0184120042464863
0.0945343000557724,0.04,0.8795232095320975,0.619852032890937,0.6979651364831616,1.0,1.0,0.3333333333333333,0.0,0.25,0.75,0.3333333333333333,0.0,0.25,0.3333333333333333,0.5,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.75,0.7121498,0.44998035,0.5060855,0.5123948,0.0192517944573846
0.1065253764640267,0.48,0.3801766679984392,0.619852032890937,0.6979651364831616,1.0,1.0,0.3333333333333333,0.0,0.0,0.5,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.75,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.5,0.75,0.5,0.32282156,0.25625092,0.16794331,0.35976785,0.0376162634089144
0.0435025097601784,0.04,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.3333333333333333,0.0,0.5,0.75,0.0,0.3333333333333333,0.5,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.5,0.5,0.5,0.5766192,0.40543807,0.49220315,0.5731388,0.0060211373611573
0.0064138315672058,0.04,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.0,0.0,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.25,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.25,0.75,0.5,0.57447326,0.27349722,0.41009554,0.7226633,0.0102993139072427
0.2208588957055214,0.04,0.0,1.0,0.6979651364831616,0.0,0.0,0.6666666666666666,0.0,0.75,0.25,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.75,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.75,0.75,1.0,0.069550574,0.44871062,0.21010129,0.05436813,0.0421004262331447
0.4461795872838817,0.14,1.0,1.0,0.6979651364831616,0.0,0.0,1.0,0.0,0.75,0.25,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.5,0.75,1.0,0.50793,0.7543048,0.6796082,0.14294294,0.1492132908684698
0.2752370329057446,0.08,1.0,1.0,0.6979651364831616,0.0,0.0,1.0,0.0,0.75,0.25,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.5,0.75,1.0,0.51295984,0.73546374,0.65299505,0.13567695,0.0985089762481976
0.139431121026213,0.36,0.8795232095320975,0.619852032890937,0.6979651364831616,1.0,1.0,0.0,0.0,0.5,0.5,0.6666666666666666,0.0,0.5,0.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.5,0.5,0.44097754,0.30254313,0.25126186,0.40333417,0.0517659362076341
0.5593976575571667,0.54,0.8795232095320975,1.0,0.6979651364831616,1.0,1.0,0.6666666666666666,1.0,0.75,0.5,0.6666666666666666,0.6666666666666666,0.75,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.75,0.5,0.75,0.7801826,0.8986217,0.9333501,0.24740036,0.2125936841438101
0.0708310094813162,0.44,0.3801766679984392,0.619852032890937,0.6979651364831616,1.0,1.0,0.3333333333333333,0.0,0.25,0.5,0.0,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.75,0.5,0.5697719,0.2788365,0.4016065,0.6951625,0.0824578916512177
0.3134411600669269,0.36,0.8795232095320975,1.0,0.6979651364831616,1.0,1.0,0.6666666666666666,1.0,0.75,0.25,0.0,0.3333333333333333,0.75,1.0,0.75,0.0,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.75,0.5,0.75,0.6730406,0.7000383,0.68971986,0.23332183,0.1444597613728193
0.0571667596207473,0.06,0.0,0.0991880356339056,0.6979651364831616,0.0,1.0,0.0,0.0,0.5,0.5,0.3333333333333333,0.0,0.25,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.75,0.5,0.60416716,0.0,0.0,0.70422006,0.0081919158308377
0.0499163413273842,0.2,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.3333333333333333,0.0,0.5,0.75,0.0,0.6666666666666666,0.5,0.6666666666666666,0.5,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,0.5,0.5,0.8014569,0.5188198,0.68553644,0.66507494,0.0791462661025811
0.0030674846625766,0.04,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.6666666666666666,0.0,0.75,0.5,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.25,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.5,0.5,0.6145859,0.44135073,0.5049757,0.49158034,0.0075581118980843
0.0699944227551589,0.04,0.0,0.619852032890937,0.6979651364831616,1.0,1.0,1.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.75,1.0,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.5,0.25,0.5,0.5505857,0.60944515,0.4912472,0.16174935,0.0744085817052494
0.1042944785276073,0.22,0.8795232095320975,0.619852032890937,0.6979651364831616,1.0,1.0,0.0,0.0,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.5,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.25,0.75,0.6104749,0.36981413,0.46445197,0.58092296,0.1193769707341034
0.2816508644729503,0.1,1.0,0.0991880356339056,0.6979651364831616,1.0,0.0,0.6666666666666666,0.0,0.75,0.75,0.3333333333333333,1.0,0.75,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.25,0.75,0.75,0.57339966,0.5029154,0.61978704,0.5965692,0.1287731140371726
0.0047406581148912,0.1,0.0,0.0991880356339056,0.0,1.0,1.0,0.6666666666666666,0.0,0.75,0.25,0.0,0.3333333333333333,0.5,0.3333333333333333,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.75,1.0,0.5,0.33205414,0.12627512,0.1591631,0.61271334,0.0033750059419118
0.0953708867819297,0.44,0.8795232095320975,1.0,0.6979651364831616,1.0,1.0,0.6666666666666666,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,0.6666666666666666,0.75,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.8393313,0.81557584,0.79487467,0.19657044,0.1654228264486381
0.0404350250976017,0.18,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.3333333333333333,0.0,0.75,0.75,0.0,0.3333333333333333,0.75,0.6666666666666666,0.25,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.75,0.75,0.6780155,0.412742,0.6141186,0.7855999,0.0185704552296747
0.4121583937534858,0.48,0.0,0.619852032890937,0.6979651364831616,1.0,1.0,1.0,1.0,0.75,0.5,0.0,0.3333333333333333,0.5,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.75,0.5,0.5,0.66827714,0.51431984,0.5642913,0.44295177,0.0847395858091299
0.1469604015616285,0.18,0.8795232095320975,1.0,0.6979651364831616,1.0,1.0,0.3333333333333333,1.0,0.25,0.5,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.75,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.25,0.5,0.5,0.7350727,0.5402144,0.66492903,0.55270106,0.0613680657888482
0.1285554935861684,0.18,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.0,0.0,0.25,0.5,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.75,0.25,0.5,0.34869298,0.3104003,0.28696263,0.41547388,0.0478046616279254
