size_D,duration_D,app,har,dba,ifc,source,nlan,telonuse,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,Generated_Var_7,Generated_Var_8,Generated_Var_9,Generated_Var_10,Generated_Var_11,Generated_Var_12,Generated_Var_13,Generated_Var_14,Generated_Var_15,Generated_Var_16,Generated_Var_17,Generated_Var_18,effort_D
0.19486961,0.09178311,0.051715896,0.11663701,0.10262489,0.16686875,0.42109177,0.26660874,0.6262489,0.046652913,0.08935416,0.20532176,0.07079339,0.07822299,0.3951534,0.061451375,0.159417,0.09055196,0.084827125,0.12656431,0.058071107,0.08864176,0.08347309,0.05133617,0.09467986,0.34568805,0.077069566,0.05739323,0.2231768,0.15431629,0.1602725,0.4088424,0.09268257,0.11626017,0.29525605,0.15987061,0.07949959,0.04815741,0.1437385,0.3448979,0.16701946,0.15166512,0.16567895
0.2560362,0.15527992,0.08674835,0.01536116,0.0,0.01983136,0.21320274,0.20287524,0.46857572,0.13129023,0.1137411,0.3154552,0.020055354,0.008195698,0.1410264,0.1814162,0.14599124,0.11931491,0.10011828,0.03078784,0.024470717,0.08411884,0.10219884,0.054708093,0.0021042228,0.26725352,0.036672086,0.054861598,0.263705,0.24004363,0.12345822,0.38221082,0.037614554,0.079698876,0.29282185,0.0906443,0.03208047,0.033779517,0.20309345,0.36080772,0.16301523,0.06580815,0.22037861
0.23032856,0.12754478,0.08621882,0.13129042,0.11655986,0.15559322,0.40180048,0.30513814,0.6534239,0.025696576,0.089528024,0.24257068,0.093251884,0.0929887,0.3816619,0.09047206,0.1123583,0.13692486,0.11215398,0.15245555,0.059420615,0.079561144,0.07188541,0.059906572,0.07914093,0.39683235,0.12147954,0.10770609,0.16289374,0.10086383,0.20093626,0.3392663,0.14594705,0.1608246,0.24007621,0.19447586,0.10222785,0.09363857,0.09568681,0.27893338,0.22153446,0.1741876,0.18275611
0.3003496,0.20675947,0.15237601,0.0019438863,0.031021059,0.003696978,0.13097423,0.16488487,0.37909955,0.26466137,0.2230174,0.39362878,0.07615727,0.038393646,0.07893658,0.3360265,0.2502081,0.192227,0.15483734,0.021530986,0.096948594,0.18301553,0.2197848,0.12406969,0.036350667,0.2077602,0.043566823,0.07427009,0.36526442,0.3586746,0.10287456,0.4467967,0.058077738,0.0729233,0.38937736,0.062206287,0.040580854,0.04413554,0.3169635,0.45443612,0.16119955,0.03252071,0.30713153
0.63048136,0.6062927,0.63188463,0.6073147,0.67726874,0.7238381,0.78560543,0.7239532,0.8853861,0.47419107,0.71468836,0.64949435,0.70596457,0.57830083,0.6992097,0.55168205,0.38584974,0.6359401,0.6395707,0.64169174,0.64814365,0.6185149,0.5957027,0.55199397,0.691805,0.75212884,0.62834376,0.62961185,0.09837029,0.11777048,0.681242,0.2119041,0.6394188,0.65372926,0.22298157,0.65637267,0.6676292,0.6360474,0.1545877,0.17315905,0.64495444,0.6457841,0.64375013
0.23831636,0.1344847,0.080263,0.11587943,0.06350899,0.1122452,0.37319782,0.3131997,0.63170034,0.0438329,0.07092756,0.25886455,0.069803536,0.062077522,0.30403072,0.08604501,0.034883738,0.12485236,0.11820695,0.13563485,0.032752603,0.046656907,0.03281781,0.0440872,0.048055083,0.39020082,0.10975197,0.095254175,0.12991354,0.093772665,0.21262622,0.3004699,0.12359713,0.1636349,0.19579265,0.18544808,0.10744588,0.076492965,0.07275672,0.2582735,0.21895817,0.16312945,0.19485168
0.53099036,0.4514166,0.36212558,0.35130864,0.25370437,0.27824765,0.47906637,0.55299145,0.7178947,0.28162736,0.28709865,0.5375668,0.28981972,0.3086894,0.32299685,0.39199483,0.23817006,0.37964407,0.36848798,0.38385355,0.2788439,0.28113246,0.24257362,0.3374758,0.26760897,0.58242357,0.38044256,0.39687052,0.03519664,0.0376416,0.46648163,0.109931566,0.39713615,0.42555803,0.060925037,0.4147378,0.37466097,0.36265427,0.04654123,0.10960179,0.5012655,0.41358566,0.45111245
0.20883434,0.10109897,0.047644064,0.08746196,0.063272715,0.11273193,0.35843074,0.25944647,0.59875834,0.021975875,0.065540075,0.22753243,0.04744482,0.038907737,0.30965757,0.054119706,0.07436499,0.09280835,0.08091918,0.09024502,0.019780606,0.022746682,0.039913386,0.020524055,0.032232046,0.347593,0.061776146,0.058007486,0.17886937,0.1312746,0.16475481,0.357948,0.07636809,0.11467765,0.23707885,0.14448482,0.06044753,0.045527443,0.108648315,0.30595353,0.179776,0.11601168,0.16020513
0.13433523,0.07136631,0.058855906,0.08806683,0.17950022,0.23137403,0.42180425,0.15966134,0.5696664,0.106809855,0.16669351,0.17406107,0.10983682,0.05632651,0.43882823,0.08468352,0.3481864,0.08957255,0.044859678,0.059972182,0.12030247,0.22125739,0.22057986,0.06237042,0.14186677,0.26209003,0.016779408,0.023211978,0.40488356,0.33383256,0.07077291,0.6053107,0.026739925,0.054135937,0.5260073,0.08230208,0.021491975,0.01863338,0.30738795,0.5168004,0.08773185,0.10761207,0.14298236
0.28636608,0.16734755,0.1189826,0.14272095,0.050308585,0.113868356,0.3704304,0.3518657,0.6489438,0.072672784,0.07188606,0.3047104,0.093165934,0.11570144,0.3111031,0.1314366,0.057757974,0.14315593,0.15062061,0.18026479,0.067706555,0.065075755,0.049221516,0.090229094,0.069042295,0.42148197,0.14353725,0.1537961,0.091230534,0.06604138,0.25349307,0.24890935,0.17496072,0.20338319,0.14677435,0.22448605,0.14485635,0.12828727,0.051616713,0.1999355,0.26233163,0.20155326,0.24560876
