TeamExp,ManagerExp,YearEnd,Transactions,Entities,PointsAdjust,Envergure,Language,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,Effort
0.29369557,0.9032242,0.4572492,0.10500274,0.4358328,0.090871766,0.5594306,0.7522916,0.22682239,0.56554276,0.22818631,0.6656589,0.2400818,0.26082274,0.3247041
0.7353169,0.9701609,0.4973898,0.12971681,0.540007,0.1576979,0.63053125,0.8044304,0.4120848,0.4521773,0.3584024,0.54422927,0.31500342,0.2697354,0.499035
0.45106557,0.9238201,0.38781762,0.15225703,0.35248083,0.104104236,0.7980269,0.83952385,0.24040155,0.46264064,0.2116191,0.69606376,0.20327547,0.23420039,0.40045518
0.78292465,0.8388608,0.37446982,0.05600508,0.4634264,0.07439324,0.29585886,0.8403195,0.3113589,0.50449085,0.26427385,0.6211005,0.26312688,0.2299709,0.1384063
0.13937981,0.5289659,0.53186876,0.08843233,0.568091,0.1376885,0.4878604,0.8281298,0.3917259,0.43110728,0.30246288,0.5492278,0.39609468,0.4414568,0.22076723
0.7947474,0.740406,0.50419927,0.27775723,0.5975077,0.31624982,0.5028471,0.67306936,0.564606,0.40194553,0.47925615,0.31354982,0.42463747,0.38269442,0.54214156
0.19733228,0.4480555,0.5694526,0.13629505,0.44104034,0.12056029,0.5353428,0.80583924,0.37583935,0.32783723,0.30074394,0.5557803,0.3716262,0.39391834,0.22204761
0.4819379,0.4794743,0.20080368,0.049319413,0.4054975,0.040908802,0.39647144,0.72299653,0.19742176,0.5295645,0.14309014,0.80508167,0.16591582,0.24566838,0.14307311
0.49098983,0.4480222,0.29403245,0.09236243,0.47101158,0.094354525,0.5970092,0.8997655,0.34097737,0.40960604,0.23447931,0.71701026,0.27394885,0.35152292,0.2737286
0.62740827,0.43713862,0.0,0.08848489,0.32278636,0.04747435,0.44650045,0.544397,0.09241941,0.56195706,0.029670076,0.93475807,0.051538557,0.11771325,0.118268415
0.76454765,0.421113,0.6861479,0.17473184,0.4017963,0.12122694,0.48840207,0.72040135,0.45990354,0.2631509,0.38197213,0.40958342,0.38399145,0.28413022,0.21920395
0.8672108,0.28397244,0.41535738,0.23374677,0.5486135,0.22522134,0.75278616,0.9256984,0.55597633,0.30737942,0.4411125,0.46531844,0.43527743,0.49903685,0.4767593
0.7758393,0.8258704,0.4034546,0.45149955,0.6243594,0.4567107,0.5859792,0.6551907,0.6213221,0.41410375,0.5821535,0.28077355,0.54040015,0.48828268,0.7164005
0.10153824,0.75066745,0.5903858,0.064823404,0.55472004,0.1168457,0.584941,0.26086506,0.15951422,0.66945493,0.11794648,0.830875,0.22865823,0.17278558,0.14679812
