rely,data,time,turn,acap,aexp,lexp,modp,sced,loc,MI_loc_aexp,MI_loc_data,MI_loc_stor,MI_loc_time,MI_loc_turn,MI_loc_pcap,MI_loc_rely,MI_loc_virt,MI_loc_acap,MI_loc_vexp,MI_aexp_data,actual
0.23484096210989,0.1132974836339193,0.2718390709909964,0.100942395212811,0.1420902505451196,0.4295544738893793,0.2316567401908399,0.0392287520388004,0.1644989145266109,0.1309075923586906,0.1427103066297653,0.1732837432889485,0.1938146336245716,0.077949730619638,0.0663519315849439,0.3971759048902962,0.3294663820660465,0.2046883424389369,0.1352579677187357,0.3438079009882572,0.1704576395252493,0.1171130662821951
0.1569545002717809,0.306360344308323,0.2554711340946195,0.3235907407964511,0.2105453995818182,0.2400776136153367,0.2416292580631547,0.2545422277149805,0.2347388823771003,0.3065233131606071,0.2473961599741767,0.3646660018079533,0.1766625891012411,0.1872056625753874,0.2475831127980348,0.6138287947702358,0.4635805476497019,0.3842038039695798,0.2418633517432981,0.5045621124439483,0.2345801520592859,0.25254618914069
0.1193310815528631,0.1380258780900793,0.1370553480550724,0.1378851433347923,0.1419080728095145,0.3626753815209529,0.156632003523341,0.0755163181131545,0.0862559610048211,0.1287012516795646,0.1103077881658588,0.2035633201690838,0.1340731560869229,0.0732354988613213,0.0603052967809132,0.4368578995115052,0.2972687387986947,0.2171946087416657,0.0506654038620366,0.3506210759951585,0.1134264579418646,0.0574199457983383
0.130275751758635,0.1748503678586286,0.1813092673801099,0.1177268024930597,0.3374938770254799,0.5918917966979956,0.1490251799294226,0.0753822557025942,0.138288142924985,0.1623570816972454,0.1180317640794425,0.1556018249253706,0.2751044745314908,0.0662736383736117,0.062155426055037,0.3798732167452197,0.2272511677876066,0.1301707905063953,0.2273327974074774,0.2130139370721462,0.3422971200812215,0.0772772356042822
0.0965529174035134,0.1044603713071348,0.1717215928674109,0.1097870985320653,0.0997504205608784,0.3632314236787495,0.1506458748968079,0.0426592193819759,0.0594806902736533,0.1176628905539827,0.0842100678863821,0.1696673103689173,0.0862873442353785,0.0634762116009179,0.0364458086552341,0.4223637067303009,0.2681121513252158,0.2105805872295298,0.0794583863664068,0.3411517207249956,0.0814818541645377,0.0406248129594359
0.0910077901076752,0.3206982687345575,0.1702784611131639,0.2433965625839691,0.4615495534077326,0.5544744632101564,0.1214270423226505,0.1554998182969819,0.1417165202853714,0.2286397359234815,0.1516972576704547,0.2588231543018293,0.3371348572082847,0.1303765902774544,0.130355516371998,0.4434743709484978,0.3354055340352473,0.1634136629177846,0.2353631337306782,0.2788891830142254,0.5695482267836516,0.1412653450362191
0.5335265936555484,0.0332987220372054,0.5869915590773925,0.1890089523927287,0.1407495500488438,0.5576557818095623,0.5382890162467486,0.0780316410878778,0.3826915340102977,0.0417303779614021,0.1843918555247151,0.1180937440222355,0.4301477510436987,0.1206567224330823,0.0595224945374211,0.215352694029242,0.2286286760014554,0.2451473444332489,0.056099196015684,0.2139047898704752,0.0752970970179615,0.1635736584284913
0.1901834441777961,0.2813247452160682,0.3501191670863546,0.3011880021287143,0.120215570689216,0.2420077375131208,0.2818385187721359,0.2069816869993884,0.2606971368376128,0.2295963527706431,0.2171525476164575,0.2664848267228484,0.1299920217450619,0.1752829441501273,0.2159138196770475,0.5857756255097066,0.4593329994085113,0.3950552667043419,0.2179443469444977,0.4036468051362694,0.2241327314661489,0.2585080305362917
0.1706653977816819,0.0793590747643867,0.1856694323983958,0.0438309720810158,0.1237438035497857,0.4933530467971392,0.2099393416898516,0.0181962275174005,0.1290965892617624,0.0971893827878118,0.1039257717233875,0.1158379891489353,0.1930042488943424,0.0882551955935595,0.011971780572248,0.30481251005764,0.1929656539801753,0.163701700877891,0.0814168131484606,0.2836399425387572,0.0903599973517336,0.0424564626049528
0.1387535318057115,0.0840380733464745,0.2516843222610509,0.070394201190643,0.1252692569298076,0.536084903838735,0.224210325694042,0.0075847435119989,0.1726943022014658,0.088080328031817,0.1277243941193641,0.1635783178358576,0.2024870741908633,0.0715874726068303,0.0278219507059292,0.3116092021666092,0.2183523745092002,0.1872532122360226,0.1500699893272084,0.2997155679172358,0.2015994728127824,0.0803433401357061
