TeamExp,ManagerExp,YearEnd,Transactions,Entities,PointsAdjust,Envergure,Language,MI_PointsAdjust_Entities,MI_PointsAdjust_Language,MI_Entities_Language,Effort
0.5975700692334549,0.5051405229217913,0.4701606525194399,0.3532239145271907,0.1750032200846194,0.2248520641930955,0.5788977342657273,0.885034506620471,0.1701406678367032,0.5190052911173182,0.2834428970602136,0.3996529616598802
0.1708353674199265,0.2839130676015973,0.7570031880646366,0.1583783437139658,0.1556908354906666,0.0707232726052267,0.2504724462506691,0.6618273400786399,0.1260777345884365,0.2111755421250536,0.2043173511764696,0.161819042421072
0.2281235894555823,0.827711623211687,0.6478976525851448,0.1966715695427828,0.3033452687414954,0.2154136371779596,0.5427551769427613,0.6614794706850473,0.20019011865365,0.3212244143630929,0.3631382596654162,0.2399029067375072
0.3292941490602594,0.6552194819744457,0.7421953002801716,0.2393081554175062,0.179623022544729,0.1744732427726895,0.4066306196261122,0.2873205954402993,0.123932452722262,0.1402263888912281,0.1195742190449344,0.139646464319145
0.4799239692993717,0.5747511024750583,0.7502585324484168,0.2081324542449832,0.4595337117076794,0.2262867035792118,0.4367698263071046,0.8081760442331014,0.2986930404257095,0.4428959988369749,0.5752935666413062,0.2608812016973245
0.9553297677044682,0.4075618988090864,0.6835220130356252,0.3210851074327799,0.1723871164867051,0.196901169597585,0.4616286740198021,0.8341196233112358,0.142061223541753,0.4371842794100471,0.2875269594749645,0.2221456519417389
0.6176989981551231,0.8335948647887854,0.5281488875393332,0.2088984622648257,0.184617054053385,0.1370665426914908,0.1949545385401256,0.8675636837574137,0.1469316567017435,0.3291281543587551,0.3326074809167526,0.1189326677118151
0.7268496258357933,0.6959309956650421,0.577617516224997,0.2359682081841684,0.2727669215044175,0.1815306465739346,0.5010504548789569,0.8705775045405564,0.194906880839774,0.423468648621438,0.4431863652487318,0.2823448156333874
0.1255163542656778,0.4110672968314747,0.7104952961400193,0.1585603190008229,0.2747380706197675,0.1062551017460779,0.3611412769252066,0.786646378558336,0.1830036480701981,0.2922768611977485,0.354716951382101,0.2151946051743231
0.2304169080040461,0.3760101216946292,0.6760736419818376,0.2055875169320389,0.2750336306231682,0.1705417006692379,0.4351035908920385,0.8246278912857371,0.1892134424778334,0.3539624859704615,0.3921430303272289,0.2233946341212274
0.5577447110157692,0.2071328929963169,0.3396218500427475,0.1833963525979317,0.2400097165431633,0.1526261645500333,0.4917551358559416,0.7642330265970658,0.173136041728454,0.308574431000843,0.3665954806546496,0.1821711631147246
0.4713682001061225,0.3529460121503986,0.4163981960522586,0.1725399607985956,0.3525861435885132,0.2039418427340887,0.5871758588373193,0.838276511754234,0.2474512283823912,0.3991660379556712,0.5221194026760334,0.2420396651666938
0.6534975980571877,0.7975460570369537,0.5172506083833042,0.2026702653244851,0.2711080080543304,0.1717458075608002,0.5063584184020422,0.8420010015572056,0.1966704470836635,0.40440696265581,0.4467692616818961,0.2651024682835711
0.7189021525199573,0.7932364087022068,0.5413655968016176,0.2305814862803072,0.2967905312643288,0.1974522450447578,0.5023426096185706,0.8570562811834339,0.1996067952015192,0.4756596813780629,0.4866388781311992,0.2582152833743135
0.2417584407037799,0.7060874201814107,0.773308030001707,0.2155585200522765,0.2820693142278629,0.168436357696212,0.3657903277953226,0.4770321683550124,0.1668027176864403,0.2707480576793516,0.2781035566459275,0.2131248707369466
0.4351643464164825,0.1991640405051854,0.3257589529629467,0.1697873773632452,0.2520457082897556,0.1626125143573957,0.5214255799081806,0.7571099357644334,0.1750254455997543,0.3031161208022296,0.3584809824919365,0.2016046891113005
0.2468457443886141,0.5540688399875833,0.7895619700354843,0.3009614034181255,0.2930850274320721,0.2523567760583258,0.5328130570434628,0.8314198526825901,0.208780785448055,0.44639924307126,0.3926616019757062,0.3243006595468522
0.9075510261731212,0.7615600957211701,0.8577640825295254,0.5350776070136583,0.3175059187327436,0.4066185578604564,0.7006500997875438,0.9527765413067948,0.3123759251104669,0.8110920686600795,0.4608823194893195,0.6853175047484925
0.934395956927098,0.9096409588367678,0.6848572766234661,0.8594319781053453,0.6815861093712003,0.8755266787564333,0.2573012482142434,0.4606142787843668,0.9375465425348862,0.5867919388864308,0.4921122481159802,0.6007352319756074
0.5258117284759674,0.9114535789007424,0.4351249350822754,0.251246394788531,0.1085603765848257,0.096833932277743,0.611647929727263,0.8696773547820283,0.1225253528630387,0.2656590742545714,0.2096114784048937,0.2305224246703718
0.4375634165209665,0.8775003316530021,0.5972217576705836,0.1698516434570064,0.166174251548523,0.1152067277428522,0.2314722200575001,0.7738984419686425,0.1289651285154709,0.2324596783518022,0.2534924407552239,0.1870900340578859
0.7361076000237956,0.3819689104728853,0.8286246945226055,0.3870690685693204,0.1548651182649032,0.2528755216768318,0.6294908725275228,0.8722009159898807,0.1627377975213624,0.4683368657975578,0.2320225358069179,0.4029650798521741
0.7173820711552965,0.6576269146304794,0.7049485168428777,0.3169626109634214,0.3338357645839989,0.2784975716571628,0.6059826166159913,0.8622344201608511,0.2579158543298024,0.5383800827778529,0.4967012974494228,0.4336555685224898
0.8534945951798116,0.8165033952195426,0.7069238285973963,0.4701229531785449,0.3669693671455351,0.3891689582300573,0.7183903046681599,0.9167652726005988,0.3351104810963778,0.8236971794208182,0.549039573923401,0.697828587719215
0.2593080071822483,0.8079952631142304,0.6831076295643999,0.1971422127865883,0.3402243251543935,0.2109042609286418,0.4540348265686104,0.615525666157007,0.2222131043638821,0.3152643918543436,0.3829446992419248,0.2340036624613398
0.8597798404617781,0.6928045169495392,0.705448225749536,0.3707217826318965,0.3602429705482977,0.3220750194075927,0.6360711639300521,0.9036562015831752,0.2969702543477851,0.6833903657816112,0.5244315518788583,0.5562902359010453
0.870363973275678,0.7723966356909118,0.6557003914708639,0.2775093547560949,0.3142582942219282,0.2089578808641875,0.4038719172589089,0.8822743615493825,0.1979201517509822,0.5392727762003529,0.5131446223789153,0.2270763330950745
0.2703854677133377,0.2399351761363405,0.5139880259133526,0.2224821144676807,0.1005571539022383,0.1043814279508688,0.3716037788576297,0.7621654784291881,0.1031077811174823,0.2514384228541065,0.160058843143672,0.1979181690725817
0.5226455556158026,0.7580677797498003,0.7581649592598817,0.283426582309507,0.249715352535408,0.2328365472089517,0.3616576448887461,0.3008448224385008,0.1789069969834559,0.1527059034191372,0.1776065672824653,0.1469695285107659
0.0883308200132455,0.5847779160779196,0.5745676735158061,0.1583707066381078,0.2832189758668748,0.1167528294605243,0.2397195121223301,0.7120289905907236,0.2018347253330021,0.2992755180138834,0.3222121503968863,0.2414134246924816
0.4698075492247459,0.8929681806390641,0.5154559511290667,0.2079464112065096,0.1724723913841679,0.1322534664406363,0.5251782132108749,0.8309816604085155,0.1439048545605774,0.2663724376735338,0.2854913793448957,0.2499736869636327
0.1120120391593164,0.495972069360903,0.480053984248592,0.2165565067617014,0.1057752876982876,0.0979071219336382,0.22536946379975,0.8033702813442734,0.125244373872479,0.2701472567201233,0.1861506723231157,0.2107335666100843
0.1094920123461799,0.6632660346173422,0.6690210218723405,0.1762086464460645,0.2876437088678786,0.1659391094824444,0.3482381372034585,0.6434651647321814,0.197419735194317,0.2991387000216196,0.3347015621906548,0.2337675328584712
0.4734946023615812,0.576947309311357,0.8077157956854311,0.2698289814431198,0.1822748821970054,0.2084044214916308,0.3732750788180303,0.4628059125179103,0.12397786480441,0.189411096629438,0.1548267857401446,0.1843213524524892
0.5668420679211064,0.6378848834731097,0.7837263190616974,0.3567225095507951,0.2698405575556927,0.2699998709657198,0.5339927482667602,0.7396384845245813,0.2178519345986478,0.4260596169604158,0.3384788441619851,0.3943393462145536
0.638127466713396,0.8627730976758521,0.6101960354180525,0.1889159793397289,0.4295497265696018,0.2225132692806614,0.5092827759251606,0.7669026854097053,0.3323456028985408,0.3646604109154013,0.5066095141330952,0.3396685078689524
0.7071136743644463,0.4083411288771353,0.3721006520758433,0.1144658184485589,0.4800691093820287,0.2216505042269515,0.5840964483108816,0.7929316860293225,0.3237208775110577,0.4223624193606469,0.6696357682578766,0.1974383285791448
