rely,data,cplx,stor,turn,acap,aexp,pcap,vexp,sced,loc,MI_loc_aexp,MI_loc_data,MI_loc_time,actual
0.6493626579401969,0.1885040927907375,0.1535665079935362,0.0710363594381883,0.1925823485290543,0.5002952348189932,0.2687570405765095,0.7677642546220775,0.0507243197292636,0.0800578598562597,0.1606705037108912,0.7154436328787002,0.1035322959672406,0.3336189764640328,0.1087160494617689
0.7234808859342409,0.0222118091296867,0.2593562078340778,0.1535331354010907,0.1138762479924406,0.4963320959295975,0.2464382836279938,0.7084698546047721,0.1671544927299441,0.0872090722357818,0.2180917075230754,0.718285642294989,0.1218543399178509,0.3904071531174609,0.1602767312776839
0.9882309221544212,0.1072000069089037,0.2254705939728115,0.0855461275857837,0.1703507403093693,0.584941569128594,0.2701291933055676,0.840386344038127,0.0621703181371027,0.0919031513934832,0.1934435631646877,0.8486139590429023,0.1153421117811929,0.42032748037124,0.011835372684107
0.1001323289108973,0.3850189645565323,0.0824043306004412,0.0736954577398112,0.2111471541029201,0.3231738706592204,0.5876757806763886,0.4469370298155101,0.2310488861958921,0.2943471810818776,0.1632275945077981,0.7285097797791333,0.11789881982412,0.5874158229168819,0.2990458643735926
0.6270169243240985,0.1690372503630056,0.1491648415276192,0.0681543440161477,0.1910014744421196,0.5178178545530805,0.277165596894949,0.7719405990633428,0.0579078320124084,0.1024510670047101,0.1799353955750333,0.7028135732424221,0.0585012366726668,0.3761558885325728,0.0668009022765535
0.7131302160145913,0.0486844857151971,0.2815600040930924,0.2220589958894364,0.2034845699579849,0.5150890446689438,0.2233090293811911,0.6835467310901151,0.1951480549068953,0.1365483148969519,0.2486150761202241,0.6500405574958596,0.1671721953511741,0.4060559128405332,0.2336615660256449
0.476560617818257,0.1862186947927777,0.1759256916041317,0.1082133944009388,0.1410989692291095,0.33462984471842,0.2889403713708763,0.59913781622995,0.1487333304776232,0.1930528571819533,0.1953940637294577,0.6063348512550185,0.1166297784869375,0.3734932336781498,0.1518680401595211
0.5885769900659651,0.1891254306732765,0.1414117065159584,0.0286658882201849,0.1389932607692332,0.4067621335442059,0.2673636987701612,0.7227852718872078,0.0329479639216134,0.1577096007281479,0.1701289554046869,0.67320286237799,0.1904815850783671,0.3313687802606602,0.0651604504258082
0.3433152988379094,0.3877947907272474,0.0696297272417366,0.0477810059661557,0.1411152071478306,0.3634811810779085,0.4589568629323564,0.6088617835816565,0.1256848323001842,0.0583170295866182,0.1127953211752358,0.7169888141681489,0.1213129608936876,0.5251242790310554,0.2011145830301958
0.922619099771313,0.1123937798433953,0.2156154838758116,0.0904181787529414,0.1861408742718537,0.6017588753412395,0.2446241786629191,0.8504910616398285,0.0524284833206347,0.1015509967702754,0.2617917569301533,0.8540465546277954,0.1603817806832212,0.3688655218818899,0.0430290151254322
0.7293896281183422,0.2305715736545322,0.1444069776480524,0.1267108257555178,0.2165650414836847,0.6105058364656814,0.2390881428489113,0.8343307365334639,0.0520817128507065,0.0578545089081957,0.2758789584361419,0.8419104691900385,0.2313617281279077,0.3071912594621188,0.1452065862059041
0.5994711200151145,0.095593523327735,0.2230273725227293,0.2198012236703938,0.255387835156191,0.6358604287558025,0.1775154309757205,0.7716965628045045,0.1314067615541386,0.1040937632856145,0.3537074659331685,0.6852535190521121,0.2810258416849691,0.2019669799927866,0.1806080185806494
0.6287234236694245,0.0,0.2211793710993376,0.1217299937547455,0.1526695558125383,0.5103359697394728,0.2551975885984895,0.7149658758275395,0.1080647958686703,0.1053891717898455,0.2122568463046443,0.6946168160647855,0.0718818790671051,0.337939472672,0.1847346533261622
0.7434691492887652,0.2033181638132283,0.2072141335177857,0.0480445955824097,0.1867903680208129,0.3478337221856064,0.2636662530772079,0.7386894075933534,0.07378954803343,0.198206266263547,0.121131596769064,0.676412172076938,0.1646188423415245,0.3698027095817698,0.0705683778613706
0.7701141082117163,0.0928863340413829,0.2119098502234987,0.0673459021718642,0.1720534332865396,0.4680809860833514,0.2681842955916125,0.7762352989761273,0.0550373539300228,0.117913791361732,0.1266855474990653,0.7698321145854506,0.0941404822395565,0.3474627757710964,0.098994830833972
0.4768749697761775,0.171931111175769,0.108671666616722,0.0234095181528694,0.055941734483648,0.3553513844560961,0.3455677657026532,0.6364440065642696,0.0838637890062183,0.0763107159283854,0.0962348080521757,0.6542875666228918,0.0623266900204283,0.4361305406340218,0.1266018188476246
0.7171339437040855,0.189399243461472,0.248887755226864,0.1812392106163319,0.3970120527561698,0.7283571974904426,0.146233114803115,0.8981691626819899,0.047291700603325,0.2676499487524466,0.4209839081003721,0.7840554523248837,0.4704981143405504,0.1493577024734877,0.1741657642215758
0.7460903624888563,0.2001842095512113,0.2194293216993892,0.151098850339798,0.2454574163629023,0.5313063064247614,0.1824660868365211,0.7768508614866358,0.0756042333772102,0.1416106046051038,0.2417335866490526,0.7347627284215336,0.3384202232761818,0.2602612731557323,0.1665886504146877
0.7340306034749203,0.1375361533371508,0.1833520911824991,0.102972301849408,0.2135498945760026,0.6027345358955171,0.2484503126852818,0.8029123390765776,0.0669917825207024,0.1201379616678137,0.2359471940150423,0.7352859200113987,0.0967964005900457,0.3824649783352657,0.0506681228157669
0.453707825877672,0.2303058431081548,0.1577531511924497,0.1216002325714104,0.2716473507691857,0.3885996461983066,0.2319323379034832,0.6491794663040389,0.1319487774977611,0.3036688254075873,0.210805373531889,0.5344608298446365,0.2843432295154632,0.2901134817708037,0.2167703202860587
0.2940322066989496,0.4415145696142931,0.0736668599515832,0.0465842720544166,0.1500996751760759,0.3003098910346507,0.5252399610181346,0.5196362100684253,0.1669964099758595,0.0855180227814829,0.0595606130266311,0.7567134987571066,0.1138826106321112,0.6029142778721563,0.2273986060362181
0.935245989604312,0.0533611308193469,0.3335554416284191,0.1889503250235396,0.1995106268495572,0.5274764867734868,0.2141064199372677,0.7917844960920177,0.1717024389951868,0.1530812536361044,0.2491098234458086,0.7827640325993658,0.2205603958461668,0.3949257530898584,0.0432100450325365
0.4250108176476433,0.1275919664731879,0.0706214801525473,0.047543057391316,0.115525949234861,0.4413826691112932,0.3178106576048247,0.6608124453674014,0.0781920187556141,0.1216838254851492,0.1654707670857788,0.6024862665987458,0.035443316557361,0.3883622979093335,0.1365809262049788
0.6305696968488274,0.1134988879400449,0.1562996891799907,0.0871157313072158,0.1401687388853775,0.5003372021939713,0.240424467323349,0.7469592368299179,0.0516923577446298,0.0820298848843869,0.2144130651319415,0.7255263365594035,0.2144562236318745,0.2869704413354226,0.1273546537321566
0.4224414962398055,0.331442495685948,0.1039069032487853,0.0260280452780408,0.1667211169774489,0.3311553789599343,0.4150506559302236,0.6499841891170388,0.1124463821715938,0.1032470908957684,0.0645848831411847,0.714446684116371,0.0756064421237295,0.4406390187991796,0.1628275101484217
