ID,AFP,Output,Enquiry,Interface,Changed,Deleted,PDR_AFP,Resource,Dev.Type,Duration,N_effort,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Effort
0.0,0.0901250785310411,0.1059063136456211,0.3571428571428571,0.0,0.0,0.0,0.0526946107784431,1.0,0,0.036144578313253,0.1366392496656835,0.6519105,0.6455648,0.152534,0.6702359,0.1367183206945818
0.002008032128514,0.0143354846079159,0.0016293279022403,0.0031512605042016,0.0260814249363867,0.0265742345465049,0.0229582235604064,0.1880239520958083,0.0538586394109899,0,0.1927710843373494,0.0754547619483778,0.5423788,0.70916843,0.18297498,0.5700886,0.075539436568121
0.0040160642570281,0.0081672282825975,0.0134419551934826,0.0294117647058823,0.022264631043257,0.0,0.0,0.0491017964071856,0.0,0,0.0963855421686747,0.0116690175676418,0.7370742,0.56346124,0.16785733,0.7220074,0.0117595340147268
0.0060240963855421,0.0138785767319664,0.0114052953156822,0.0084033613445378,0.0,0.0294627383015597,0.0015054572826496,0.1497005988023952,0.0,0,0.036144578313253,0.070893403432926,0.5430046,0.74969304,0.13396877,0.6033433,0.0588343041359856
0.0080321285140562,0.0161631161117139,0.0,0.203781512605042,0.0,0.0591180435201232,0.0,0.1197604790419161,0.0,0,0.144578313253012,0.0655077030170913,0.5546954,0.62074244,0.27661648,0.51638865,0.0543649485291424
0.0100401606425702,0.0042263978525329,0.0,0.0252100840336134,0.0,0.0167533217793183,0.0,0.1892215568862275,0.0,0,0.036144578313253,0.0288519665134001,0.5578989,0.7335987,0.13872053,0.6110106,0.0239403597464922
0.0120481927710843,0.0039979439145582,0.0,0.0241596638655462,0.0,0.0148276526092817,0.0,0.2395209580838323,0.0,0,0.0602409638554216,0.0348971404495411,0.55714047,0.7331179,0.14003247,0.6095797,0.0289592262886031
0.0140562248995983,0.0050259866354446,0.0439918533604887,0.0073529411764705,0.0031806615776081,0.0,0.0,0.1389221556886227,0.0538586394109899,0,0.072289156626506,0.0206451849273663,0.56411105,0.7230877,0.14523967,0.6111727,0.0207348792907645
0.0160642570281124,0.0061111428408247,0.0093686354378818,0.0609243697478991,0.0127226463104325,0.0065472751781243,0.0,0.1245508982035928,0.0,0,0.0602409638554216,0.0268735459524812,0.55969334,0.7072027,0.16850497,0.59238195,0.0222918269406894
0.0180722891566265,0.0024558798332286,0.0028513238289205,0.0,0.0,0.0088580781821683,0.0,0.7724550898203593,0.0,0,0.072289156626506,0.0738610342743043,0.56718606,0.78838426,0.06426871,0.6676026,0.0612887863135143
