PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,Effort
0.8918493774171294,0.9193313152548377,0.6986257393845605,0.3391455548487815,0.3114235150278023,0.49814718434795224,0.4694623
0.1538674490576494,0.6413899465926457,0.3280089404030001,0.4522352286603817,0.3853001071946821,0.3356834783151066,0.10808265
0.22100866902399702,0.5726801510619098,0.11313823688167118,0.5099161018765124,0.375509977923204,0.7180527536434905,0.1365448
0.1040394306022406,0.5960427363073887,0.6558056003276296,0.5915724089315969,0.7679826612314953,0.4000677560986374,0.020435978
0.7878090179443265,0.800202436439535,0.471676625519639,0.6070195213541405,0.5618218888623165,0.3887565454015201,0.5440273
0.3554691812076702,0.5502987568407219,0.23520017649084718,0.5673271168925509,0.5670021372809722,0.7451782380943958,0.21201251
0.2309484836229953,0.5177717315905134,0.30848169316607815,0.5078023488014127,0.4718003207756114,0.4993829824641979,0.09725252
0.3892455849358159,0.6350595252666592,0.4884362362807966,0.35493259816184003,0.2555010340320759,0.6069706742838994,0.2596192
0.09408686573783862,0.7319972419251013,0.4266326957690058,0.6687599723519531,0.20884612941838138,0.6004302624036556,0.09212873
0.13697444319111265,0.6299088331288021,0.5786096022695448,0.5655395610800634,0.6479809072953209,0.3012134132434736,0.07326773
0.1802027719794925,0.4849343481564577,0.5487102130482077,0.4900981913716051,0.5844780568603467,0.38161657401616234,0.07797242
0.13230233886473622,0.6600588918453489,0.5313342243629052,0.7208272523000147,0.2756446013663041,0.7753203282994724,0.089720085
0.3666333581650829,0.38109843131733545,0.5493192706210553,0.4696591577930715,0.25449468542309006,0.6482192516499596,0.119500116
0.2411314856009269,0.4126406826034983,0.6045813145646319,0.5457276450903716,0.5811720948853631,0.374102435359151,0.13450086
0.24997029206697974,0.8591350897110202,0.4289307432204642,0.6814946858618943,0.36541861829491373,0.7741433171195181,0.24638218
0.15835871841989047,0.682804832231482,0.6398740206173879,0.4335736526394442,0.680930320405942,0.3828478906341849,0.055702478
0.16198436545723377,0.8394777311052168,0.3938744811829267,0.633089634270347,0.2095313927253506,0.43877318972206114,0.17263164
0.13094640363376742,0.6724196353627118,0.40028824612542224,0.5107714904944975,0.5191691079485637,0.49207864870535084,0.09080386
0.29178054224346905,0.37652635158407155,0.04556337173659558,0.47495422870544163,0.4621012555438343,0.6468431126640042,0.071188286
0.5291687467841769,0.6722618047960036,0.5252859291715668,0.49998216241834564,0.7038177312421097,0.5756774338071745,0.34883788
0.3516109803489215,0.18994283291974867,0.25484588248738077,0.6699819050705689,0.44851144109621865,0.5282895259804432,-0.01837549
0.29584957727955413,0.7637871035814385,0.4614077277858582,0.5779006127186306,0.6630084374954451,0.8068159557927623,0.26224846
0.40071025440129515,0.24760741496387728,0.49603505127427205,0.6234718031648985,0.7094237275608029,0.49326997968596353,0.054559886
0.43827647184676416,0.1915992643477032,0.11511599765725672,0.7116364102271586,0.6737152410719647,0.5080414562168991,-0.0605851
0.4501874647521348,0.39904953921757114,0.7625319246230446,0.3078600661046744,0.2647208169558476,0.748905003614924,0.013554361
0.9356372328114482,0.8505361783987281,1.0,0.09182934034517976,0.2757773516359632,0.8178790897081367,0.20932038
0.1851018912043787,0.7876519353068453,0.4832322113951818,0.6728122313000969,0.31981589918367764,0.7216577264015009,0.18152219
1.0,0.8841246223751296,0.671683850705989,0.641830554625755,0.5156334212413608,0.09066005478566602,0.5946144
0.3841842128498741,0.3953620590366964,0.2372073896445962,0.46744207358806883,0.506862628503599,0.5625925512417601,0.15840624
