MI_loc_data,MI_loc_stor,MI_loc_time,MI_loc_cplx,MI_loc_turn,MI_loc_rely,MI_loc_vexp,actual
0.0967056323060573,0.0103613177470775,0.0,0.0,0.0690754516471838,0.0193411264612114,0.062390730520037,0.1785222176389534
0.2534973258305604,0.02716042776756,0.0,0.0400258935521937,0.1810695184504004,0.050699465166112,0.0,0.1399057406903572
0.1132558666225327,0.0,0.0,0.0178825052561893,0.0283139666556331,0.0435599487009741,0.0,0.020809015192073
0.0505391892127314,0.0,0.0,0.0,0.0234646235630538,0.0,0.0163029642621714,0.0205457210310599
0.0,0.0,0.0,0.0038565255144096,0.0056700107265428,0.0024424661591261,0.0,0.0023784239211521
0.0004798776074537,0.0006598317102489,0.0,0.0002778238779995,0.0008169344984034,0.0,0.0,0.0032560711245293
0.0011688108062735,0.0,0.0,0.0013533598809483,0.0,0.0,0.0,0.0001843059127092
0.0,0.0174387205797808,0.0174387205797808,0.0110139287872299,0.0080965488406125,0.0107315203567881,0.0174387205797808,0.093829262513055
0.0,0.0091527151094928,0.0110942001327185,0.0154150991317774,0.0113319329927054,0.0150198401796805,0.0157466066399876,0.0366066648528624
0.0,0.0235361753279559,0.0039226958879926,0.0148649528387089,0.0168115538056827,0.0235361753279559,0.0,0.0276546633784151
0.0,0.026149370220031,0.0043582283700051,0.0165153917179143,0.0186781215857364,0.026149370220031,0.0,0.0186148971836301
0.0,0.0032683601828738,0.005084115840026,0.0192661231832564,0.0141628941257867,0.0187721200247114,0.0098402242065019,0.0171228969378889
0.0,0.0021484195148416,0.0033419859119759,0.0126643676664352,0.0093098178976473,0.0123396402903728,0.0129367196592618,0.0064156010566872
0.0,0.0008884862633055,0.0004038573924115,0.0008884862633055,0.0004125114793918,0.0005467607774187,0.000573216944068,0.0047480713702705
0.0,0.0001791905068851,0.0007602021504218,0.0010562808826913,0.0,0.001672444730928,0.001672444730928,0.0048358360906082
0.000978760268668,0.003588787651783,0.0016312671144468,0.0022666027274418,0.0,0.003588787651783,0.001157673436059,0.0029927769635162
0.000384852338651,0.0014111252417205,0.0006414205644184,0.0008912369947708,0.0,0.0014111252417205,0.0004552016908775,0.0002720706330469
0.2770160798592359,0.1038810299472134,0.1259163999360163,0.1312181430912169,0.1978686284708829,0.1704714337595297,0.0893600257610438,1.0
0.636363636363637,0.3749999999999999,0.1666666666666668,0.3157894736842105,0.2499999999999999,0.6153846153846153,0.3225806451612903,0.5787293423789506
0.1646423644820887,0.0970213933555164,0.0431206192691184,0.1634044519671856,0.1848026540105076,0.2587237156147105,0.1669185262030391,0.5611763983114068
0.2177836623055347,0.0544459155763836,0.0197985147550486,0.1031606821447269,0.0,0.0837629470405902,0.0702527942921079,0.2149445765791067
