PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,actual
0.3061923450177255,0.20999055533991834,0.6032336610356579,0.3093772913305536,0.46902606717602746,0.36454831701500917,0.24755612
0.42899541282049836,0.058989220774955525,0.41856867497929384,0.6745574305291859,0.3759158962751399,0.5985925882895329,0.5195266
0.29843051124588016,0.13177137229713637,0.6761719006777663,0.6054081237511946,0.5865913959709911,0.60483907845075,0.3425878
0.3654243631490693,0.2506520910725964,0.646500539865425,0.4153711278641412,0.6111579608668085,0.6079167118724038,0.5368054
0.3233343444927285,0.2267360457135943,0.5659629577985544,0.39050014708720593,0.4816210410522922,0.42908482837811757,0.39083153
0.18840029839599887,0.12099586067913247,0.6183937015073797,0.5084450407495901,0.5118414539103584,0.5227316519100917,0.37668526
0.2482635825334654,0.09135012330418835,0.6288245534080199,0.40262115400842513,0.331353970893524,0.574532831195366,0.3673385
0.13842616270190564,0.07837409182952837,0.5338255265084865,0.5542703220810387,0.5349333529963517,0.32554360995012577,0.36163893
0.3226051100881064,0.2263601643638655,0.6332813793187915,0.4260565696267701,0.9165401291389659,0.6069252863226943,0.34586304
0.47608412451318116,0.2815989520845855,0.5708886153810934,0.18561962758625772,0.5394915019215255,0.6061845177889998,0.3303559
0.27944958799435693,0.22713261709348323,0.6680169893168206,0.5754460669804403,0.7272806212379667,0.6675440429639573,0.34165767
0.23235692071301847,0.1862925751751428,0.6896819094163782,0.525383961573865,0.572000015590827,0.30911721297923533,0.31505048
0.19941754761910838,0.09521384698465829,0.5892037446370453,0.3639343219878815,0.27793582783452087,0.36745564752083826,0.27892756
0.2590509297328669,0.13872018883981854,0.5908035134511529,0.4742522241931609,0.3721652627397294,0.42184567192729205,0.4744497
0.16281713866160308,0.09081585667675932,0.5829973438849223,0.5465972718785146,0.4848075195106451,0.46080744695811404,0.376608
0.1975137337456121,0.16998545344551375,0.5881608884991307,0.3624454217939883,0.5330765226283667,0.5680319516583958,0.44286305
0.5532979727773264,0.18449717827575976,0.5269819616881352,0.48693244923129336,0.5004977682430065,0.6579143275256305,0.4848874
0.5082611373602789,0.30658342418154755,0.5929667944109461,0.34252453581109893,0.3048576676223416,0.5230032202628205,0.49972227
0.2541199365444307,0.08258028944761125,0.40035545482183477,0.5524666288586423,0.44536909858960144,0.4437978612707138,0.48613212
0.2528281138160849,0.19679792386044237,0.6146125519788854,0.42197469045662667,0.8421581227839106,0.48144159964228994,0.36950547
