PCA_1,PCA_2,PCA_3,effort_D
0.4157959267565817,0.20682266912515468,0.07888257642672625,0.19552216
0.04823778047389521,0.7502444706658653,0.4815940046959164,0.2915679
0.4024481097634315,0.27043690561988154,0.07480078737354867,0.22525832
0.6413513321325687,0.33196610982996333,0.014150420049311052,0.32860538
0.3391247770014633,0.07534486653420225,0.2665746701176065,0.013818743
0.3899111711368983,0.016551955370505245,0.24513223474885565,-0.005504026
0.3273444505903862,0.12774730310042615,0.1350363484282726,0.11094854
0.4479724858747554,0.36038266228633087,0.05513016337902779,0.3091053
0.41060572647078486,0.09404380134237067,0.4636196858231651,-0.081950895
0.5188640040061205,0.3978766225950485,0.04869414484557158,0.35597295
0.19660148306963074,0.4458165905588646,0.2696609809812118,0.23146689
0.585620237624817,0.15975450146229267,0.11182852912913563,0.16238159
0.7432232206882776,0.32307448770285496,0.6096039034505021,0.018934175
0.24430486984031285,0.26800939917568517,0.22720895468612756,0.12792258
0.42086054806560647,0.039249064204829404,0.4011792248973811,-0.07906508
0.35898657779085485,0.03230956639745969,0.38882230533062967,-0.064043805
0.7117085450024612,0.3060343139900664,0.2405533526914951,0.21035436
0.3811001635229738,0.3588587633062838,0.09079577589284779,0.27160212
0.5916699250991175,0.22069164514261747,0.16570967731155906,0.15463953
0.3499914366725471,0.21911288635610204,0.14617608588807823,0.15889204
0.32262157854841444,0.1040012962162393,0.16532343830429935,0.091653176
0.5383184205609287,0.3175533115837038,0.015097642185915056,0.31870183
0.6394804478576748,0.2389246303274499,0.1796060609598204,0.19140181
0.3957461620513902,0.020796870914814913,0.40361152932781874,-0.09193068
0.3332708300666087,0.10781508841830356,0.18743068741829433,0.065713026
0.41931984009367224,0.10085423001736477,0.760023727796841,-0.22858784
0.3063149814373352,0.16499865718561518,0.23976150539048585,0.051961713
0.3104236024367312,0.2484804679421421,0.1753112967309431,0.13960399
0.4225953565523441,0.059564552595925024,0.2294553889349149,0.02820036
0.26613856394850843,0.2910816797403992,0.17931047119959215,0.1806631
0.5986073626465052,0.21736760741195188,0.22987920406863077,0.13407455
0.34431447300075385,0.21450921010807025,0.10260522377874814,0.1703355
0.3190855158970676,0.20704530495102308,0.10404802021242729,0.16631491
0.2287097735647533,0.1968592775302151,0.6660766013779849,-0.11989529
0.3628438618420314,0.13099015236532274,0.12052427185793621,0.13091178
0.4414791833986588,0.023426792007573416,0.4563056459443744,-0.107764915
0.4071185962966029,0.027129951605197433,0.26903264828320234,-0.022967003
0.5053341693833773,0.13410437501274075,0.4733228138481239,-0.060045928
0.4532050022352553,0.04238969049350644,0.24096030275368327,0.0066522444
0.4062630071192901,0.03513697661836801,0.22159645419247959,0.012235506
0.642632317458371,0.18342270403618108,0.3613047326943084,0.04369744
0.42198620357398675,0.03196139022390482,0.19808965909800222,0.031570867
0.526203494393296,0.06689182379896638,0.32625274171369256,-0.0013403436
0.5851540705716063,0.1383405393494777,0.27541632747348366,0.07846833
0.4328690804990514,0.07404903404768917,0.09676862756684679,0.11097749
0.31328728686793245,0.16219929543236503,0.13681935113129662,0.13097252
0.3397453766510767,0.2992760554795292,0.1932052441772645,0.1601106
0.4155900447390958,0.06817012208772816,0.2258664246743425,0.024984738
0.3429975733729105,0.11933183157515558,0.15882198158579675,0.088041656
0.17613302082486465,0.7433129097996629,0.35238760568609007,0.36774567
0.3307012181589757,0.13655538924181282,0.13796885319607843,0.113973446
0.3368313427962148,0.07157792906751972,0.2088548072176963,0.048235252
0.4226539736308468,0.10927509357477794,0.08942484811578924,0.12147047
0.3545778982808451,0.15659332007425997,0.12576385600420037,0.11566722
0.42671136566592677,0.05883149758450193,0.40232031374237437,-0.05944542
0.4251095282746855,0.4750596356574995,0.14972583709921286,0.3132069
0.35250695063502163,0.10901926611306353,0.1620174029699221,0.072629996
