PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,Effort
0.5193034325305148,0.3872254516834993,0.7437671240749173,0.5453613399699723,0.2026973534555651,0.3354530308998712,0.24633329340864046,0.20107979
0.755264321346416,0.3855807856954938,0.7901547991988557,0.5043149070770706,0.485313847439807,0.5564296618463062,0.3083557412417982,0.17901638
0.544184986763813,0.29698819008571303,0.9012844405781517,0.8001999474095731,0.4486840051906141,0.49757902544754623,0.48606950510312513,0.15271166
0.7436751303143877,0.3325136386172581,0.8431239557704853,0.016306784789628437,0.3114575942148002,0.4861513385389315,0.6944775465846905,0.18365875
0.6968481100709465,0.2661318170125395,0.897118654564631,0.5962498645543081,0.47487471414260674,0.5477892806516735,0.48154182627019704,0.15970194
0.66798961543268,0.4544841362493143,0.8269961862600441,0.3311899570054594,0.29476936516289676,0.5559828291228446,0.4330503336387646,0.15424426
0.8819983308011325,0.3202504885988984,0.8138713104921687,0.2579526266515676,0.3582371831963471,0.46622367092322753,0.8135039387210539,0.14428973
0.09564840266014873,0.530042609078506,0.9375834860428804,0.772532630504361,0.339335503362872,0.5132041644936002,0.4565813017816801,0.4659035
0.533310453833771,0.3104648935986768,0.8728470313683788,0.5114871456542109,0.5237825349061067,0.5837927120886847,0.2078730456067644,0.2592728
0.7041984290976886,0.27534465812522335,0.6489552187666725,0.8590255922391004,0.4020052122022904,0.5550331911927346,0.5207985783163885,0.15424536
0.6508709454929993,0.20134304544092235,0.9573800384144647,0.6620376769853302,0.4856811385273365,0.4960545300067704,0.5609732604236692,0.12963912
0.42025627362428675,0.39041985129993245,0.7191520901517839,0.5633239537983211,0.5228816245335264,0.3949897075314323,0.46887847717877545,0.2414788
0.30259811787050794,0.2874896896215521,0.7795731369902374,0.624335021065344,0.48276662388786173,0.418871303185833,0.3104670254463984,0.38161543
0.5582465717705298,0.44623295152503295,0.7709735291862047,0.5460922841799936,0.5089450169129,0.6371463775294287,0.11831899376005789,0.23751247
0.4868196499947887,0.5028925256703349,0.8354751107245738,0.4826221593868347,0.31511631629638204,0.6021532026520463,0.21516047755110593,0.23695308
0.3262399128970709,0.31656055906705016,0.7558323040265166,0.5997869098705557,0.4868483606908958,0.4199312973659397,0.414567873227133,0.29562727
