rely,data,cplx,virt,turn,acap,aexp,pcap,vexp,lexp,modp,sced,Generated_Var_1,Generated_Var_2,Generated_Var_4,actual
0.0900415331941771,0.3914850994288122,0.1421589064475472,0.1146229153173838,0.2433959719085472,0.3495001542554914,0.233127989708982,0.2829628475470251,0.2119367404598758,0.3410539312328232,0.3044412395735353,0.3840768102110706,0.1946348159356817,0.1822257533624652,0.4866042420370975,0.4549920733199193
0.3594863289863502,0.3735213622191626,0.3705596263850812,0.3366826642407867,0.3658538264533595,0.4583563012089879,0.3854636690439798,0.4350014701515975,0.420478077034939,0.3782568636914431,0.2563633771119113,0.3833368076901533,0.3000436623486146,0.3225713369025058,0.4040856237199824,0.2976206534360596
0.0995465200857206,0.3477872093541975,0.0907668120459452,0.1812022277635909,0.2163625452717388,0.3028184267985252,0.1600852473138682,0.2873582550515808,0.2833224493161645,0.263395331981683,0.2578026679436423,0.3026147090164783,0.1404906571752762,0.1469723178365828,0.5537314119595036,0.4090040639491547
0.3708712929448205,0.5679428042514064,0.3900467328916053,0.3204478346048378,0.5909792247087813,0.6283563932509386,0.5718571919143631,0.6174791575347686,0.3285622482694778,0.2805601636610018,0.5288577643440182,0.5144494540055802,0.489645983589431,0.5133206084186415,0.2447975703383745,0.5260817269845361
0.324711943448546,0.2670437664264359,0.3228179867800715,0.4520883411244722,0.2641320668141044,0.3117764607824588,0.2341996803032685,0.3028975761048702,0.5130856968501079,0.447546983052923,0.1677870782666421,0.2888228297519235,0.1860389508928727,0.2098181340200289,0.5429195346565349,0.2109577035703176
0.1045392592549532,0.486498589300149,0.1192584241674097,0.0757573134623822,0.3166338956865486,0.4302673477771016,0.2862140987224851,0.4041467916129209,0.182935363585791,0.224690093262757,0.3846504351749752,0.4204017796961523,0.2443670560485402,0.2483638228388908,0.4680614892876958,0.4994539931566274
0.0650936242073849,0.3243662446776735,0.0843504353145994,0.1735751965739051,0.183578788737803,0.2785337512719685,0.1525775905065053,0.2378022638104541,0.3075880012029151,0.3017414362664442,0.242017321689511,0.3039012724416879,0.1265475908038818,0.1286663120507161,0.5581896867548772,0.4234169198574564
0.1481287848562826,0.2295272409344351,0.1597948938886509,0.3317687594918837,0.1167425549836138,0.20411941931756,0.141962946112223,0.1845343453340488,0.4158814391883775,0.4666321179326658,0.1738616966900618,0.2402931951359069,0.089672884122516,0.1047299099432629,0.6720546468857908,0.3732981376370112
0.1598024623590668,0.4117395289994588,0.2121808931755976,0.1960846538683382,0.3308022259771136,0.4136373990308323,0.2942806148928481,0.4032651849607941,0.2887157596013369,0.3197189620840588,0.3415999913106296,0.3677731349157884,0.2367299286674305,0.2429000193040962,0.4770847036904218,0.4080415349655524
0.2334501422521459,0.4588520374962539,0.222405128742504,0.1911724309344716,0.3699598880638288,0.4680074451711212,0.3674579877471256,0.4137080931051411,0.2774000214956079,0.2617196868286634,0.3336504451851774,0.4213173067725585,0.2979025151446655,0.3182930302605115,0.3777236067801099,0.4419318202991845
0.2754265795384275,0.2131482982805739,0.2664755894065049,0.438819358668763,0.1681382435334582,0.2433708694044033,0.1985036589338605,0.2135533448105698,0.5231752997787571,0.4925955603793935,0.1135297625440432,0.2655817843733813,0.1400330310589487,0.1553692366436432,0.6137767991733477,0.2500106487811081
0.3556021647079975,0.3914194493203541,0.3446856888366688,0.2972009574774819,0.348176817614399,0.4479537199436157,0.34193524784135,0.4128270496000293,0.4278772334796374,0.3798126324251752,0.2779104709893201,0.3533751233327338,0.2744472104233023,0.2993729143085805,0.4527308371023769,0.3392330550533236
0.2545461959577093,0.4306361822034598,0.2453745509647089,0.2129832174144187,0.3699573139641151,0.4716683353531427,0.3929352212637823,0.4406954045694335,0.2720160824565795,0.2532209822502114,0.3110019419297181,0.4169408162178131,0.290849476339092,0.3208434219951409,0.3729647221775719,0.3890607685559943
0.5670976730134687,0.3242398087287583,0.5776582609774749,0.5738014522719503,0.418394080537978,0.4710211781710581,0.4051362240175709,0.4670808019781147,0.6438142476531397,0.5336510395498274,0.2518182601553724,0.3142127478984586,0.3326131976954631,0.3733916953621461,0.4411038335020599,0.1795724808319906
0.417534091874193,0.9584787958638992,0.2978241496995436,0.4724411509373383,0.8912362712579188,0.9060237365963908,0.9047516840729216,0.9236476153956374,0.2388287047561272,0.100075790854933,0.9332760616430826,1.0,0.8906794706454347,0.8644974349458657,0.0401435692576036,0.9915452949718468
0.2132703492141526,0.2661927002700527,0.1665685323834432,0.3742969957087704,0.1436498846041824,0.2318679709351973,0.1708490474811535,0.1963175546372555,0.4735177322702888,0.4691147344803469,0.176953904583327,0.269779008883089,0.1401930907197311,0.1429583533114345,0.6306912810703595,0.3930762621968718
0.2682404011526604,0.3457058708630832,0.2932989241185291,0.3562782088033016,0.3225489453855329,0.378117264854122,0.2577667620060823,0.3826563919517641,0.3846244383223778,0.433344079971771,0.3178958919367881,0.3462632099479477,0.2184239030741404,0.2416044915761303,0.5139080345527781,0.3452677630415734
