TeamExp,YearEnd,Transactions,Entities,PointsAdjust,Envergure,Generated_Var_1,Effort
0.7056615575752603,0.4111453450516006,0.2002353621308072,0.3675922862493259,0.2340054830243962,0.4701656885987332,0.2302139867510229,0.2316308052167868
0.6984151656002457,0.1965211463800428,0.0502347694749209,0.1974618512507,0.0328850605228043,0.4122545994818893,0.2428929576804308,0.1325925872735214
0.3563588914024521,0.3480048985431337,0.1875236481363208,0.2519923625118235,0.1634439745485591,0.3661658328493189,0.1142253853351559,0.1790176539331149
0.5932191278474447,0.4613959006179732,0.2929214802644533,0.2776742395445305,0.2298092969856007,0.1618640797454004,0.2374426524911692,0.1404471825531607
0.2941161939374754,0.7001092414360814,0.1568136496899945,0.1883065934948394,0.1936506458932765,0.17579610554598,0.185232501570502,0.1484210108133945
0.1647969503731221,0.5728630460712518,0.1407129619166869,0.2190627052687649,0.1766712880860407,0.219035975976669,0.2110130792103196,0.1543144927212646
0.403986092558806,0.3325836738639391,0.0684052803359059,0.1869828770819305,0.0833678136779965,0.3781047478151943,0.4015206483063241,0.1573157941398792
0.6622276177080266,0.3894113023022495,0.160940087150952,0.3393509392228816,0.1872094072194062,0.3943992280559473,0.2437328992089383,0.1778273539727484
0.1867260424239368,0.4323858435374316,0.1819013944732985,0.3190325567878536,0.2636435261461998,0.2956474475690864,0.2372608547861843,0.2369796342003296
0.3798496489226977,0.2873939214550808,0.0613081112416805,0.2023093890350738,0.0857374766213132,0.3685780732560078,0.2855697799400858,0.1376250949366956
0.6501713550679328,0.3625325836351807,0.2822710130607455,0.3739900564458993,0.2890457925393698,0.6012789966528896,0.4885564565219814,0.3286107523077747
0.4693565287044299,0.4768313467561555,0.3394733978765286,0.4896926735953197,0.3911814783495003,0.4878823787555286,0.4565656723548972,0.4008181367999786
0.5362706477549442,0.3121010013067624,0.2228644471502254,0.4290947904717086,0.2860275640547252,0.486441010666314,0.2743549666494935,0.2889543878964581
0.7339331698506811,0.2188396497242294,0.04388092439316,0.2128107424150331,0.049579046758518,0.4269932337912159,0.2723985112293939,0.1368659326902087
0.6477555524559291,0.2854839531869327,0.1045317048996021,0.288905616174837,0.143274879850798,0.4358152162661846,0.3312652974203535,0.1898753722876575
0.6509326425154129,0.3711041744919613,0.1768423220154285,0.3864995648526397,0.2271623753590484,0.4166881880547063,0.3541583037885903,0.2470036808485116
0.5032291909543114,0.3099764217128615,0.1053986901158144,0.2044812503290768,0.091659586111668,0.2247044737293128,0.1944310375025513,0.1006519856266495
0.3538671121206999,0.4581330777833324,0.2060364925024901,0.3636103708298074,0.2530730767515534,0.3966915431254733,0.3477762805565632,0.2568854524228798
