size_D,duration_D,app,har,source,nlan,telonuse,t01,t03,t04,t07,t08,t09,t11,t12,t13,t15,Generated_Var_1,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,effort_D
0.3658048676667517,0.1166530062173866,0.2481245012902196,0.258565364653102,0.2370018524494747,0.3732656358594404,0.3277405743702024,0.2664607163657887,0.2570728885147517,0.3610612089020817,0.1733165289881006,0.1286096706715881,0.2179548468050741,0.1805932956948861,0.1645824500621327,0.3676063246099945,0.7458794296658958,0.1780201600321689,0.262386955268402,0.3404421817443156,0.5190243856352682,0.3659577288422345,0.1895150390783037
0.3191329823500654,0.0496009989286914,0.1700282148660406,0.1971957564714224,0.1769178403134301,0.3390522682860055,0.3065139799756193,0.2001459666779772,0.212588377988699,0.4682998197787953,0.0981288669849836,0.1338758966785719,0.1390170019111369,0.1359679391213047,0.0898413309022388,0.318201224948048,0.6545475074726643,0.1420469281071451,0.1424474362991464,0.2595608962081207,0.4323527421122645,0.3006584181330686,0.1587782559354785
0.7223500708081788,0.2468657417824453,0.3835768247225233,0.3971128104035607,0.2888508948628899,0.4333235780321266,0.3584283826916987,0.3614170791881779,0.2772172368009928,0.5819037200736872,0.3899499137013055,0.217819410342104,0.4792383087090133,0.3315295688183045,0.331264437232132,0.3996855139103671,0.8605635701847831,0.5260732748314192,0.5506121047288406,0.4725776603051024,0.6118852175944148,0.3491996361277066,0.4125798807707973
0.3647658765747982,0.1267696376319484,0.1519253679232692,0.2103446311034741,0.1655441032711535,0.375765244048053,0.3260687501951435,0.1711292414509997,0.2072643885079515,0.4011148544075675,0.0912240160487102,0.056760096751892,0.1242695763951591,0.196454391401428,0.0945887556363536,0.2750788489855038,0.5372867817554927,0.1903030958263166,0.2186095479213405,0.2874287614522657,0.4426050074519403,0.2936085772779438,0.2073191378901728
0.1561521723569697,0.1528320382722582,0.0649932586811767,0.371948440057408,0.3828657839117914,0.536314983109419,0.5154347520917918,0.0756865988393192,0.1186374427526825,0.1923429251141887,0.1459805902933888,0.0767628269656638,0.2580616472368975,0.3571211895448307,0.1547433012935722,0.1915028018766259,0.3641257930047146,0.1771803622892042,0.2841299961146553,0.424576495200088,0.5914936643295086,0.4958577288063013,0.0556450969003922
0.3360042345409091,0.1885537667734294,0.293576572337734,0.079035566806534,0.0773233773765591,0.2328811968515393,0.2080195523531606,0.3009316777176525,0.3433013860522935,0.5146148527423103,0.1993576592535581,0.1908931516950825,0.0892889200142927,0.0600640190467407,0.1804212527299828,0.4125160366495357,0.6653095150235433,0.2001175611950176,0.2452435609811122,0.1585859241234393,0.2977447933830656,0.175766992274097,0.2299603398954509
0.2639920183927067,0.0359741041095806,0.0993320963828757,0.1960725041077092,0.1995035885564698,0.3831364789741859,0.3488961658289063,0.1462668672210265,0.1668776457758814,0.3129583930933606,0.0525893079551034,0.0251505440715568,0.0367599527488203,0.1640740236455322,0.0467052240829625,0.2751910992033909,0.5123690413318397,0.0342683860964654,0.1132515823379748,0.2526970235586931,0.4763670528694374,0.3286452601703459,0.0393082904446522
0.269101161837799,0.0829655818137248,0.0903104917619918,0.1871671889240174,0.1851505451330372,0.3880996321901698,0.3479673518334532,0.1196575600193897,0.170004728329476,0.3221756000653588,0.033206224359027,0.0148386978199116,0.0406096391141622,0.1831358348770601,0.0382089946195968,0.2459114028660971,0.4798906579439179,0.0831205079509351,0.146122280572023,0.2736619900395007,0.4512733097984182,0.31591871730114,0.0914744950537836
0.3859424737226007,0.2905536730502217,0.3982297045871332,0.1054168776833205,0.069965754607476,0.2230067191421144,0.2011423564394676,0.3678146560324978,0.4091019724216695,0.6156160356805084,0.3122766301963206,0.2709163346613546,0.2102167430016619,0.0843571631085672,0.2929389897525955,0.4561057709460212,0.7537785517555584,0.3850586047788871,0.3678566182460802,0.1984119959356831,0.2760750319273554,0.1561026536393405,0.3498994286683819
0.4454183187478753,0.0866566213545467,0.2421115469889621,0.2444680084190441,0.1894973058331436,0.3646618054069542,0.3188480075524406,0.2548625331912251,0.237945585882766,0.4758139853148532,0.1894618590596687,0.1090003942862677,0.1590097355973653,0.1934278610083887,0.164931846969827,0.3432721296439486,0.7000121884120529,0.2281449554375583,0.2906807374634965,0.2985241218067735,0.470390896729804,0.285222666465546,0.1602898652361947
