size_D,duration_D,nlan,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,app_CustServ,app_InfServ,app_MIS,app_ProdCont,app_TransPro,har_Mainfrm,har_Mini,har_Multi,har_Network,har_PC,dba_Other,dba_Relatnl,dba_Sequential,ifc_GUI,ifc_TextUI,source_Inhouse,source_Outsrced,telonuse_No,telonuse_Yes,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,Generated_Var_7,Generated_Var_8,Generated_Var_9,Generated_Var_10,Generated_Var_11,Generated_Var_12,Generated_Var_13,Generated_Var_14,Generated_Var_15,Generated_Var_16,Generated_Var_17,Generated_Var_18,Generated_Var_19,effort_D
0.143335192414947,0.2,0.0,1.0,0.5,0.3333333333333333,0.0,0.5,1.0,0.75,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-0.04841496,0.2147378,-0.19548352,-0.20234863,-0.19037203,0.024414355,-0.14965439,0.102924354,0.11322875,0.17543101,-0.25251845,-0.12912291,0.036366865,-0.19694507,0.1737841,0.28909558,0.13235286,0.107248545,0.12800373,0.0075898020947219
0.1670384829894032,0.24,0.6666666666666666,0.75,0.5,1.0,0.3333333333333333,0.5,0.6666666666666666,0.75,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.75,0.75,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,-0.15282544,0.32213488,-0.29469258,-0.28046852,-0.2252996,-0.031428035,-0.2317138,0.10848867,0.16712138,0.23087353,-0.31705555,-0.20171593,0.096329644,-0.2644706,0.21562111,0.42050424,0.15318933,0.20788485,0.18202513,0.1154790765476699
0.0228667038482989,0.02,0.6666666666666666,0.25,0.5,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.25,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,-0.12718558,0.2934888,-0.27294853,-0.2705907,-0.21660595,-0.02281272,-0.21827826,0.11414431,0.15731427,0.2101146,-0.30059236,-0.17578521,0.08021771,-0.2456392,0.21151851,0.38678718,0.15075229,0.17861423,0.16398874,0.0041514157595347
0.0574456218627997,0.08,0.3333333333333333,0.5,0.5,0.0,0.3333333333333333,0.5,1.0,0.25,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.25,0.5,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,-0.094566755,0.25813437,-0.24095422,-0.24633755,-0.20432393,-0.0032942034,-0.19609994,0.115835115,0.13770586,0.19312695,-0.27725276,-0.14946356,0.06019202,-0.2193738,0.20063727,0.3415587,0.14529389,0.14509487,0.14557445,0.0276813867630048
0.2810931399888455,0.24,0.6666666666666666,0.25,0.25,0.6666666666666666,0.0,0.25,0.0,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.5,0.25,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,-0.12978956,0.29984546,-0.2692387,-0.2661809,-0.21362758,-0.01899587,-0.2099396,0.1066801,0.15621044,0.21591547,-0.30261433,-0.18711784,0.08216924,-0.2524669,0.20191625,0.3886669,0.15060689,0.18470308,0.16382322,0.3278192391183787
0.0934188510875627,0.16,0.3333333333333333,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.75,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,-0.119162984,0.29338485,-0.26127028,-0.25988758,-0.21110724,-0.012524713,-0.20529926,0.107890725,0.14920141,0.21140736,-0.2954393,-0.18016288,0.07450689,-0.24382517,0.19937888,0.37950623,0.14875083,0.17824686,0.16109076,0.0576920029788784
0.0828220858895705,0.16,1.0,0.25,0.5,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.25,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,1.0,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.13341317,0.29587632,-0.28226483,-0.26683408,-0.2218417,-0.024090525,-0.22392032,0.11983526,0.15565853,0.21980229,-0.30777222,-0.17892711,0.083413824,-0.24271777,0.2161923,0.3966196,0.14487067,0.18376672,0.17363152,0.035540555529147
0.0448968209704406,0.46,0.3333333333333333,0.75,0.5,1.0,0.6666666666666666,0.5,0.3333333333333333,0.5,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.75,0.25,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,-0.14160481,0.31274578,-0.28319615,-0.27429393,-0.22033957,-0.02541976,-0.22290383,0.10772593,0.16170114,0.22365835,-0.30950767,-0.1945582,0.0891798,-0.2582562,0.20997322,0.40647662,0.15242054,0.1979245,0.17442605,0.1067484273739918
0.0886781929726715,0.4,0.0,0.25,0.5,0.3333333333333333,0.0,0.25,0.3333333333333333,0.75,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.25,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,-0.122463085,0.29685777,-0.26330772,-0.26435107,-0.21169885,-0.015437055,-0.20790052,0.105988376,0.15292716,0.21072483,-0.29634947,-0.18232667,0.077087216,-0.2481902,0.20018291,0.38223726,0.1516984,0.18083593,0.16094184,0.1353488298394891
0.3159509202453988,1.0,0.3333333333333333,0.75,0.5,0.3333333333333333,0.0,0.0,0.3333333333333333,0.75,1.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.75,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-0.11715602,0.29033133,-0.2519751,-0.26444933,-0.20769557,-0.015880708,-0.20295732,0.09860064,0.1526791,0.202889,-0.28750584,-0.17714557,0.07498891,-0.25144336,0.19650275,0.3702917,0.1607656,0.17258996,0.15102997,0.1793189776742564
