AFP,Input,Output,Enquiry,File,Interface,Added,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Duration,N_effort,Generated_Var_1,Generated_Var_2,Generated_Var_3,Effort
0.0005730428,-0.0018988028,0.0075124893,0.031916384,-0.018299777,0.01607081,0.0026706234,0.15988621,0.135946,0.12154508,0.11987164,0.001828894,0.024205333,0.6025153,0.9667816,0.9409026,0.01905912
-0.00042474084,-0.0045780037,0.00049844943,0.04025712,-0.0010677688,0.014229741,0.0058704317,0.46219602,0.4132818,0.4516253,0.45189464,0.03147944,0.05295512,0.5726044,0.87886673,0.79057294,0.023488902
0.034923054,0.023443725,0.060046915,0.08116572,0.05412881,0.012027069,0.044288397,0.016454265,0.010374103,0.00907432,0.019020678,0.06959505,0.0277452,0.59943926,0.92847574,0.92083097,0.01602025
0.008700449,0.007048346,0.02338932,0.016375963,0.012116881,0.008164995,0.011763407,0.021146726,0.0070236176,0.020626305,0.018330492,-0.009392176,0.00049483776,0.61932576,1.0011656,1.0074418,-0.009447336
0.03380717,0.024491876,0.06739941,0.15157612,0.0073730983,0.01483801,0.020264784,0.19056544,0.17030728,0.16362686,0.17877033,0.13659197,0.2137227,0.6035491,0.8813611,0.86945385,0.18237136
-0.003610353,-0.011850055,0.012217004,0.030193567,0.0013037398,0.0064239157,0.0021224506,0.18772739,0.15965804,0.1622061,0.15994638,0.1263353,0.022623522,0.58859086,0.9396146,0.91725445,0.012953956
0.015548738,0.005778037,0.038151234,0.063612394,0.023411535,0.0015872545,0.0027741715,0.07239053,0.05707319,0.051353917,0.0648541,0.0039676838,0.047309563,0.60198593,0.924101,0.91450745,0.038118325
0.018653918,0.006296087,0.065935224,0.033621028,0.014245322,0.008139117,0.012721363,0.046102956,0.03028196,0.027720805,0.0336435,0.08767337,0.027835919,0.6071868,0.9581398,0.96957475,0.0163737
0.02421271,0.0068809725,0.08517751,0.043527894,0.029004594,0.009936591,0.028399648,0.02083631,0.011408657,0.014005309,0.022447268,0.03483672,0.026932007,0.6056336,0.92879564,0.9306849,0.01329297
0.0063058473,-0.0023884661,0.024990782,0.06665425,-0.0020828806,0.006962017,0.0078942105,0.03933017,0.029130002,0.024832048,0.03333381,0.053679846,0.016290352,0.6031984,0.9402599,0.9610639,0.004114766
0.004325978,-0.0015235934,0.03305011,0.028869597,-0.00071136653,0.010621462,0.012064183,0.14879397,0.12142898,0.12005785,0.12017346,0.084977426,0.04885541,0.60507965,0.9672761,0.95610136,0.03719756
0.009090164,0.0030186959,0.026503496,0.017441198,0.00862975,0.0119616585,0.011218004,0.039664607,0.02732948,0.028204137,0.036027413,0.079511106,0.018906133,0.5940367,0.9668251,1.0049406,0.00367168
-0.00021066144,-0.006439341,0.014149439,0.020408858,0.0012604035,0.011917393,0.0072218906,0.05533249,0.04111099,0.043476988,0.04763166,0.044735804,0.0064487606,0.60775805,0.9666135,0.9943257,-0.0052590086
0.029459331,0.02228846,0.028419282,0.14024739,0.054884657,0.008292,0.044496447,0.16751331,0.1459105,0.14608543,0.14785592,0.14424682,0.16500215,0.5863482,0.87441504,0.8203214,0.14394973
-0.0013484946,-0.0039511584,0.011802796,0.036807008,-0.0023869388,0.00432463,0.008024311,0.23268193,0.19668166,0.19632934,0.19143663,0.12954637,0.03103449,0.59918416,0.92817956,0.8862229,0.019659061
0.009800247,0.004896179,0.041193366,0.006759867,0.007775292,0.012222926,0.011757256,0.06739242,0.058510933,0.05595632,0.06787892,0.029456578,0.027000396,0.62466496,0.98640144,0.98733634,0.015655633
0.014082307,0.011983138,-0.009559917,0.12232776,0.011795396,0.006214601,0.016263515,0.35178208,0.31771275,0.33911145,0.35026827,0.03828615,0.1616609,0.5593834,0.87208486,0.8314901,0.12650065
0.025565041,0.0105276145,0.031026106,0.10023576,0.029741256,0.00524111,0.012776041,0.042592,0.03478233,0.022988359,0.04771392,0.024232674,0.037762396,0.60249186,0.97741187,1.0448028,0.019888127
0.00017406326,0.0005521085,0.013871759,0.042868115,-0.0051702857,0.0050877957,0.008539204,0.17314997,0.14617598,0.15348876,0.15243056,0.120215654,0.042010672,0.60040843,0.93387747,0.91281146,0.031018443
0.009577595,0.010864157,0.0013787225,0.08548959,0.010246554,0.0063005025,0.0156092625,0.4357299,0.39217257,0.43000084,0.43642974,0.08331022,0.18060294,0.5612261,0.8719245,0.811677,0.13888307
0.016123999,0.0017480105,0.04332531,0.008720748,0.028105436,0.025561487,0.030112168,0.07343289,0.056791317,0.039353818,0.042620633,0.02788762,0.057406165,0.5796746,0.91735685,0.88543,0.04766301
0.005884204,0.009254582,0.010090563,0.049079675,-0.00038170815,0.010218282,0.004599821,0.33245102,0.28613907,0.29117244,0.28704628,0.20245607,0.0799016,0.57757276,0.9218053,0.87890404,0.061767876
0.012807654,0.0077838264,0.017243497,0.03280408,0.019809362,0.009966598,0.019220695,0.41826254,0.36945626,0.3967407,0.40033942,0.12269827,0.11873718,0.5415132,0.85121953,0.78783584,0.08254009
0.013421909,0.007938303,-0.0012909975,0.0590997,0.013672404,0.015685814,0.019084495,0.03151666,0.020292068,0.015727194,0.024648609,-0.008472785,0.0018399749,0.6109078,1.0001793,1.024709,-0.010504562
0.024929995,0.015350305,0.04678372,0.040188298,0.04506608,0.017375002,0.034491967,0.07055162,0.047901638,0.065727845,0.06875485,0.08440508,0.062151514,0.6045749,0.94367146,0.9558002,0.047632534
0.004345293,0.0013363697,-0.013573023,0.046450205,0.009222211,0.013690966,0.007386368,0.22461787,0.19129412,0.19356588,0.19495703,0.022100724,0.036718875,0.6035534,0.96007824,0.9147938,0.02317721
0.0120230755,0.0044167005,0.036952965,0.06800154,0.004669687,0.013290305,0.013575405,0.112068035,0.08730109,0.089098066,0.093074,0.05606863,0.044104025,0.6079545,0.97150195,0.9681273,0.034825098
0.010387632,0.010237731,0.0014280956,0.035574168,0.022175696,0.006694697,0.007331023,0.026642967,0.016437259,0.00517843,0.022180384,0.12317002,0.032097302,0.5872964,0.9212674,0.9631044,0.0155827105
0.0545588,0.029925954,0.104428455,0.22391258,0.03624353,0.025119288,0.064318016,0.155835,0.14746897,0.118419774,0.13896857,0.1035604,0.28249833,0.58828115,0.87408674,0.8465779,0.25548807
0.0030191713,0.0002592355,-0.012459183,0.038546972,0.01912868,0.00986172,0.007693995,0.10795101,0.08811818,0.08887972,0.10159962,0.006379109,0.037146978,0.60395396,0.92458814,0.90662664,0.025346044
0.018152736,0.008270793,0.081623584,0.020503264,0.0057428535,0.004737379,0.022503316,0.008121155,0.004610602,0.0017131495,0.0133740315,0.06231345,0.0053269435,0.60802007,0.93597364,0.944658,-0.0060751676
0.005843955,0.0023653544,0.0094094835,0.011616148,-0.008328225,0.026180971,0.008099504,0.1513254,0.12865059,0.108036526,0.10945517,0.04533506,0.04069808,0.6126467,0.9911264,0.961605,0.03279571
0.0010387572,-0.006150283,0.01016417,0.038552813,-0.0036399104,0.010464141,0.0027444102,0.14470935,0.12066734,0.11097174,0.11463466,0.064167246,0.02804652,0.61055064,0.96260476,0.9579953,0.018619126
0.0012494926,-0.0009905994,-0.0035552233,0.041331604,0.004338149,0.006357801,0.0060491506,0.37492958,0.33919707,0.36290324,0.36840132,0.08384256,0.051547684,0.5715705,0.9020407,0.8165324,0.025353912
0.045138307,0.026250161,0.0790512,0.16537923,0.030253908,0.028045695,0.040981412,0.007898334,-0.004882235,0.010073738,0.012452228,0.11557173,0.031764418,0.59740186,0.9100369,0.888722,0.017393589
0.011811268,0.0025752094,0.035046566,0.07191306,0.0049791094,0.016365249,0.023179729,0.120776795,0.095887795,0.08903965,0.08918886,0.08245693,0.06219054,0.6032639,0.94517064,0.92547995,0.051057134
0.009878075,0.001031125,0.028363477,0.013365518,0.0170372,0.010733334,0.015913678,0.016578658,0.004769638,0.009871918,0.01852635,0.02673819,0.017480586,0.5893594,0.9499279,0.98863024,0.00012409361
0.037964363,0.017911892,0.12025833,0.02317892,0.050269935,0.010508133,0.041756745,0.106184006,0.08874363,0.0855982,0.089964226,0.13465852,0.11461947,0.58891153,0.93627656,0.8840304,0.099051274
0.02380728,0.0053150207,0.06477244,0.10743199,0.02508954,0.019726817,0.04162915,0.07304543,0.050212786,0.05381015,0.05427968,0.11464848,0.043699645,0.5948074,0.91119885,0.90736324,0.03414711
0.05196062,0.038125075,0.11414811,0.22333688,0.0116187725,0.014030968,0.026712522,0.19510385,0.19234566,0.14991151,0.17280507,0.13278568,0.3338894,0.6139065,0.9128326,0.9037871,0.30435917
0.032002084,0.01675725,0.030898008,0.16754796,0.048241857,0.012259471,0.043108474,0.09998612,0.08051747,0.07635105,0.08616797,0.08475115,0.07118695,0.5899701,0.89406383,0.8857263,0.05597064
0.0323381,0.015512276,0.091740355,0.0488912,0.030911535,0.020330252,0.0398982,0.094729334,0.077337995,0.07223537,0.07709352,0.14641246,0.10272292,0.58147913,0.908427,0.8967305,0.089321226
0.009606829,0.00413014,0.014667708,0.07672322,0.008868407,0.0082174195,0.008989239,0.13699326,0.11081853,0.115445346,0.11670721,0.023980517,0.052272543,0.6006187,0.9506042,0.92879957,0.04058658
0.00022382103,-0.0011038333,0.020235628,0.03638702,-0.0072639324,0.009461594,0.009675723,0.2214866,0.17306514,0.18459706,0.17357385,0.089898854,0.032547526,0.6207826,0.9246211,0.89436525,0.02291234
0.028132144,0.010335412,0.05547491,0.0709071,0.043147467,0.021056766,0.03159754,0.0661331,0.054836128,0.045450095,0.060128465,0.095185496,0.051167466,0.60469514,0.9643723,0.9870637,0.03874082
-0.0010712286,-0.0037644785,3.408082e-05,0.022707269,-0.010315023,0.017405713,0.0027980916,0.18213287,0.15757151,0.1352103,0.13599788,0.09461869,0.01266635,0.59341204,0.93433344,0.8788156,0.0096439235
-0.0014202185,-0.0054834094,0.015444562,0.020026177,0.005271202,0.014243455,0.012225721,0.50265115,0.43167028,0.5042849,0.4832649,-0.015002951,0.04815696,0.5803809,0.90048665,0.80763316,0.016526511
0.0050734906,0.0024288408,0.010347584,0.050669305,0.005074324,0.007318928,0.012228206,0.21729141,0.18702678,0.18707137,0.18899973,0.016642839,0.062376738,0.6030432,0.9756704,0.9501787,0.049563
0.013407957,0.0035207942,0.0286197,0.057378948,0.0042485427,0.020489741,0.021229457,0.09760077,0.07820869,0.06338666,0.0709891,0.11830661,0.027367929,0.6008251,0.9504524,0.9624954,0.018288705
0.03139659,0.017829727,0.045066763,0.070022844,0.05138658,0.01853261,0.043595906,0.0631475,0.05382506,0.047143444,0.052796144,0.07267526,0.082749516,0.5938475,0.96175015,0.9152456,0.07011145
-0.010902908,-0.016723923,-0.00023374148,-0.01953176,0.025582988,0.0077180276,-0.00096783787,0.5542487,0.48400158,0.5599356,0.54309136,0.0141133,0.056807816,0.5778227,0.9328189,0.88671786,0.021573031
0.02804512,0.013301916,0.07752606,0.048804242,0.024841402,0.0366929,0.041613713,0.14204559,0.120627195,0.10179509,0.10776583,0.08069016,0.14436527,0.60479426,0.9680871,0.9319787,0.1309526
0.0072238133,-0.0070553143,0.02665963,0.055550136,0.0070081446,0.01575358,0.014984658,0.059567686,0.044672307,0.038340516,0.04168937,0.02879979,0.011054045,0.60871047,0.95646966,0.9336967,0.004329505
0.02479659,0.013174158,0.049680937,0.119229436,0.022995887,0.00629666,0.028834075,0.024440523,0.01075061,0.024387773,0.02928862,0.13415799,0.028995575,0.5866424,0.92357266,0.9507546,0.01169765
0.0047205677,0.0005740989,0.012401987,0.036613166,0.0072876066,0.010994026,0.007950263,0.08457845,0.06657402,0.07381094,0.081371486,0.011474032,0.026919505,0.6102418,0.9357766,0.9460896,0.010544168
0.0067012543,0.00761069,0.01253508,0.022339728,0.00659371,0.011195769,0.007987248,0.07247809,0.05162166,0.046688728,0.053579215,0.13079716,0.029833341,0.5983223,0.9697938,0.9932996,0.018126551
0.007424266,-0.00073750503,-0.009304241,0.041359104,0.026191046,0.017277384,0.013233198,0.14664818,0.12365261,0.10638839,0.10865863,0.09646256,0.043932885,0.5909636,0.9213093,0.90573543,0.032373328
0.01374195,0.00615526,0.030868981,0.04664706,0.019160006,0.010730336,0.013412591,0.026574874,0.01905736,0.020477772,0.029772047,0.010364275,0.024791462,0.6189761,0.99190336,1.0132027,0.012174001
0.015647452,0.0044114254,0.018226337,0.08892272,0.015341263,0.007778518,0.011282742,0.063001685,0.05489575,0.04063148,0.058229625,0.06442228,0.03301785,0.5845337,0.91918993,0.9460657,0.02073588
0.022509865,0.0054091103,0.058689002,0.100473836,0.029510174,0.013592941,0.042740785,0.029480595,0.016540341,0.023184482,0.0228951,0.08150261,0.02798382,0.59573734,0.95988464,0.97864884,0.012541715
0.0038226717,0.0044269376,0.022266619,-0.0020792894,0.003085021,0.011004629,0.012767008,0.032651663,0.025964947,0.029115321,0.036047168,0.04655403,0.0145233255,0.6163014,0.98320496,0.9907499,0.002486032
0.005903519,-0.0020404533,0.031671587,0.045782078,0.004678106,0.0025880386,0.0117750205,0.3271128,0.29121575,0.29305992,0.2976523,0.15517783,0.06814922,0.5663692,0.88620853,0.83442277,0.04658183
0.010908365,0.002411319,0.023769174,0.037911724,0.0064987186,0.016982334,0.0036501884,0.23661727,0.20173086,0.19078983,0.19434911,0.049188193,0.059859745,0.5891197,0.92028046,0.8656394,0.050619595
-0.00021793414,-0.0062220637,0.022552248,-0.00810748,0.008060936,0.013093039,0.012649002,0.17365956,0.1412247,0.15670928,0.15157238,0.050703645,0.030545527,0.59286773,0.95630604,0.9332734,0.017699242
0.0024888557,-0.003852008,0.009617392,0.02592533,0.0058820713,0.006762091,0.010460973,0.1641584,0.141524,0.13091728,0.13329697,0.044650443,0.011976866,0.59785676,0.92728955,0.9031742,0.0031374698
0.008766091,0.0018851571,0.024412561,0.02595831,0.0113838725,0.0098211905,0.002605725,0.20365793,0.16919579,0.1608775,0.16796865,0.11131169,0.0737464,0.5943694,0.9456533,0.95009655,0.057629094
0.018321157,0.009335462,0.02969199,0.11676778,0.02291503,0.008754819,0.025182173,0.17983845,0.14926308,0.15649346,0.1583525,0.13089517,0.11169354,0.5919714,0.9041914,0.8947632,0.09357758
