rely,data,cplx,time,stor,virt,turn,acap,aexp,pcap,vexp,lexp,modp,tool,sced,loc,MI_loc_aexp,MI_loc_data,MI_loc_stor,MI_loc_time,MI_loc_cplx,MI_loc_turn,MI_loc_pcap,MI_loc_rely,MI_loc_virt,MI_loc_acap,MI_loc_vexp,MI_aexp_data,actual
0.2,1.0,0.0,0.0,0.1071428571428572,0.6511627906976741,0.7142857142857147,0.64,0.6595744680851061,0.6527777777777778,0.645161290322581,0.2631578947368424,1.0,0.6585365853658539,0.173913043478261,0.0967056323060573,0.33309717794308585,0.15196599362380417,0.027630180658873543,0.0,0.0,0.27630180658873543,0.1515054906128231,0.03142933049946863,0.3737795434650863,0.24029262802476065,0.1934112646121147,1.0,0.1785222176389534
0.2,1.0,0.1578947368421052,0.0,0.1071428571428572,0.3023255813953488,0.7142857142857147,0.3866666666666667,0.1914893617021278,0.4166666666666667,0.0,0.0,0.666666666666667,0.4146341463414635,0.0,0.2534973258305604,0.2534973258305604,0.3983529405908802,0.07242780738016018,0.0,0.12674866291528014,0.7242780738016019,0.2534973258305604,0.08238663089493214,0.454906836480468,0.3805562169025872,0.0,0.29032258064516164,0.1399057406903572
0.3846153846153847,1.0,0.1578947368421052,0.0,0.0,0.0,0.2499999999999999,0.2,0.0,0.2222222222222222,0.0,0.0,0.2142857142857144,0.1951219512195123,0.0,0.1132558666225327,0.0,0.17797350469255122,0.0,0.0,0.05662793331126634,0.1132558666225327,0.060403128865350764,0.07078491663908297,0.0,0.08794262153153544,0.0,0.0,0.020809015192073
0.0,1.0,0.0,0.0,0.0,0.0,0.4642857142857144,0.64,0.1914893617021278,1.0,0.3225806451612903,0.0,1.0,0.4146341463414635,0.173913043478261,0.0505391892127314,0.0505391892127314,0.07941872590572069,0.0,0.0,0.0,0.09385849425221553,0.12129405411055535,0.0,0.0,0.12557897926496667,0.0505391892127314,0.29032258064516164,0.0205457210310599
0.2,0.0,0.3157894736842105,0.0,0.0,0.0,0.4642857142857144,0.3866666666666667,0.3829787234042554,0.2222222222222222,0.0,0.0,1.0,0.4146341463414635,0.0,0.0122123307956307,0.024424661591261387,0.0,0.0,0.0,0.0122123307956307,0.02268004290617132,0.0065132430910030395,0.003969007508579979,0.0,0.018333441553756637,0.0,0.0,0.0023784239211521
0.0,0.272727272727273,0.1578947368421052,0.0,0.3749999999999999,0.3023255813953488,0.4642857142857144,1.0,0.3829787234042554,1.0,0.0,0.0,1.0,0.6585365853658539,0.0,0.0017595512273305,0.003519102454660998,0.0007540933831416428,0.0017595512273305,0.0,0.0008797756136652498,0.0032677379936137878,0.0042229229455932,0.0,0.003157555527766228,0.006831414224492313,0.0,0.1583577712609973,0.0032560711245293
0.0,0.272727272727273,0.3157894736842105,0.0,0.0,0.0,0.0,0.3866666666666667,0.3829787234042554,0.4166666666666667,0.0,0.0,0.2142857142857144,0.1951219512195123,0.0,0.004285639623003,0.008571279246005994,0.0018367026955727142,0.0,0.0,0.004285639623003,0.0,0.004285639623003,0.0,0.0,0.006433704168650583,0.0,0.1583577712609973,0.0001843059127092
0.6153846153846153,0.0,0.6315789473684211,1.0,1.0,1.0,0.4642857142857144,0.0,0.1914893617021278,0.4166666666666667,1.0,1.0,0.666666666666667,0.6585365853658539,0.347826086956522,0.0174387205797808,0.0174387205797808,0.0,0.046503254879415486,0.10463232347868473,0.03487744115956161,0.03238619536245008,0.0174387205797808,0.0174387205797808,0.10351154804390258,0.0,0.05406003379732049,0.0,0.093829262513055
0.6153846153846153,0.0,0.6315789473684211,0.4545454545454546,0.3749999999999999,0.6511627906976741,0.4642857142857144,0.2,0.3829787234042554,0.2222222222222222,0.645161290322581,0.6315789473684218,0.2142857142857144,0.4146341463414635,0.0,0.0244072402919809,0.048814480583961775,0.0,0.0244072402919809,0.06656520079631151,0.04881448058396181,0.045327731970821704,0.013017194822389814,0.0244072402919809,0.0943370816780012,0.018952101640621558,0.04881448058396183,0.0,0.0366066648528624
1.0,0.0,0.6315789473684211,0.1666666666666668,1.0,0.3023255813953488,0.7142857142857147,0.2,0.0,0.2222222222222222,0.0,0.2631578947368424,0.4285714285714286,0.4146341463414635,0.0,0.0235361753279559,0.0,0.0,0.06276313420788242,0.023536175327955905,0.04707235065591181,0.06724621522273122,0.01255262684157648,0.03824628490792834,0.0422362130496262,0.018275723994632224,0.0,0.0,0.0276546633784151
1.0,0.0,0.6315789473684211,0.1666666666666668,1.0,0.3023255813953488,0.7142857142857147,0.2,0.0,0.2222222222222222,0.0,0.2631578947368424,0.4285714285714286,0.4146341463414635,0.0,0.026149370220031,0.0,0.0,0.06973165392008268,0.026149370220031002,0.052298740440062004,0.07471248634294579,0.013946330784016532,0.04249272660755038,0.046925651952249486,0.020304856932600313,0.0,0.0,0.0186148971836301
0.6153846153846153,0.0,0.6315789473684211,0.1666666666666668,0.1071428571428572,0.3023255813953488,0.4642857142857144,0.2,0.0,0.2222222222222222,0.3225806451612903,0.0,0.2142857142857144,0.4146341463414635,0.347826086956522,0.0305046950401561,0.0,0.0,0.008715627154330321,0.0305046950401561,0.06100939008031221,0.05665157650314708,0.01626917068808325,0.030504695040156102,0.054741383456621516,0.023686745162547082,0.030504695040156096,0.0,0.0171228969378889
0.6153846153846153,0.0,0.6315789473684211,0.1666666666666668,0.1071428571428572,0.6511627906976741,0.4642857142857144,0.0,0.3829787234042554,0.0,0.645161290322581,0.2631578947368424,0.0,0.4146341463414635,0.0,0.0200519154718558,0.04010383094371158,0.0,0.00572911870624452,0.0200519154718558,0.04010383094371161,0.037239271590589366,0.0,0.0200519154718558,0.0775031984378153,0.0,0.04010383094371162,0.0,0.0064156010566872
