data,loc,MI_loc_aexp,MI_loc_data,MI_loc_stor,actual
1.0,0.0967056323060573,0.3330971779430858,0.1519659936238041,0.0276301806588735,0.1785222176389534
1.0,0.2534973258305604,0.2534973258305604,0.3983529405908802,0.0724278073801601,0.1399057406903572
1.0,0.1132558666225327,0.0,0.1779735046925512,0.0,0.020809015192073
1.0,0.0505391892127314,0.0505391892127314,0.0794187259057206,0.0,0.0205457210310599
0.0,0.0122123307956307,0.0244246615912613,0.0,0.0,0.0023784239211521
0.272727272727273,0.0017595512273305,0.0035191024546609,0.0007540933831416,0.0017595512273305,0.0032560711245293
0.272727272727273,0.004285639623003,0.0085712792460059,0.0018367026955727,0.0,0.0001843059127092
0.0,0.0174387205797808,0.0174387205797808,0.0,0.0465032548794154,0.093829262513055
0.0,0.0244072402919809,0.0488144805839617,0.0,0.0244072402919809,0.0366066648528624
0.0,0.0235361753279559,0.0,0.0,0.0627631342078824,0.0276546633784151
0.0,0.026149370220031,0.0,0.0,0.0697316539200826,0.0186148971836301
0.0,0.0305046950401561,0.0,0.0,0.0087156271543303,0.0171228969378889
0.0,0.0200519154718558,0.0401038309437115,0.0,0.0057291187062445,0.0064156010566872
0.0,0.0008884862633055,0.0017769725266109,0.0,0.002369296702148,0.0047480713702705
0.0,0.001672444730928,0.0057606429620853,0.0,0.0004778413516937,0.0048358360906082
0.272727272727273,0.003588787651783,0.0071775753035659,0.0015380518507641,0.0095701004047546,0.0029927769635162
0.272727272727273,0.0014111252417205,0.0,0.0006047679607373,0.003763000644588,0.0002720706330469
1.0,0.2770160798592359,0.5540321597184714,0.4353109826359416,0.2770160798592359,1.0
0.636363636363637,1.0,1.0,1.0,1.0,0.5787293423789506
0.636363636363637,0.2587237156147105,0.0,0.2587237156147105,0.2587237156147105,0.5611763983114068
1.0,0.2177836623055347,0.4355673246110692,0.3422314693372684,0.1451891082036897,0.2149445765791067
0.272727272727273,0.1010609571261824,0.0,0.0433118387683638,0.0288745591789092,0.0630238456745157
0.272727272727273,0.0653472936011567,0.0,0.0280059829719242,0.0186706553146162,0.0467873724120378
0.272727272727273,0.0766711381334819,0.4003937213637386,0.0328590592000636,0.0219060394667091,0.039239606462994
1.0,0.0313757600041811,0.0627515200083621,0.0493047657208559,0.0089645028583374,0.0453831368866343
0.272727272727273,0.0400864096444312,0.0801728192888623,0.0171798898476133,0.0114532598984089,0.0334471349207045
0.0,0.0064633020330656,0.0129266040661311,0.0,0.0064633020330656,0.0072054835397267
0.636363636363637,0.0095991359035556,0.0191982718071111,0.0095991359035556,0.0095991359035556,0.0080831307431038
0.272727272727273,0.000139370394244,0.0007278231699408,5.973016896171428e-05,0.0,0.0001228706084728
0.272727272727273,0.0,0.0,0.0,0.0,0.0
0.636363636363637,0.0522813191407815,0.0,0.0522813191407815,0.139416851042084,0.0927760858690023
0.636363636363637,0.337990627340987,0.0,0.337990627340987,0.0,0.0610930218270859
0.636363636363637,0.0348600198602811,0.0,0.0348600198602811,0.0929600529607496,0.0525798439543272
0.636363636363637,0.0183097855438058,0.0366195710876115,0.0183097855438058,0.0,0.0196680738276827
0.0,0.0095991359035556,0.0095991359035556,0.0,0.0095991359035556,0.0066788952177003
0.5000000000000006,0.0113412658316057,0.0226825316632113,0.0089109945819759,0.0,0.0043092477685819
0.0,0.0505391892127314,0.0,0.0,0.0144397683464947,0.0036071300058802
0.272727272727273,0.0113412658316057,0.0113412658316057,0.0048605424992595,0.0,0.00053536479406
0.272727272727273,0.0036758941481855,0.0,0.0015753832063652,0.0,0.0001843059127092
0.0,0.0008884862633055,0.0,0.0,0.0,0.0001843059127092
0.0,0.002891935680563,0.0,0.0,0.0,8.776472033771834e-06
0.454545454545455,0.0379087472343687,0.0758174944687373,0.0270776765959776,0.010831070638391,0.0034316005652047
0.454545454545455,0.0231877493423459,0.0463754986846917,0.0165626781016756,0.0231877493423459,0.0067666599380381
0.454545454545455,0.0249298792703959,0.0498597585407917,0.0178070566217113,0.0249298792703959,0.0071177188193889
0.454545454545455,0.028762565112106,0.0575251302242119,0.0205446893657899,0.008217875746316,0.0087852485058056
0.454545454545455,0.0618630337450567,0.1237260674901133,0.044187881246469,0.0176751524985876,0.01054054291256
0.0,0.0183097855438058,0.0,0.0,0.0,0.0026417180821653
0.0,0.4024494346788383,0.4024494346788383,0.0,0.0,0.1111189124195855
0.272727272727273,0.077542203097507,0.1550844061950139,0.0332323727560744,0.0,0.0131734845226915
0.272727272727273,0.0191808505078308,0.0383617010156615,0.008220364503356,0.0191808505078308,0.0149287789294459
0.272727272727273,0.0069859410114806,0.0139718820229611,0.0029939747192059,0.0,0.0101894840312091
0.0,0.0054180240762356,0.0108360481524711,0.0,0.0015480068789244,0.0030805416838539
0.0,0.002891935680563,0.0057838713611259,0.0,0.002891935680563,0.0007108942347355
0.0,0.0021079772129405,0.0,0.0,0.0006022792036972,0.0012374825567618
0.0,0.003763000644588,0.0,0.0,0.0,0.0010619531160863
0.0,0.0217940453999059,0.0217940453999059,0.0,0.0217940453999059,0.0835607902335419
0.0,0.0130833957596557,0.0261667915193113,0.0,0.0130833957596557,0.0202824268700467
0.0,0.0200519154718558,0.0,0.0,0.0200519154718558,0.0108916017939108
0.0,0.0183097855438058,0.0366195710876115,0.0,0.0052313672982302,0.0056257185736477
0.0,0.004111426630198,0.0141615806151264,0.0,0.0011746933229137,0.0044847772092574
0.0,0.0226651103639309,0.0453302207278617,0.0,0.0,0.0038704241668933
0.0,0.0062019825438581,0.0,0.0,0.0062019825438581,0.0028172475228407
0.0,0.0069859410114806,0.0,0.0,0.0,0.0007986589550732
