data,loc,Generated_Var_1,Generated_Var_2,Generated_Var_6,Generated_Var_8,Generated_Var_11,actual
1.0,0.0967056323060573,0.47540024,0.35049564,0.5883051,0.6377752,0.60712874,0.1785222176389534
1.0,0.2534973258305604,0.58465326,0.51499265,0.46654186,0.46220803,0.46529022,0.1399057406903572
1.0,0.1132558666225327,0.73434234,0.67139333,0.32816482,0.32070875,0.308417,0.020809015192073
1.0,0.0505391892127314,0.5798901,0.46871158,0.49073374,0.5218568,0.5008808,0.0205457210310599
0.0,0.0122123307956307,0.5940272,0.6884796,0.29922637,0.26466942,0.33981502,0.0023784239211521
0.272727272727273,0.0017595512273305,0.3773667,0.3410027,0.62674177,0.60339063,0.6380341,0.0032560711245293
0.272727272727273,0.004285639623003,1.0,0.9902753,0.0,0.009672971,0.0074048587,0.0001843059127092
0.0,0.0174387205797808,0.13080001,0.21544848,0.7758406,0.7524688,0.7942387,0.093829262513055
0.0,0.0244072402919809,0.5336153,0.6086769,0.38193852,0.37188432,0.40055898,0.0366066648528624
0.0,0.0235361753279559,0.18909289,0.2446293,0.7897457,0.73192745,0.76744175,0.0276546633784151
0.0,0.026149370220031,0.18996395,0.24553303,0.7888426,0.7309071,0.7666804,0.0186148971836301
0.0,0.0305046950401561,0.69637793,0.7374893,0.27333665,0.2582227,0.27414918,0.0171228969378889
0.0,0.0200519154718558,0.7093063,0.7794129,0.19776164,0.1810372,0.23109847,0.0064156010566872
0.0,0.0008884862633055,0.051969156,0.12598062,0.86966515,0.844501,0.8862973,0.0047480713702705
0.0,0.001672444730928,0.56384563,0.6356791,0.34288222,0.34660238,0.378952,0.0048358360906082
0.272727272727273,0.003588787651783,0.2289283,0.2729451,0.738875,0.7058329,0.74022317,0.0029927769635162
0.272727272727273,0.0014111252417205,0.1899098,0.25930464,0.7583712,0.7170567,0.760471,0.0002720706330469
1.0,0.2770160798592359,0.0,0.0,1.0,1.0,1.0,1.0
0.636363636363637,1.0,0.40072808,0.5293112,0.49068123,0.46167773,0.49761847,0.5787293423789506
0.636363636363637,0.2587237156147105,0.12890139,0.1828571,0.8220137,0.7906648,0.8185445,0.5611763983114068
1.0,0.2177836623055347,0.68223584,0.66416204,0.31620672,0.34600812,0.33272898,0.2149445765791067
0.272727272727273,0.1010609571261824,0.5569795,0.5851802,0.4291761,0.40543142,0.42789334,0.0630238456745157
0.272727272727273,0.0653472936011567,0.5285597,0.5657156,0.4448047,0.41822544,0.44937873,0.0467873724120378
0.272727272727273,0.0766711381334819,0.98431224,0.9530902,0.004320124,0.017546643,0.039203092,0.039239606462994
1.0,0.0313757600041811,0.77332836,0.72070986,0.25662163,0.28052276,0.26462638,0.0453831368866343
0.272727272727273,0.0400864096444312,0.6643866,0.6568386,0.30468613,0.32928324,0.33383745,0.0334471349207045
0.0,0.0064633020330656,0.5770167,0.61238986,0.37144995,0.38145116,0.39884567,0.0072054835397267
0.636363636363637,0.0095991359035556,0.3946842,0.39856687,0.5784653,0.58336663,0.59092695,0.0080831307431038
0.272727272727273,0.000139370394244,0.8884204,0.82765883,0.14299321,0.16973756,0.1586369,0.0001228706084728
0.272727272727273,0.0,0.9060129,0.85722923,0.11470827,0.13825437,0.13280807,0.0
0.636363636363637,0.0522813191407815,0.050395925,0.07285798,0.9256172,0.8993053,0.9191087,0.0927760858690023
0.636363636363637,0.337990627340987,0.65043026,0.701775,0.2571816,0.2811699,0.30969498,0.0610930218270859
0.636363636363637,0.0348600198602811,0.23594135,0.19504721,0.84350944,0.78456885,0.80116194,0.0525798439543272
0.636363636363637,0.0183097855438058,0.6602416,0.6013292,0.36526337,0.39709303,0.3879293,0.0196680738276827
0.0,0.0095991359035556,0.43631473,0.49492005,0.4691385,0.47946402,0.51274115,0.0066788952177003
0.5000000000000006,0.0113412658316057,0.84796286,0.75934124,0.21615027,0.24841347,0.21678492,0.0043092477685819
0.0,0.0505391892127314,0.7293819,0.81566334,0.17822996,0.16102761,0.20815422,0.0036071300058802
0.272727272727273,0.0113412658316057,0.98767734,1.0,0.013563374,0.0,0.0,0.00053536479406
0.272727272727273,0.0036758941481855,0.7281974,0.78493583,0.22933543,0.19311602,0.2258769,0.0001843059127092
0.0,0.0008884862633055,0.73357105,0.8229349,0.12675437,0.1559509,0.19166823,0.0001843059127092
0.0,0.002891935680563,0.8577797,0.9194171,0.08824055,0.047104962,0.09099821,8.776472033771834e-06
0.454545454545455,0.0379087472343687,0.81877613,0.7886032,0.21192336,0.21006471,0.20733875,0.0034316005652047
0.454545454545455,0.0231877493423459,0.6172889,0.582958,0.41703397,0.41057858,0.41012293,0.0067666599380381
0.454545454545455,0.0249298792703959,0.56211007,0.5319492,0.4672713,0.45879844,0.46356627,0.0071177188193889
0.454545454545455,0.028762565112106,0.7663838,0.724176,0.27208447,0.27537268,0.26707047,0.0087852485058056
0.454545454545455,0.0618630337450567,0.71958655,0.69094855,0.3087049,0.3024477,0.30755025,0.01054054291256
0.0,0.0183097855438058,0.6864801,0.84446925,0.13099079,0.08497736,0.1631545,0.0026417180821653
0.0,0.4024494346788383,0.5448222,0.6104385,0.39840293,0.3600655,0.4150922,0.1111189124195855
0.272727272727273,0.077542203097507,0.8834336,0.9566482,0.024797691,0.012852047,0.05847638,0.0131734845226915
0.272727272727273,0.0191808505078308,0.5712997,0.6237089,0.36009157,0.36374155,0.38992113,0.0149287789294459
0.272727272727273,0.0069859410114806,0.47921863,0.4337733,0.5416779,0.53901815,0.5470838,0.0101894840312091
0.0,0.0054180240762356,0.518827,0.59156317,0.37363675,0.38121217,0.41863155,0.0030805416838539
0.0,0.002891935680563,0.61202824,0.6638747,0.30271512,0.31899866,0.34517303,0.0007108942347355
0.0,0.0021079772129405,0.73589075,0.75916666,0.20314161,0.2335591,0.2425908,0.0012374825567618
0.0,0.003763000644588,0.7449303,0.78893733,0.19536324,0.19504328,0.2252883,0.0010619531160863
0.0,0.0217940453999059,0.35935578,0.46325433,0.5339793,0.5142422,0.558788,0.0835607902335419
0.0,0.0130833957596557,0.5116781,0.487024,0.47928742,0.4994814,0.5019697,0.0202824268700467
0.0,0.0200519154718558,0.3702548,0.42270467,0.6584876,0.53416866,0.61492246,0.0108916017939108
0.0,0.0183097855438058,0.7994597,0.84602016,0.13655671,0.1467605,0.1647628,0.0056257185736477
0.0,0.004111426630198,0.5555938,0.6359537,0.34802976,0.34656936,0.38103256,0.0044847772092574
0.0,0.0226651103639309,0.87249964,0.9627273,0.040809948,0.027007472,0.04668899,0.0038704241668933
0.0,0.0062019825438581,0.30000862,0.49259168,0.47315142,0.45488077,0.5341889,0.0028172475228407
0.0,0.0069859410114806,0.8694447,0.9747854,0.020195251,0.019841466,0.03968703,0.0007986589550732
