size_D,duration_D,app,har,dba,ifc,source,nlan,telonuse,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,Generated_Var_1,Generated_Var_5,Generated_Var_6,effort_D
0.143335192414947,0.2,0.0,0.0,0.6979651364831616,0.0,0.0,0.0,0.0,1.0,0.5,0.3333333333333333,0.0,0.5,1.0,0.75,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0,0.5,0.06208967,0.04567933,0.30079597,0.0075898020947219
0.1670384829894032,0.24,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.6666666666666666,0.0,0.75,0.5,1.0,0.3333333333333333,0.5,0.6666666666666666,0.75,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.75,0.75,1.0,0.769068,0.620732,0.5615006,0.1154790765476699
0.0228667038482989,0.02,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.6666666666666666,0.0,0.25,0.5,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.25,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,0.3889384,0.47537956,0.7332968,0.0041514157595347
0.0574456218627997,0.08,0.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.3333333333333333,0.0,0.5,0.5,0.0,0.3333333333333333,0.5,1.0,0.25,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.25,0.5,0.5,0.2832292,0.5769204,0.82304955,0.0276813867630048
0.2810931399888455,0.24,0.8795232095320975,0.619852032890937,0.6979651364831616,1.0,1.0,0.6666666666666666,0.0,0.25,0.25,0.6666666666666666,0.0,0.25,0.0,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.5,0.25,0.5,0.47850087,0.6197598,0.7891536,0.3278192391183787
0.0934188510875627,0.16,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.3333333333333333,0.0,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.75,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.75,0.75,0.51399624,0.4980816,0.6703253,0.0576920029788784
0.0828220858895705,0.16,1.0,1.0,0.6979651364831616,1.0,1.0,1.0,1.0,0.25,0.5,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.25,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,1.0,0.75,0.64643157,0.6273372,0.76451933,0.035540555529147
0.0448968209704406,0.46,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.3333333333333333,0.0,0.75,0.5,1.0,0.6666666666666666,0.5,0.3333333333333333,0.5,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.75,0.25,0.5,0.6586972,0.5123589,0.5576435,0.1067484273739918
0.0886781929726715,0.4,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.0,0.0,0.25,0.5,0.3333333333333333,0.0,0.25,0.3333333333333333,0.75,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.25,0.5,0.31523633,0.4273843,0.6261416,0.1353488298394891
0.3159509202453988,1.0,1.0,0.8249376887731341,1.0,1.0,0.0,0.3333333333333333,0.0,0.75,0.5,0.3333333333333333,0.0,0.0,0.3333333333333333,0.75,1.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.75,0.25,0.4501459,0.13312723,0.2440765,0.1793189776742564
0.0370886781929726,0.18,0.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.3333333333333333,0.0,0.25,0.5,0.0,0.3333333333333333,0.5,0.6666666666666666,0.25,1.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.25,0.5,0.5,0.15489805,0.38172084,0.70666087,0.0588962304511099
0.1926938092582264,0.34,1.0,0.0991880356339056,0.6979651364831616,1.0,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,0.0,0.5,0.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.25,0.22269242,0.0,0.24533397,0.0565194657032846
0.0167317345231455,0.06,0.8795232095320975,0.0,0.6979651364831616,1.0,1.0,0.3333333333333333,0.0,0.25,0.25,0.0,0.6666666666666666,0.5,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,0.1884094,0.39445573,0.7462459,0.0050228961670707
0.0,0.12,0.8795232095320975,0.0991880356339056,0.6979651364831616,1.0,1.0,0.6666666666666666,0.0,0.25,0.5,0.3333333333333333,0.6666666666666666,0.25,0.3333333333333333,0.25,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.5,0.75,0.25,0.27623433,0.59428334,0.9466822,0.0
0.0560513106525376,0.3,0.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.3333333333333333,0.0,0.25,0.5,0.0,0.6666666666666666,0.5,0.6666666666666666,0.5,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.25,0.75,0.5,0.27436438,0.5225651,0.7482587,0.0314049848679311
0.0900725041829336,0.14,1.0,0.619852032890937,0.6979651364831616,1.0,1.0,0.3333333333333333,0.0,0.5,0.75,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.5,0.3333333333333333,1.0,1.0,0.0,0.6666666666666666,0.5,0.5,0.5,0.46411848,0.40149128,0.5816669,0.0548874205764446
