TeamExp,ManagerExp,YearEnd,Transactions,Entities,PointsAdjust,Envergure,Language,MI_PointsAdjust_Entities,MI_PointsAdjust_Language,MI_PointsAdjust_Envergure,MI_Entities_Language,Effort
0.5975700692334549,0.5051405229217913,0.4701606525194399,0.35322391452719076,0.17500322008461947,0.2248520641930955,0.5788977342657273,0.885034506620471,0.17014066783670323,0.5190052911173182,0.2918510274960051,0.28344289706021364,0.39965296165988023
0.17083536741992655,0.2839130676015973,0.7570031880646366,0.15837834371396586,0.1556908354906666,0.07072327260522675,0.2504724462506691,0.6618273400786399,0.1260777345884365,0.21117554212505363,0.07561980787582617,0.20431735117646962,0.16181904242107203
0.22812358945558237,0.827711623211687,0.6478976525851448,0.1966715695427828,0.3033452687414954,0.21541363717795967,0.5427551769427613,0.6614794706850473,0.20019011865365,0.3212244143630929,0.2204205413630622,0.36313825966541624,0.2399029067375072
0.32929414906025944,0.6552194819744457,0.7421953002801716,0.23930815541750622,0.17962302254472903,0.1744732427726895,0.4066306196261122,0.28732059544029936,0.12393245272226203,0.14022638889122813,0.16316045382081182,0.11957421904493441,0.13964646431914504
0.4799239692993717,0.5747511024750583,0.7502585324484168,0.2081324542449832,0.4595337117076794,0.22628670357921185,0.4367698263071046,0.8081760442331014,0.29869304042570954,0.44289599883697495,0.24109014842745763,0.5752935666413062,0.2608812016973245
0.9553297677044682,0.4075618988090864,0.6835220130356252,0.32108510743277996,0.17238711648670516,0.19690116959758505,0.4616286740198021,0.8341196233112358,0.14206122354175305,0.4371842794100471,0.2495275862261402,0.28752695947496454,0.22214565194173894
0.6176989981551231,0.8335948647887854,0.5281488875393332,0.20889846226482572,0.184617054053385,0.13706654269149082,0.19495453854012562,0.8675636837574137,0.14693165670174352,0.3291281543587551,0.12066230846644801,0.3326074809167526,0.11893266771181513
0.7268496258357933,0.6959309956650421,0.577617516224997,0.2359682081841684,0.2727669215044175,0.18153064657393467,0.5010504548789569,0.8705775045405564,0.19490688083977403,0.42346864862143807,0.22581951340200043,0.4431863652487318,0.2823448156333874
0.1255163542656778,0.4110672968314747,0.7104952961400193,0.15856031900082293,0.27473807061976757,0.1062551017460779,0.3611412769252066,0.786646378558336,0.18300364807019817,0.29227686119774854,0.1322957108761852,0.354716951382101,0.2151946051743231
0.23041690800404618,0.3760101216946292,0.6760736419818376,0.20558751693203894,0.27503363062316827,0.1705417006692379,0.43510359089203854,0.8246278912857371,0.1892134424778334,0.35396248597046154,0.20163397628955534,0.39214303032722897,0.22339463412122748
