size_D,duration_D,app,har,dba,ifc,source,nlan,telonuse,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,MI_size_D_duration_D,MI_size_D_t07,MI_size_D_t09,MI_size_D_t11,MI_size_D_nlan,MI_size_D_t02,MI_size_D_t08,MI_size_D_t14,MI_size_D_t03,MI_size_D_t10,MI_size_D_app,MI_duration_D_t07,effort_D
0.38351408924156943,0.23953297735835477,0.5932242822000571,0.49503668295168046,0.20733340719066418,0.09881518933497846,0.10408978763605509,0.03772490732839709,0.06468315908055286,0.22720173004148328,0.16008278271394538,0.23366732366726256,0.11245159049814668,0.1957210940982239,0.05548944049562857,0.29345460544976804,0.18713978867872466,0.5289089998112065,0.3616643866274076,0.29484458114973644,0.16334350721179747,0.2803634862046312,0.042183874675656874,0.26246184424861435,0.524566735216527,0.43974875520770834,0.8841421049412269,0.3984062834175247,0.24297195501007784,0.24280720692231517,0.2640122904804474,0.2789523108654116,0.32252887431461297,0.5947533747785434,0.5209395433534312,0.27928826719038524,0.32630211836907264
0.098057561614015,0.30570604721865435,0.46651180048617574,0.3865100224239133,0.09975427383098734,0.1815734988307513,0.26638982997424776,0.12961530843003366,0.17087667958329802,0.05264066205980528,0.11725931740646134,0.033194277980414244,0.27162925660133275,0.0503634041428449,0.1331982745674332,0.042516220321667464,0.10068903402627971,0.37069369276706293,0.12709361444902606,0.1762710197747417,0.08755518162140119,0.04580587328695912,0.13221567302505216,0.049714755096318286,0.28947452829861553,0.16679856368172505,0.768016718893959,0.15854789152366597,0.378161648075886,0.178555711187057,0.031748903655051675,0.03353892288083053,0.04482312732828604,0.2773926106663123,0.2946011053466132,0.02358232514264949,0.09098445712461023
0.10288509283616863,0.33714177334396,0.4837418585551512,0.3746503744398162,0.14067685781749184,0.16637169416000758,0.2414336717265208,0.09305103458620705,0.12881922643739777,0.07459234950317575,0.09849643699668931,0.032050483969894544,0.25950754852669333,0.045142789154145546,0.10341945159196589,0.055383878914272655,0.14460784956588452,0.3840254986068366,0.14309015195629243,0.1335971362043728,0.09746636129573422,0.07428726242946626,0.1177564171862438,0.04897712110523067,0.2913397567874245,0.2038588579872719,0.829459212943748,0.15097112086163572,0.4493393835985957,0.11747251046514288,0.02885725042406151,0.022839889575275593,0.06870542379814351,0.23888179830626327,0.28482037820756784,0.019774550223846443,0.05619569134963931
0.37673332468043946,0.18997891487171029,0.5827056743702488,0.47559824097012615,0.23344165620928847,0.07174386800078064,0.07602042455751479,0.03654306565177119,0.07755696223860217,0.2868658451019803,0.15581964973233964,0.25308901607009776,0.09611978885715741,0.26000732907036195,0.06845454950996041,0.30370846577660454,0.16443658767359376,0.5434666663879828,0.3897124086735436,0.2433858961827921,0.1455897967219711,0.3146437230313884,0.07005127792472726,0.28581173386038744,0.5122554518079726,0.474782723986757,0.9382459703719453,0.3815066596576285,0.3170830933924395,0.20787391741590494,0.2825207634194946,0.278969431811718,0.37139892152069687,0.48388407418331714,0.47293353918131115,0.25434877396687705,0.29926371131902063
0.06483482819354267,0.2598846567713151,0.46302362434119343,0.46742332211384596,0.07299137534284617,0.3029252105217662,0.37653322611065343,0.2859694639275066,0.36738702948595015,0.014893013906510905,0.2216672440781292,0.04237455579945737,0.39455733387323266,0.11907453451753613,0.24605795086081275,0.04804351318526773,0.04478238163816889,0.3514676590463851,0.11848550797416797,0.32751473243795953,0.1579350446502889,0.053011475374104,0.23503837937423222,0.1283479973237141,0.29724003740889393,0.1347264583247102,0.6701322428247539,0.23245814856176056,0.41472596147955626,0.27853893892230636,0.043585433748060926,0.08985078186381311,0.024739313274397656,0.23915954340807632,0.2952524509277652,0.03898417655540762,0.17898705670867782
0.4982944948023216,0.16920803387305133,0.6675291175769524,0.5695713550981145,0.2888421905721551,0.1400305555261393,0.11226315444240087,0.048400251728651714,0.07797149372832782,0.3368417334220981,0.2388392508415178,0.3357348918141964,0.09590171506796483,0.3237628282953696,0.10301154266647947,0.4017359110295478,0.21921150182506655,0.6109256861404869,0.46252110299202814,0.3572054414578962,0.237646841392207,0.38583721313721503,0.07145233855994043,0.40994709902124277,0.5965255309178275,0.5209553619972288,0.8716536473643347,0.473159255550371,0.19913372718991545,0.32590857308282856,0.3623300167055622,0.3759161595977516,0.4554847882837792,0.6730022089287231,0.6125260230216559,0.3947435378063978,0.4843407884006655
0.4628449158171617,0.1996616984711365,0.6409192770095776,0.5268472065637047,0.32738548749157537,0.07669011554875943,0.03999176747898642,0.03129067434869462,0.04401349077962889,0.3654992628536097,0.21483571045044403,0.36314821228457544,0.0653744867100797,0.34482409332701913,0.09027356406832684,0.411528924310042,0.2344672658860641,0.5911991302157014,0.47387166554328736,0.2822250100033004,0.1817674179486431,0.3981463493750675,0.088470571418719,0.40539564993831584,0.574374048213002,0.5599029921428038,0.9305721699698927,0.4920859233592909,0.31207352715595155,0.23519211783455457,0.45377401894619174,0.3723085462004423,0.5005335192802485,0.4116594696852121,0.5664321377694677,0.36719840739499954,0.35320484737490476
0.2584496530755397,0.28635641894183556,0.5597138173730203,0.4083858497935431,0.1565053798136814,0.06383960137797051,0.06706431060729329,0.021208691388298867,0.03418115713499939,0.20768275440237563,0.08890816334641383,0.1773010737708579,0.09456216697351821,0.1262371664197512,0.026298837839093953,0.19966013790084153,0.15393951264438044,0.4683750494326693,0.27167377273580523,0.1917853954146687,0.06969901168632697,0.1784983034782191,0.024953844938749303,0.17726695760608774,0.4602982148422167,0.38205413233625785,0.8947455070960695,0.2719654339812144,0.34990217701430576,0.14174767911440805,0.19447119070444166,0.2254315834882218,0.25968337928036944,0.35229937036042736,0.44728181355060437,0.18634277371852384,0.2362739931116623
0.06917557576769771,0.2932431507651825,0.46547395127129093,0.4289424365324271,0.09803962112059927,0.24364515543784765,0.31046993690161095,0.22424414669167042,0.27992257431874606,0.04095301015912933,0.18663978597038156,0.05839180152288692,0.3415083962233958,0.09663975758893667,0.19708811183127398,0.04377743516138233,0.06442284088133282,0.3421585552461563,0.10838420471443184,0.25726381576037666,0.11843437337363893,0.04045994316628265,0.18318853461772538,0.09694447011399454,0.33348926291776193,0.1602221498009533,0.6240864048636228,0.17731541750881413,0.3743713175303244,0.24833098221807876,0.06752313583907155,0.10649288887616411,0.04050488530461788,0.22132995357710555,0.27113273265564763,0.055819588993164054,0.1682191384239366
0.13700008262065355,0.32452243693913285,0.49466661361074055,0.3745611361264121,0.1305044615305423,0.11151082745911939,0.17827817300050003,0.05854601549361285,0.08591398185897864,0.08775895082937826,0.06539600741900642,0.04682519828373499,0.20327111020063018,0.0471819562388755,0.054047481860139385,0.0794112921993182,0.12000753330008765,0.4022126170734378,0.17337988104751528,0.13238795422442062,0.06894891763517702,0.09408519395427734,0.06972982392197913,0.04955748620170941,0.35150845619726334,0.2621796877703983,0.8536244538067755,0.17055034107710215,0.4232918700537648,0.11024861358399775,0.04327632585211494,0.05541619977076297,0.10529879184738794,0.28366283450659135,0.3488296104554877,0.04428537158093718,0.07573355010016147
