PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,source
0.1431748738067255,0.32020148239673496,0.22602180198231264,0.7729925733436628,0.17168003313951616,0.2201742858407037,0.2120886329528709,0.5997268602059698,0.6281620662454073,0.4170870052415138,original
0.05633749996519481,0.43284917306164117,0.2958175950573356,0.7010853482553495,0.25506581766109027,0.20521271797940588,0.10762838612150086,0.4075355596433629,0.30261681413608144,0.4311854080894573,original
0.020287520835300794,0.3463607836083632,0.28119335416439145,0.7002140703194543,0.2882062245299879,0.19019345132725077,0.09442744342714962,0.40684304776537594,0.3531065546568446,0.46227025680972356,original
0.03251205051191512,0.42177458709199245,0.2895158571823436,0.6669841003928315,0.3019691829756976,0.17782375912677953,0.10035945673615404,0.4358998016236109,0.4137681916848965,0.48251982075447486,original
0.04978634887080518,0.39211240613269077,0.29080271668724544,0.7226675981244612,0.2644822499597812,0.19138734542347643,0.083153504777775,0.3153403299029591,0.4648910570517749,0.40053315881798307,original
0.01937978234859404,0.44044811122369937,0.2878224215953889,0.6719735156721056,0.2994721675529747,0.1800631533766589,0.10042111549469511,0.43241552522541793,0.4165989218833164,0.45715337069883855,original
0.02651995681665808,0.47912668352846544,0.28903224062058486,0.6720342967160393,0.29217207247389515,0.17931573335100626,0.09759966793272166,0.43035371081923723,0.40384848595085465,0.44134336841130145,original
0.02086451270876654,0.39481112880247793,0.28173651401745375,0.6927626909854968,0.2865143808778534,0.1881277704593979,0.10774026130360519,0.42932804910545386,0.3739111820523426,0.47173388234787655,original
0.022594853468531684,0.40109216709872136,0.28472369412656207,0.6907374620179765,0.29105921471785584,0.18484717193484984,0.09862187759726193,0.4060829285767697,0.40629718327975933,0.45765053337409356,original
0.0674325135450804,0.8581413303239376,0.3103885760873192,0.6163649614472992,0.26862144219114625,0.1582064283804334,0.09419494388388153,0.48641189689240477,0.4129744495740204,0.35587239711173935,original
0.08047101474856386,0.47812650106361143,0.2767904817627952,0.6731712478624894,0.27321474851796296,0.1779251169985219,0.10232111934102922,0.39505630760171184,0.3750567351987026,0.5295354312446714,original
0.030928986796385442,0.5294223870500085,0.2890484040331049,0.6666557930655287,0.28917206550434116,0.17848062547360524,0.09930675106102856,0.4328676091464563,0.39288892273269066,0.4298858406222643,original
0.0379898862039038,0.41384038639627063,0.28704269933337156,0.7000072653112088,0.276258115466237,0.18488486854768063,0.10619185703324388,0.4142939618225615,0.39271306487857577,0.47515701870142535,original
0.056535124486663035,0.46316499543273193,0.275412519549852,0.7308069180558259,0.23915399311957286,0.20414040500639838,0.08434955127157052,0.31646946416581756,0.26385950010448767,0.39108615622715037,original
0.026399266236651554,0.3224732601786452,0.29210286901679283,0.6948508124013094,0.31049134733143796,0.18337430830515863,0.09162813376710947,0.3938040987857802,0.43466111574022853,0.43701141777592306,original
0.02274571658202796,0.3356753510509409,0.2815186700310439,0.6913646881779051,0.3089279520508772,0.18343316368640952,0.09946637101483372,0.39922904309045176,0.4534528957507479,0.4613540250433528,original
0.04929854164344037,0.7032219466660392,0.30102892052841435,0.6410098862258017,0.2799244179330588,0.1668706719885149,0.09834091581746317,0.4709541266944685,0.3910449923806583,0.3913112829844537,original
0.024039497765448586,0.359194308116372,0.2772160994538949,0.6932613181258162,0.3003625429648076,0.18873207583867765,0.09736192348440764,0.40524486547740013,0.3529288955484354,0.45347544807428924,original
0.04209466501907482,0.42960704358040225,0.2898083739601222,0.6940157089821817,0.2858374325805161,0.18383631034818929,0.09312276290442083,0.3920774363271003,0.35677062276421434,0.44280955506203223,original
0.006328754752832934,0.36290666794274173,0.283320520145827,0.6797076701028659,0.3176647879909235,0.18081909991164927,0.10695728303555149,0.42733727199982174,0.4401718243201895,0.47674792613108785,original
0.023154071031064746,0.3280129068301513,0.2956824491285786,0.684474593226543,0.3226974083373992,0.17832035428939091,0.09591205652528086,0.4109917631984063,0.4570051197656365,0.4475921291505345,original
0.19386703213072723,0.2503336007904726,0.46055965786035685,0.23543419457804005,0.29850608370792087,0.9999999999999999,0.9999999999999999,0.050115596395298445,0.36461505016356255,0.4200321755505771,original
0.009125633478047072,0.36855505326742477,0.28092601934444716,0.6870580674191411,0.3098927008188269,0.18499438570660473,0.10452153336534452,0.42272547224803037,0.37494870494531735,0.46903350140394356,original
0.022714970701004346,0.3593109379995808,0.2579161799561934,0.784572897818091,0.1877026574497221,0.21674066709286416,0.23481879371404976,0.7109524412345194,0.4605890424497071,0.4573805843849264,original
0.05102905066758056,0.5955037287580663,0.291056454682139,0.6712165017962479,0.27496151789067824,0.18109624272372288,0.09974090087604082,0.40941130805368564,0.35460054956939446,0.4100791904814879,original
0.0029581133648822547,0.3429659011107319,0.28200579604295917,0.6752529335483323,0.32451932457701493,0.18758702535022892,0.11741898665621892,0.434222173815225,0.4143288583272361,0.4911484037048077,original
0.051523129915731145,0.3658263116160356,0.27832611292810977,0.7360565440698723,0.25843846855230074,0.20071693823596273,0.09179332503983291,0.37004490846953875,0.22694502523676943,0.42106097228997724,original
0.03604677588277874,0.32054497225496004,0.25541449298791863,0.7949961985040582,0.18627570811730287,0.21975268366556128,0.22834730848377516,0.6954547756015581,0.42647368422839876,0.44542230311670505,original
0.04785700119644893,0.5433604315705378,0.2845364731977642,0.6842624840545739,0.2758451322589076,0.18404288136213837,0.09684495836184119,0.39868083493621226,0.3230626428956592,0.41677740054260964,original
0.020276491301161936,0.31718267268799577,0.2719730223959701,0.6791712645520923,0.32981569750734185,0.18150171660818953,0.1041059694011697,0.42473500080052135,0.42896795426847567,0.46892393538257365,original
0.014299825529864554,0.3450114564349452,0.27393901240381596,0.6977461555673119,0.3087988608512748,0.18903906847934454,0.10339607121103182,0.3977645063504009,0.37705438734161617,0.4553541869625771,original
0.030980739635220543,0.3871069622287934,0.2946594749018224,0.6971077296049045,0.29691586889699856,0.17954771882282242,0.10185835740100382,0.425484955560392,0.33415778972474597,0.4859507008465523,original
0.013122882835625075,0.3727039147947857,0.28007005157045134,0.69618642563754,0.30280460398324127,0.18959494207391728,0.1140720595849973,0.43061533201175317,0.3593729031308698,0.4596113390581543,original
0.016956446126235963,0.3426169352142849,0.2750163895909111,0.6918031917805519,0.31401296860057004,0.1854763455142781,0.11250424732337932,0.4314251027339314,0.4008724866369485,0.46617877472479907,original
0.009031216004035992,0.3531603954622893,0.2860784242383219,0.6797401160590468,0.32712565196155097,0.17841401648652713,0.11005601850277058,0.43272168692673263,0.41251987877768703,0.48870783422094927,original
0.018004003643069286,0.4483811977006202,0.2882408604113854,0.6676432986053465,0.31930658033639003,0.17456203592108474,0.10859353456651788,0.44465855435264534,0.40987291521358643,0.4621927610629477,original
0.017247522947287364,0.37991037632541563,0.28597417224643035,0.6808913661383325,0.3220307845004351,0.17787685258051242,0.10576323199545498,0.42571771194856606,0.41475826978450153,0.46490392768550093,original
0.1946193990214911,0.3401313938409771,0.2500406804464796,0.7026965851627383,0.2680429267522728,0.18704357720257297,0.09173472792480925,0.2740656784045378,0.41072838662349487,0.5115174237991604,original
0.014777948840857712,0.49827520248855756,0.2889870899473459,0.6591940387628822,0.32034535883741144,0.17264233916226027,0.11063184963527067,0.4597438911291438,0.41096029358576613,0.4438472849046761,original
0.021553767515588244,0.3635312335517497,0.28155924285765405,0.6851563464807093,0.3193059099664577,0.18109076054327863,0.11019115082201046,0.41626642491647003,0.38118512210947003,0.4924750818131541,original
0.02558436891996052,0.39655716920887407,0.28117271972895075,0.6882238350695088,0.30968481163189454,0.1825182851996232,0.10654658278644674,0.4155888826869104,0.35800165748153795,0.4667464586764932,original
0.024179558891751093,0.3818696862048135,0.27561655791663664,0.6834818065570588,0.3184314304455773,0.18174607313219915,0.10721681915970005,0.41516492683452366,0.38907040206109,0.4654289902883575,original
0.01567188860615319,0.4094019615712851,0.28404010429314985,0.6869098838363499,0.31343233171551355,0.1827016490339234,0.10738633163051325,0.4159161154849397,0.3657575888613296,0.45306504800861813,original
0.07056828390160974,0.4217079483284088,0.26607166324186654,0.7164977190491502,0.2720357082126052,0.19522810426199297,0.09526613332008885,0.32367079613324723,0.3271512442622859,0.42658767801638264,original
0.02237426895097342,0.330410674378154,0.295342072914741,0.6785202903348612,0.34102357716556303,0.17178750822368666,0.10153027516937446,0.43435790578017835,0.43705216134374636,0.45980916251034404,original
