PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,source,t15
0.02308878515293028,0.008499745375042667,0.20451162883836582,0.8779984083182001,0.26056864303664906,original,
0.11542462553712299,0.07672880697818676,0.20612352471588566,0.8835821979294878,0.18624582061932615,original,
0.11132924632840185,0.040217749675090966,0.1181186517633207,0.7436693415790838,0.5081592038993483,original,
0.044333739465758804,0.06030910993422192,0.1537502510767924,0.8439478638314908,0.41077440862886294,original,
0.10043598299555867,0.07456983503633918,0.02437973097714638,0.7864453114110452,0.26514750811630355,original,
0.12222379165021502,0.06114547378197811,0.19082920769375508,0.7997705330901504,0.3882817922819045,original,
0.10730204518118908,0.06971942753132253,0.14633554128878445,0.6843494294800254,0.4829237289193789,original,
0.12246761354230987,0.09649028343840083,0.1493236209414685,0.9018405823306268,0.3984876254064063,original,
0.08051760028075666,0.03430687001432048,0.11001537687218521,0.8822151174461517,0.30927667522528607,original,
0.03293476192792516,0.07001347935211022,0.1778145064899474,0.8210257778148722,0.3362401681718685,original,
0.012157021570729787,0.03225995999256148,0.17568588336526958,0.9087728333507339,0.3867799823181043,original,
0.11284667559849343,0.0005279390872090228,0.0,0.8025804684226383,0.5589805233089035,original,
0.014644001994645328,0.04648174293180804,0.13556139051055052,0.8722303150295425,0.5124720379993014,original,
0.06179493302680067,0.04474368730868991,0.12032022105481435,0.8400587856365298,0.538160391180892,original,
0.027680342033791938,0.0579454081866336,0.22974099485639676,0.9246131233806655,0.3588771826030396,original,
0.10921610385100206,0.049068600458143916,0.17758224439813527,0.8202711119072217,0.5091170611698552,original,
0.07793516652862198,0.04172077886903652,0.19369707460006708,0.9035600760404683,0.39919946969082104,original,
0.05545660610224645,0.12314879347242225,0.17637787846493724,0.9101798004811352,0.0011201100550901621,original,
0.11715443234771375,0.15954534975152165,0.23584674886760643,0.9173782077174201,0.09681054274663614,original,
0.10321230566072986,0.11660457090823115,0.11086969309914962,0.8520116763352374,0.23345294504182074,original,
0.14460495344910237,0.10240567407607859,0.14816527609863295,0.8463382792842574,0.4415223432621588,original,
0.0665343277665798,0.11882717072925736,0.19703752774812489,0.8167534366116775,0.34233732402756845,original,
0.08199498173628167,0.09377471348704283,0.21850974714421426,0.850465478888548,0.3519871775560912,original,
0.04833759173023988,0.040948562690374224,0.14088871721898502,0.8650906212211313,0.4565082318818381,original,
0.11452714794924629,0.09483347735252409,0.13515951337117585,0.8685916680560384,0.2254615564637163,original,
0.09658300065604858,0.053281982164628705,0.13745771464251894,0.8095291712278707,0.4294779005537924,original,
0.0615928024159324,0.19535635369018023,0.2907413862043913,0.825906177238563,0.12859748985258906,original,
0.055367563444823964,0.050314336832470344,0.1839585591816036,0.9752371641873817,0.4178292423956296,original,
0.007169709580508388,0.03909155561828173,0.22864091945839685,0.8189551827624159,0.5239448989946356,original,
0.0,0.05074972077376064,0.28266933835351876,0.9608125164890708,0.358553040040341,original,
0.10909481841886254,0.030823029761460244,0.11533011346607136,0.8295235930941959,0.42637017117954445,original,
0.05839872766630061,0.02723443207429392,0.19056932641979693,0.8655830381726826,0.33353606760071586,original,
0.06247876031205363,0.038992605842673264,0.17837256767677973,0.8955628731657315,0.4828768412095821,original,
0.06712129178692638,0.0485703278632488,0.16579418276619828,0.8323454582418566,0.5361110980038424,original,
0.10315201712119787,0.06482649503742613,0.19760406660361285,0.8984582654197231,0.09096165390708078,original,
0.16170453547101396,0.09384395540601079,0.1694324133400153,0.7547251805406694,0.11334048057098928,original,
0.16764398218401882,0.08393495338658633,0.1623941404739846,0.7578570696191514,0.13243074912353497,original,
0.09601570647491042,0.04366814309699943,0.09273475349494995,0.824211583599203,0.40625028358709653,original,
0.099854319029331,0.15727420486273794,0.20071565399911892,0.8749120263943047,0.2946083743144858,original,
0.03802181707848812,0.06045914012865922,0.21682213786207083,0.8405590856329732,0.4125032504507421,original,
0.10164216576243235,0.08524980453339503,0.15262613783181314,0.8133929307307588,0.2637713184330953,original,
0.05685774327821613,0.0,0.11009851995158121,0.7747059506846905,0.4012876318920926,original,
0.09769253419150858,0.0690240476344414,0.20349147003577323,0.821666258559281,0.5257677968011489,original,
0.08309770543933231,0.05019458074009274,0.10971318384199605,0.8440674124489884,0.5058730839073118,original,
0.06314169431657729,0.08032429145599665,0.2034942085637081,0.9771560537271448,0.334527349269691,original,
0.11478920807407067,0.0775545660431538,0.15016959202440722,0.8536707914901289,0.42317094622938306,original,
0.11378002656387748,0.0722568684473043,0.3105210143047645,0.8977246722896026,0.375451751530671,original,
0.0720014654494136,0.020282354914744047,0.06442019336716237,0.7936233895350429,0.3137708151158847,original,
0.07328015966053336,0.11145730114275493,0.27879951233280187,0.9054819593478565,0.35974522824738037,original,
0.09493423653219718,0.04471332310948489,0.1706681723050244,0.7622692256652068,0.5839650717814423,original,
0.067113776405691,0.08912342475335196,0.1383645488113001,0.8381281160574576,0.3925635590778444,original,
0.1113462239493444,0.06245209441720627,0.13302130177152768,0.7483195763009494,0.4223239176787389,original,
0.07723065322153844,0.05100653837280883,0.1666237354524449,0.9230766060272946,0.4388127604465259,original,
0.054455681671555456,0.010451993454078545,0.15260311081387495,0.8120541596972822,0.5431601776105422,original,
0.08048092194017642,0.058717708056315154,0.1922673987153516,0.9387020492584546,0.2837872413992794,original,
0.11115025172572318,0.03985140592547273,0.18083463271613226,0.8171824319415204,0.5204289170661621,original,
0.07693879269784432,0.07847053372897504,0.19927811856609828,0.8659091923614702,0.4383154530082063,original,
0.08731187638106402,0.054796896913067494,0.11428054026270706,0.8715208680882403,0.3062842298346652,original,
0.11207505026191805,0.035714657124874,0.13312909307671839,0.7966077148340291,0.3303990069577748,original,
0.05458633935603169,0.08075040549330986,0.21430966589180808,0.8461652413780121,0.3842508756782439,original,
0.06323133428138433,0.08184476941475866,0.19218905412245346,1.0000000000000002,0.19890216479208894,original,
0.08141425370510569,0.09275397416296546,0.180361430563988,0.8249707903285195,0.29448542039736914,original,
0.0931562646837572,0.15667927656427535,0.2946900008939168,0.6808304276405106,0.2502243717019807,original,
0.11780046964230675,0.1381527788261969,0.36666037701230614,0.6154573968305701,0.6863334620825581,original,
0.11886101086754908,0.1359777135988956,0.3578341852075597,0.6200583730770749,0.6899806806606332,original,
0.09740723670871243,0.23696158336096584,0.5052609500193765,0.6094731941759518,0.44436168729727965,original,
0.10322810678474165,0.13702405219265326,0.3262944761421002,0.6319853059913088,0.5729199366454071,original,
0.14350333781737037,0.12410566489236206,0.35299531850895566,0.5838404377117837,0.6942856987639061,original,
0.0903236867739326,0.15315374809805177,0.35103997717825974,0.6272944731991396,0.5681858967232275,original,
0.10375845855563504,0.08986199596823033,0.23745158331558408,0.6634083493847398,0.602188540946234,original,
0.5446297608904223,0.39527665815666274,0.6344793816935709,0.07318513868922838,0.1109524188227417,original,
0.12782884763565297,0.13596285268079114,0.40565690834918344,0.640051832707801,0.7540759004663715,original,
0.0784666501821425,0.15208065354820727,0.32312376310722635,0.643317502430898,0.5236144263622102,original,
0.20756718062420132,0.17837643660722968,0.4957900158513527,0.548781058264938,0.7134742438157567,original,
0.12627726319663615,0.18639704104181598,0.45771125071988494,0.5745220767004502,0.6137423174275966,original,
0.10248895911690609,0.14068039845153457,0.3398803765521915,0.6221458994691587,0.636773109005173,original,
0.17802552712432415,0.13095774366269364,0.4068882733785616,0.5886762591850474,0.7182872733156132,original,
0.10476076171920368,0.24777387550209917,0.5286390032893942,0.590177148059368,0.4958525912679292,original,
0.1777365213815441,0.16182537803112676,0.471154670785343,0.5347709022626596,0.7833684558757847,original,
0.20369998207192908,0.17367478321136476,0.5104664062741394,0.5122241678820512,0.7928079266960284,original,
