PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,source
0.6070981172034313,0.2828879243405787,0.9153331824752713,0.8585020324109548,0.4422902265428201,0.16268127948677352,original
0.3662431251658724,0.17927191404630233,0.3439627599595246,0.5435117316898301,0.33686050469955575,0.4723637941065807,original
0.16237128303600046,0.2244305181266285,0.01565650439992783,0.47136592984996095,0.3944049885334506,0.5559749179649143,original
0.40951412267488196,0.0,0.590471579388235,0.6047833200308308,0.27688612280749597,0.5265547454003612,original
0.18550253628132354,0.2090079906520691,0.5902928776665921,0.5661511542194397,0.37262603857667415,0.5057894268196655,original
0.44177281429901094,0.026009474652565423,0.9155692495521129,0.6184284298978823,0.27327141946554523,0.7900067028095935,original
0.08321727273762568,0.24877900497409872,0.4676273455646974,0.6158915564225653,0.537870245338798,0.538353578246989,original
0.742444460872028,1.0,0.4784498577729306,0.5659512205320179,0.14178387254529212,0.24390786992317018,original
0.39143531371846413,0.7645656866079118,0.4907044868939669,0.6876131213292848,0.3563955831982817,0.320569427534919,original
0.36386206999558657,0.53400097656903,0.2114782030583929,0.26645485127966323,0.24891996346835243,0.7662999210151334,original
0.36266682110891413,0.534029437195249,0.2114734222873455,0.2678731636519822,0.2482981843922512,0.7670737355407465,original
0.28536497560187496,0.5072414156035272,0.16768558159941735,0.5006747361790436,0.2662536335674084,0.7270095827376772,original
0.25730982791451923,0.750420654032068,0.32932022495439656,0.6894890699340136,0.4172161156453484,0.16091055094042256,original
0.6795967019560133,0.9202539429846339,0.6758174558981025,0.6253252807624169,0.3605377955530102,0.7097290561637986,original
0.5545784004141623,0.9768770331043757,0.7773485075857114,0.8883417499549981,0.6573033701360573,0.48242056266530864,original
0.3683125281680466,0.6077823087150847,0.47373097742815173,0.49055746437751513,0.4583938910394386,0.5004014931301186,original
0.3786493492074719,0.5906283757719131,0.1946060619137763,0.3651547907351584,0.22740029468826684,0.6986030107026735,original
0.7206906118054061,0.40812041807822746,0.536115899287732,0.46937344459835595,0.4451182941182795,0.257735368637285,original
0.4161463487787399,0.39767708120342693,0.08437866735917379,0.5015440122429378,0.5117116890451465,0.2075225488257016,original
0.6937640141347203,0.682452609151804,0.33119717254800374,0.35130837225743494,0.10693534262695642,0.3281129085900967,original
0.25684032477216767,0.4031050083729659,0.38981330852093155,0.6051574843027725,0.5519063098089536,0.3105823267044888,original
0.4412315664618992,0.4841193851968704,0.14862111145976556,0.47339515558124046,0.46976217825906413,1.0000000000000002,original
0.42812380819317986,0.46453393635486495,0.2111510600469424,0.43584955297843303,0.4258709890289863,0.9733429309505451,original
0.1685634657106932,0.42018676481713363,0.83896335835402,0.998174342438159,0.8923522411016436,0.07306434170360199,original
0.30618506902459175,0.6110232736122814,0.37808427630828273,0.7523226206691029,0.5451702471377258,0.4526740800295789,original
0.4357976421136207,0.5510587178116372,0.4158979349286877,0.744036321826997,0.46396352958672565,0.20160128999761634,original
0.37524535794256053,0.5292798403261466,0.492861361668134,0.6442352057768006,0.5424096071741236,0.619939730570782,original
0.48545310511116757,0.6843482790699136,0.5746251890021142,0.6498905398916395,0.2639970522981295,0.18202404374096545,original
0.34153475406776,0.4860782645639976,1.0,1.0,0.9868430089380733,0.6509987882669193,original
0.3302832552262355,0.514346430212167,0.9632053093029687,0.9596692346780293,1.0,0.5390580954251142,original
0.6029907169612712,0.6760868952238906,0.14742066504022497,0.49528326976043513,0.19763110570144085,0.49495761355687173,original
0.3676095152407529,0.3565424716038441,0.13732312931958163,0.4461429460891099,0.19218698654424574,0.10799480924802832,original
0.4270006764491093,0.6250808764555508,0.1336069948046126,0.3520371197353408,0.2759300179677694,0.8368251547834505,original
0.4684967351653454,0.46558743140586917,0.5396778109157412,0.6821821060554096,0.6368762412403076,0.7342212712812546,original
0.4807278453910693,0.5229815173411985,0.6197548629736978,0.6010937799350438,0.0,0.2998694036800634,original
0.20891504591515378,0.11956400704122866,0.5903236019437866,0.6433527001877097,0.5443111632147315,0.7338420294832044,original
0.25220554252003735,0.3670947635516336,0.131639174503109,0.5076418819667688,0.24963654148987105,0.39762990821641336,original
0.05825446791499844,0.38408319825701864,0.19321509449240276,0.4175377671286741,0.4963739178529384,0.3842326548250907,original
0.1606993926053222,0.4157098915960714,0.01473943191810978,0.46838474547422465,0.28243586119600206,0.3160224971020406,original
0.2550324031078943,0.46044430754420207,0.374614290403115,0.399844184973312,0.09359632152231961,0.47839209420387035,original
0.0490188524772385,0.29172671809096595,0.11093392246451128,0.5281514417061608,0.32093149818148703,0.8327483577424126,original
0.18471614396201305,0.29757203526670584,0.41277453930635927,0.5612820807163235,0.5606271026806242,0.4486796763901171,original
0.2580951432193632,0.2964489164326779,0.4582361078649785,0.48733308547139376,0.5478107874468077,0.43273148274771167,original
0.2883127078918827,0.23539234158926664,0.55693002223865,0.5496214954953589,0.47220928167059545,0.5740215109566041,original
0.21973006803457618,0.23981695362600836,0.5085395143243576,0.5935198140766365,0.5165254379697873,0.585942203929454,original
0.22151290065781984,0.25480190172377987,0.46940791079441724,0.6205047349982371,0.5147425180863823,0.5838513562173668,original
0.1789544069748994,0.6192142839425798,0.21430995438438277,0.5436436370889342,0.14107598670256766,0.3584409122137585,original
0.31983368074044805,0.09148527296656461,0.4835686331018586,0.5804796529987581,0.3507916559108845,0.7768361183743188,original
0.1476158989875442,0.5627672586460193,0.22764754560264971,0.7221736020371265,0.5588582371709239,0.07926462077776925,original
0.32870233319819986,0.5330012489386183,0.4228323756789207,0.674873645679223,0.4355651959805342,0.2578044757848771,original
0.47057257117468876,0.15903060025484894,0.8304373562709321,0.6263624669132841,0.2654639298577758,0.46994508964317777,original
0.4492335492976879,0.5028157498560675,0.7060904934624062,0.6897728063666606,0.21171366279079096,0.16955964343503477,original
0.45956777072978106,0.8523554043410984,0.4875074378017542,0.6737484664286073,0.33445018649000013,0.15771960459607556,original
0.3072103805950043,0.4275749316013257,0.24443991638756118,0.5172477091816126,0.16922207820147694,0.5571338840824285,original
0.1825344898014056,0.1575666424941642,0.23743574314754018,0.33875115429996416,0.2767114947567404,0.43215183554132075,original
0.4967163465276434,0.6455022764769751,0.48282961708936784,0.5495796700688577,0.24433378802881067,0.4513836588413548,original
0.6704658945546912,0.7603439749560094,0.7567102442763187,0.7189809038227896,0.356753397801779,0.676203224314712,original
0.28353714348788517,0.5498646418645625,0.0,0.38092692019903535,0.30007632664388423,0.6671223423127114,original
0.2268701184444163,0.46702705000704253,0.5359183932881506,0.6465255637079439,0.43346303131535646,0.468875376360241,original
0.4002911590438064,0.6677433410567557,0.8029135690378296,0.7470895111108903,0.5159087687960175,0.20516212970227465,original
0.08514180044477775,0.4289786049316404,0.3896426718623701,0.5490749038631201,0.5748283376886025,0.436698723640201,original
0.4511562865322961,0.878452135675527,0.2116271674839202,0.634434929746533,0.041673185198541074,0.1502533124580686,original
0.14915179023376918,0.5597347124768702,0.07306261113738566,0.45146135629985495,0.28395910532622426,0.3651744417129157,original
0.5284568401123872,0.6834360540227284,0.17547947738895953,0.4815038758065992,0.41544743789542526,0.17974716138730568,original
0.5940374053916521,0.3927532358681324,0.28682856965230685,0.26601007563383694,0.3826524655811616,0.26713271678386175,original
0.47896476029081814,0.4904708399236679,0.23848931793686487,0.40136406802477176,0.3771444455767857,0.2703712742877582,original
0.4758750640678411,0.4233903563946006,0.2052581607261145,0.34395896953488486,0.3772138857745746,0.31922520222369655,original
0.40718466213079,0.3376574726896022,0.26627776059664143,0.347797562443181,0.41285623697826707,0.22709046127666074,original
0.5892815317578208,0.36576923577487536,0.34258770092906327,0.2817110711636208,0.41652714839870747,0.2148710926092526,original
0.5812181125177022,0.4498234183814923,0.30669915642857726,0.3156480255517376,0.45288726233821874,0.3004447587050769,original
0.5267820448787163,0.47856548271690974,0.22477819465134607,0.3623338379552684,0.4029632203681105,0.17379182421045758,original
0.46226884176663374,0.6310989669573284,0.250792337338665,0.4873003928112144,0.4222605905074263,0.2622164692621958,original
0.629212612259174,0.29986473561012417,0.44204870260935847,0.18003426224548927,0.45749934736036657,0.23551679559685157,original
0.479761374109391,0.6656228199685927,0.14224756869544292,0.4728378285385594,0.38154579395311655,0.211159769914109,original
0.4463143579113735,0.47272687970945304,0.22042679369674126,0.4055222064497127,0.4125607776869174,0.2692127910425423,original
0.5473830373033021,0.4294165266535764,0.27351494249145425,0.2911412646778378,0.38968746041133445,0.29418828047161183,original
0.6822930516337683,0.30821688141752723,0.46666709444757615,0.17018850727864038,0.43944637390183233,0.20555751223321728,original
0.4477957606197508,0.5642367508945013,0.13179175881837538,0.4217003272949906,0.38283032280442253,0.2767181057454286,original
0.5734879936202376,0.3831784641769943,0.2943402897291249,0.2769901391675147,0.3894276973609286,0.2559039537318437,original
0.5322321225391461,0.2724763872902803,0.3945135703456687,0.26856398112629243,0.4469279388751403,0.19644560917682038,original
0.4625828077749672,0.4965071963833956,0.21704983901280636,0.41076829598387066,0.42394906564079854,0.18876809239680237,original
0.451796770496785,0.5020209590073895,0.20020125062574817,0.3817292260629324,0.3699891422026267,0.27950938543937526,original
0.44057515570526606,0.4650320875592587,0.18098341241101024,0.3977366817618317,0.38397625382681316,0.31311905605063717,original
0.5861058570192385,0.7052858460629731,0.2080210726830128,0.4555347589899213,0.43081671949652867,0.14664500933026153,original
0.43228141409171084,0.5543074813085624,0.1486127104199658,0.44174852363434497,0.37502775471536653,0.23292040727464616,original
0.48490875480611795,0.5324208346797601,0.19168044799423925,0.380211644901618,0.38027035870797254,0.26204349211800304,original
0.5219516939369071,0.7306699845762794,0.1859544707134337,0.4943623697905828,0.4053894501031165,0.1943777392381861,original
0.5045176981324235,0.44827190648108867,0.24137469267483289,0.3154620919284049,0.3800197544311018,0.2823604768062696,original
0.583518722699448,0.6485248408330383,0.23341162534079077,0.40104329102488173,0.4173530675442502,0.18930646174116303,original
0.5091815621023511,0.7058260223167847,0.21507054381859442,0.4961341351267061,0.4042201504042392,0.1815318976315915,original
0.5837998813887885,0.3730697349461707,0.33028316480974934,0.26263289711324445,0.4119994298360778,0.254245632498522,original
0.5587797772718359,0.7643359241526286,0.16301221181679712,0.5025713786720896,0.3943731393973111,0.12425153978162265,original
0.5058159807277408,0.3204643303145064,0.32666103918794165,0.3074014011153975,0.4523700519869608,0.2575080252600167,original
0.39060434938246763,0.4626652598438339,0.14245556553760014,0.4078174877877512,0.35835820781939814,0.30921217236331205,original
0.5973176306391851,0.684037593611929,0.20744946944658527,0.4671589202551804,0.4551495785419311,0.1719621764230791,original
0.4080440266566273,0.34130692327881273,0.2665328735765726,0.34374249359879633,0.41041662949832886,0.2305195023975511,original
0.5841904749314376,0.4655498051358305,0.29234792009795557,0.33382378089740683,0.4404067748478213,0.2261111595932964,original
0.709984977303562,0.6400105439726993,0.3829262858439391,0.30243129647360323,0.45572061540500974,0.1592239281102234,original
0.45861317315748484,0.4242627171411056,0.1917336844223708,0.36018553235245854,0.3758365727363259,0.32372367645444483,original
0.6000584754670378,0.3832912577722657,0.337761441225924,0.24782938914672992,0.4066406236160215,0.2937531967881199,original
0.4351623293952904,0.5326639518007834,0.2026267307889717,0.40956815082187437,0.3787782648542101,0.2781876616868214,original
0.6097307516570047,0.36423226824645505,0.33472745702335965,0.21619848865125144,0.4407017216303855,0.26868295507560536,original
0.4461915926591238,0.5449062269864955,0.13862137784175335,0.422835871400544,0.37442329862117285,0.26629778187161085,original
0.4754615074197184,0.38816021035987175,0.3184312638694237,0.37821368734138633,0.44349458643521894,0.15488970641619237,original
0.4272761693942032,0.572320531404194,0.150309386862684,0.4524755191522585,0.36595456634016427,0.25786039073921674,original
0.6714790202606943,0.3412201367247647,0.4113381355966129,0.20215156250814073,0.4242163648726676,0.23391072439452024,original
0.4324620658304211,0.31683966629345095,0.31210410806918265,0.3102962536979891,0.42122946636206504,0.24181398438763635,original
0.6518516490352755,0.2683901139561869,0.455301761905005,0.15040152800419337,0.4417638953534632,0.19489867964301183,original
0.4497874878963821,0.4612053927084444,0.1897428909415361,0.3928232442031823,0.38844623165048886,0.24615642494562728,original
0.5228434074354289,0.35469955346309967,0.26727249117718666,0.2970388625171634,0.4089157745922586,0.24892987734393163,original
0.4858820842373489,0.6021110731901539,0.19116380159000257,0.4539684159083435,0.4438829216345069,0.22770622614240865,original
0.5047131622075997,0.4298534263449748,0.25146116735473567,0.34478660594815486,0.37429706908620186,0.26186267449668876,original
0.5424317157245692,0.3448404001717581,0.33491234939565934,0.2749780651042114,0.4459560344947309,0.18238956209622012,original
0.5646618314149232,0.3440845347306635,0.3464364711789141,0.2713059214745496,0.42857245460654353,0.2590548664344956,original
0.431586862865027,0.3695336428309958,0.20141099182536182,0.3312848843954473,0.4002514198566837,0.29167164733137846,original
0.520924397422784,0.35237754931523024,0.3510792090540815,0.3681496815858121,0.46954875544342745,0.15808864298006156,original
0.5030986105072132,0.39897817214348946,0.24262835576203878,0.3115152797399583,0.4096085559350908,0.26305084306797843,original
0.548275530154321,0.339340123090791,0.3658612155899772,0.29847520891201185,0.44211392244015607,0.18876608511501464,original
