size_D,duration_D,app,har,nlan,t01,t07,t08,t09,t10,t11,t12,t13,t14,t15,Generated_Var_1,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,Generated_Var_7,Generated_Var_9,Generated_Var_10,Generated_Var_11,Generated_Var_12,Generated_Var_13,Generated_Var_14,Generated_Var_15,Generated_Var_16,Generated_Var_17,Generated_Var_18,effort_D
0.143335192414947,0.2,0.0,0.0,0.0,1.0,0.75,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0,0.5,0.48267284,0.27064383,0.7872666,0.16973954,0.25615,0.6202686,0.8120124,0.8021307,0.20691489,0.6740437,0.102096416,0.77773035,0.64158887,0.6388695,0.76725614,0.86973083,0.0075898020947219
0.1670384829894032,0.24,1.0,0.619852032890937,0.6666666666666666,0.75,0.75,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.75,0.75,1.0,0.4698302,0.7149477,0.28523785,0.7227233,0.7109996,0.36826545,0.2794596,0.28102365,0.6961234,0.2960081,0.7402915,0.2797047,0.29902187,0.30219603,0.28631622,0.27372992,0.1154790765476699
0.0228667038482989,0.02,1.0,0.619852032890937,0.6666666666666666,0.25,0.25,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,0.81061333,0.36482227,0.62774944,0.386944,0.3609888,0.14291334,0.62335104,0.6240711,0.36507702,0.6621318,0.40109187,0.6303622,0.66996545,0.6771517,0.63351107,0.6083589,0.0041514157595347
0.0574456218627997,0.08,0.0,0.619852032890937,0.3333333333333333,0.5,0.25,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.25,0.5,0.5,0.4721691,0.39998254,0.6206559,0.35899633,0.40288943,0.5624693,0.6144734,0.6270232,0.36422914,0.5314538,0.3621264,0.6028582,0.51618826,0.5124769,0.60786444,0.6400092,0.0276813867630048
0.2810931399888455,0.24,0.8795232095320975,0.619852032890937,0.6666666666666666,0.25,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.5,0.25,0.5,0.55384386,0.4902444,0.5495388,0.4469826,0.46563083,0.40472493,0.56430376,0.5647752,0.45871308,0.52945143,0.36411136,0.5581305,0.50360733,0.5282424,0.54304147,0.57796997,0.3278192391183787
0.0934188510875627,0.16,1.0,0.619852032890937,0.3333333333333333,0.5,0.75,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.75,0.75,0.79707307,0.49896914,0.47106284,0.5522734,0.49835157,0.058263067,0.4652016,0.46553826,0.51916105,0.55110914,0.5891562,0.47765446,0.5729446,0.56628484,0.48148775,0.43708795,0.0576920029788784
0.0828220858895705,0.16,1.0,1.0,1.0,0.25,0.25,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,1.0,0.75,0.53718203,0.41938728,0.5997154,0.38974577,0.4155838,0.4743296,0.597138,0.6077842,0.39195833,0.54297125,0.37799698,0.5910671,0.5296244,0.53402185,0.5912406,0.6128621,0.035540555529147
0.0448968209704406,0.46,1.0,0.619852032890937,0.3333333333333333,0.75,0.5,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.75,0.25,0.5,0.45182833,0.66427267,0.34041747,0.6612132,0.6639126,0.4258123,0.33201104,0.33499926,0.63738054,0.3246015,0.6854614,0.32884556,0.32453725,0.32684338,0.33874553,0.33318752,0.1067484273739918
0.0886781929726715,0.4,1.0,0.619852032890937,0.0,0.25,0.75,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.25,0.5,0.88223547,0.3564516,0.6348091,0.38182682,0.34111848,0.07352443,0.6432845,0.6449074,0.37504685,0.70520204,0.35755676,0.65600455,0.70955294,0.7214489,0.6453388,0.6143924,0.1353488298394891
0.3159509202453988,1.0,1.0,0.8249376887731341,0.3333333333333333,0.75,0.75,1.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.75,0.25,0.58303064,0.29214126,0.7888384,0.17852901,0.25408652,0.3998416,0.83184266,0.81341946,0.23550165,0.74296933,0.03877607,0.7984705,0.6898333,0.6953759,0.7685148,0.8517819,0.1793189776742564
0.0370886781929726,0.18,0.0,0.619852032890937,0.3333333333333333,0.25,0.25,1.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.25,0.5,0.5,0.567392,0.2546575,0.7773938,0.19616598,0.2533331,0.4966022,0.78033274,0.7834671,0.21311834,0.6876459,0.1711251,0.7620207,0.6645942,0.6621207,0.76257193,0.81388825,0.0588962304511099
0.1926938092582264,0.34,1.0,0.0991880356339056,0.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.25,0.8490123,0.099977605,0.9134946,0.06288493,0.10485586,0.18745124,0.95103663,0.93953246,0.09484153,0.90174806,0.009026675,0.91646737,0.89639264,0.88924223,0.9142686,0.9390293,0.0565194657032846
0.0167317345231455,0.06,0.8795232095320975,0.0,0.3333333333333333,0.25,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,0.3937241,0.6259814,0.429884,0.5579894,0.59375924,0.53862023,0.45187336,0.45170084,0.5806271,0.392962,0.4440249,0.44012174,0.3550644,0.38616592,0.42003962,0.47479662,0.0050228961670707
0.0,0.12,0.8795232095320975,0.0991880356339056,0.6666666666666666,0.25,0.25,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.5,0.75,0.25,0.57978755,0.49231702,0.5363349,0.46477398,0.47229445,0.38123786,0.54519916,0.5497893,0.46897206,0.5234108,0.4048765,0.54373705,0.50508887,0.52671367,0.5322464,0.5519442,0.0
0.0560513106525376,0.3,0.0,0.619852032890937,0.3333333333333333,0.25,0.5,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.25,0.75,0.5,0.46301162,0.5470705,0.47945204,0.5140778,0.5350781,0.5025828,0.48139343,0.4910878,0.5164073,0.43413296,0.47923696,0.47656456,0.4165293,0.4298128,0.4717251,0.4951811,0.0314049848679311
0.0900725041829336,0.14,1.0,0.619852032890937,0.3333333333333333,0.5,0.5,0.3333333333333333,1.0,1.0,0.0,0.6666666666666666,0.5,0.5,0.5,0.72435,0.44961965,0.5450373,0.4676376,0.44647285,0.20250581,0.5396069,0.5402091,0.44375598,0.57136315,0.48534676,0.5445368,0.5781068,0.58437747,0.5496051,0.5272511,0.0548874205764446
0.0454545454545454,0.18,1.0,0.619852032890937,0.0,0.25,0.75,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.5,0.5,0.5,0.86377895,0.47195765,0.49319333,0.5294768,0.46470705,0.009506494,0.495332,0.4986714,0.5084757,0.6009869,0.5421078,0.5121647,0.6214899,0.6170972,0.5084756,0.4595718,0.0148468571247484
0.5022308979364194,0.56,1.0,0.619852032890937,1.0,0.75,0.75,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.75,0.049507793,0.8762515,0.18187225,0.7957899,0.8549886,0.8505435,0.18991178,0.20302095,0.8114903,0.077198334,0.71891123,0.17326003,0.03770011,0.05844382,0.16343145,0.22711661,0.4013088051211357
0.6787506971556051,0.68,1.0,0.619852032890937,1.0,0.75,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.5,0.0,0.75,0.20384707,1.0,0.0,1.0,1.0,0.56046045,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5815626435962035
0.1076408254322364,0.72,0.8795232095320975,1.0,1.0,0.5,0.75,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.25,0.5,0.4539767,0.5795185,0.45304906,0.5424531,0.561513,0.49696603,0.45950034,0.46753556,0.5476266,0.4159787,0.48736775,0.45502323,0.39458698,0.41394415,0.4456642,0.47282052,0.2292627275752246
0.0680423870607919,0.5,1.0,0.619852032890937,0.6666666666666666,0.75,0.5,0.6666666666666666,1.0,1.0,0.3333333333333333,0.6666666666666666,0.75,0.25,0.5,0.45145383,0.62995446,0.37876776,0.6199243,0.6285079,0.45060554,0.37166864,0.37659124,0.6017908,0.35236326,0.63537127,0.36763147,0.3488224,0.35194275,0.37533203,0.37654665,0.1656763480217394
0.8103736754043502,0.2,0.8795232095320975,1.0,1.0,0.75,0.75,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.25,0.5,0.5,0.36459494,0.67482495,0.35735148,0.6369233,0.6588255,0.5552169,0.36129537,0.36966342,0.6377667,0.3135172,0.5918114,0.3553601,0.29282254,0.31019786,0.34925577,0.37595347,0.2838966265785679
0.071388733965421,0.2,1.0,1.0,0.0,0.75,0.75,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.25,0.75,0.5,0.5301201,0.74178225,0.243228,0.7657849,0.73291445,0.2952186,0.24699284,0.25088903,0.7560779,0.3018068,0.7621977,0.25529206,0.3082777,0.30613732,0.2505529,0.2295105,0.1392150338292849
0.0850529838259899,0.48,1.0,0.0991880356339056,0.0,0.75,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.5,0.5,0.5,0.7179062,0.25928533,0.7512305,0.24288005,0.25739154,0.32577217,0.7490071,0.75602573,0.24336319,0.71733457,0.23808335,0.7458472,0.70996696,0.71241933,0.7463146,0.75783277,0.1045934940026302
0.1447295036252091,0.24,1.0,0.619852032890937,1.0,0.25,0.75,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.25,0.25,0.75,0.33488777,0.76851803,0.25034437,0.74827504,0.7602771,0.52384675,0.24734327,0.25155994,0.73217136,0.22217399,0.7419663,0.24182063,0.21227956,0.22222406,0.2456593,0.2549406,0.1562960498169891
0.1168432794199665,0.18,1.0,0.619852032890937,0.6666666666666666,0.75,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.25,0.5,0.5,0.43863449,0.48979962,0.5394456,0.4449862,0.48282856,0.55785805,0.5398618,0.5499215,0.4522938,0.46715796,0.41785333,0.52963835,0.44684413,0.45349032,0.5278569,0.5629319,0.071572309106178
0.9258226436140546,0.82,1.0,0.619852032890937,0.6666666666666666,0.75,0.75,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.25,0.75,0.32578358,0.8238447,0.19243705,0.80585355,0.81213737,0.52075,0.19466029,0.1978044,0.7988631,0.18348669,0.7847301,0.19196947,0.17267284,0.1845527,0.19096778,0.19781741,1.0
0.0571667596207473,0.0,0.8795232095320975,0.619852032890937,0.3333333333333333,0.5,0.25,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.75,0.25,0.75,0.55599385,0.54036534,0.4417863,0.55906165,0.55738854,0.34750575,0.4211779,0.42374685,0.52181965,0.42508698,0.6463316,0.41836244,0.44040927,0.4251044,0.44236353,0.41765413,0.0169225650045158
