rely,data,cplx,time,stor,virt,turn,acap,aexp,pcap,vexp,lexp,modp,tool,sced,loc,MI_loc_aexp,MI_loc_data,MI_loc_stor,MI_loc_time,MI_loc_cplx,MI_loc_turn,MI_loc_pcap,MI_aexp_data,actual
0.6303878,0.19592309,0.293272,0.4159912,0.4306543,0.2957619,0.11905815,0.3431942,0.25086832,0.14922604,0.2572685,0.23838572,0.2360531,0.07912938,0.8132465,0.22735374,0.32717666,0.53949386,0.5190969,0.36839032,0.45104703,0.49103332,0.33959937,0.20994471,0.28399837
0.35171354,0.2525216,0.22124466,0.1992171,0.32147413,0.18470353,0.30312285,0.61890006,0.2279195,0.48183075,0.1879045,0.14065865,0.61069256,0.27535656,0.8155133,0.14399853,0.19006841,0.5526816,0.36863035,0.10070295,0.30374184,0.6730465,0.33356726,0.28310853,0.24927324
0.27183098,0.22020426,0.15826002,0.13500464,0.2505386,0.063204885,0.20873803,0.53704137,0.11497824,0.45855412,0.10442507,0.05015884,0.655549,0.1909827,0.5790006,0.14949319,0.15171728,0.5681513,0.39304543,0.14153674,0.26909423,0.8024289,0.42745295,0.13637637,0.14902547
0.29733402,0.12070107,0.19330463,0.22287682,0.16894153,0.06643607,0.09233293,0.24572232,0.08047786,0.28345412,0.24099803,0.111143336,0.30540633,0.11489278,0.33025134,0.5041005,0.5039766,0.769065,0.71455616,0.446096,0.66922355,0.8832669,0.68118936,0.20891969,0.49338755
0.3479972,0.09487998,0.118130475,0.20969936,0.22255288,0.08198148,0.07423812,0.32026434,0.055211574,0.28735805,0.14453295,0.07193653,0.39071172,0.08179766,0.5081227,0.34010816,0.30066767,0.7090385,0.6276245,0.2557899,0.51052517,0.8348018,0.57582754,0.1284054,0.37258488
0.47113168,0.06807526,0.10094744,0.26582697,0.34717378,0.1677691,0.10073508,0.42788988,0.09358695,0.27549776,0.07602449,0.08156806,0.4408412,0.072082564,0.7466636,0.149528,0.14117916,0.5841497,0.48097575,0.20802133,0.35155886,0.64540935,0.43051538,0.057922676,0.19326213
0.20304267,0.46613845,0.2741777,0.10211926,0.21504003,0.05673369,0.3588414,0.5884998,0.22685494,0.5548248,0.1954627,0.07640621,0.70985186,0.30015022,0.5486547,0.17301995,0.25931913,0.5106629,0.3137101,0.11918233,0.21560308,0.83476627,0.36607647,0.31671864,0.21937087
0.3293401,0.15948346,0.06584734,0.17777497,0.26782733,0.097641826,0.13753216,0.4702175,0.09495267,0.3561126,0.08461897,0.05673114,0.51110184,0.11617041,0.64681715,0.19495113,0.15340488,0.6150464,0.47782823,0.14549214,0.31589612,0.7401698,0.43445152,0.11468063,0.18538089
0.38894787,0.21807355,0.1377298,0.16461712,0.2816567,0.09219511,0.15237798,0.55637836,0.08552322,0.46015233,0.050631568,0.032398615,0.5932075,0.12462115,0.76652515,0.10004648,0.089252695,0.60584855,0.38087317,0.1629506,0.25107554,0.7353347,0.4406934,0.11271028,0.15385512
0.40286842,0.12058873,0.17665717,0.20984879,0.3826457,0.17125419,0.26159257,0.6264081,0.13512103,0.46309915,0.091079935,0.0945687,0.69922817,0.239416,0.8112653,0.09326533,0.09461969,0.52265847,0.3653068,0.14585851,0.25861293,0.73583674,0.36526364,0.104655996,0.15368715
0.26477996,0.20278797,0.16054395,0.1443127,0.23349479,0.053704105,0.20070884,0.4843159,0.10563943,0.40594584,0.1153121,0.051775638,0.60189253,0.17864916,0.5123657,0.18961036,0.16930799,0.59147835,0.442843,0.15663752,0.31557083,0.81211185,0.44103906,0.14258932,0.21920182
0.5218776,0.28774285,0.2059063,0.34374893,0.41582438,0.27350223,0.24521604,0.48755503,0.2854566,0.28668487,0.21523401,0.18284573,0.4117471,0.15190661,0.80985296,0.14025015,0.2746914,0.5006586,0.41242287,0.18297935,0.3761025,0.5483148,0.29501525,0.25849766,0.14819568
0.32594448,0.083441816,0.10497132,0.17131695,0.26755854,0.07047303,0.11905746,0.46366292,0.036267012,0.38463974,0.051764205,0.031262416,0.55131686,0.11119977,0.604491,0.15815878,0.10671653,0.6142329,0.4364777,0.1687071,0.30679032,0.78429794,0.46934232,0.060288623,0.20169629
0.3577286,0.15027365,0.10340181,0.20551708,0.27880463,0.15554394,0.15660499,0.48006153,0.16872142,0.3516333,0.14992869,0.117139965,0.45623067,0.14503017,0.71961635,0.2304919,0.23655622,0.62908876,0.4805955,0.16548921,0.33538264,0.6487488,0.39782318,0.19138853,0.26776585
0.26226324,0.25633028,0.26103386,0.14220776,0.24937552,0.09879997,0.26936927,0.5550989,0.17607228,0.46544605,0.16419333,0.07831603,0.60905063,0.27025408,0.6148812,0.15104346,0.1654483,0.5298781,0.4009319,0.1389898,0.2472893,0.7839654,0.35119802,0.23959927,0.26477766
