AFP,Input,Output,Enquiry,File,Interface,Added,PDR_AFP,PDR_UFP,NPDU_UFP,Duration,N_effort,Resource_4,MI_N_effort_AFP,MI_N_effort_PDR_AFP,MI_N_effort_NPDU_UFP,MI_N_effort_Added,MI_N_effort_PDR_UFP,MI_N_effort_Enquiry,MI_N_effort_NPDR_AFP,MI_N_effort_Input,MI_N_effort_Duration,MI_AFP_PDR_AFP,Effort
0.0901250785310411,0.0823054019566142,0.1059063136456211,0.3571428571428571,0.04331641285956,0.0,0.1106038291605301,0.0526946107784431,0.0488058151609553,0.0426320667284522,0.036144578313253,0.1366392496656835,1.0,0.0123146231065422,0.0072001520781917,0.005825213609473,0.0151128242266462,0.0066687899629149,0.0487997320234583,0.0058404450652329,0.0112461483667842,0.0049387680602054,0.0047491059345698,0.1367183206945818
0.0143354846079159,0.000957039557635,0.0016293279022403,0.0031512605042016,0.0653130287648054,0.0260814249363867,0.0037555228276877,0.1880239520958083,0.1692627206645898,0.1501390176088971,0.1927710843373494,0.0754547619483778,0.0,0.0010816805785049,0.0141873025459824,0.0113287038328426,0.0002833720809548,0.0127716782944813,0.0002377776111818,0.0117007384333468,7.221319199652973e-05,0.0145454962792053,0.0026954144711889,0.075539436568121
0.0081672282825975,0.0026584432156529,0.0134419551934826,0.0294117647058823,0.0142131979695431,0.022264631043257,0.0120029455081001,0.0491017964071856,0.0394600207684319,0.0342910101946246,0.0963855421686747,0.0116690175676418,0.0,9.53035303085712e-05,0.0005729697248782,0.0004001424003732,0.0001400625819974,0.0004604596755663,0.0003432063990482,0.0004639768416557,3.102142058603185e-05,0.0011247245848329,0.0004010255803431,0.0117595340147268
0.0138785767319664,0.0160569970225436,0.0114052953156822,0.0084033613445378,0.0131979695431472,0.0,0.005081001472754,0.1497005988023952,0.1453790238836967,0.1566265060240964,0.036144578313253,0.070893403432926,0.0,0.0009838995393341,0.0106127849450488,0.0111037860798558,0.0003602094872512,0.0103064137908718,0.0005957428859909,0.0106410575729342,0.0011383351678404,0.0025624121722744,0.0020776312473003,0.0588343041359856
0.0161631161117139,0.0098894087622288,0.0,0.203781512605042,0.0067681895093062,0.0,0.0,0.1197604790419161,0.0986500519210799,0.1047265987025023,0.144578313253012,0.0655077030170913,0.0,0.0010588086100769,0.0078452338942624,0.0068603989257936,0.0,0.0064623383038667,0.0133492588081047,0.007814040121323,0.0006478324522107,0.0094709932072903,0.0019357025283489,0.0543649485291424
0.0042263978525329,0.0066992769034453,0.0,0.0252100840336134,0.0,0.0,0.0,0.1892215568862275,0.1557632398753894,0.1677479147358665,0.036144578313253,0.0288519665134001,0.0,0.0001219398893135,0.0054594140228948,0.0048398572186519,0.0,0.0044940757809034,0.0007273605003378,0.0054204986789588,0.0001932873128821,0.0010428421631349,0.0007997255816768,0.0239403597464922
0.0039979439145582,0.0025521054870267,0.0,0.0241596638655462,0.0101522842639593,0.0,0.0,0.2395209580838323,0.2139148494288681,0.2289156626506024,0.0602409638554216,0.0348971404495411,0.0,0.0001395168102957,0.0083585965148601,0.0079885020306178,0.0,0.0074650165447616,0.0008431031831296,0.0083600505450689,8.906118362281524e-05,0.0021022373764783,0.0009575913567804,0.0289592262886031
0.0050259866354446,0.0,0.0439918533604887,0.0073529411764705,0.0,0.0031806615776081,0.0088365243004418,0.1389221556886227,0.0976116303219106,0.0861909175162187,0.072289156626506,0.0206451849273663,0.0,0.0001037624235312,0.0028680735946999,0.0017794274311817,0.0001824316782977,0.0020152101590575,0.0001518028303482,0.002360036050345,0.0,0.0014924230067975,0.0006982208978581,0.0207348792907645
0.0061111428408247,0.0,0.0093686354378818,0.0609243697478991,0.0047377326565143,0.0127226463104325,0.0059646539027982,0.1245508982035928,0.1090342679127725,0.1167747914735866,0.0602409638554216,0.0268735459524812,0.0,0.000164228077955,0.003347124286297,0.0031381527247568,0.0001602914007474,0.002930137409149,0.0016372538500461,0.0033391582942943,0.0,0.0016188883103904,0.0007611483298751,0.0222918269406894
0.0024558798332286,0.0041471714164185,0.0028513238289205,0.0,0.0,0.0,0.0,0.7724550898203593,0.7580477673935618,0.8146431881371641,0.072289156626506,0.0738610342743043,0.0,0.0001813938245356,0.0570543318645823,0.0601703884403276,0.0,0.0559901921290157,0.0,0.0570477372078871,0.0003063143701295,0.0053393518752509,0.0018970568771646,0.0612887863135143
0.0260437489291221,0.0222245852828583,0.0525458248472505,0.0252100840336134,0.0280879864636209,0.0095419847328244,0.0338733431516936,0.2586826347305389,0.2274143302180685,0.2020389249304912,0.0963855421686747,0.1862829507776291,0.0,0.0048515063998285,0.0481881645125363,0.0376364071079917,0.0063100263150006,0.0423634124821399,0.0046962088431334,0.0398119626413422,0.0041400613262999,0.0179549832074823,0.0067370655912459,0.1863574751804227
0.0033125821006339,0.0034028073160357,0.0020366598778004,0.0168067226890756,0.0023688663282571,0.0,0.001840942562592,0.3005988023952095,0.2917964693665628,0.3132530120481928,0.072289156626506,0.0370404293905365,0.0,0.0001226994633988,0.0111343087149995,0.0116030260741439,6.81893030017223e-05,0.01080826651998,0.000622528225051,0.0111194927196242,0.0001260414441192,0.0026776214017255,0.0009957582122863,0.030735978312635
0.0108515620538009,0.0,0.0468431771894093,0.0598739495798319,0.0,0.0267175572519083,0.0157584683357879,0.155688622754491,0.1246105919003115,0.1278962001853568,0.072289156626506,0.0550110828188829,0.0,0.0005969561788558,0.0085645997203051,0.007035708460617,0.0008668904067187,0.006854963591138,0.0032937307990297,0.008093081766595,0.0,0.0039767047820879,0.0016894647508911,0.0478807194929845
0.009537951910446,0.0013823904721395,0.0219959266802443,0.0567226890756302,0.0135363790186125,0.0044529262086513,0.0123711340206185,0.2239520958083832,0.2035306334371754,0.1807228915662651,0.3012048192771084,0.0607631574126655,0.0,0.0005795560733288,0.0136080364505011,0.010981293508313,0.000751709163868,0.0123671639178426,0.0034466496851721,0.0112345400385246,8.399840986438143e-05,0.0183021558471884,0.0021360443200639,0.0608491775653002
0.0218173510765891,0.0221182475542322,0.0105906313645621,0.0850840336134453,0.0084602368866328,0.0,0.0027982326951399,0.0167664670658682,0.0176531671858774,0.0185356811862835,0.072289156626506,0.0143435490666617,0.0,0.0003129382456716,0.0002404906430338,0.0002658674525794,4.013658796267616e-05,0.0002532090697126,0.0012204070109239,0.000242386018025,0.0003172541690626,0.0010368830650598,0.0003657998982901,0.0119060702641315
0.0145068250613969,0.0069119523606975,0.0183299389002036,0.1060924369747899,0.0142131979695431,0.0063613231552162,0.012960235640648,0.0383233532934131,0.0332294911734164,0.0287303058387395,0.0240963855421686,0.0161204638297092,0.0,0.0002338567486861,0.0006177902305996,0.0004631458560898,0.0002089250098695,0.0005356748105407,0.0017102592928578,0.0004967538555874,0.0001114238780232,0.0003884449115592,0.0005559501819936,0.0162105725903945
0.0018847449882917,0.0012760527435133,0.0061099796334012,0.0031512605042016,0.0023688663282571,0.0095419847328244,0.0038291605301914,0.7077844311377246,0.4953271028037384,0.4411492122335496,0.0650602409638554,0.0451556174320833,0.0,8.510682364833632e-05,0.0319604429968398,0.019920365058083,0.0001729081079873,0.0223668011579478,0.0001422971137565,0.0264829167842238,5.762094950924689e-05,0.002937835351003,0.0013339931593777,0.0452430670037
0.0103375406933577,0.0104210974053594,0.0081466395112016,0.0168067226890756,0.0213197969543147,0.0031806615776081,0.0117820324005891,0.0706586826347305,0.0571131879543094,0.0500463392029657,0.108433734939759,0.0208833281430324,0.0,0.0002158822544913,0.0014755884556154,0.001045134123933,0.0002460480488133,0.0011927134453445,0.0003509803049249,0.0012040089784253,0.0002176271967266,0.0022644572685215,0.0007304370070755,0.0209730006960471
0.0134787823405105,0.0111654615057422,0.0114052953156822,0.01890756302521,0.0196277495769881,0.0,0.0013991163475699,0.1688622754491018,0.1723779854620976,0.1529193697868396,0.144578313253012,0.0641337998497866,0.0,0.0008644455288451,0.0108297793758322,0.0098073002550646,8.973064780161242e-05,0.0110552552181355,0.001212613862706,0.0089251808936084,0.0007160834734397,0.0092723566047884,0.0022760578563017,0.0642195113016082
0.0038837169455708,0.0029774564015312,0.0,0.0441176470588235,0.0,0.0,0.0,0.0646706586826347,0.0612668743509865,0.0658016682113067,0.0,0.009049442195314,0.0,3.514547200190441e-05,0.0005852333874813,0.0005954683928334,0.0,0.0005544310379268,0.000399240096852,0.0005757100402585,2.694431959472423e-05,0.0,0.0002511625330069,0.0075099827819906
0.0197612656348163,0.0295618885580604,0.0,0.0766806722689075,0.0,0.0,0.0,0.0275449101796407,0.023883696780893,0.0250231696014828,0.036144578313253,0.0194911062668303,0.0,0.0003851689284552,0.0005368807714216,0.0004877292578354,0.0,0.0004655196720011,0.0014945911318052,0.0005231211423503,0.0005761939113333,0.0007044978168733,0.000544322286947,0.0161739385280433
0.1797361357016391,0.2206507868991918,0.2138492871690427,0.101890756302521,0.0,0.0,0.002061855670103,0.0311377245508982,0.0321910695742471,0.0342910101946246,0.0602409638554216,0.2001502134129586,0.0,0.0359742259187035,0.0062322222140561,0.0068633530086,0.0004126808523978,0.0064430494452769,0.0203934566187573,0.0061676507115325,0.0441633020876104,0.0120572417718649,0.0055965742853204,0.1660988387002234
0.0021131989262664,0.0,0.0114052953156822,0.0,0.0084602368866328,0.0,0.002061855670103,0.0862275449101796,0.0643821391484942,0.0565338276181649,0.0602409638554216,0.0057337558848852,0.0,1.2116566779413056e-05,0.0004944076930679,0.0003241511668007,1.1822177082236994e-05,0.0003691514692241,0.0,0.0004046686558915,0.0,0.0003454069810171,0.0001822159553187,0.0058248159138366
0.0026843337712033,0.0014887282007656,0.0048879837067209,0.0157563025210084,0.0023688663282571,0.0031806615776081,0.0039027982326951,0.059880239520958,0.0550363447559709,0.0481927710843373,0.0240963855421686,0.0048544578578101,1.0,1.303098516860288e-05,0.00029068609927,0.00023394977628,1.8945969548154105e-05,0.0002671716162657,7.648830658314231e-05,0.000236449736613,7.22696831235006e-06,0.00011697488814,0.0001607385491738,0.0049455984174085
0.0055400079958878,0.0069119523606975,0.0016293279022403,0.0126050420168067,0.0047377326565143,0.0,0.0025773195876288,0.3916167664670659,0.3800623052959502,0.4077849860982391,0.144578313253012,0.0767370715711956,0.0,0.0004251239900854,0.0300515238368634,0.0312922256638795,0.0001977759576577,0.0291648683230089,0.0009672740114016,0.0300540817087982,0.0005304029829995,0.0110945163717391,0.0021695600175512,0.0636883173975162
0.0035410360386087,0.0032964695874096,0.0114052953156822,0.009453781512605,0.0023688663282571,0.0,0.0022827687776141,0.0383233532934131,0.0311526479750778,0.0324374420759962,0.0,0.0048544578578101,0.0,1.7189810222412753e-05,0.0001860391035328,0.000157466195573,1.1081604830052324e-05,0.0001512292167542,4.58929839498852e-05,0.0001833691834958,1.600257269163255e-05,0.0,0.0001357043751323,0.0040297468586291
0.0169627048946256,0.0054232241599319,0.0427698574338085,0.0,0.0355329949238578,0.0286259541984732,0.0225331369661266,0.0778443113772455,0.067497403946002,0.0593141797961075,0.2771084337349397,0.037571671948561,0.0,0.0006373171836611,0.0029247409301275,0.0022285329051973,0.0008466076300633,0.0025359903184386,0.0,0.0023902455315187,0.0002037595990404,0.0104114271664687,0.0013204500816175,0.037659816097007
0.0134216688560169,0.0072309655465759,0.0317718940936863,0.0231092436974789,0.0209813874788494,0.0089058524173027,0.0179675994108983,0.0059880239520958,0.0051921079958463,0.0037071362372567,0.072289156626506,0.0029309934235835,1.0,3.933882315050101e-05,1.755085882385327e-05,1.086559193172747e-05,5.266291571092568e-05,1.5218034390360813e-05,6.77330413012991e-05,1.1654049397946082e-05,2.119391246317283e-05,0.0002118790426686,8.036927458692743e-05,0.0030223101439718
0.0050831001199383,0.0022330923011484,0.0187372708757637,0.0031512605042016,0.0148900169204737,0.0,0.0083946980854197,0.3592814371257485,0.2679127725856698,0.2873030583873958,0.1686746987951807,0.0650680540035538,0.0,0.0003307474331096,0.0233777439533726,0.0186942509185372,0.0005462266683656,0.0174325627548461,0.0002050463886666,0.0234141506454139,0.000145302970446,0.0109753344102379,0.0018262635161454,0.0539986079056306
0.0183905420069678,0.0106337728626116,0.0179226069246435,0.0640756302521008,0.0362098138747884,0.0,0.0229749631811487,0.0083832335329341,0.0083073727933541,0.0083410565338276,0.0120481927710843,0.0066680100386524,0.0,0.0001226283187187,5.589948535397201e-05,5.561824870052963e-05,0.0001531972851295,5.539364518091297e-05,0.0004272569457539,5.302592476065485e-05,7.090610419664361e-05,8.03374703452094e-05,0.0001541722084416,0.0055317434150272
0.0052544405734193,0.0017014036580178,0.0020366598778004,0.0409663865546218,0.0175972927241962,0.0,0.0082474226804123,0.0443113772455089,0.0342679127725856,0.0296570898980537,0.0843373493975903,0.0068695158365238,0.0,3.609546273117708e-05,0.0003043977077262,0.0002037298487198,5.665580071359787e-05,0.0002354039694758,0.0002814192412021,0.0002458276044879,1.16878193730728e-05,0.0005793567572971,0.0002328314984628,0.006960471846723
0.010451767662345,0.000957039557635,0.0415478615071283,0.0,0.0033840947546531,0.0489821882951653,0.014580265095729,0.1077844311377245,0.0903426791277258,0.0973123262279888,0.0843373493975903,0.0388356628624814,0.0,0.0004059013252518,0.004185879829489,0.0037791886937539,0.0005662342597033,0.0035085178286976,0.0,0.0041692361721152,3.71672656063712e-05,0.0032752968679201,0.0011265378318695,0.0322196578378576
0.0029127877091781,0.0041471714164185,0.0016293279022403,0.0,0.0047377326565143,0.0063613231552162,0.0028718703976435,0.0910179640718562,0.0695742471443406,0.0611677479147358,0.0843373493975903,0.0080602319148546,0.0,2.3477744454713535e-05,0.000733625898837,0.0004930262339021,2.3147941434412307e-05,0.0005607845672847,0.0,0.0006009119220816,3.342716340698915e-05,0.0006797785952287,0.0002651160070629,0.0081510788731362
0.0097664058484208,0.0078689919183326,0.0073319755600814,0.0346638655462184,0.0192893401015228,0.0,0.0112665684830633,0.0431137724550898,0.0363447559709241,0.0315106580166821,0.0481927710843373,0.0122552162523585,0.0,0.0001196894156806,0.0005283686048921,0.0003861699282485,0.0001380742331819,0.0004454128440628,0.0004248131684115,0.0004263743228951,9.643619764722736e-05,0.0005906128314389,0.0004210665994528,0.0123456790123456
0.006225369809812,0.004572522330923,0.0289205702647657,0.0073529411764705,0.0,0.0,0.0027982326951399,0.0550898203592814,0.0467289719626168,0.0500463392029657,0.0120481927710843,0.0122185788345637,0.0,7.606517179550076e-05,0.0006731193130418,0.0006114951409327,3.419042678302052e-05,0.0005709616277833,8.984249143061435e-05,0.0006680137533807,5.586972457318564e-05,0.0001472117931875,0.0003429545044926,0.0101293182400996
0.003655263007596,0.004572522330923,0.0040733197556008,0.0042016806722689,0.0050761421319796,0.0,0.000441826215022,0.1952095808383233,0.1713395638629283,0.1844300278035218,0.0240963855421686,0.0261591163054827,0.0,9.561845014283226e-05,0.0051065101290942,0.0048245265475357,1.1557783345571707e-05,0.004482091578821,0.0001099122533843,0.0050966071529568,0.000119613143464,0.0006303401519393,0.0007135423595666,0.0217056819430706
0.0076532069221543,0.0066992769034453,0.0,0.0283613445378151,0.015228426395939,0.0,0.0010309278350515,0.0922155688622754,0.0841121495327102,0.0908248378127896,0.036144578313253,0.0245653886314092,0.0,0.0001880040023193,0.0022653112869682,0.0022311474382558,2.5325142918977416e-05,0.0020662476418942,0.0006967074506807,0.0022465365348803,0.0001645703406825,0.0008879056131834,0.0007057448299471,0.0203868556984283
0.1245645096807356,0.0750744364100382,0.2639511201629328,0.2478991596638655,0.0795262267343485,0.0,0.1343888070692194,0.0754491017964071,0.0799584631360332,0.0806302131603336,0.216867469879518,0.3051713715217351,0.0,0.0380135222622025,0.0230249058752925,0.0246060327362288,0.0410116165704835,0.0244010338599933,0.0756517265537074,0.0218412910035436,0.0229105687254726,0.066181743221581,0.0093982803711213,0.2654870498589589
0.0,0.0,0.0040733197556008,0.0,0.0,0.0,0.0003681885125184,0.3149700598802395,0.2450674974039459,0.2177942539388322,0.0120481927710843,0.0038102914506585,0.0,0.0,0.001200127726375,0.0008298595837856,1.4029055414795295e-06,0.0009337785901925,0.0,0.0009923423062351,0.0,4.590712591154805e-05,0.0,0.0039015276404
0.0110800159917756,0.0022330923011484,0.0680244399185336,0.0031512605042016,0.0033840947546531,0.0,0.01480117820324,0.0706586826347305,0.0623052959501557,0.0667284522706209,0.0481927710843373,0.027276557548224,0.0,0.0003022246938349,0.0019273256231679,0.0018201224684635,0.0004037251890421,0.0016994739905435,8.595553849230032e-05,0.001925085075471,6.091107066277029e-05,0.0013145328938903,0.0007828993335506,0.0226398505330256
0.0087383631275344,0.0068056146320714,0.0146639511201629,0.009453781512605,0.0094754653130287,0.0127226463104325,0.011561119293078,0.1257485029940119,0.1131879543094496,0.1000926784059314,0.0843373493975903,0.0315631354302148,0.0,0.0002758101388327,0.0039690170301467,0.0031592387640993,0.0003649051739722,0.0035725667309381,0.00029839098621,0.0032629881558074,0.0002148065363179,0.0026619511808614,0.0010988360819055,0.0316518298714144
0.0099377463019018,0.0063802637175669,0.0085539714867617,0.0304621848739495,0.0240270727580372,0.0,0.0133284241531664,0.0958083832335329,0.0841121495327102,0.0898980537534754,0.0602409638554216,0.0328454450530326,0.0,0.00032640970011,0.0031468689871168,0.0029527415849343,0.0004377780231663,0.002762700985769,0.0010005440194726,0.0031343565855776,0.0002095626013592,0.0019786412682549,0.0009521194061702,0.0272557423892735
0.0028556742246844,0.0038281582305401,0.0085539714867617,0.0,0.0,0.0,0.000441826215022,0.1317365269461078,0.1183800623052959,0.1269694161260426,0.0843373493975903,0.0141603619776878,0.0,4.043738071188406e-05,0.0018654369072403,0.0017979328924404,6.256419135943244e-06,0.0016763045331842,0.0,0.0018580196630763,5.420810625231264e-05,0.0011942473957086,0.0003761966044494,0.0117412169835513
