Transactions,PointsAdjust,MI_PointsAdjust_Entities,MI_PointsAdjust_Language,MI_PointsAdjust_Envergure,MI_Entities_Language,Effort
0.3532239145271907,0.2248520641930955,0.1701406678367032,0.5190052911173182,0.2918510274960051,0.2834428970602136,0.3996529616598802
0.1583783437139658,0.0707232726052267,0.1260777345884365,0.2111755421250536,0.0756198078758261,0.2043173511764696,0.161819042421072
0.1966715695427828,0.2154136371779596,0.20019011865365,0.3212244143630929,0.2204205413630622,0.3631382596654162,0.2399029067375072
0.2393081554175062,0.1744732427726895,0.123932452722262,0.1402263888912281,0.1631604538208118,0.1195742190449344,0.139646464319145
0.2081324542449832,0.2262867035792118,0.2986930404257095,0.4428959988369749,0.2410901484274576,0.5752935666413062,0.2608812016973245
0.3210851074327799,0.196901169597585,0.142061223541753,0.4371842794100471,0.2495275862261402,0.2875269594749645,0.2221456519417389
0.2088984622648257,0.1370665426914908,0.1469316567017435,0.3291281543587551,0.120662308466448,0.3326074809167526,0.1189326677118151
0.2359682081841684,0.1815306465739346,0.194906880839774,0.423468648621438,0.2258195134020004,0.4431863652487318,0.2823448156333874
0.1585603190008229,0.1062551017460779,0.1830036480701981,0.2922768611977485,0.1322957108761852,0.354716951382101,0.2151946051743231
0.2055875169320389,0.1705417006692379,0.1892134424778334,0.3539624859704615,0.2016339762895553,0.3921430303272289,0.2233946341212274
0.1833963525979317,0.1526261645500333,0.173136041728454,0.308574431000843,0.1911492106129631,0.3665954806546496,0.1821711631147246
0.1725399607985956,0.2039418427340887,0.2474512283823912,0.3991660379556712,0.2546911001192404,0.5221194026760334,0.2420396651666938
0.2026702653244851,0.1717458075608002,0.1966704470836635,0.40440696265581,0.218348742207977,0.4467692616818961,0.2651024682835711
0.2305814862803072,0.1974522450447578,0.1996067952015192,0.4756596813780629,0.2555992440040255,0.4866388781311992,0.2582152833743135
0.2155585200522765,0.168436357696212,0.1668027176864403,0.2707480576793516,0.1859988206165161,0.2781035566459275,0.2131248707369466
0.1697873773632452,0.1626125143573957,0.1750254455997543,0.3031161208022296,0.1923526375218809,0.3584809824919365,0.2016046891113005
0.3009614034181255,0.2523567760583258,0.208780785448055,0.44639924307126,0.2935365506567529,0.3926616019757062,0.3243006595468522
0.5350776070136583,0.4066185578604564,0.3123759251104669,0.8110920686600795,0.550130680898638,0.4608823194893195,0.6853175047484925
0.8594319781053453,0.8755266787564333,0.9375465425348862,0.5867919388864308,0.7972129438267457,0.4921122481159802,0.6007352319756074
0.251246394788531,0.096833932277743,0.1225253528630387,0.2656590742545714,0.1928342780182636,0.2096114784048937,0.2305224246703718
0.1698516434570064,0.1152067277428522,0.1289651285154709,0.2324596783518022,0.0614278976280254,0.2534924407552239,0.1870900340578859
0.3870690685693204,0.2528755216768318,0.1627377975213624,0.4683368657975578,0.3415067182073371,0.2320225358069179,0.4029650798521741
0.3169626109634214,0.2784975716571628,0.2579158543298024,0.5383800827778529,0.338797410192924,0.4967012974494228,0.4336555685224898
0.4701229531785449,0.3891689582300573,0.3351104810963778,0.8236971794208182,0.5439006899579402,0.549039573923401,0.697828587719215
0.1971422127865883,0.2109042609286418,0.2222131043638821,0.3152643918543436,0.2053142015257576,0.3829446992419248,0.2340036624613398
0.3707217826318965,0.3220750194075927,0.2969702543477851,0.6833903657816112,0.4251731126608862,0.5244315518788583,0.5562902359010453
0.2775093547560949,0.2089578808641875,0.1979201517509822,0.5392727762003529,0.2537329719533678,0.5131446223789153,0.2270763330950745
0.2224821144676807,0.1043814279508688,0.1031077811174823,0.2514384228541065,0.1045269351469299,0.160058843143672,0.1979181690725817
0.283426582309507,0.2328365472089517,0.1789069969834559,0.1527059034191372,0.1876341827746763,0.1776065672824653,0.1469695285107659
0.1583707066381078,0.1167528294605243,0.2018347253330021,0.2992755180138834,0.0971222233796963,0.3222121503968863,0.2414134246924816
0.2079464112065096,0.1322534664406363,0.1439048545605774,0.2663724376735338,0.1632742215417927,0.2854913793448957,0.2499736869636327
0.2165565067617014,0.0979071219336382,0.125244373872479,0.2701472567201233,0.0520841668697413,0.1861506723231157,0.2107335666100843
0.1762086464460645,0.1659391094824444,0.197419735194317,0.2991387000216196,0.1521918581614639,0.3347015621906548,0.2337675328584712
0.2698289814431198,0.2084044214916308,0.12397786480441,0.189411096629438,0.1579810591756593,0.1548267857401446,0.1843213524524892
0.3567225095507951,0.2699998709657198,0.2178519345986478,0.4260596169604158,0.3131463123803641,0.3384788441619851,0.3943393462145536
