AFP,Enquiry,File,Dev.Type,N_effort,MI_N_effort_PDR_AFP,MI_N_effort_Added,MI_N_effort_NPDU_UFP,MI_N_effort_PDR_UFP,MI_N_effort_Input,MI_N_effort_NPDR_AFP,MI_N_effort_Enquiry,MI_AFP_PDR_AFP,Effort
0.0525941465318666,0.0409884005608005,0.1439080835208172,0.1091173908550842,0.0719868136407855,0.0325033152595437,0.1799144759908892,0.0315098637404088,0.0153301350551803,0.3491593481126984,0.0436354091626053,0.0751841972801181,0.0603972030107816,0.0600278425540364
0.0613890736104664,0.0769628486408942,0.1401691879485597,0.1575039364729479,0.0791675040015873,0.0421383530612646,0.2265792996393322,0.0499299596377666,0.0285459635344528,0.3785063207892132,0.0431741202891851,0.0708064411362693,0.0692373573057997,0.0672918868894891
0.0729562601265399,0.2052710157196558,0.1740360915419165,0.1536139559009474,0.1408585237141245,0.0910291106459429,0.1663559870563464,0.0981833437441068,0.0748594927329826,0.5048925068772011,0.0947985717106389,0.093958941147978,0.1300784049611773,0.1226278943264696
0.0513434334596703,0.0372113823492283,0.1609510727990327,0.1528327721373643,0.0646438313366116,0.0457865659711835,0.2508641120167542,0.0464812389942367,0.0472641110885247,0.331013586458019,0.041573104848802,0.0406805928661733,0.0698878824026858,0.0612270293830823
0.058570269301216,0.0487459161884819,0.1986524738180121,0.0949596031292881,0.0978654622666234,0.0563554360084408,0.2108302623801885,0.0621697480466325,0.0481523137548443,0.4289263000775252,0.057363361770873,0.0613834121540662,0.09413049146876,0.0751440966545449
0.055756269623891,0.0360887964720963,0.17320387103353,0.122366710214506,0.0605138378664913,0.0429024873638154,0.2438887584571271,0.026070057576032,0.0328032797438255,0.3022175263720554,0.0299594301833033,0.0472470250891917,0.0767105908142002,0.0553267134467714
0.0808405673670896,0.0665601890282257,0.0833404162758311,0.3413001416721318,0.0766505662930864,0.06080197505502,0.1433919239712001,0.0241686958875574,0.0459283711932271,0.0432670124302455,0.0444632715920175,0.0774593253016694,0.0845420130458001,0.1344074551961301
0.048964983920164,0.2107015761153498,0.23173878078609,0.2832200900378075,0.2473211575507472,0.2321388142315494,0.258670124098085,0.2499370775160455,0.2532699883807562,0.2644069166204986,0.2091128685853676,0.1948969515805711,0.2453599608197154,0.2581009490536133
0.07050706384676,0.056226868977975,0.1844174775508369,0.0424298941748239,0.0989053937399034,0.0560876362776144,0.2046405255139708,0.0541057042803018,0.0358619076871562,0.4849651460655091,0.0596365907594543,0.0579775746991276,0.1028061925453062,0.0733117133816809
0.2177216290978165,0.0777810631589692,0.3402373253398562,0.207614573880801,0.1929312422911142,0.0665091375565226,0.3039306777617402,0.0625141890098199,0.0697776505985974,0.4023952730621247,0.0490347925004969,0.1009103241619302,0.2007492008503817,0.1915414527461876
