rely,stor,turn,pcap,vexp,lexp,sced,MI_loc_stor,MI_loc_cplx,MI_loc_turn,MI_loc_pcap,MI_aexp_data,actual
0.6493626579401969,0.0710363594381883,0.1925823485290543,0.7677642546220775,0.0507243197292636,0.0530123547043852,0.0800578598562597,0.100761087954145,0.1043649272135777,0.1236972102379865,0.1309338401794435,0.1347705317252077,0.1087160494617689
0.7234808859342409,0.1535331354010907,0.1138762479924406,0.7084698546047721,0.1671544927299441,0.1306827402531259,0.0872090722357818,0.1209220685110434,0.113483152330596,0.1171781484410577,0.0883335453709644,0.0862122428480035,0.1602767312776839
0.9882309221544212,0.0855461275857837,0.1703507403093693,0.840386344038127,0.0621703181371027,0.0418101074302672,0.0919031513934832,0.0381672473905905,0.0114874720275877,0.0,0.074292205945438,0.0171319232222404,0.011835372684107
0.1001323289108973,0.0736954577398112,0.2111471541029201,0.4469370298155101,0.2310488861958921,0.22101394603435,0.2943471810818776,0.4100467883938105,0.3886563020615161,0.3646044035583379,0.3655589964551269,0.408471372697443,0.2990458643735926
0.6270169243240985,0.0681543440161477,0.1910014744421196,0.7719405990633428,0.0579078320124084,0.0318465844715348,0.1024510670047101,0.1055148827538054,0.1128500113387427,0.0779211604534331,0.1232230304768622,0.0927412041035621,0.0668009022765535
0.7131302160145913,0.2220589958894364,0.2034845699579849,0.6835467310901151,0.1951480549068953,0.1704827820652973,0.1365483148969519,0.1597982894654716,0.1720937063827322,0.1946714430834508,0.1398268945454586,0.0991093113299776,0.2336615660256449
0.476560617818257,0.1082133944009388,0.1410989692291095,0.59913781622995,0.1487333304776232,0.1519509915276121,0.1930528571819533,0.2134035137106065,0.1933286346623619,0.2685129935437417,0.2083271666505974,0.1642210120609418,0.1518680401595211
0.5885769900659651,0.0286658882201849,0.1389932607692332,0.7227852718872078,0.0329479639216134,0.0567665626351853,0.1577096007281479,0.13829188209769,0.158194370636773,0.1747930159310309,0.1491839716891224,0.1275222127856853,0.0651604504258082
0.3433152988379094,0.0477810059661557,0.1411152071478306,0.6088617835816565,0.1256848323001842,0.1098129295618103,0.0583170295866182,0.2992100029100882,0.1709359087141281,0.26701101728384,0.282115674207721,0.343063010383319,0.2011145830301958
0.922619099771313,0.0904181787529414,0.1861408742718537,0.8504910616398285,0.0524284833206347,0.0357778407243942,0.1015509967702754,0.0315734979742758,0.0470570376578113,0.046681917773293,0.0892605013829717,0.0469063346955559,0.0430290151254322
0.7293896281183422,0.1267108257555178,0.2165650414836847,0.8343307365334639,0.0520817128507065,0.0491843805374194,0.0578545089081957,0.0624466916494258,0.1149664661085919,0.1851116975800478,0.0980576200192147,0.2237820210180851,0.1452065862059041
0.5994711200151145,0.2198012236703938,0.255387835156191,0.7716965628045045,0.1314067615541386,0.1306854591259712,0.1040937632856145,0.0669227790507046,0.197777565370998,0.234259870420662,0.1419232552057725,0.1223695307829364,0.1806080185806494
0.6287234236694245,0.1217299937547455,0.1526695558125383,0.7149658758275395,0.1080647958686703,0.0989951952254487,0.1053891717898455,0.1257875870664371,0.1224227652077126,0.1260508163761709,0.1564493674362038,0.0822917655702313,0.1847346533261622
0.7434691492887652,0.0480445955824097,0.1867903680208129,0.7386894075933534,0.07378954803343,0.0975682372035884,0.198206266263547,0.1439682763323762,0.1475786356137709,0.1865178576725559,0.1753214008755371,0.1243543575300836,0.0705683778613706
0.7701141082117163,0.0673459021718642,0.1720534332865396,0.7762352989761273,0.0550373539300228,0.0673872050019308,0.117913791361732,0.1100384007999133,0.0967517759016605,0.1065897452033654,0.150848589997568,0.0730088445160661,0.098994830833972
0.4768749697761775,0.0234095181528694,0.055941734483648,0.6364440065642696,0.0838637890062183,0.0686031843380294,0.0763107159283854,0.2051360880261685,0.1154303115630051,0.1502026786572701,0.1536214325731654,0.1442781245723273,0.1266018188476246
0.7171339437040855,0.1812392106163319,0.3970120527561698,0.8981691626819899,0.047291700603325,0.1006989052677752,0.2676499487524466,0.0732143623695257,0.3120150547805523,0.2571541579234946,0.1447630487734255,0.1593801341181447,0.1741657642215758
0.7460903624888563,0.151098850339798,0.2454574163629023,0.7768508614866358,0.0756042333772102,0.116662887043609,0.1416106046051038,0.1224357799374273,0.184669312410146,0.2311008464381209,0.1085741029064574,0.0894541243523112,0.1665886504146877
0.7340306034749203,0.102972301849408,0.2135498945760026,0.8029123390765776,0.0669917825207024,0.0492307358576732,0.1201379616678137,0.0597033747131437,0.0962282403874093,0.0781042415749401,0.1267366813149532,0.0794766399875324,0.0506681228157669
0.453707825877672,0.1216002325714104,0.2716473507691857,0.6491794663040389,0.1319487774977611,0.1439249081232933,0.3036688254075873,0.2504930424692316,0.3312374174182889,0.3432311249743428,0.2834625950415647,0.1569807800225385,0.2167703202860587
0.2940322066989496,0.0465842720544166,0.1500996751760759,0.5196362100684253,0.1669964099758595,0.1540166449395593,0.0855180227814829,0.3787297544355487,0.2278066396411761,0.3235429392539691,0.3329730836613666,0.3940279381152347,0.2273986060362181
0.935245989604312,0.1889503250235396,0.1995106268495572,0.7917844960920177,0.1717024389951868,0.1702564899860258,0.1530812536361044,0.0951765739457666,0.0548295835369256,0.0664669841274436,0.0568635954879209,0.0062377755194115,0.0432100450325365
0.4250108176476433,0.047543057391316,0.115525949234861,0.6608124453674014,0.0781920187556141,0.0681755611863184,0.1216838254851492,0.1784347716050284,0.1543134271668443,0.1363383020637107,0.1513281964912443,0.1139205689511452,0.1365809262049788
0.6305696968488274,0.0871157313072158,0.1401687388853775,0.7469592368299179,0.0516923577446298,0.0682736511021331,0.0820298848843869,0.086829207401545,0.1530953551706206,0.1726949526892948,0.0976951448408327,0.1290989620609745,0.1273546537321566
0.4224414962398055,0.0260280452780408,0.1667211169774489,0.6499841891170388,0.1124463821715938,0.088800544686707,0.1032470908957684,0.2313283567094007,0.1630830339105704,0.2048375654103948,0.233073779396522,0.3039439685796061,0.1628275101484217
0.9327597095860356,0.0833980770232133,0.1974701230632989,0.8393647328816218,0.0563431635399507,0.0450007544141266,0.0891618392316259,0.0392105175496814,0.0407090313760799,0.0337346286441545,0.1022392925771766,0.0499418610742416,0.0347722502862404
0.811883055843749,0.094501205212173,0.195758862629013,0.791498110658482,0.0663422507251593,0.0594072254952156,0.1305112181506261,0.0944500748276182,0.0771201889515688,0.0654686991672949,0.0962063073857309,0.0437213397932503,0.0585304327597603
0.3541425067695311,0.0645593296101595,0.203294429909731,0.5541311359352461,0.1681524328660365,0.1944070388285154,0.3209417921875447,0.3101153862886542,0.2986769161342184,0.3625735862062642,0.3629154469512145,0.3586403136277052,0.1681784998187528
0.5655147188987245,0.0986278207180989,0.1700590787692812,0.6090297742131184,0.129104486519214,0.1582201685344494,0.2540507007111347,0.2437285601116226,0.2354695484606462,0.3233546280542982,0.2357923342149883,0.2296241358966081,0.1787461509875303
0.8480645111790749,0.0989588528590321,0.2044912979188082,0.788524474912514,0.0735776916649692,0.0653258783983827,0.118258115394079,0.0689818682715824,0.0657203507747951,0.0627941635109496,0.0967840539500737,0.0424828652643696,0.0671228141333538
0.3100953545567213,0.0162518898326829,0.1281956428167098,0.6427621750190016,0.0851201424538286,0.0631636845357908,0.108015818575463,0.2325556177962204,0.1885143786800875,0.2044550103850759,0.2524500440902092,0.2689550577836914,0.1537560864540095
0.806699854823998,0.119399068939989,0.2335397615167236,0.8900809127835119,0.0270822722996179,0.031529493733305,0.1271644319403861,0.0227033893143088,0.129477767087081,0.1285469616595388,0.0746412295935017,0.1100387581924891,0.0656569039496795
0.3312218972907498,0.0453695539519029,0.2659169984524641,0.6060145198575053,0.1503391779041639,0.1253739334526928,0.2138149077348556,0.3234448766824676,0.2956916078002402,0.2941224935116516,0.3299268721489222,0.3798176813053764,0.1866875189105314
0.9768706373924028,0.0946662979123538,0.1795869765773887,0.8408606115311286,0.0608905387468542,0.044556718625691,0.092043052737371,0.0324912574319226,0.0147990607563801,0.0143451038052005,0.0751715196928304,0.0248161457763785,0.0133134680398604
0.7932412199160116,0.1527911880215302,0.3214263466004221,0.8680117716350007,0.0237239346853342,0.0696011100719299,0.1483246331672754,0.0660753900682194,0.2105506381175321,0.2198046440198747,0.1240070073825158,0.1643477341288835,0.1642038374713882
0.7902458242960374,0.0607901037593725,0.1621317889493303,0.7958834674996877,0.0357076378601035,0.0456705911306099,0.0964538609958508,0.0802478205191755,0.0672353097591179,0.0667800791730225,0.1155335245925801,0.0419823875806152,0.0598408387872436
0.2591758799204564,0.0661614496169638,0.2185792794014169,0.4895181161450943,0.2240269959734613,0.1992478194420516,0.1837480620580316,0.4571789112770125,0.3277108560443614,0.3721914941528577,0.401057669747125,0.4301348056950117,0.2668276868382715
0.7897152888080777,0.1745269605997499,0.1735281169050108,0.7277683941629524,0.139738452519505,0.1396093552730974,0.1484561855803371,0.1283927870682348,0.0981950278590721,0.1057133771263319,0.0714209022086019,0.040876322142852,0.1227861365860163
0.7920584065356936,0.064747856036589,0.1598883456788857,0.7831331309776297,0.0565142174763104,0.0447240550170059,0.0673702343464168,0.0850474269704512,0.0372635726866308,0.0518383774421236,0.143760326209665,0.0920217874867155,0.047928934969574
0.7815212746908965,0.1835089240485648,0.3476917551289196,0.9286410703417136,0.0258793096690355,0.065877137176578,0.2175787116893481,0.0284100286847625,0.2659576677148166,0.2495959924288338,0.1135728697959965,0.1535382811635446,0.0753579660697184
0.5446701441589809,0.1167881045831714,0.2283294250970626,0.5689273432112021,0.1641929528062453,0.1885773661553714,0.3099642723774362,0.2821618910204962,0.2763612345780347,0.3307108571795802,0.3464809130624446,0.1812914289979903,0.205946091143286
0.7618700901566643,0.0839131847747505,0.1466501409427195,0.7488889314969898,0.0764890098316541,0.089879674089589,0.1037749779011872,0.115973408892244,0.1062721667445927,0.1329429239653933,0.1001599605404652,0.0812154874305983,0.105222133417454
0.3840417635987112,0.484306955326076,0.4459927340833695,0.509175627641907,0.4785050691719201,0.445012372479382,0.2500138791516226,0.2993762472540944,0.3580338801727101,0.4487778634365703,0.2745799670997467,0.3995015915152363,0.502743492707285
0.8722283211751477,0.1036693502673728,0.134627319122954,0.788727391076487,0.0815790473449157,0.0761049638110715,0.0977426483691398,0.0842996107934646,0.0448291140698677,0.0450288724442552,0.1018888258254177,0.020680448885219,0.0580940700964451
0.3784025731358418,0.1338976195842844,0.0740147910189635,0.5643514661939133,0.1814045193657366,0.1604348337194376,0.1101178573919378,0.2193013529680699,0.1614728076958236,0.1955760408089729,0.2176392802908804,0.2178293415036135,0.2403054461454267
