loc,Generated_Var_1,Generated_Var_5,Generated_Var_6,Generated_Var_7,Generated_Var_9,Generated_Var_11,actual
0.0967056323060573,-0.22992586,0.020055141,0.0075309873,0.11136311,0.14571509,-0.11473396,0.1785222176389534
0.2534973258305604,-0.19751205,0.010760337,-0.0072200745,0.09238383,0.123431355,-0.09595096,0.1399057406903572
0.1132558666225327,-0.18525502,-0.006630514,-0.032162458,0.08105719,0.10933708,-0.083238564,0.020809015192073
0.0505391892127314,-0.19456299,0.012607586,-0.008142516,0.09056057,0.12093662,-0.09978154,0.0205457210310599
0.0122123307956307,-0.17776892,-0.019559588,-0.03090471,0.0727123,0.08863868,-0.07464321,0.0023784239211521
0.0017595512273305,-0.17191832,0.001841303,-0.027728409,0.0745503,0.10364884,-0.089989446,0.0032560711245293
0.004285639623003,-0.16024251,-0.015306534,-0.045708135,0.06525314,0.08740528,-0.07505921,0.0001843059127092
0.0174387205797808,-0.22072847,0.011553504,-0.00035318732,0.10455704,0.13496098,-0.10184938,0.093829262513055
0.0244072402919809,-0.20073934,0.0057443827,-0.013072856,0.09322561,0.11632334,-0.09350917,0.0366066648528624
0.0235361753279559,-0.19851139,-0.013955118,-0.028203718,0.08685146,0.10361284,-0.08118853,0.0276546633784151
0.026149370220031,-0.1981506,-0.0141569935,-0.028440833,0.08666107,0.10327822,-0.080993794,0.0186148971836301
0.0305046950401561,-0.17804277,-0.011579171,-0.03343849,0.07846506,0.095430925,-0.079733536,0.0171228969378889
0.0200519154718558,-0.17967427,-0.0042980425,-0.025800072,0.08236067,0.09813589,-0.08285012,0.0064156010566872
0.0008884862633055,-0.19546017,0.006382603,-0.013501845,0.08969736,0.11629075,-0.0916782,0.0047480713702705
0.001672444730928,-0.26587728,0.018445779,0.023683056,0.13161978,0.16307135,-0.11990406,0.0048358360906082
0.003588787651783,-0.18728471,-0.0009923279,-0.021368198,0.087387815,0.10182406,-0.09167241,0.0029927769635162
0.0014111252417205,-0.17914933,-0.0045347326,-0.026313849,0.08229388,0.09552589,-0.08565921,0.0002720706330469
0.2770160798592359,-0.27432662,0.026693642,0.03474967,0.13599928,0.18209168,-0.12505633,1.0
1.0,-0.2550087,0.012226354,0.007820934,0.12002592,0.14751095,-0.111178935,0.5787293423789506
0.2587237156147105,-0.2842003,0.021436878,0.031373337,0.14159143,0.17625181,-0.12664697,0.5611763983114068
0.2177836623055347,-0.19461823,0.006250471,-0.012351878,0.08965349,0.11770879,-0.0920868,0.2149445765791067
0.1010609571261824,-0.22879548,0.0038825236,-0.00291802,0.1044607,0.1433639,-0.09894971,0.0630238456745157
0.0653472936011567,-0.22873168,0.006096069,-0.0014378428,0.10440226,0.13859491,-0.09916812,0.0467873724120378
0.0766711381334819,-0.2001992,-0.015855432,-0.02910214,0.08622214,0.102112085,-0.08623739,0.039239606462994
0.0313757600041811,-0.20232025,0.009502951,-0.007385418,0.094719514,0.123878986,-0.09543566,0.0453831368866343
0.0400864096444312,-0.19239962,0.005648572,-0.014723636,0.08871035,0.11639503,-0.09097088,0.0334471349207045
0.0064633020330656,-0.17825007,0.001408752,-0.026131548,0.079175785,0.10146473,-0.08674238,0.0072054835397267
0.0095991359035556,-0.20853801,0.008804612,-0.0073593855,0.0977485,0.1243297,-0.097169206,0.0080831307431038
0.000139370394244,-0.24240433,4.101172e-05,0.0066613853,0.1080952,0.13586251,-0.1033758,0.0001228706084728
0.0,-0.24012025,0.0007464625,0.0062898844,0.10687184,0.13618845,-0.102472305,0.0
0.0522813191407815,-0.23430835,0.012421712,0.0053940564,0.110483855,0.14328963,-0.10491644,0.0927760858690023
0.337990627340987,-0.1815717,0.0017891936,-0.023634076,0.08242118,0.105636835,-0.08646911,0.0610930218270859
0.0348600198602811,-0.20741385,0.008622222,-0.007733494,0.09727599,0.12331839,-0.096860394,0.0525798439543272
0.0183097855438058,-0.21988852,0.011806864,0.0016954988,0.10251641,0.1343437,-0.10115521,0.0196680738276827
0.0095991359035556,-0.13522676,-0.010773124,-0.04885734,0.058400996,0.07000797,-0.0734349,0.0066788952177003
0.0113412658316057,-0.19776332,-0.0023927204,-0.023673676,0.08377449,0.114255264,-0.089248285,0.0043092477685819
0.0505391892127314,-0.17442872,-0.012566762,-0.03868167,0.073641464,0.0933021,-0.077196136,0.0036071300058802
0.0113412658316057,-0.17347567,-0.015908135,-0.045530878,0.072301745,0.08965078,-0.072962634,0.00053536479406
0.0036758941481855,-0.13687721,-0.0270526,-0.063961595,0.057130083,0.07288092,-0.061500587,0.0001843059127092
0.0008884862633055,-0.17049572,-0.0075661633,-0.03558203,0.07604982,0.084985785,-0.08186875,0.0001843059127092
0.002891935680563,-0.1509165,-0.040036667,-0.06123814,0.052748084,0.06793536,-0.055081032,8.776472033771834e-06
0.0379087472343687,-0.17453267,-0.00496565,-0.030320622,0.07704313,0.103964075,-0.08355597,0.0034316005652047
0.0231877493423459,-0.1780702,-0.0018910207,-0.027657725,0.078801244,0.105940655,-0.08448942,0.0067666599380381
0.0249298792703959,-0.1705839,0.0039256327,-0.024640732,0.07680559,0.10446781,-0.08814117,0.0071177188193889
0.028762565112106,-0.18036312,-0.0030137599,-0.026878498,0.07944319,0.10521421,-0.08734133,0.0087852485058056
0.0618630337450567,-0.17284198,-0.0045355298,-0.031358182,0.07564081,0.102384076,-0.08345691,0.01054054291256
0.0183097855438058,-0.13620386,-0.018179929,-0.05479452,0.053386904,0.06836268,-0.059664592,0.0026417180821653
0.4024494346788383,-0.2127078,-0.01671785,-0.025625832,0.08869542,0.11112647,-0.08281712,0.1111189124195855
0.077542203097507,-0.18240072,-0.0012784265,-0.027306728,0.08112784,0.09808244,-0.08607061,0.0131734845226915
0.0191808505078308,-0.18137385,0.0006939396,-0.02335307,0.083223015,0.1006162,-0.08937044,0.0149287789294459
0.0069859410114806,-0.19597745,0.0025062114,-0.018008634,0.08840215,0.11036973,-0.09799917,0.0101894840312091
0.0054180240762356,-0.19677232,0.0042333268,-0.01546289,0.09088138,0.11121079,-0.09709658,0.0030805416838539
0.002891935680563,-0.18820658,0.0027364641,-0.01939471,0.08484849,0.10814558,-0.08802139,0.0007108942347355
0.0021079772129405,-0.1559704,-0.012525449,-0.043829195,0.06732747,0.07519408,-0.07747671,0.0012374825567618
0.003763000644588,-0.18822399,-0.019848982,-0.03639461,0.079161316,0.10187599,-0.0793854,0.0010619531160863
0.0217940453999059,-0.20265585,0.0076433793,-0.010757677,0.09422414,0.11997995,-0.09476579,0.0835607902335419
0.0130833957596557,-0.2290294,0.015777748,0.0066066384,0.11058876,0.14079897,-0.11003732,0.0202824268700467
0.0200519154718558,-0.18139066,-0.005300496,-0.03242872,0.08013941,0.103809744,-0.08336751,0.0108916017939108
0.0183097855438058,-0.17017531,-0.0033416096,-0.031549484,0.07577649,0.09034884,-0.08615307,0.0056257185736477
0.004111426630198,-0.20877118,0.00652913,-0.008502811,0.097557575,0.12029046,-0.096667804,0.0044847772092574
0.0226651103639309,-0.17156027,-0.02101843,-0.042894952,0.069564596,0.088552475,-0.06900579,0.0038704241668933
0.0062019825438581,-0.14785619,-0.013674177,-0.046356328,0.0654576,0.083785444,-0.07132735,0.0028172475228407
0.0069859410114806,-0.15784027,-0.01755664,-0.048833907,0.0656396,0.076061815,-0.069975205,0.0007986589550732
