size_D,duration_D,Generated_Var_3,Generated_Var_5,Generated_Var_7,Generated_Var_8,Generated_Var_11,Generated_Var_12,Generated_Var_16,Generated_Var_18,Generated_Var_19,Generated_Var_20,Generated_Var_23,Generated_Var_25,Generated_Var_26,Generated_Var_28,effort_D
0.143335192414947,0.2,0.3463411,-0.83774817,-0.69188166,0.55818284,0.83639044,-0.7990543,-1.0044078,0.2686418,-0.1254913,0.98849255,-0.52142066,-0.51290596,-0.80967534,-1.0178444,0.0075898020947219
0.1670384829894032,0.24,0.35816094,-0.91156995,-0.74920577,0.6075896,0.9023601,-0.8966258,-1.0936683,0.2782545,-0.14680806,1.0566396,-0.5856023,-0.5393717,-0.903279,-1.117124,0.1154790765476699
0.0228667038482989,0.02,0.3034035,-0.73428345,-0.61236936,0.48832303,0.7328475,-0.71719366,-0.89781415,0.23007405,-0.11085291,0.8711299,-0.47471267,-0.45793158,-0.73408484,-0.91672474,0.0041514157595347
0.0574456218627997,0.08,0.32011843,-0.78315234,-0.65400046,0.52501947,0.7859174,-0.75002325,-0.9499129,0.26063263,-0.12503806,0.9360545,-0.50146866,-0.47459793,-0.76594824,-0.9615331,0.0276813867630048
0.2810931399888455,0.24,0.33070567,-0.8228877,-0.68359816,0.5506708,0.8237295,-0.7956306,-0.994164,0.26696724,-0.13294083,0.97524524,-0.52814686,-0.4934621,-0.8084102,-1.0108689,0.3278192391183787
0.0934188510875627,0.16,0.3187506,-0.79076004,-0.6571199,0.5262489,0.78833795,-0.7796248,-0.9617224,0.24450427,-0.12520406,0.9326294,-0.5131441,-0.4825791,-0.7926555,-0.98545307,0.0576920029788784
0.0828220858895705,0.16,0.3029632,-0.70874536,-0.6000342,0.47865683,0.7018212,-0.67589974,-0.87921154,0.23867556,-0.10194169,0.8454264,-0.4645517,-0.44075948,-0.70307124,-0.87013596,0.035540555529147
0.0448968209704406,0.46,0.32604316,-0.8050271,-0.66917336,0.5342604,0.79988027,-0.79421073,-0.97401965,0.24938601,-0.13418539,0.95115876,-0.5138565,-0.49361467,-0.80423915,-1.0010161,0.1067484273739918
0.0886781929726715,0.4,0.28446594,-0.67708164,-0.57439977,0.44720656,0.6821723,-0.6701005,-0.8303211,0.21926731,-0.122384936,0.8311789,-0.42969835,-0.43453532,-0.6840881,-0.86393356,0.1353488298394891
0.3159509202453988,1.0,0.25260141,-0.5836892,-0.4987934,0.38317135,0.5863973,-0.59007084,-0.73315513,0.17760348,-0.09501992,0.71866375,-0.38252598,-0.3933072,-0.61110526,-0.766437,0.1793189776742564
0.0370886781929726,0.18,0.28932977,-0.70857006,-0.59924537,0.4710705,0.7197333,-0.6981061,-0.86910915,0.23023927,-0.120837495,0.8659755,-0.45841575,-0.4415933,-0.71316004,-0.90250796,0.0588962304511099
0.1926938092582264,0.34,0.24463636,-0.52788615,-0.46325237,0.35114998,0.53395194,-0.50815165,-0.66885495,0.18877292,-0.09642056,0.6772393,-0.33369422,-0.36580032,-0.53653055,-0.6832681,0.0565194657032846
0.0167317345231455,0.06,0.32995352,-0.7538275,-0.6312637,0.51089704,0.74334484,-0.6828441,-0.9179641,0.26565248,-0.09672898,0.8916623,-0.4713896,-0.46657586,-0.70979375,-0.88902026,0.0050228961670707
0.0,0.12,0.30331522,-0.75889117,-0.6339771,0.50518626,0.76227784,-0.7527055,-0.9264755,0.2377136,-0.12666509,0.90635127,-0.49733686,-0.46354538,-0.7663457,-0.9562259,0.0
0.0560513106525376,0.3,0.31197986,-0.7869066,-0.6557345,0.52432966,0.7935085,-0.77678996,-0.9562607,0.24936008,-0.13235722,0.93985796,-0.5131568,-0.47489578,-0.7885848,-0.9869197,0.0314049848679311
0.0900725041829336,0.14,0.31444195,-0.7468941,-0.6264954,0.49962398,0.7433664,-0.7140711,-0.910025,0.24757609,-0.11667591,0.8928932,-0.4737407,-0.46419787,-0.7322165,-0.91687363,0.0548874205764446
0.0454545454545454,0.18,0.28796053,-0.6813167,-0.5766982,0.4520868,0.68343383,-0.66773427,-0.8376368,0.22148067,-0.11484715,0.829004,-0.43568188,-0.4350856,-0.68485856,-0.86095124,0.0148468571247484
0.5022308979364194,0.56,0.3268171,-0.8073702,-0.67302823,0.53862363,0.80475295,-0.7887914,-0.9779155,0.2584703,-0.13516529,0.9584063,-0.5171278,-0.49006647,-0.80100864,-0.9984537,0.4013088051211357
0.6787506971556051,0.68,0.36311355,-0.91304934,-0.7525715,0.61100584,0.9031244,-0.88498145,-1.0942408,0.28892595,-0.14735365,1.06262,-0.5814385,-0.5392177,-0.8937239,-1.1076035,0.5815626435962035
0.1076408254322364,0.72,0.3533264,-0.8822164,-0.7275554,0.5917333,0.8710407,-0.8542514,-1.0651239,0.27672043,-0.13185897,1.0214823,-0.57016355,-0.5231698,-0.86789435,-1.0711129,0.2292627275752246
0.0680423870607919,0.5,0.32424048,-0.79977214,-0.66441053,0.5320272,0.7954036,-0.7851112,-0.9696795,0.24890316,-0.1280712,0.9431334,-0.513693,-0.48903275,-0.7972495,-0.99200636,0.1656763480217394
0.8103736754043502,0.2,0.37277254,-0.90667844,-0.75053126,0.6152318,0.89000434,-0.8449885,-1.092654,0.30595815,-0.12923875,1.0501392,-0.5775598,-0.53169364,-0.8651479,-1.0679373,0.2838966265785679
0.071388733965421,0.2,0.33592588,-0.77569824,-0.6510033,0.5218424,0.7583412,-0.7265287,-0.94354343,0.26241392,-0.11529499,0.9158242,-0.48366016,-0.48290455,-0.7481881,-0.9285916,0.1392150338292849
0.0850529838259899,0.48,0.26025525,-0.607029,-0.5225701,0.40002337,0.6142968,-0.60995764,-0.7567842,0.19776505,-0.11419773,0.7591877,-0.39167434,-0.40102512,-0.6276984,-0.79242945,0.1045934940026302
0.1447295036252091,0.24,0.299126,-0.70598114,-0.5987362,0.4723225,0.70461345,-0.6826857,-0.86818624,0.23713621,-0.118275344,0.8558956,-0.45237815,-0.44348103,-0.7025954,-0.87888765,0.1562960498169891
0.1168432794199665,0.18,0.28390107,-0.6538447,-0.5591214,0.43833673,0.6573153,-0.62261087,-0.8089193,0.22876468,-0.10786143,0.8056647,-0.41726005,-0.41800666,-0.6459321,-0.8153172,0.071572309106178
0.9258226436140546,0.82,0.36274803,-0.9235534,-0.7598849,0.6158656,0.91362196,-0.9077614,-1.1063819,0.28435367,-0.152878,1.0724423,-0.5909205,-0.54511917,-0.9135264,-1.1298474,1.0
0.0571667596207473,0.0,0.28609216,-0.70764136,-0.5990901,0.46867242,0.72036284,-0.7067883,-0.8686348,0.22466135,-0.12370984,0.8666405,-0.45914555,-0.44226426,-0.71982926,-0.9116169,0.0169225650045158
