Transactions,Entities,PointsAdjust,Generated_Var_2,Generated_Var_4,Generated_Var_7,Generated_Var_8,Generated_Var_12,Generated_Var_16,Effort
0.2782212086659065,0.1184210526315789,0.2201138519924098,-0.30375445,0.2873169,0.049447745,-0.21544364,0.29063907,-0.5359957,0.1968880909634949
0.2143671607753705,0.3078947368421053,0.2352941176470588,-0.35150754,0.3228141,0.06336175,-0.24546877,0.32593706,-0.5898512,0.2175344105326152
0.0353477765108323,0.1394736842105263,0.0256166982922201,-0.2864108,0.27052698,0.03736752,-0.19336197,0.27523232,-0.51238036,0.0110712148414123
0.217787913340935,0.2947368421052631,0.2333965844402277,-0.34316057,0.31643635,0.06131819,-0.24045712,0.31956178,-0.58040464,0.1403351286654697
0.1493728620296465,0.2289473684210526,0.1527514231499051,-0.31291997,0.29363605,0.052672982,-0.22147399,0.29699403,-0.546688,0.06852184320766
0.1003420752565564,0.2157894736842105,0.1072106261859582,-0.33219618,0.30756974,0.05910512,-0.23378256,0.3103666,-0.5671829,0.0972471573907839
0.1254275940706955,0.0921052631578947,0.0834914611005692,-0.34174162,0.30951226,0.06997764,-0.23512879,0.3029188,-0.56637365,0.0864751645721125
0.201824401368301,0.1184210526315789,0.1565464895635673,-0.20892064,0.21443407,0.026739974,-0.15798649,0.2091621,-0.41860825,0.1439257929383602
0.185860889395667,0.2131578947368421,0.1774193548387097,-0.26406306,0.25265238,0.04617017,-0.1981189,0.25852278,-0.48731834,0.3123877917414722
0.0786773090079817,0.081578947368421,0.040796963946869,-0.20181076,0.20800191,0.018057723,-0.149993,0.21645416,-0.42088944,0.0801915020945541
0.1801596351197263,0.2421052631578947,0.183111954459203,-0.32770163,0.29762703,0.053462878,-0.22739515,0.3053157,-0.5575887,0.1505086774386594
0.1562143671607753,0.2763157894736842,0.1755218216318785,-0.32208598,0.29416683,0.0716719,-0.23360127,0.29540035,-0.5452906,0.3635547576301616
0.0273660205245153,0.1710526315789473,0.0303605313092979,-0.23702084,0.23386243,0.03273466,-0.17797652,0.23992413,-0.4580378,0.0742070616397366
