PointsAdjust,MI_PointsAdjust_Entities,Effort
0.2201138519924098,0.0423295869216172,0.1968880909634949
0.2352941176470588,0.1176470588235294,0.2175344105326152
0.0256166982922201,0.0058020726901182,0.0110712148414123
0.2333965844402277,0.1117111857149807,0.1403351286654697
0.1527514231499051,0.0567921957865031,0.06852184320766
0.1072106261859582,0.0375695356720024,0.0972471573907839
0.0834914611005692,0.0124880390535039,0.0864751645721125
0.1565464895635673,0.0301050941468398,0.1439257929383602
0.1774193548387097,0.0614143920595533,0.3123877917414722
0.040796963946869,0.0054047259929612,0.0801915020945541
0.183111954459203,0.0719927342318234,0.1505086774386594
0.1755218216318785,0.0787597917578941,0.3635547576301616
0.0303605313092979,0.0084334809192494,0.0742070616397366
0.1423149905123339,0.0328419208874616,0.1549970077797726
0.2571157495256167,0.1252615189996594,0.189407540394973
0.0891840607210626,0.0156262670494169,0.0457809694793536
0.0256166982922201,0.0039410305064953,0.1131059245960502
0.295066413662239,0.3896389821437259,0.1235786953919808
0.3055028462998102,0.4948101655881541,0.1687612208258528
0.0180265654648956,0.0020799883228725,0.0125673249551166
0.4876660341555977,0.5460192348237889,0.6166965888689407
0.1755218216318785,0.1222652005384452,0.1980849790544584
0.3462998102466793,0.1849892148753628,0.2235188509874326
0.2931688804554079,0.08895295090741,0.4287851585876721
0.2049335863377609,0.1690264195008028,0.146918013165769
0.230550284629981,0.2197124507371186,0.1119090365050867
0.2210626185958254,0.2153943463241375,0.1280670257330939
0.3785578747628083,0.5128326764949155,0.1594853381208857
0.2020872865275142,0.1407702038631829,0.286654697785757
0.3595825426944971,0.4149029338782658,0.1454219030520646
0.127134724857685,0.0657406055888029,0.144524236983842
0.1043643263757115,0.0138260432378079,0.0070103445327861
0.1698292220113852,0.0515293793282408,0.080490724117295
0.2011385199240986,0.0722035712548045,0.2504488330341113
0.0967741935483871,0.0173697270471463,0.0044883303411131
0.1736242884250474,0.0831022235196807,0.367145421903052
0.2884250474383302,0.0998394394978835,0.0380011968880909
0.3140417457305502,0.18386204771404,0.229802513464991
0.1366223908918406,0.0303605313092979,0.0128665469778575
0.3548387096774194,0.2092638544251447,0.3207660083782166
0.4041745730550284,0.0708169123728895,0.1741472172351885
0.683111954459203,0.3649102320829075,0.0771992818671454
0.0426944971537001,0.0085753904539483,0.0695904932888775
0.4184060721062618,0.3987374105969931,0.827049670855775
0.2229601518026565,0.1133857182244278,0.263016157989228
0.4098671726755218,0.5692599620493358,0.6172950329144224
0.1764705882352941,0.0,0.1478156792339916
0.2258064516129032,0.1669423766197959,0.5248354278874925
0.0683111954459203,0.0093417019413224,0.0763016157989228
0.1242884250474383,0.0536458586743216,0.2253141831238779
0.1091081593927893,0.0303078220535525,0.1044284859365649
0.0588235294117647,0.0105580693815987,0.1107121484141232
0.2552182163187855,0.1243370797450493,0.5936564931178935
0.079696394686907,0.0303118766116868,0.0870736086175942
0.1404174573055028,0.0492061175173129,0.132555356074207
0.340607210626186,0.5531228206750028,0.3285457809694793
0.0891840607210626,0.0400184887850921,0.1166965888689407
0.0977229601518026,0.0187928769522697,0.0930580490724117
0.1641366223908918,0.0834711883098979,0.1250748055056852
0.0056925996204933,0.0006081837201381,0.0439856373429084
0.1518026565464895,0.0648729301480724,0.101735487731897
0.0692599620493358,0.011247344264422,0.056852184320766
0.0986717267552182,0.0387940122285473,0.0843806104129264
0.0664136622390891,0.0190158776496537,0.0451825254338719
0.206831119544592,0.0795504305940738,0.1316576900059844
0.2476280834914611,0.1089986863231645,0.2666068222621185
0.4117647058823529,0.3114630467571643,0.4622980251346499
0.0,0.0,0.0308198683423099
0.0417457305502846,0.0064224200846591,0.0855774985038898
0.0806451612903225,0.0172318720705817,0.026032315978456
0.0626185958254269,0.0093660292901279,0.0
0.1309297912713472,0.0391670315768987,0.0739078396169958
0.603415559772296,0.5673137741448937,0.3656493117893477
0.2020872865275142,0.0569989782513501,0.0020945541591861
0.198292220113852,0.1152467604080507,0.1451226810293237
0.5521821631878557,0.4129567459738237,0.5691202872531418
0.3083491461100569,0.2134724857685009,0.0365050867743865
0.215370018975332,0.0607453899674013,0.0963494913225613
0.4886148007590132,0.3883861236802412,0.3836026331538001
0.5426944971537002,0.3919460257221168,0.2280071813285457
1.0,1.0,1.0
