ID,AFP,Output,Enquiry,Interface,Changed,Deleted,PDR_AFP,Duration,N_effort,Resource_1,Resource_2,Resource_3,Resource_4,Dev.Type_0,MI_N_effort_PDR_AFP,MI_N_effort_Enquiry,MI_N_effort_Duration,Effort
0.0,0.0901250785310411,0.1059063136456211,0.3571428571428571,0.0,0.0,0.0,0.0526946107784431,0.036144578313253,0.1366392496656835,0.0,0.0,0.0,1.0,0,0.0072001520781917,0.0487997320234583,0.0049387680602054,0.1367183206945818
0.002008032128514,0.0143354846079159,0.0016293279022403,0.0031512605042016,0.0260814249363867,0.0265742345465049,0.0229582235604064,0.1880239520958083,0.1927710843373494,0.0754547619483778,0.0,1.0,0.0,0.0,0,0.0141873025459824,0.0002377776111818,0.0145454962792053,0.075539436568121
0.0040160642570281,0.0081672282825975,0.0134419551934826,0.0294117647058823,0.022264631043257,0.0,0.0,0.0491017964071856,0.0963855421686747,0.0116690175676418,1.0,0.0,0.0,0.0,0,0.0005729697248782,0.0003432063990482,0.0011247245848329,0.0117595340147268
0.0060240963855421,0.0138785767319664,0.0114052953156822,0.0084033613445378,0.0,0.0294627383015597,0.0015054572826496,0.1497005988023952,0.036144578313253,0.070893403432926,1.0,0.0,0.0,0.0,0,0.0106127849450488,0.0005957428859909,0.0025624121722744,0.0588343041359856
0.0080321285140562,0.0161631161117139,0.0,0.203781512605042,0.0,0.0591180435201232,0.0,0.1197604790419161,0.144578313253012,0.0655077030170913,1.0,0.0,0.0,0.0,0,0.0078452338942624,0.0133492588081047,0.0094709932072903,0.0543649485291424
0.0100401606425702,0.0042263978525329,0.0,0.0252100840336134,0.0,0.0167533217793183,0.0,0.1892215568862275,0.036144578313253,0.0288519665134001,1.0,0.0,0.0,0.0,0,0.0054594140228948,0.0007273605003378,0.0010428421631349,0.0239403597464922
0.0120481927710843,0.0039979439145582,0.0,0.0241596638655462,0.0,0.0148276526092817,0.0,0.2395209580838323,0.0602409638554216,0.0348971404495411,1.0,0.0,0.0,0.0,0,0.0083585965148601,0.0008431031831296,0.0021022373764783,0.0289592262886031
0.0140562248995983,0.0050259866354446,0.0439918533604887,0.0073529411764705,0.0031806615776081,0.0,0.0,0.1389221556886227,0.072289156626506,0.0206451849273663,0.0,1.0,0.0,0.0,0,0.0028680735946999,0.0001518028303482,0.0014924230067975,0.0207348792907645
0.0160642570281124,0.0061111428408247,0.0093686354378818,0.0609243697478991,0.0127226463104325,0.0065472751781243,0.0,0.1245508982035928,0.0602409638554216,0.0268735459524812,1.0,0.0,0.0,0.0,0,0.003347124286297,0.0016372538500461,0.0016188883103904,0.0222918269406894
0.0180722891566265,0.0024558798332286,0.0028513238289205,0.0,0.0,0.0088580781821683,0.0,0.7724550898203593,0.072289156626506,0.0738610342743043,1.0,0.0,0.0,0.0,0,0.0570543318645823,0.0,0.0053393518752509,0.0612887863135143
0.0200803212851405,0.0260437489291221,0.0525458248472505,0.0252100840336134,0.0095419847328244,0.0,0.0,0.2586826347305389,0.0963855421686747,0.1862829507776291,1.0,0.0,0.0,0.0,0,0.0481881645125363,0.0046962088431334,0.0179549832074823,0.1863574751804227
0.0220883534136546,0.0033125821006339,0.0020366598778004,0.0168067226890756,0.0,0.006739842095128,0.0,0.3005988023952095,0.072289156626506,0.0370404293905365,1.0,0.0,0.0,0.0,0,0.0111343087149995,0.000622528225051,0.0026776214017255,0.030735978312635
0.0240963855421686,0.0108515620538009,0.0468431771894093,0.0598739495798319,0.0267175572519083,0.0,0.0,0.155688622754491,0.072289156626506,0.0550110828188829,0.0,1.0,0.0,0.0,0,0.0085645997203051,0.0032937307990297,0.0039767047820879,0.0478807194929845
0.0261044176706827,0.009537951910446,0.0219959266802443,0.0567226890756302,0.0044529262086513,0.0,0.0,0.2239520958083832,0.3012048192771084,0.0607631574126655,1.0,0.0,0.0,0.0,0,0.0136080364505011,0.0034466496851721,0.0183021558471884,0.0608491775653002
0.0281124497991967,0.0218173510765891,0.0105906313645621,0.0850840336134453,0.0,0.0581552089351049,0.0,0.0167664670658682,0.072289156626506,0.0143435490666617,1.0,0.0,0.0,0.0,0,0.0002404906430338,0.0012204070109239,0.0010368830650598,0.0119060702641315
