size_D,duration_D,nlan,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,app_CustServ,app_InfServ,app_MIS,app_ProdCont,app_TransPro,har_Mainfrm,har_Mini,har_Multi,har_Network,har_PC,dba_Other,dba_Relatnl,ifc_GUI,source_Inhouse,telonuse_No,MI_size_D_duration_D,MI_size_D_app_InfServ,MI_size_D_t08,MI_size_D_har_Mainfrm,MI_size_D_t03,MI_size_D_t14,MI_size_D_telonuse_Yes,effort_D
0.143335192414947,0.2,0.0,1.0,0.5,0.3333333333333333,0.0,0.5,1.0,0.75,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0286670384829894,0.143335192414947,0.095556794943298,0.0,0.047778397471649,0.143335192414947,0.0,0.0075898020947219
0.1670384829894032,0.24,0.6666666666666666,0.75,0.5,1.0,0.3333333333333333,0.5,0.6666666666666666,0.75,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.75,0.75,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0400892359174567,0.0,0.1670384829894032,0.1670384829894032,0.1670384829894032,0.1252788622420524,0.0,0.1154790765476699
0.0228667038482989,0.02,0.6666666666666666,0.25,0.5,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.25,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0004573340769659,0.0,0.0,0.0228667038482989,0.0076222346160996,0.0171500278862241,0.0,0.0041514157595347
0.0574456218627997,0.08,0.3333333333333333,0.5,0.5,0.0,0.3333333333333333,0.5,1.0,0.25,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.25,0.5,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0045956497490239,0.0574456218627997,0.0191485406209332,0.0574456218627997,0.0,0.0287228109313998,0.0,0.0276813867630048
0.2810931399888455,0.24,0.6666666666666666,0.25,0.25,0.6666666666666666,0.0,0.25,0.0,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.5,0.25,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0674623535973229,0.0,0.2810931399888455,0.2810931399888455,0.1873954266592303,0.0702732849972113,0.0,0.3278192391183787
0.0934188510875627,0.16,0.3333333333333333,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.75,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.01494701617401,0.0,0.0311396170291875,0.0934188510875627,0.0311396170291875,0.070064138315672,0.0,0.0576920029788784
0.0828220858895705,0.16,1.0,0.25,0.5,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.25,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,1.0,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0132515337423312,0.0,0.0,0.0,0.0276073619631901,0.0828220858895705,0.0828220858895705,0.035540555529147
0.0448968209704406,0.46,0.3333333333333333,0.75,0.5,1.0,0.6666666666666666,0.5,0.3333333333333333,0.5,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.75,0.25,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0206525376464026,0.0,0.0448968209704406,0.0448968209704406,0.0448968209704406,0.0112242052426101,0.0,0.1067484273739918
0.0886781929726715,0.4,0.0,0.25,0.5,0.3333333333333333,0.0,0.25,0.3333333333333333,0.75,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.25,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0354712771890686,0.0,0.0886781929726715,0.0886781929726715,0.0295593976575571,0.0221695482431678,0.0,0.1353488298394891
0.3159509202453988,1.0,0.3333333333333333,0.75,0.5,0.3333333333333333,0.0,0.0,0.3333333333333333,0.75,1.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.75,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3159509202453988,0.0,0.3159509202453988,0.0,0.1053169734151329,0.2369631901840491,0.0,0.1793189776742564
