time,pcap,lexp,loc,MI_loc_aexp,actual
0.2280975109972703,0.6003963293640835,0.1251011482333214,0.419782951771276,0.3517206761074458,0.2875808074582238
0.6526289954895719,0.2331148866237486,0.6112058721747187,0.752923351733077,0.7696413995143736,0.7259881338774375
0.265826567482179,0.5761491710477189,0.1968332884021655,0.4045498770267467,0.3805031431504436,0.286434987843995
0.2755225803613766,0.5150493396678165,0.1857124048535347,0.462632599832894,0.4727823476945273,0.3526412856275835
0.160062399147913,0.6209754154368944,0.0608743115956336,0.3629630110069856,0.2845388305289835,0.2134778046037506
0.4350328124170056,0.4432183177320662,0.3173133380821375,0.5958349904426455,0.5211886828960458,0.4672232588548616
0.1636438474084776,0.6766143367745197,0.1022841906731902,0.3627350936076927,0.2779833671457733,0.20968092531675
0.2798467943545261,0.5443922218014967,0.1991787442148244,0.4397643099009894,0.4033034142911514,0.3527662807582675
0.1581477217065754,0.6443585436687074,0.1030669085380356,0.3014143369866051,0.2881089837334292,0.2229183147158233
0.2078243300508062,0.6240323958474534,0.1462827295375315,0.3827515019096907,0.3101274103667507,0.2316971391693511
0.5285052294350997,0.3840153923119664,0.4216124319396896,0.644057432708171,0.5908144110928283,0.5521648768100997
0.198200253296483,0.5645704097857788,0.1347977197837755,0.3482534818118397,0.3557253705899111,0.2978560776905057
0.2097468863857814,0.5847002795189008,0.1050138892219811,0.4096883932983337,0.3460489966183097,0.2794716383212048
0.0864191788350514,0.79371039516611,0.0776736542545262,0.1288490982078591,0.1375352729308666,0.0920110165428581
0.1088901759353406,0.6805118677168731,0.1241503394393766,0.3237310745681389,0.2993562109068354,0.2186367736477171
0.1529233570605856,0.664127379429161,0.0545916449355379,0.3168819504618638,0.2706453488476144,0.2183888474704261
0.2170832741825825,0.6192710093897138,0.1341731514155994,0.3737916013432797,0.3002100251649583,0.243295588475598
0.2216690069424472,0.6258081508064116,0.1825165210993839,0.3691973108010161,0.304922834779188,0.2496100415666735
0.2325389981388532,0.5901896318659252,0.1737499832981811,0.46082728294253,0.3955089003889604,0.3117435861201138
0.2016387839861091,0.5605450193989361,0.1379254579925516,0.3579893812412603,0.3362727366111092,0.24882506567042
0.368114774250075,0.4839325854283202,0.4337705807566029,0.5159424275945945,0.5548635806407327,0.4520050991645687
0.2667108240818561,0.552854898521136,0.1299086592659216,0.4160930670235357,0.3765164370071573,0.3365257687574905
0.2132539165745895,0.5590851972218215,0.1285278410346261,0.3968176470989772,0.3234818293251569,0.2488203776363235
0.4714845778764864,0.387186795328963,0.4470906132463936,0.6241921911014632,0.6069024920127306,0.535313864725933
0.2161511296619251,0.5692727918655855,0.1204829811279961,0.3683298385968538,0.3447461719927583,0.3081977325092061
0.2591950967500068,0.63364934882771,0.2121950638196414,0.3982756814259895,0.3394129784822057,0.2718481866161348
0.2431149111972923,0.6463852667414978,0.2414884610027451,0.4599608131113838,0.3365858706028965,0.302191768925113
0.1812871329654463,0.6315933230735709,0.1068343184450257,0.3339075101346829,0.2899042246284667,0.2312502430442137
0.2232366914762334,0.5457636246962948,0.185741740576154,0.4671906099147256,0.4292205007938873,0.3371993836078334
0.2793849688205934,0.5751661471384392,0.1729748277195431,0.4602476142558398,0.3854176238099324,0.321041709844079
0.2034424646858094,0.6188837526345448,0.0892333309633921,0.3768477391533319,0.3114072642370081,0.2450081121539644
0.2544829855550801,0.5337543135261464,0.2216927961003074,0.4751986949375469,0.446155450781673,0.3527397765021903
0.2527194787644466,0.5724415588881835,0.1330676450112458,0.4403931175435893,0.3677506443225819,0.3177611888449746
0.2480916548344725,0.5056720950902185,0.1836483680512016,0.4207516114903789,0.4202334320012021,0.3062104141473402
0.1903144319011089,0.6139543308858029,0.1035754298007309,0.3936599181034033,0.3406614378028821,0.2828727294864359
0.2498351659687173,0.5431965975871125,0.1560590980771379,0.4180536179304667,0.3822828343168766,0.3156686426674172
0.2701192631754601,0.5331866644769043,0.1713029251963926,0.4775794079563155,0.41918480759547,0.3812240355845396
0.3346853916345663,0.5326084041162461,0.2892900226190954,0.4449633715437777,0.4676367413993108,0.3718273359942705
0.1628955986090959,0.6305571054457237,0.1014518824792683,0.3574428679697169,0.3014119937753543,0.1870398285596048
0.3100628624519319,0.5404401255257041,0.2087110166004715,0.4961235808909695,0.425516955727633,0.3523082547680089
0.5084866940039657,0.3281325230348066,0.4492301348353507,0.6337071375830217,0.657248761735711,0.602994102351926
0.5126769109362614,0.3418118501265358,0.4033691280839072,0.6510055218733781,0.6384884144617176,0.5784862911259055
0.6035146406386467,0.3277453036873159,0.5244944893131831,0.6554122325929026,0.6495704718768841,0.5976207215154289
0.1562664839141253,0.6586099588541723,0.1153989049682117,0.276672550656746,0.2563549269407983,0.1879749227275386
0.2065606765154381,0.6266372171809627,0.1127057220654617,0.4012246782603731,0.3365491616582819,0.2417501476815057
0.1732853755034104,0.6269399699908123,0.1109624239132575,0.3557400516575882,0.3098014070687383,0.2121065175309709
0.3228360452379855,0.50214130902609,0.3538690897307955,0.4535573277198026,0.5134147448559627,0.3748867180405501
0.124468716336364,0.6728610498397586,0.0524424899286173,0.2774139665167953,0.2131428431923262,0.202369649464898
0.1718065529120851,0.6096557397549813,0.0967874176132995,0.4077835453030989,0.3327205703796742,0.3007084732506339
0.1912876428723988,0.6163294441359903,0.0874633630068805,0.4168796939886716,0.3379166347381729,0.2601256831587096
0.7498562190483959,0.1683365038626732,0.6875540127264355,0.8139084517303307,0.8136589761450469,0.7926149129062758
0.3460954467870943,0.4969298957289645,0.2266822268494255,0.5373098090749275,0.478952628097447,0.4169224540138425
0.199417580517946,0.6477309082151612,0.1595125137886924,0.3141731575800004,0.3129288206186614,0.3243020132745564
0.2133562658829815,0.6542738852296767,0.1414371415441818,0.321454805642707,0.3088187166817999,0.293650061188963
0.185821691071115,0.6270183390768875,0.1195551459647629,0.4018429482865557,0.3179698112033158,0.2514926919787905
0.3378378157406668,0.5179542952736932,0.2438233168692874,0.4848389834023584,0.46800363275104,0.3526615386094178
