size_D,duration_D,t07,t10,MI_size_D_duration_D,MI_size_D_t07,MI_duration_D_t07,effort_D
0.0227530066532668,0.0735846212654408,0.0687442713330082,0.1072878806413951,0.1681481034232663,0.0438999005657255,0.0374927214052612,0.0128289056994882
0.0407051916493799,0.0813305287406184,0.0760519966582669,0.0184491772705566,0.1313240919930693,0.0335530627851542,0.0457968177919626,0.0342616349174757
0.0411836529157692,0.1247010743212229,0.1425962410584413,0.0838439738803239,0.2060393940561457,0.0434319767641022,0.0716787215423405,0.0644502773713228
0.1003141510791402,0.1589946231321006,0.112045013376584,0.0650350678204244,0.2192967437456929,0.1082111836115452,0.1165378495435638,0.0987867189803328
0.0257392604926805,0.0866429859190703,0.0734964164476418,0.0889597709306857,0.1724713123084761,0.0419578021450433,0.0463070137097468,0.0155435868631207
0.0314987722239317,0.0465283359071539,0.0270900108774319,0.0811705702820557,0.1394990296840596,0.0406495234466822,0.0275850923046796,0.0273082936751091
0.0819779909343692,0.0203495165035293,0.1011394523931043,0.1017010340257954,0.0753817048610623,0.0355882959397242,0.0215981021180388,0.084975678677281
0.0689269649555233,0.106042489236416,0.1554454248960862,0.0376507252758119,0.1597536522184656,0.0197150302363638,0.0791717914929957,0.0751095349398004
0.0373335601781149,0.12339175048329,0.1018898957649735,0.0719393002690027,0.1523237649524873,0.0380114435874627,0.0655052158354041,0.0555071729569609
0.0397783152565452,0.0757756412463612,0.0565316242840024,0.0648297886155574,0.1551714090383534,0.0437956935224069,0.0390785944240514,0.0240357844771744
0.1338488400932903,0.2048468127627587,0.3282983829286386,0.1264275095730894,0.1947508829443725,0.0472722410707258,0.1532595882522784,0.1659648177692704
0.0247267418761341,0.0811514723592529,0.0651663958269327,0.1048211912701209,0.1786887219814255,0.0476347209821781,0.0408284645918429,0.013839541853113
0.0808041001266164,0.1491281365328309,0.2072369579551429,0.0604258335809101,0.1743246832443169,0.0346088413969008,0.0799992730556241,0.0929718557131305
0.043967528430371,0.1180952997594842,0.1012642021284134,0.0494186100205179,0.1850723241258378,0.0426120203006967,0.067885499928803,0.0564314887410549
0.0135430455452601,0.059467781114625,0.0353490550448238,0.0471558927052426,0.1459123136286797,0.021725720981444,0.0437930753880013,0.0307260142892633
0.1770112091097388,0.2566981759214107,0.2794168893179903,0.2175759734103186,0.2912808831800679,0.1567036516642411,0.2386445769383866,0.2027042701047831
0.0674356509515915,0.1532100689644721,0.3124837185573813,0.0866154633721968,0.1605779963868157,0.0299393670878793,0.105176710090295,0.11362279391681
0.7402591638380764,0.7468302458347331,0.6787453140746958,0.7455030171695423,0.7688484825412146,0.7136103096320006,0.758481715727917,0.7155635871830869
0.0549440713936544,0.1175649484100777,0.1108126137756023,0.0431765408265926,0.1596706713047062,0.0330312992308442,0.0678103677651148,0.0609732280667169
0.0261177205824277,0.1260459652902842,0.1309081351380585,0.0745137157567845,0.1838452294239003,0.0396912367372283,0.0802340016451989,0.0647049556494241
0.047103922220592,0.0695714231658913,0.0527890398391265,0.0326541416230441,0.1329772177782842,0.0432658382024223,0.0352151945027336,0.0311005887232526
0.0492943699714983,0.145751501224932,0.1696072719720978,0.0829677365822234,0.2002075325594554,0.0447527068851684,0.092138725972651,0.0907116262642859
0.0637114764550038,0.1705243111611551,0.2160269567568044,0.0879286009713536,0.1891170870326151,0.036946722514906,0.1000014575016062,0.1116851383131779
0.0678047515284978,0.1356870826689864,0.1341607209441633,0.0588497601452867,0.1892189157465777,0.050011775138737,0.0887889394776213,0.0786184167497744
0.0789871831495274,0.1463360170881804,0.0929303110372761,0.0550451328667095,0.2183109480332683,0.081389829876195,0.0914248496722099,0.0777814838370135
0.0641104622987819,0.0563756355214897,0.0809374930938724,0.0430717131706188,0.1115758640972576,0.0464365158468804,0.0339456012672829,0.0511162262211732
