N_effort,MI_N_effort_AFP,MI_N_effort_PDR_AFP,MI_N_effort_Added,MI_AFP_PDR_AFP,Effort
0.0853675011789055,0.1740982480550465,0.0401808429603164,0.293577826506728,0.088905917333032,0.0917519757059768
0.1535717537644352,0.240096930800548,0.0785264161968638,0.2976857883851491,0.1401393300057541,0.1405426621666149
0.2589942188262787,0.2896445160016243,0.1961296781364599,0.2892270976460909,0.2421693636706619,0.2452732366298524
0.0266674046817682,0.0933350522586838,0.0284741321557135,0.213666368176389,0.0294173196948998,0.0238898502872802
0.0938021742480872,0.1528235043099317,0.050535651543073,0.2866994850408619,0.088671971751981,0.0879293069428066
0.0548440781743965,0.1372322584049537,0.0357793841726897,0.2619975556916473,0.051052575345139,0.050705617193421
0.1485325438386273,0.211619781830606,0.0785709842500564,0.2885721262882053,0.1374826798097324,0.139468084530538
0.047141905595706,0.3297702605089607,0.0200846122120759,0.3647264302617806,0.0329534405117919,0.0305505396095432
0.0807515973819151,0.213252625023141,0.0616983533363049,0.238301971676013,0.1195450703748446,0.1172775617486035
0.1462690147473695,0.1758873634455876,0.098513098592434,0.2651095273544713,0.1412434034499263,0.1346909357407875
0.1813562522053702,0.2476740451625575,0.1158672834185096,0.2902757038326686,0.1694806924751415,0.1734039068804703
0.0260958166995204,0.0957590017243962,0.0299761249412867,0.2194113839134966,0.0237809581035735,0.0212814068978502
0.0365421661213651,0.1252750677643081,0.0245950464943417,0.2478022428806788,0.0321582299964777,0.0339171747954211
0.0873113107663987,0.145942263168177,0.0606168607170251,0.2536064894191966,0.0817049226498919,0.0776168290767599
0.0909060227316045,0.147293359671364,0.0550175329120072,0.2901047953496254,0.0864154957192735,0.0829207236140109
0.0464336166853817,0.1257622436811404,0.0321131229365123,0.2483533857498899,0.0475058271383179,0.0444602560540228
0.1001040258890066,0.1614177039781121,0.0641028777916582,0.3147208333577106,0.1074246542391982,0.1032196761609395
0.0079341580673079,0.1217576947057981,0.0142240473198128,0.233342404488832,0.0312619132850393,0.0315695793360237
0.1706516935516628,0.2592607915068851,0.100243599896978,0.3385839423503324,0.1557009139398705,0.1535700563326848
0.1023102981104293,0.1686171827942984,0.065951454713397,0.2668449108704018,0.0969705712827815,0.0965811952938863
0.2447071829434552,0.2114727925354166,0.1877205420155961,0.2972798454402259,0.2296491320739108,0.2123122569680011
0.0891530774486327,0.1480818363770136,0.0635108846934639,0.2425942965890437,0.0855233016918965,0.0861143466177359
0.0305819221147427,0.09888462216556,0.0293082353178227,0.2198253333057828,0.0330932381217464,0.0278798705310937
0.0729178853476815,0.1453943865969001,0.0479361153047036,0.2622214927271191,0.0692413923070741,0.0676755948891377
0.2139156636358406,0.2797889904419632,0.0950863116196821,0.3122980722402385,0.1985120405815784,0.1941302878719311
0.101817533671604,0.1859804660193695,0.0502476892084659,0.3329420361279989,0.1165964306019008,0.1174363227643118
0.0385207027450311,0.1418943933914203,0.0394599517778214,0.2049832754022762,0.0234322308046601,0.0169755932126382
0.1727296675237286,0.332790924144742,0.06532510018788,0.4765846162784551,0.1729376850194217,0.1808643098731949
0.0844244336762838,0.1559603507101861,0.0561328528105989,0.3131015746103329,0.0705511133149881,0.0754174511679074
0.1395517269216784,0.3107721680925452,0.081542114062861,0.3313324530919412,0.1883197982813733,0.1896707466157286
0.0735304515231957,0.1434855111711617,0.0542015281926826,0.2352378679157017,0.0691711440663611,0.0710831310720119
0.078432209849341,0.1575786342167444,0.0470204335393099,0.2743559628959416,0.0750403551643535,0.0727954842351728
0.1658295003598211,0.1948844146238544,0.1126466361028599,0.2755902425704988,0.1452327997486913,0.1352660888489613
0.070700885787144,0.1537589579570978,0.0412792837817705,0.2767373897777671,0.0726570342584774,0.0689489123645441
0.1536931930548659,0.3129115507018563,0.0517166553083338,0.4088766966186143,0.1431058152136217,0.1512794739577377
0.1211561383192888,0.1793654800610836,0.0839140542327438,0.2885052576572834,0.1212333860211479,0.1104857295199391
0.0963546876847091,0.2207882578691573,0.0595630734124454,0.2973654188907315,0.0895105397990342,0.0826430981926276
0.0368962464062142,0.1150471725001592,0.0367787693193134,0.2407526293866412,0.0528979212533793,0.04822163425841
0.1241350877009371,0.2021189072788017,0.0524430010846321,0.2919511869477897,0.1104772967286082,0.115323492743924
0.1083443113402556,0.3300289023002715,0.0561069560582221,0.3660020610810601,0.1066702556656096,0.098587831666797
0.1550214701033199,0.1978746388094871,0.0875802400597901,0.3336867398926592,0.1483853079224176,0.1353529721688654
0.0674567677215751,0.1804425968055872,0.0383427076895723,0.2932902183465569,0.0606119593370823,0.0596751630639104
0.0680830881377602,0.227412192651647,0.0272803280675246,0.3111702639428941,0.0524648815979545,0.0555863985129521
0.1081795570885571,0.2084903741062779,0.0501698104285081,0.3101455350621691,0.0980202654719899,0.0997493912790838
0.0201760417613229,0.0965260853981174,0.025382809763925,0.2121157822583146,0.022471366228455,0.0175008018948956
0.0438102465102331,0.1293145599859944,0.027879542218414,0.2463797533567812,0.0420704017963462,0.043123503231747
0.1403068783218942,0.1971479075260516,0.0742325649822412,0.2870927326517195,0.1294728594710787,0.125718348625247
0.1142317619967356,0.1912854473203206,0.0639185351438485,0.2774774340775164,0.1074152323278281,0.1065819981589023
0.1204647516272538,0.1724705351664066,0.0788900717034508,0.2906652111559724,0.112848405019924,0.099177664833262
0.0712548148257134,0.1924070761132733,0.0558573518348764,0.2352599951322153,0.1025155454752157,0.1001707655149882
0.2276777742508052,0.2874704742804471,0.1169606278395323,0.4454313858620986,0.2268395073422677,0.2249893752091555
0.0780314480833133,0.1403389671376416,0.0535599284545313,0.2591316415171783,0.0755403322390975,0.0720882415146879
0.1285149900374015,0.2180605880595397,0.0544581731152185,0.3376483067133191,0.1171525983777666,0.122266456567321
0.0784645250503539,0.1714081581185426,0.0410394927999952,0.2998589411083608,0.0723915725034606,0.0744493631482248
0.1115506960510262,0.1696095374590718,0.0738874236741139,0.260838413186049,0.1064085555010967,0.1055414931222775
0.0736631266722026,0.1624312275438904,0.0393017358802378,0.2901084713826913,0.0705320064439608,0.0706011752873083
0.0542155323801873,0.2075600913536466,0.0354106486043163,0.2802055832483004,0.0535254743559623,0.0461468112509466
