Entities,PointsAdjust,Effort
0.3675922862493259,0.2340054830243962,0.2316308052167868
0.1974618512507,0.0328850605228043,0.1325925872735214
0.2519923625118235,0.1634439745485591,0.1790176539331149
0.2776742395445305,0.2298092969856007,0.1404471825531607
0.1883065934948394,0.1936506458932765,0.1484210108133945
0.2190627052687649,0.1766712880860407,0.1543144927212646
0.1869828770819305,0.0833678136779965,0.1573157941398792
0.3393509392228816,0.1872094072194062,0.1778273539727484
0.3190325567878536,0.2636435261461998,0.2369796342003296
0.2023093890350738,0.0857374766213132,0.1376250949366956
0.3739900564458993,0.2890457925393698,0.3286107523077747
0.4896926735953197,0.3911814783495003,0.4008181367999786
0.4290947904717086,0.2860275640547252,0.2889543878964581
0.2128107424150331,0.049579046758518,0.1368659326902087
0.288905616174837,0.143274879850798,0.1898753722876575
0.3864995648526397,0.2271623753590484,0.2470036808485116
0.2044812503290768,0.091659586111668,0.1006519856266495
0.3636103708298074,0.2530730767515534,0.2568854524228798
0.1379599439025233,0.1597295051320083,0.1805763374070481
0.3812458035506698,0.3162691281649201,0.3568487074295491
0.227081837688725,0.1353782498350879,0.1059132858843531
0.1906451611418288,0.0861463224575501,0.0918799224513691
0.2417330692263123,0.1934886443779653,0.1497227887032979
0.282942096487552,0.2359514060029172,0.1893287713064012
0.286442283850051,0.2282062712353121,0.2658349895326707
0.2553843642419048,0.194883748537739,0.1805611395888681
0.2352979043099311,0.072921464653257,0.1482877994090336
0.494407038525022,0.339615181398946,0.3169849790499237
0.3075165847201441,0.2010781924324314,0.1639072157722721
0.5586632722627516,0.4410342287437651,0.4153678914611536
0.5706859016715701,0.4056151078209088,0.4138212680953848
0.2359073868127563,0.1899112860192957,0.1368267336210085
0.6003746630915592,0.5380950372843933,0.5221140501998199
0.1033749075906122,0.011839770473424,0.0301498498686356
0.264385092977023,0.2265887160862286,0.1743279150654887
0.5432512761198142,0.465444199553511,0.4844878510866121
0.3507722260441128,0.2004061329984607,0.2367684707774758
0.4740134872744537,0.3296899876443735,0.3200707086610209
0.4324135520128124,0.3115151874626851,0.2732425057470713
0.3001572314789507,0.2510796364035462,0.1858261872537941
0.3083702122976564,0.2037259511436879,0.1960745058147768
0.2909622702071213,0.1809498757181193,0.1496743029046912
0.3067364513071239,0.1658793443703179,0.2306570444241588
0.2374617090244119,0.2027389172355476,0.1301916368496775
0.4554485914748134,0.304210410499591,0.3073732661615228
0.3074907109646103,0.218354074683621,0.2394963453048219
0.230458310403445,0.1938786575166931,0.1702991400173906
0.3142605235429032,0.2431307313022247,0.2150650495645641
0.3000112907989639,0.2950525586267007,0.250271479429166
0.3014049258773255,0.1854369145249135,0.1557184469406348
0.3368337799625034,0.2802358091528533,0.2342127985344007
0.2749720591218806,0.2554134118343397,0.2112555870629624
0.3049453286751896,0.2048629513390959,0.1639081526240778
0.3041571553497902,0.1878397490850557,0.2432134907269111
0.2568915343119571,0.0895240121975541,0.1400971345677897
0.4732639896578631,0.3618294448627637,0.368129161573048
0.5193618154068183,0.3885252035826302,0.3801262776065185
0.280631593928582,0.1294579511810321,0.1804982738585783
0.366638608192593,0.2351369823774621,0.2522785282807377
0.8022903003941431,0.7671004852451906,0.7456711302022198
0.4302067667045529,0.3850871942021736,0.3121930712881625
0.2298076219607484,0.1579639311988465,0.1427953049446322
0.5781606074167296,0.445707450563806,0.4585718534237378
0.2938653849453696,0.2926918687189125,0.3062025583004247
0.1961362292277593,0.0499465320686851,0.1321194696763519
0.3129097071489298,0.1871787425858532,0.1730398107507484
0.1376904679449646,0.1673716955643539,0.145776181506818
0.4431228105425681,0.6029339101382224,0.4120549529811983
0.2316052320797297,0.1283155227475675,0.1028387464476007
0.4416242438930675,0.3086888307506038,0.3215431125448557
0.2941725683300883,0.173143266474837,0.1671816541042156
0.3404101361691308,0.2145206025721785,0.1835024824919231
0.3240541051022744,0.3255661325573684,0.2766186296765834
0.419687410428987,0.2691049657154449,0.2458250023117339
0.347714702129818,0.3271017729889661,0.2577948455481963
0.118805551092024,0.1736342508205928,0.1546443537808241
0.260553102478374,0.1683946045312471,0.1424332265924239
0.2971472406695309,0.1989235534870945,0.1625827749910709
0.3676213108885859,0.4118308546671559,0.2873741047836731
0.2159833688261469,0.1955968592889397,0.1717440852209225
0.3072877845285704,0.1693906328291176,0.2015437499966689
0.2077172134714517,0.1629672804345399,0.1225707489188813
0.4519542376124117,0.3348532969337014,0.3292001584941497
0.285217542488794,0.187118258945132,0.1490163355238749
0.3210779962138282,0.2860566228523151,0.1944013702785904
0.2369411592226628,0.1803153228039067,0.2325915987907719
0.2284814126194306,0.1702595609188351,0.1198896649344937
0.3074596307110303,0.1407340587105074,0.1788910748447112
0.1579571742995383,0.1660743338563205,0.157567234755043
0.6144958286823407,0.5241138435539426,0.4947524455888844
0.1835485289031834,0.0998547922830254,0.1759419768905986
0.2413202558377899,0.1401252974010339,0.1717311254376115
0.3565050089765265,0.3153960829851267,0.2543231627345111
0.2346770818003861,0.1555481901592339,0.1671981010581364
0.2546038974860218,0.1899017535036842,0.2536852484435341
0.2796592169245981,0.2052195067146963,0.168262929794536
0.2758694181082859,0.1968675880366895,0.1985431772405697
0.2516562814756022,0.1174212710517941,0.1517717207788463
0.2613509475088327,0.1158438874268331,0.1754999761569728
0.2351500477021573,0.1714979679469846,0.1101086718472156
0.3411641815347769,0.2284878562797996,0.1838861158709924
0.2204019197437692,0.1586528348270697,0.1593666594016932
0.5821494833526908,0.5315167473444065,0.511408086967124
0.4672374522960569,0.391085768817756,0.3508656223382702
0.6237684032840368,0.4382886592473229,0.4505651535616577
0.2826591201440536,0.2157009176301903,0.1604784199523552
0.330930785815004,0.2451204474774662,0.2069811560878336
0.2030827778108387,0.0538065500152686,0.1262528441869096
0.3050124099579419,0.1857681609007318,0.2247700312549466
0.3891171555555104,0.2443201603334959,0.2628575480937722
0.2666328127888228,0.1342917224306729,0.1733155574655356
0.5232383230511082,0.391185501481089,0.3516554999403841
0.3712952333764335,0.249558260578643,0.2115376017624491
0.2814608954138514,0.1844151672265895,0.1575055215011807
0.2866817906969055,0.1594295298490696,0.1492018767933782
0.2435846221572143,0.2037623557866414,0.1314201990274386
0.4980770799495395,0.3726301010927551,0.389562531535324
0.3210146531331792,0.2132898830566189,0.1938799899427679
0.4370947334542056,0.3089688526675314,0.3133699356039832
0.5665812446479621,0.4914827442803859,0.4495063251380131
0.1514255510701186,0.0872059922554802,0.1639970940629573
0.4253205397189212,0.3366097483519233,0.3292497521571932
0.2587500517276692,0.1607436845012716,0.1525992285951525
0.2024147706190775,0.1005464189990416,0.1256884132800193
0.2312886039805677,0.1014516125023178,0.173227366995167
0.1643986008234934,0.1550780133475547,0.1808888295315447
0.3179064928506925,0.1594547192653225,0.2228892343371797
0.2116671922637026,0.1621055786066569,0.1358443106668445
0.1986878148691203,0.0994093291159867,0.1480067513026796
0.2272744701796951,0.169666742656305,0.1577907333933375
0.3312086429645393,0.1986535765866178,0.219679156237216
0.3648063732742582,0.2424492503944911,0.2161990417572801
0.3248489056012538,0.1980429574616017,0.210179278174278
0.3368364705156095,0.2764593613014665,0.2668720324341688
0.2982152870751114,0.2131299827947489,0.1977826171517063
0.3163869573477806,0.346267493543493,0.3337406628174061
0.279081946453739,0.1823910109949453,0.1704755283934597
0.2135615384814413,0.1042994259162056,0.0719686020832938
0.5621993495401353,0.4450907241371213,0.4373769940346417
0.2275324092995103,0.1603359217501418,0.1457797281600821
0.1664989232469963,0.0583533216490544,0.1331303179039515
0.2279104248678601,0.1857659229804001,0.1874126193859699
0.2035659884499238,0.1628632940142405,0.2501874601799319
0.2846774397471268,0.2008507274765767,0.2024071109828696
0.3611842776648266,0.2005880793381024,0.2036349668041106
0.3424449086234989,0.2505789743336077,0.2118150065562258
0.1938523329849477,0.1295299105697139,0.1669607950087067
0.2348980690701967,0.2229384373998034,0.2304440742156798
0.3558663478617857,0.2306427600172367,0.2526519009019359
0.3070472538429233,0.2319310590020947,0.2258759030228304
0.5044077053694821,0.3448837583606717,0.324209325865662
0.2403815782098786,0.1674064431212603,0.1806470697183723
0.6881546169280173,0.5997477778369337,0.5600100328917189
0.468694176479553,0.3435322765640054,0.3008243374503134
0.539470802966923,0.4172367306037373,0.3825122012248135
0.2995767228202826,0.1892480586831227,0.1721761003039535
0.4560268699109954,0.3353024697526489,0.2971097572176919
0.2231084574338387,0.164701152774117,0.1362348663398109
0.3031718255945698,0.1732670866776184,0.2110665214461902
0.1785573409804937,0.1906083384108642,0.1503943404352958
0.2784682622434968,0.1263991411715935,0.1638926127806353
0.2028851753365203,0.1600301295826768,0.14491798064088
0.2173169823473842,0.1787081287134583,0.1439114523410507
0.2281644749876103,0.111161842050675,0.1130580597792681
0.2686850587585845,0.2257991487514808,0.175720255296602
0.2116188535802428,0.172756951883833,0.1960833018122851
0.2584301703609019,0.1983120204022484,0.1961071692273331
0.2385732090531667,0.1173226402652656,0.1365459754925944
0.3795800416453175,0.2424052094890316,0.2252821992146804
0.190905384453927,0.1961721756478068,0.1679996372604981
0.2645528961867624,0.2809722301505628,0.2021853001648916
0.2329767514464977,0.1355027192055991,0.1337178429513835
0.2760120729800546,0.1656979660524398,0.2017278711178003
0.2179604769336342,0.1567689671585105,0.1619218557835337
0.1862704940184083,0.1037131061643182,0.0798586824839039
0.1901024003876682,0.1030251839752023,0.1262685104309925
0.2795103079057863,0.1788790648267351,0.148255931576979
0.2935887817999368,0.2431133404404102,0.1962102972792691
0.2604000314358193,0.1071875176252241,0.152989851186105
0.2691563055635924,0.2121967016829733,0.1729496499174552
0.2473845641206346,0.1084576467469918,0.1677163734252705
0.3355046308546059,0.2618633544807978,0.2129391989816417
0.3011162112745477,0.1910649510336625,0.1928228344687763
0.5855341832867318,0.5560975090588581,0.5594411705270815
0.2830666714773862,0.1485548855812407,0.1928600111277294
0.206572738690514,0.1677087759080598,0.2482827884117853
0.4236288088172172,0.2722776107029787,0.2914179735553062
0.3141556157819686,0.2425908372930358,0.2145086785573349
0.2031535195156928,0.2035028509866482,0.1715419929028533
0.2218712395254347,0.1487095754179109,0.1790495812478238
0.3188625598646082,0.2271926897836946,0.1762782620768251
0.2925671494196207,0.2982721486911168,0.2986618827289857
0.2527921552170087,0.2316981359123013,0.2159758628382526
0.3383926975436234,0.1924396662017116,0.1930374181442538
0.2420606976399436,0.1678738865951297,0.1601009876399993
0.3473503266339408,0.2318634601413875,0.2189105288133597
0.4124628546920841,0.2927895001288043,0.2602835105811742
0.2099905062365354,0.1160420544180395,0.1625537028437695
0.2027469229715598,0.1040472182739964,0.1224902019695934
