data,vexp,lexp,modp,sced,actual
0.3914850994288122,0.2119367404598758,0.3410539312328232,0.3044412395735353,0.3840768102110706,0.4549920733199193
0.3735213622191626,0.420478077034939,0.3782568636914431,0.2563633771119113,0.3833368076901533,0.2976206534360596
0.3477872093541975,0.2833224493161645,0.263395331981683,0.2578026679436423,0.3026147090164783,0.4090040639491547
0.5679428042514064,0.3285622482694778,0.2805601636610018,0.5288577643440182,0.5144494540055802,0.5260817269845361
0.2670437664264359,0.5130856968501079,0.447546983052923,0.1677870782666421,0.2888228297519235,0.2109577035703176
0.486498589300149,0.182935363585791,0.224690093262757,0.3846504351749752,0.4204017796961523,0.4994539931566274
0.3243662446776735,0.3075880012029151,0.3017414362664442,0.242017321689511,0.3039012724416879,0.4234169198574564
0.2295272409344351,0.4158814391883775,0.4666321179326658,0.1738616966900618,0.2402931951359069,0.3732981376370112
0.4117395289994588,0.2887157596013369,0.3197189620840588,0.3415999913106296,0.3677731349157884,0.4080415349655524
0.4588520374962539,0.2774000214956079,0.2617196868286634,0.3336504451851774,0.4213173067725585,0.4419318202991845
0.2131482982805739,0.5231752997787571,0.4925955603793935,0.1135297625440432,0.2655817843733813,0.2500106487811081
0.3914194493203541,0.4278772334796374,0.3798126324251752,0.2779104709893201,0.3533751233327338,0.3392330550533236
0.4306361822034598,0.2720160824565795,0.2532209822502114,0.3110019419297181,0.4169408162178131,0.3890607685559943
0.3242398087287583,0.6438142476531397,0.5336510395498274,0.2518182601553724,0.3142127478984586,0.1795724808319906
0.9584787958638992,0.2388287047561272,0.100075790854933,0.9332760616430826,1.0,0.9915452949718468
0.2661927002700527,0.4735177322702888,0.4691147344803469,0.176953904583327,0.269779008883089,0.3930762621968718
0.3457058708630832,0.3846244383223778,0.433344079971771,0.3178958919367881,0.3462632099479477,0.3452677630415734
0.2748191677870053,0.4153912714149411,0.4616403579842918,0.2464446727263407,0.2874159097776867,0.3182284756909584
0.4670238439391,0.2989375087522528,0.3142997390030893,0.3878534226391228,0.3790673374398036,0.4634571057333037
0.2994550528702214,0.6897026100784771,0.6492448673040433,0.2850603989955698,0.2748394909548083,0.218744767654784
0.4142887962905675,0.3539337570079818,0.354035544885818,0.3368808394145641,0.3588241905382794,0.4249384282797778
0.5401115887479879,0.9470971349969952,0.6479983418673031,0.5593030764559341,0.4841195302402038,0.3280908377033001
0.5313005253104436,0.318050556424814,0.3206452290180149,0.4465306535312483,0.607282208664169,0.5087044906489666
0.3352154318891039,0.6024427093527651,0.6024092234362746,0.2448489613464706,0.2690089202836866,0.3415416782511573
0.1303789543796164,0.6357216855745844,0.6519378914936181,0.1427652956805304,0.1859883895877747,0.2382318255310212
0.3803846963847836,0.3642824590795715,0.3614159694215306,0.296575547456324,0.3764389716194192,0.3173544823211519
0.4229907695374776,0.2550502319599808,0.3004701696448186,0.3174395118680848,0.378755017272639,0.4609804616530374
0.285575277580425,0.5305230392086446,0.4991501241636364,0.2177565421993241,0.3119306179058978,0.1970938774573664
0.4496458059419372,0.3033007809310754,0.3015462175606627,0.3698476234349269,0.3662516712822716,0.421949357122812
0.4554607355914163,0.1971142920342293,0.2658685253650339,0.3564345168762058,0.4428391548325032,0.4754120030701035
0.2463350773718534,0.4941153318097762,0.5044873355952298,0.1572290378123357,0.3257625878794287,0.181274902586537
0.3159552068470096,0.2859092794462156,0.285564681455147,0.2266908506286639,0.2932474959610143,0.4039681209057115
0.3606604200624146,0.5436954492146788,0.494848965984668,0.3073846053645119,0.3448506275755316,0.3100534338952553
0.466100310808199,0.3318516555371606,0.3033972669574817,0.3588645107846364,0.3624707358134719,0.4450873338373146
0.4243197025797215,0.3084819315300137,0.2998394415428353,0.3343325746207354,0.4235255686519653,0.4064637227048449
0.6414483892297335,0.1553092129220196,0.1674515556573984,0.5797458697791907,0.6127192732495462,0.6318122724242582
0.425577083663026,0.4389020967605632,0.4284105371071356,0.3802592139381303,0.3965510195656901,0.4236185896677003
0.367295409266304,0.3967095008073669,0.4496242099077409,0.3511511697861879,0.3534486929097696,0.3287100007575179
0.0991736358752891,0.7036131180734237,0.6479175565201344,0.0739926649872167,0.1602166877921754,0.2516464419157505
0.5911722426115683,0.1323849809784509,0.2146501204363231,0.4986063194515328,0.57479668283305,0.6406440358404408
0.3430433788665042,0.572786859961574,0.4996277796304384,0.2935891209637486,0.2954942163888155,0.2325657179304481
0.3502377244362354,0.3850327616601314,0.4079494696366659,0.2322605726720826,0.372858703809519,0.3212346052392084
0.477299587498551,0.1981894719159649,0.2551243538745443,0.3685255935572161,0.4203584674888171,0.4933861874955197
0.2886511363369484,0.7414867014277202,0.6219607188940673,0.2033676340023736,0.3056950511790011,0.0923213114188537
0.5243989129931229,0.2160241184915676,0.2252493946396803,0.4246341431996157,0.4153692437862337,0.5336623328670245
