AFP,N_effort,Generated_Var_1,Generated_Var_2,Generated_Var_4,Effort
0.0656256933904093,0.1429815816848454,0.735305456580829,0.5323355655478965,0.369398120512543,0.1519740402259525
0.0559786250916511,0.1290103324459291,0.5156836749158015,0.3488189058415256,0.1847006019492932,0.1337176891346041
0.1021954537300557,0.1190716666310399,0.6285599904870462,0.647678690758261,0.4620333182196178,0.1148323139734427
0.0542443100239781,0.0724411902320113,0.8495099179576953,0.8167375864357294,0.6141759044068585,0.0740722128568047
0.2596466861464448,0.3812482049557866,0.2837583502176342,0.215090615524556,0.1419566701253637,0.4079318309715404
0.0342528797014629,0.0689098487603397,0.6635495750254058,0.474981456093847,0.3620433134540231,0.0823702100644057
0.1078199792856273,0.1826969581766189,0.6194281778345643,0.4239588135720267,0.2842896308964469,0.1915287346853446
0.0889539140505527,0.0939534849066159,0.7674165883628019,0.6005959517994464,0.5003326801739109,0.1138118203045712
0.1597686735131987,0.1219819746021636,0.6628921570380113,0.5225159052161119,0.3748966930042691,0.1254366311038986
0.0807835609794608,0.0910684060373304,0.6738884763046373,0.5086927291391545,0.3303854836572221,0.1150050907066011
0.0622900241795902,0.1309350814977404,0.6639538755540044,0.5479374806276593,0.3693336451923628,0.1386530928728976
0.0802361734344267,0.0544651301463653,0.7171973048630592,0.4921418985776393,0.3495555547678804,0.0680776513004764
0.0825269393619916,0.0544163426940408,0.7222869657195733,0.5095466025798527,0.4119362973528524,0.0735851008926737
0.1184155025286047,0.2833985293147402,0.472133078009103,0.4070859282502048,0.2260735843840114,0.2743259489172281
0.069219918542369,0.1205430104524951,0.6863128919782664,0.6293800301159405,0.4233839783861329,0.1355218901668324
0.0538604812592088,0.0676904721132724,0.7865689043829365,0.58318710924307,0.4412780159530233,0.0693869060905577
0.0864858424420371,0.237908054690613,0.3999495287524063,0.2230298673376334,0.0728636719109427,0.2294933673956102
0.2256608690143692,0.1647239403334602,0.5794270613773507,0.408845450470044,0.3181653285193206,0.1729615436407933
0.0534840498358146,0.0943663647250059,0.7503078734569564,0.6151788853860707,0.4394015359277226,0.1011226170818506
0.0793251478850057,0.246196324048711,0.4256366257018369,0.2686294989773718,0.1053954834127213,0.2372915542380231
0.1568342131521434,0.2041652975295069,0.6203212744036152,0.5547002543619055,0.3248091664347043,0.2241950924723486
0.0979286598903638,0.1223866330379814,0.6868946492288659,0.5312439133589344,0.3792382994813111,0.1371309167823702
0.0801061541580458,0.2247201958931849,0.4281257024713033,0.2982130417707453,0.1652028419523949,0.2258270280420534
0.0472659400239862,0.05021276869546,0.7535325432860727,0.5579523475876138,0.4229957520525041,0.0559192242163744
0.0530202648217051,0.1167890676016325,0.6394592194972183,0.8117004161417503,0.5274019161336357,0.1274959083300717
0.0604119586515813,0.1593350297101217,0.4451403258694092,0.3467859496375578,0.1332738821541066,0.163837100622612
0.1052031435795973,0.1196631334112848,0.6504739234001934,0.5249567839440303,0.25465699798786,0.1118953638857801
0.0442736682875234,0.0764097494619704,0.6465595644340559,0.4972906940702619,0.3505022266206637,0.0881639729752013
0.2513439720060579,0.4156374350996838,0.3539582964016284,0.3855123978638113,0.1092798038467347,0.407606531881808
0.078624019277651,0.1745925731116998,0.5700550028182471,0.4222500248168546,0.2110732096757485,0.1726245256236488
0.0784522039747181,0.066208416619843,0.7728454769008117,0.6474160228031438,0.5692686020227881,0.0683760678809639
0.067840712533078,0.1900461012254869,0.7342142580582433,0.5828517705921288,0.3810227752456436,0.1922151520321538
0.0541994859072598,0.1148906870152015,0.6409418700635261,0.4593378371221359,0.2673499058310392,0.1209375678889642
0.0382247386067357,0.1032934269991967,0.441510686560058,0.3430838248228165,0.1989542999147574,0.1064243323779565
0.2390038916257271,0.0969234794533431,0.5638709832193483,0.4661965500665206,0.2318418943803019,0.1225696596102915
0.1306784294766178,0.204539065503147,0.5945790927470302,0.4973283172899243,0.2846689054641435,0.2131732964233881
0.0711373649592713,0.0627015230059211,0.7987231327973954,0.5712452099129661,0.4657416550733761,0.0806411481854996
0.1444232241205992,0.2554679066925839,0.6064647024785695,0.6114276767401388,0.4250342680833628,0.2677124088775633
0.2230297834722624,0.105320413836411,0.653165300371395,0.5605280910875512,0.3615168772797164,0.1206386609420105
0.2590284056669282,0.3961845754849988,0.2729860144126783,0.1913740954871527,0.1862023963172109,0.4117711963971368
0.1545929654049457,0.2232859783036674,0.5668824189475706,0.400535928293616,0.2411002989853652,0.2241569612535614
0.1182076278059229,0.1108111674864147,0.5792257300021233,0.6579840957968208,0.4336745758562879,0.1274029905589545
0.0869906586017915,0.1894967152539109,0.5687760134242446,0.405605801847763,0.1975860631818894,0.1958356029572891
