app,t01,t03,t04,t07,t08,t13,effort_D
0.2481245012902196,0.2664607163657887,0.2570728885147517,0.3610612089020817,0.1733165289881006,0.1286096706715881,0.3676063246099945,0.1895150390783037
0.1700282148660406,0.2001459666779772,0.212588377988699,0.4682998197787953,0.0981288669849836,0.1338758966785719,0.318201224948048,0.1587782559354785
0.3835768247225233,0.3614170791881779,0.2772172368009928,0.5819037200736872,0.3899499137013055,0.217819410342104,0.3996855139103671,0.4125798807707973
0.1519253679232692,0.1711292414509997,0.2072643885079515,0.4011148544075675,0.0912240160487102,0.056760096751892,0.2750788489855038,0.2073191378901728
0.0649932586811767,0.0756865988393192,0.1186374427526825,0.1923429251141887,0.1459805902933888,0.0767628269656638,0.1915028018766259,0.0556450969003922
0.293576572337734,0.3009316777176525,0.3433013860522935,0.5146148527423103,0.1993576592535581,0.1908931516950825,0.4125160366495357,0.2299603398954509
0.0993320963828757,0.1462668672210265,0.1668776457758814,0.3129583930933606,0.0525893079551034,0.0251505440715568,0.2751910992033909,0.0393082904446522
0.0903104917619918,0.1196575600193897,0.170004728329476,0.3221756000653588,0.033206224359027,0.0148386978199116,0.2459114028660971,0.0914744950537836
0.3982297045871332,0.3678146560324978,0.4091019724216695,0.6156160356805084,0.3122766301963206,0.2709163346613546,0.4561057709460212,0.3498994286683819
0.2421115469889621,0.2548625331912251,0.237945585882766,0.4758139853148532,0.1894618590596687,0.1090003942862677,0.3432721296439486,0.1602898652361947
0.3413587263289053,0.3139308375229417,0.3448174188337294,0.5145794887337273,0.2665463790438402,0.1640888874921368,0.4284972202806607,0.2662639938870904
0.2093456564373459,0.2685039329166407,0.3127292078467308,0.4601553594185285,0.1215390701345118,0.2137865413368535,0.3912137104437353,0.193094848965773
0.3397401426298734,0.3297407225581955,0.2617088283404447,0.4858775385963738,0.3175658207872375,0.1446319100819666,0.3850500245111224,0.300745790028765
0.0536794808424825,0.0722774514600037,0.1231316165923563,0.1782280683853534,0.1136554985665926,0.0922850416133121,0.1908043209857141,0.0488407627737967
0.2922203662904948,0.2922284615234289,0.3312489325049955,0.5009959853170736,0.1840281781049139,0.1636583573793708,0.3894472182576804,0.2034746637369211
0.194031984604721,0.2534623278766758,0.1961417308370626,0.4887403075720055,0.2023658051955769,0.154335505111294,0.2179844790613114,0.257094414565913
0.3811154972306879,0.3764986033462458,0.4198593458867508,0.5766798484393865,0.2898247027314258,0.2658070374884353,0.4739742641310689,0.3183261419910018
1.0,0.9254046803227168,0.9329286817074762,1.0,1.0000000000000002,0.9218718323171728,0.8976372958347023,0.8891002140988915
0.4941849972480994,0.4712807468803188,0.5521633476219435,0.6519838411510097,0.4121477760770045,0.3869574161945263,0.5559352906769572,0.4999842682829952
0.2866518900585705,0.3433767441062732,0.4112542719670822,0.5116553979212948,0.2116697592037451,0.2731781844228069,0.4695072047500571,0.3169373414866646
0.151291526965643,0.1542539724413358,0.1762130408280741,0.304511098132197,0.1093888419376943,0.0536320985967271,0.2696824969601782,0.1150906232710954
0.2758078882052326,0.2289939068896982,0.2988111881071474,0.384631815153619,0.2279141549157582,0.1485959765777776,0.2963373819658906,0.2087566128559784
0.0595152494314711,0.0958036466300203,0.1576596376407526,0.2665083451087206,0.0055106456711709,0.0238864148762324,0.2306315675394527,0.1208931226873282
0.5290444482304226,0.4384245710032337,0.4514934244074001,0.6694213554003132,0.4487353781210152,0.2464163372101153,0.4825721636132747,0.3440632832343979
0.2762335692914415,0.310982733870024,0.2947038824053685,0.3708162556155754,0.2236201428203747,0.0937777923064932,0.4010723745762099,0.2472455948270605
0.21183365632816,0.2159751977253241,0.2220424934987677,0.4160661496698905,0.131980476540506,0.0581895165870775,0.3215312696287179,0.1230314244111152
0.247779580364707,0.254570106192918,0.2042150575656892,0.5208345179367887,0.2475937220892239,0.1334341707251589,0.296625481835138,0.1921750237210204
0.1612646824219611,0.242062372959405,0.2751195373620161,0.4143994592859236,0.0943695443916803,0.2154898617547512,0.3835007689806649,0.1738623993627588
0.0493804807832906,0.0362679246955041,0.0631533709703885,0.1274376565531052,0.288699275274397,0.2039763847264976,0.071858389632768,0.1059185225775547
0.1646024099649211,0.2375864251887012,0.2732221119082722,0.4290542277399764,0.0953061522539662,0.191963818260547,0.3763737072833643,0.2154662741072181
0.2576296824482992,0.3109777623866699,0.3732268102110015,0.5157572999579447,0.1792010687930431,0.2632502984505265,0.4375974836019661,0.2578943182850142
0.234217408447752,0.2557162119111538,0.2353620051084327,0.4462304782649109,0.1867401079735229,0.1146664343319285,0.3617925433401415,0.1861655655373688
0.102642575729943,0.1282042971973504,0.1664566001350497,0.2753365772544631,0.0822274113748169,0.0674514791954951,0.2622736517242186,0.099827089854955
0.1634244594977652,0.216693503444358,0.2356961851371489,0.408396832620149,0.0790857045172696,0.1308964468451743,0.3565653787412935,0.1469921972870731
0.2938814846647785,0.295062452454055,0.3227205415977303,0.4973181385169057,0.1924174850536928,0.1631934447183856,0.3839670745928414,0.1981026005034895
0.5466091516626559,0.524770927685315,0.5606971698378149,0.6708107653128731,0.4996004955447532,0.4266927079862401,0.609896755616292,0.5020202099394321
0.1754710410668983,0.2326230967501638,0.2340863673447471,0.4644160563498832,0.1007063315198474,0.1722700820247318,0.353421771085161,0.1336542838442518
0.3199217700766843,0.3277485180544537,0.2643441301860828,0.4424745359457889,0.301504563394972,0.1476414493216812,0.3685470818956224,0.2529099010838794
0.1810804546019907,0.2106881759354808,0.217871672396182,0.3686833840328473,0.1107194513162183,0.0784223741720094,0.3372238721463602,0.1559274686012913
0.140649306639844,0.1390272234712129,0.1705757001663305,0.2604357302036993,0.1517696120701872,0.0991266355736565,0.2573333788710691,0.1262688515570982
0.1308270731268841,0.1718579108546561,0.1976103610998903,0.3587249841775329,0.0748008639869009,0.0663091667324901,0.2850980882778283,0.1906280037745336
0.2438343685035016,0.2447623722462882,0.2789033490243692,0.4254392973865856,0.1594400785035012,0.1532660544683727,0.3586832042839319,0.1905280054148061
0.1632068268384097,0.1806135975847594,0.2017641950120628,0.3914023777249538,0.0889373665545252,0.0316182418498933,0.2885516021826211,0.0814735447541947
0.1583785096781468,0.2201833164717774,0.2362598666565164,0.4290726162170422,0.0914095491659894,0.1519621646058884,0.3528482683195681,0.1698072908267038
0.2205345049198205,0.2456992409218066,0.2585588415610446,0.4427635236803113,0.1368485776526793,0.1292868459955999,0.3692904287855557,0.1541417914468361
