size_D,har,dba,t01,t02,t03,t05,t06,t07,t08,t09,t10,t11,t12,t13,t15,MI_size_D_duration_D,MI_size_D_t07,MI_size_D_t11,MI_size_D_nlan,MI_size_D_t02,MI_size_D_t08,MI_size_D_t14,MI_size_D_t03,MI_size_D_t10,MI_size_D_app,MI_duration_D_t07,effort_D
0.3835140892415694,0.4950366829516804,0.2073334071906641,0.2272017300414832,0.1600827827139453,0.2336673236672625,0.1957210940982239,0.0554894404956285,0.293454605449768,0.1871397886787246,0.5289089998112065,0.3616643866274076,0.2948445811497364,0.1633435072117974,0.2803634862046312,0.2624618442486143,0.524566735216527,0.4397487552077083,0.3984062834175247,0.2429719550100778,0.2428072069223151,0.2640122904804474,0.2789523108654116,0.3225288743146129,0.5947533747785434,0.5209395433534312,0.2792882671903852,0.3263021183690726
0.098057561614015,0.3865100224239133,0.0997542738309873,0.0526406620598052,0.1172593174064613,0.0331942779804142,0.0503634041428449,0.1331982745674332,0.0425162203216674,0.1006890340262797,0.3706936927670629,0.127093614449026,0.1762710197747417,0.0875551816214011,0.0458058732869591,0.0497147550963182,0.2894745282986155,0.166798563681725,0.1585478915236659,0.378161648075886,0.178555711187057,0.0317489036550516,0.0335389228808305,0.044823127328286,0.2773926106663123,0.2946011053466132,0.0235823251426494,0.0909844571246102
0.1028850928361686,0.3746503744398162,0.1406768578174918,0.0745923495031757,0.0984964369966893,0.0320504839698945,0.0451427891541455,0.1034194515919658,0.0553838789142726,0.1446078495658845,0.3840254986068366,0.1430901519562924,0.1335971362043728,0.0974663612957342,0.0742872624294662,0.0489771211052306,0.2913397567874245,0.2038588579872719,0.1509711208616357,0.4493393835985957,0.1174725104651428,0.0288572504240615,0.0228398895752755,0.0687054237981435,0.2388817983062632,0.2848203782075678,0.0197745502238464,0.0561956913496393
0.3767333246804394,0.4755982409701261,0.2334416562092884,0.2868658451019803,0.1558196497323396,0.2530890160700977,0.2600073290703619,0.0684545495099604,0.3037084657766045,0.1644365876735937,0.5434666663879828,0.3897124086735436,0.2433858961827921,0.1455897967219711,0.3146437230313884,0.2858117338603874,0.5122554518079726,0.474782723986757,0.3815066596576285,0.3170830933924395,0.2078739174159049,0.2825207634194946,0.278969431811718,0.3713989215206968,0.4838840741833171,0.4729335391813111,0.254348773966877,0.2992637113190206
0.0648348281935426,0.4674233221138459,0.0729913753428461,0.0148930139065109,0.2216672440781292,0.0423745557994573,0.1190745345175361,0.2460579508608127,0.0480435131852677,0.0447823816381688,0.3514676590463851,0.1184855079741679,0.3275147324379595,0.1579350446502889,0.053011475374104,0.1283479973237141,0.2972400374088939,0.1347264583247102,0.2324581485617605,0.4147259614795562,0.2785389389223063,0.0435854337480609,0.0898507818638131,0.0247393132743976,0.2391595434080763,0.2952524509277652,0.0389841765554076,0.1789870567086778
0.4982944948023216,0.5695713550981145,0.2888421905721551,0.3368417334220981,0.2388392508415178,0.3357348918141964,0.3237628282953696,0.1030115426664794,0.4017359110295478,0.2192115018250665,0.6109256861404869,0.4625211029920281,0.3572054414578962,0.237646841392207,0.385837213137215,0.4099470990212427,0.5965255309178275,0.5209553619972288,0.473159255550371,0.1991337271899154,0.3259085730828285,0.3623300167055622,0.3759161595977516,0.4554847882837792,0.6730022089287231,0.6125260230216559,0.3947435378063978,0.4843407884006655
0.4628449158171617,0.5268472065637047,0.3273854874915753,0.3654992628536097,0.214835710450444,0.3631482122845754,0.3448240933270191,0.0902735640683268,0.411528924310042,0.2344672658860641,0.5911991302157014,0.4738716655432873,0.2822250100033004,0.1817674179486431,0.3981463493750675,0.4053956499383158,0.574374048213002,0.5599029921428038,0.4920859233592909,0.3120735271559515,0.2351921178345545,0.4537740189461917,0.3723085462004423,0.5005335192802485,0.4116594696852121,0.5664321377694677,0.3671984073949995,0.3532048473749047
0.2584496530755397,0.4083858497935431,0.1565053798136814,0.2076827544023756,0.0889081633464138,0.1773010737708579,0.1262371664197512,0.0262988378390939,0.1996601379008415,0.1539395126443804,0.4683750494326693,0.2716737727358052,0.1917853954146687,0.0696990116863269,0.1784983034782191,0.1772669576060877,0.4602982148422167,0.3820541323362578,0.2719654339812144,0.3499021770143057,0.141747679114408,0.1944711907044416,0.2254315834882218,0.2596833792803694,0.3522993703604273,0.4472818135506043,0.1863427737185238,0.2362739931116623
0.0691755757676977,0.4289424365324271,0.0980396211205992,0.0409530101591293,0.1866397859703815,0.0583918015228869,0.0966397575889366,0.1970881118312739,0.0437774351613823,0.0644228408813328,0.3421585552461563,0.1083842047144318,0.2572638157603766,0.1184343733736389,0.0404599431662826,0.0969444701139945,0.3334892629177619,0.1602221498009533,0.1773154175088141,0.3743713175303244,0.2483309822180787,0.0675231358390715,0.1064928888761641,0.0405048853046178,0.2213299535771055,0.2711327326556476,0.055819588993164,0.1682191384239366
0.1370000826206535,0.3745611361264121,0.1305044615305423,0.0877589508293782,0.0653960074190064,0.0468251982837349,0.0471819562388755,0.0540474818601393,0.0794112921993182,0.1200075333000876,0.4022126170734378,0.1733798810475152,0.1323879542244206,0.068948917635177,0.0940851939542773,0.0495574862017094,0.3515084561972633,0.2621796877703983,0.1705503410771021,0.4232918700537648,0.1102486135839977,0.0432763258521149,0.0554161997707629,0.1052987918473879,0.2836628345065913,0.3488296104554877,0.0442853715809371,0.0757335501001614
0.0414533483752388,0.4018760306197172,0.1008376476933494,0.0331440154554093,0.1476851784598847,0.0356772267194925,0.0681839249268123,0.1913510462110714,0.026922832474941,0.0747809514976169,0.3298259203451915,0.0901009491032662,0.2459373892917206,0.1242188570171735,0.0289200808465456,0.0661037138761511,0.2817002080245285,0.1459608497428261,0.1673251532710175,0.4772124548547722,0.1973857601854538,0.0178826722388588,0.0704324382834635,0.0278896025364622,0.1837989024652646,0.2599806746962407,0.0228611826560067,0.1232524581047693
0.4653079554316326,0.5623189783713526,0.2365896707620846,0.317853953243528,0.2515640130498645,0.3260720122281021,0.3066510591267696,0.1429625842531039,0.3743077798755581,0.2359023411014107,0.5969779230683748,0.430600165914851,0.3503589895507517,0.2740661697863542,0.3564488761518148,0.40961069225523,0.5938356859416333,0.4430157644882656,0.4507010226739372,0.1777427467366392,0.3260287447403358,0.2996099187839689,0.3525550920935795,0.4127614721189002,0.7290925026679709,0.5555953834426857,0.3385698418226305,0.4525433307007525
0.1076848408776266,0.51385370960249,0.0924019143994262,0.0378278100339754,0.2342143289222569,0.0776637995285974,0.1265147916896192,0.2508726541733416,0.0579612121034795,0.0735128556376392,0.4012698923659327,0.1467465609887702,0.3343870656047242,0.1744208795014034,0.0820138760583256,0.1603965451836972,0.4170995729261436,0.13487732790796,0.2475089530506873,0.4487879070931293,0.3436287073207514,0.0760111852073663,0.1196686256609243,0.0463271828017488,0.3390194968919108,0.3487728882755386,0.082452137540489,0.2509703780320108
0.1240031744689846,0.5740186759687206,0.1663198709484619,0.0614514466943322,0.3494619109889167,0.1392085488754835,0.1924271839666068,0.3474312014243297,0.0881099576479538,0.1103860123832911,0.4326369318311329,0.1636274716111484,0.4186572212809475,0.2472138121035365,0.1164157017290792,0.2524243137102183,0.463924591641801,0.096015019912617,0.2852141863198645,0.3622691182335186,0.4500226681175178,0.0969037327313857,0.1837981164788802,0.0664299906054075,0.438512234042748,0.3799222615118739,0.1224517654270254,0.3728367318138206
0.1648228966300026,0.3693450301478743,0.1286114547931648,0.1533561582816759,0.0819918064217108,0.0818627678969422,0.0883470564614993,0.0652727898237875,0.1113790273794207,0.1408358679400608,0.4077781976374239,0.2214502890210989,0.1046011558409718,0.0596312912585696,0.112196044175801,0.0876021548553155,0.3298073459637833,0.2727399308290854,0.1759014250360702,0.433313690128242,0.1121729591006619,0.0775796990875272,0.0708607494543069,0.1626731985468869,0.2461574813865654,0.3132555983028225,0.0851064419695807,0.0566991753818787
0.066508760559623,0.3963083192237255,0.0858892921416923,0.0186208196635294,0.0920210735084078,0.0091364517336563,0.0291160056686318,0.1341916898687007,0.0132079758279346,0.062239327410525,0.3511722052741566,0.1013623472721266,0.2085262866284477,0.0811420151224804,0.0356394331952755,0.0302559957814693,0.3071168640353352,0.1746955310854996,0.170306478405088,0.4640903503117288,0.1749289690483889,0.0070226609508921,0.0243846608081311,0.0039163314868279,0.2255922875522999,0.3083863619156761,0.0120725327544396,0.0838973340599572
0.2616858384185218,0.3927197595927376,0.1289514306792542,0.1685864186372267,0.0597618808118587,0.1232183042269049,0.1058369622543011,0.0168336598083937,0.1796754608186003,0.1192429072031019,0.4526227912154141,0.2639622921638407,0.1910515768234362,0.075903680696051,0.1766930066906964,0.1271230682377404,0.4299374657064421,0.3667135470456425,0.2848654213538978,0.3578614956862459,0.1437202176037109,0.1324424757854625,0.1686783546711242,0.2181025815842166,0.4539168769267166,0.428935245445338,0.1490757525210256,0.1809022613275286
0.1097489791617204,0.3645709904166183,0.1297234229782126,0.0588621980693818,0.0434096430089678,0.0182656904012723,0.016408668850637,0.0657351597874902,0.041113024669735,0.1004842884044512,0.3872686780646294,0.1356036184594592,0.14387334642751,0.0671945996164603,0.0617394557066419,0.0196745061578484,0.33000742716042,0.2323904829078016,0.16680577051951,0.4882149332888562,0.1161126481931354,0.0316673582632427,0.0210189016452923,0.0609578953678294,0.2542309158645809,0.3308123145183851,0.0323654114401389,0.0652264613825621
0.115388782620801,0.3771356910885613,0.1493103299670568,0.0732557333859383,0.0775650430715146,0.029588018804841,0.0361468820111628,0.0792940197725472,0.0584574188956825,0.131488735764495,0.3942747526872227,0.1512963092751454,0.1336283088761055,0.0886807603176911,0.0825300916543255,0.0446549093855013,0.3156198404451142,0.2308111999143555,0.1558115784764809,0.4578426429521844,0.1079133038171398,0.0292766476462734,0.0300211990889393,0.0756983159954322,0.2557002529367387,0.3196305178397912,0.0321204502845088,0.0621030273160376
0.2067398978313533,0.3726557338764207,0.0881655471440664,0.1077358481057896,0.0565249459567539,0.0994421873687942,0.0638569477645718,0.060497062658688,0.1378575494222344,0.1456401060607209,0.4000110356269329,0.2015462224575106,0.1838385978333702,0.0908072384845298,0.1057205667230313,0.0864176592748721,0.3504676815281999,0.297696335424738,0.2772852970193633,0.3913841556142349,0.1564957232189355,0.1041337582407503,0.1398801810142191,0.1857105755863211,0.4178662563202143,0.3907051992081461,0.1247948615355544,0.1179244049021751
