AFP,Input,Enquiry,File,Added,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Resource,Duration,N_effort,MI_N_effort_PDR_AFP,MI_N_effort_Added,MI_N_effort_NPDU_UFP,MI_N_effort_PDR_UFP,MI_N_effort_Input,MI_N_effort_NPDR_AFP,MI_N_effort_Enquiry,MI_N_effort_Duration,MI_N_effort_File,MI_N_effort_Changed,MI_AFP_PDR_AFP,Effort
0.22875441372526484,0.32765585,0.45241964,0.31701455,0.26832902,0.4287729,0.43768472626108357,0.41722890503373433,0.42655292559317554,0.527021731621304,0.40230090023009,0.22596921,0.1925512,0.20751655,0.1627755897665354,0.15491183,0.3359164,0.18776348,0.11154344,0.15274626,0.298087179808718,0.3868200432092026,0.23797264427835865,0.21620041
0.1321855679311341,0.25484782,0.3661726,0.24250619,0.24882387,0.15411443,0.17528602051716122,0.14482385868943154,0.16153708969222538,0.2481759648905579,0.2735638573563858,0.10826785,0.07477403,0.33804265,0.06361944381716662,0.03481168,0.122031465,0.085119314,0.06654037,0.07587743,0.14039881403988141,0.2009317120559027,0.12371276742276606,0.11555384
0.17358991041539462,0.27332765,0.5815955,0.33070764,0.2390128,0.69515634,0.7171173430270406,0.6810621408637285,0.7106465426387926,0.3353404601204276,0.45144976514497653,0.24332313,0.30201665,0.40061274,0.31796319907779197,0.28449196,0.43163812,0.34292945,0.2986476,0.167764,0.24547737454773746,0.2832528869951732,0.22279883336793002,0.24387664
0.14630762877845774,0.23650739,0.34416357,0.2636897,0.25875816,0.12904051,0.13983470839008252,0.11268386676103201,0.12386122343167341,0.2450961347057681,0.3765601576560158,0.11480232,0.07708545,0.35092798,0.061873536712412205,0.02913882,0.09249769,0.09504613,0.072486885,0.09429498,0.198861279886128,0.2177783630667018,0.12696230761773847,0.12280923
0.18125407087524426,0.24064818,0.32792655,0.27139086,0.3198782,0.06931575,0.0658595599515736,0.055987183359231,0.063143949788637,0.24886627493197652,0.38417858841785885,0.12229997,0.07722609,0.42499214,0.05992507559550454,0.024042264,0.0874659,0.109132245,0.087933876,0.11697157,0.2410172241017224,0.21642230298533818,0.12770426766225607,0.12565045
0.14683990881039452,0.2389272,0.3262137,0.31577337,0.2189169,0.18022856,0.18711814122708847,0.16582516994951021,0.17419932045195924,0.31650306899018416,0.4314309831430983,0.15210317,0.1215899,0.3435939,0.09604465076267904,0.060479224,0.14452165,0.13578627,0.079157434,0.12541325,0.22220883222088325,0.2833401470004088,0.15543893932633637,0.15180193
0.44808532688511965,0.5555091,0.6534711,0.652394,0.50480944,0.36870867,0.39025410341524625,0.35520609131236547,0.3743167224590034,0.5183304310998259,0.5943664594366459,0.3472522,0.28129208,0.46482462,0.23460115407606927,0.24999596,0.46366364,0.24461475,0.3855179,0.34869027,0.4411740141174015,0.32025007921500476,0.34831782089906926,0.34799027
0.23764477425868646,0.40846545,0.5895736,0.2971864,0.29032654,0.3481578,0.3834579230074754,0.34285929057155745,0.37061967223718034,0.23267157396029445,0.4873112487311249,0.19791467,0.16605797,0.37041515,0.17640577058434623,0.1588501,0.3686962,0.19413036,0.23601872,0.20458888,0.19616869961686997,0.2462213347732801,0.21235679274140756,0.20221972
0.10283917617035057,0.22057045,0.32874054,0.26489514,0.22088689,0.103779,0.12001179720070783,0.09950531097031866,0.11555164693309881,0.20285023217101394,0.24955927495592753,0.08475092,0.061044622,0.33919433,0.054543483272608995,0.020978954,0.11570987,0.078671575,0.05917909,0.05841275,0.1691691169169117,0.23689311421358686,0.09700694582041675,0.09183562
0.33682226020933564,0.39805052,0.56899506,0.30429852,0.4223563,0.12589523,0.1410616284636977,0.12181594230895654,0.14054433843266032,0.24408780464526827,0.1307732630773263,0.1725283,0.096478924,0.40907177,0.08722141923328515,0.06450467,0.15441976,0.101256326,0.2055924,0.07395196,0.19536580953658098,0.224333733460024,0.1876925612615537,0.17937776
