rely,data,cplx,time,stor,virt,acap,aexp,pcap,vexp,lexp,tool,loc,MI_loc_aexp,MI_loc_data,MI_loc_cplx,MI_loc_turn,MI_loc_rely,MI_loc_virt,MI_loc_vexp,MI_aexp_data,actual
0.26485697351430265,0.20089713,0.30032653,0.30901366,0.46278718,0.23859180614081937,0.6684919,0.33957063395706344,0.29812282,0.4048569604856961,0.29761833,0.21807443180744318,0.59737384,0.4127193,0.16514981,0.66861975,0.2146631128797868,0.2500786,0.24538296,0.2555442,0.4112335946740157,0.24755612
0.4448211955178804,0.065398924,0.50803417,0.5662542,0.56763124,0.5271879472812052,0.2800331,0.16555838655583868,0.17020763,0.6151041615104162,0.56139576,0.36207658620765865,0.6408791,0.34046352,0.102654815,0.5847397,0.165666649939999,0.4045352,0.25672168,0.40642536,0.18235547094132826,0.5195266
0.4515949548405045,0.17287236,0.35036087,0.38804412,0.5038947,0.35410084458991553,0.6306515,0.40133114013311405,0.1860917,0.43677604367760436,0.35832494,0.2632523763252377,0.8216119,0.5012036,0.0835104,0.80023646,0.2409584844575091,0.21227586,0.19640836,0.30778337,0.2491024249461455,0.3425878
0.35566940443305955,0.27209157,0.32876462,0.34633112,0.51393545,0.30601492939850705,0.6226224,0.4413182841318284,0.33281416,0.4579094457909446,0.3708486,0.32489228248922825,0.78377926,0.3981505,0.14902836,0.6353892,0.29338096760285803,0.25779068,0.21059018,0.3595631,0.46143342768600565,0.5368054
0.306827219317278,0.2648154,0.30280167,0.36111704,0.41721922,0.22082649791735018,0.585854,0.35545553554555354,0.3307159,0.43436546343654636,0.36098686,0.2912700791270079,0.6528738,0.39824152,0.14295432,0.6336933,0.26897598613855916,0.23141348,0.21974689,0.38091132,0.4182819950969197,0.39083153
0.3200174879982512,0.15639369,0.19845787,0.2890379,0.4065794,0.24726848527315146,0.5864817,0.299943209994321,0.15794484,0.35361031536103155,0.27244118,0.13677404367740437,0.83823466,0.43951407,0.113765,0.8093422,0.2583877555032653,0.098439425,0.26439264,0.28591305,0.25596571535794294,0.37668526
0.302212449778755,0.088568024,0.2694233,0.37524897,0.4290205,0.27519819248018074,0.56904507,0.2516590951659095,0.18840267,0.41803137180313715,0.30990177,0.1590261959026196,0.74690557,0.46653467,0.05199775,0.7506269,0.17778255066695303,0.21706459,0.19275638,0.16154844,0.29372747762364865,0.3673385
0.3317492868250713,0.15862429,0.17602909,0.27219808,0.33190197,0.21746092825390714,0.5425184,0.1891302689130269,0.09968893,0.3259881125988113,0.26017588,0.11089031108903111,0.77642405,0.36455435,0.10659751,0.8613027,0.23482106408926387,0.074767575,0.33348507,0.34941956,0.1653139099188346,0.36163893
0.3128551487144851,0.24168785,0.28830492,0.30974475,0.5316973,0.38414444158555583,0.6559718,0.33402013340201336,0.2951964,0.43039104303910436,0.32816476,0.2576253957625396,0.7136251,0.43123937,0.18051097,0.72986037,0.2785392567123554,0.15539645,0.29502803,0.41715366,0.36826660209599615,0.34586304
0.27577277242272275,0.2514199,0.45339388,0.40281725,0.57005143,0.31592878840712113,0.5937554,0.36513007651300766,0.46151763,0.5273683527368354,0.42590058,0.4117257111725711,0.5559714,0.28267905,0.23135126,0.50211644,0.2497838249870295,0.43681297,0.1993596,0.29065484,0.4613722276823337,0.3303559
0.34530046546995347,0.22243172,0.2687714,0.3101601,0.49503547,0.32343950765604923,0.6459332,0.4289801228980123,0.26310933,0.398556339855634,0.2961744,0.2265553426555343,0.83631414,0.588536,0.155042,0.7538482,0.3223463193407791,0.17695144,0.2626901,0.4368226,0.3833742030024522,0.34165767
0.40339620966037903,0.24835695,0.23511285,0.3133207,0.40730095,0.22721656727834325,0.7121811,0.44104494410449446,0.23089276,0.3361909736190974,0.2621911,0.19424151942415196,0.7965092,0.47888616,0.120434076,0.7830336,0.25054346503260794,0.10693608,0.27121106,0.31408948,0.3775097626505858,0.31505048
0.2520115147988485,0.14696443,0.23171264,0.3046985,0.35961604,0.2123772787622721,0.5659004,0.22003942200394222,0.16830374,0.35083175508317554,0.28078187,0.13649986364998637,0.6885117,0.39586204,0.12379393,0.7812444,0.1585410195124612,0.15328296,0.23694247,0.12790161,0.267729716063783,0.27892756
0.3600262639973736,0.18168989,0.25800073,0.33003497,0.44365785,0.2792764020723598,0.5645414,0.300637250063725,0.2204922,0.39073071907307194,0.32575813,0.21400910140091015,0.80152094,0.35348773,0.110696256,0.7103705,0.20976826258609574,0.16448282,0.29827857,0.24010776,0.30002586800155207,0.4744497
0.32347294765270523,0.13243651,0.17926764,0.29766545,0.3800729,0.23495592650440733,0.55830187,0.27342187734218776,0.09630422,0.3422281342228134,0.25888833,0.12349055234905523,0.8382194,0.42936885,0.11348683,0.7959874,0.2280997636859858,0.07956909,0.26628888,0.3271297,0.20812873248772396,0.376608
0.23979029602097038,0.20622706,0.16088179,0.25308076,0.3757532,0.16239145376085462,0.56630343,0.2583108458310846,0.25919127,0.32385817238581727,0.25102428,0.1392595039259504,0.8149972,0.35118982,0.117540985,0.75458086,0.2750222865013372,0.14029768,0.23354381,0.32326674,0.32080768924846137,0.44286305
0.4700468929953107,0.14046448,0.59842175,0.5673809,0.7058235,0.5909676009032399,0.54869276,0.24605845460584547,0.34362805,0.6666514366651437,0.5408952,0.45775504577550463,0.5077346,0.4054695,0.112208664,0.55606425,0.17827889069673344,0.46880376,0.16584897,0.31340867,0.39086232345173944,0.4848874
0.3773044622695537,0.29733896,0.45110804,0.4484468,0.57268864,0.31514216848578314,0.52866745,0.46795882679588274,0.45671868,0.5509713250971325,0.47156903,0.4405225040522504,0.59813714,0.4241078,0.19537547,0.38962388,0.23644724418683466,0.41541168,0.22137621,0.30444032,0.555002733300164,0.49972227
0.2589159941084006,0.08393721,0.30577618,0.37545592,0.40156046,0.3511498848850115,0.3701084,0.11485256148525615,0.12362091,0.4667685766768577,0.39669636,0.18087707808770784,0.6646539,0.32069543,0.1365292,0.72812563,0.20995417259725035,0.2621776,0.36195153,0.43053722,0.19501155170069312,0.48613212
0.28494277150572284,0.2202811,0.23124927,0.26254117,0.46599272,0.301783229821677,0.6453235,0.3244727924472793,0.2241834,0.39204928920492893,0.2795276,0.1768803476880348,0.725063,0.41594338,0.13082424,0.7702831,0.2747068564824114,0.11609544,0.30032912,0.4157214,0.387127183227631,0.36950547
0.08430682756931723,0.31183365,0.37697643,0.32236186,0.39741397,0.23920186607981336,0.40136787,0.12158359215835922,0.35297883,0.47121988712198876,0.43136773,0.34265268426526846,0.48153734,0.13747267,0.28976104,0.5465118,0.28484691709081505,0.44381613,0.47174987,0.46444416,0.3498123509887411,0.54389
0.302957269704273,0.1526582,0.19523448,0.2602412,0.38277823,0.2422611657738834,0.54491836,0.1670149467014947,0.11508177,0.3352569035256904,0.2624218,0.09535200353520035,0.77639735,0.43399242,0.06818423,0.8835408,0.23344226400653584,0.057432164,0.29126924,0.34480458,0.1925166115509967,0.30553526
0.10661514533848546,0.25508267,0.13456798,0.17046931,0.24752316,0.08316049668395033,0.41301906,0.07320795232079523,0.1854987,0.29359748935974894,0.23156074,0.09773061977306198,0.77357763,0.28277192,0.24121638,0.81527495,0.3343011900580714,0.15070522,0.32409835,0.2726844,0.21728654303719258,0.33026293
0.19982759001724099,0.48535436,0.24257386,0.18490583,0.38144183,0.22929580707041927,0.66428405,0.37585020758502075,0.6120648,0.28239272823927286,0.20197518,0.3230919823091983,0.8592475,0.7602026,0.4434602,0.6754881,0.5806719348403161,0.32388735,0.43527538,0.4400989,0.5146452308787139,0.103022695
0.10563404943659505,0.45515394,0.042049766,0.05809568,0.12991156,0.06293741370625862,0.67284185,0.14987437498743753,0.33143163,0.1102161810216181,0.05051197,0.03699586169958617,0.8893126,0.50766075,0.421033,0.9755459,0.5379701022782061,0.104886666,0.5597866,0.5196624,0.3644660918679655,0.21094169
0.3243736875626312,0.1356584,0.2940119,0.3438995,0.48183888,0.3378610862138914,0.65840656,0.34205437420543744,0.19536363,0.43957848395784843,0.30267084,0.18303231830323186,0.70796335,0.48726338,0.0670172,0.7296578,0.18292410097544606,0.16634946,0.22819635,0.26014674,0.37387282243236936,0.30512282
0.4309205569079443,0.16495578,0.40271324,0.42976725,0.57935995,0.40174187982581194,0.6130244,0.3601974860197486,0.29357773,0.509535050953505,0.3962093,0.3219903721990372,0.66131675,0.45747718,0.12913847,0.6574378,0.22908318374499104,0.3192671,0.17504749,0.25811145,0.39512040370722423,0.4538477
0.38603308139669185,0.2635662,0.29506385,0.2935838,0.45606986,0.28466073153392685,0.7197632,0.4398909939890994,0.2777722,0.38881123888112396,0.3014424,0.24953424495342452,0.82436174,0.4678474,0.16028026,0.7704752,0.268515416110925,0.14675319,0.23744026,0.35180107,0.3526867811612069,0.26255974
0.25407830459216957,0.13044009,0.28705704,0.33668828,0.44351885,0.24898584510141547,0.5493355,0.23602532360253237,0.26487374,0.4477097847709785,0.3373492,0.23496484349648436,0.6654034,0.35310125,0.14729714,0.6030307,0.23025533381532004,0.29492337,0.28309858,0.30529538,0.314286848857211,0.5872612
