TeamExp,ManagerExp,YearEnd,Transactions,Entities,PointsAdjust,Envergure,Language,Generated_Var_1,Generated_Var_2,Effort
0.07750371,0.5171870310312219,0.76007056,0.22268224,0.4442465566547934,0.29423464765407886,0.14376111,0.4563466,0.4480251,0.17562528,0.14851166
0.7298696,0.2598688755921325,0.5663794,0.48549244,0.3127486587649196,0.3859645931578756,0.5764774,0.68656033,0.37132564,0.33017406,0.35974157
0.33125994,0.2810050368603022,0.8477167,0.44300434,0.29454524767271484,0.3710258822615529,0.37961665,0.8609481,0.610793,0.30088684,0.1672312
0.81729853,0.6743154404589264,0.774921,0.3918891,0.43418994605139677,0.37456270247376217,0.27721578,0.6845104,0.6567858,0.12420905,0.21047439
0.57212037,0.7491364949481897,0.27784657,0.2997267,0.1897407413844445,0.24579279474756768,0.37164503,0.7580598,0.58142805,0.28262055,0.07306248
0.6307685,0.7074581424474885,0.67804277,0.59244525,0.4636817578209055,0.531799231907954,0.3674582,0.5475811,0.67853975,0.19943067,0.40805894
0.7644195,0.7484409449064566,0.6095169,0.50559354,0.3923270235396214,0.4239617854377072,0.47383666,0.6897019,0.64691573,0.18489295,0.35544094
0.14443968,0.5746863344811801,0.8568667,0.11713674,0.5204939012296341,0.2201532532091952,0.1322868,0.45571882,0.4644273,0.13458574,0.13729376
0.29529467,0.29315839758950385,0.6658417,0.42332247,0.31800054908003295,0.39286389357183366,0.3570198,0.8442291,0.64169323,0.42850557,0.16316944
0.41935074,0.14312367858742073,0.77888757,0.34573364,0.1951142917068575,0.2183084030985042,0.1838381,0.6088603,0.26690504,0.21137434,0.07059945
0.3694322,0.5171971310318279,0.7575536,0.309124,0.4638255278295317,0.36562546193752776,0.32653975,0.53971994,0.5024541,0.08595984,0.26869765
0.08932707,0.31783993907039637,0.7135706,0.36145955,0.33512182010730923,0.33808061028483666,0.1284113,0.6602863,0.575502,0.3658103,0.14268358
0.71457934,0.6223454873407293,0.38344893,0.29822332,0.2759713365582802,0.29853333791200026,0.334339,0.73941773,0.56204015,0.26040545,0.109777465
0.6812817,0.798130047887803,0.36693943,0.44675052,0.1910096514605791,0.31816609908996596,0.30246776,0.683757,0.6062421,0.31812945,0.20116769
0.6907521,0.4892345093540706,0.41984224,0.32497394,0.31198836871930213,0.31518101891086114,0.46885654,0.71157074,0.49403906,0.2583682,0.20041984
0.6215144,0.7342439140546348,0.2443183,0.25756615,0.18639917118395027,0.2484509749070585,0.33728093,0.7672531,0.5536726,0.30723462,0.060845416
0.7607205,0.6883045812982749,0.4120267,0.3457024,0.3073352784401167,0.3189826791389607,0.3777455,0.673873,0.5535135,0.21617028,0.17017895
0.17398928,0.3497072209824333,0.46905142,0.474072,0.31550906893054415,0.4308968758538126,0.3450803,0.8173257,0.6563144,0.49531138,0.17283651
0.56938714,0.6521547791292868,0.6551441,0.44806966,0.4937159296229558,0.47250130835007853,0.2658111,0.50531226,0.6295759,0.20550153,0.2868172
0.7502657,0.7175524030531442,0.598524,0.5276805,0.37091290225477414,0.4233939254036355,0.5598297,0.719827,0.6220615,0.17069747,0.36216488
0.7560533,0.6018924361135461,0.6040539,0.609252,0.4136405848184351,0.49993002999580183,0.682071,0.7370607,0.56490415,0.20399591,0.5393319
0.715149,0.7823379469402769,0.5949623,0.33310753,0.2775751866545112,0.2897950173877011,0.21968783,0.7303906,0.6416976,0.1982438,0.0987515
0.23432955,0.5991655959499358,0.42156482,0.39735943,0.17671431060285864,0.2741522964491378,0.3443921,0.7410846,0.54162985,0.25254184,0.09129156
0.5198552,0.7377605442656328,0.5727867,0.32107309,0.24079691444781487,0.25218315513098927,0.19659728,0.6234413,0.57269686,0.17448904,0.08083969
0.828431,0.7152139929128396,0.4585765,0.34885767,0.2991352579481155,0.31356791881407514,0.24631055,0.68512756,0.5725085,0.23592642,0.13161261
0.6639064,0.82053099923186,0.29242915,0.34274876,0.12983453779007229,0.2469420548165233,0.26774567,0.76713884,0.60038,0.33056414,0.07920106
0.69686794,0.8472220808333248,0.4703576,0.3870219,0.2248590234915414,0.29285509757130584,0.34742984,0.7420737,0.646077,0.22623673,0.16702561
0.6575155,0.14455372867322372,0.65470797,0.37912345,0.2457979447478767,0.3072116884327013,0.32838687,0.64280814,0.37454826,0.38145307,0.11938611
0.58242893,0.38523022311381344,0.88705075,0.47165307,0.337878600272716,0.3838761930325716,0.4257451,0.8153412,0.571433,0.12638761,0.27684534
0.818142,0.1446768686806121,0.64244485,0.36785096,0.23027887381673243,0.26634927598095653,0.32813653,0.5470542,0.19875714,0.19911921,0.15376873
0.6372326,0.49685498981129944,0.85693616,0.48728076,0.3922171235330274,0.41649117498947047,0.4181718,0.8435133,0.6661827,0.16829777,0.2692151
0.7444299,0.1965773417946405,0.47005194,0.29813355,0.2906030874361853,0.31329201879752117,0.37876695,0.68305945,0.36752447,0.4239838,0.122980595
0.87605035,0.7009851420591086,0.7696113,0.65342534,0.5807506348450381,0.5812727348763641,0.37752584,0.58625335,0.7373716,0.23905277,0.4696251
0.50671,0.3057909183474551,0.7642178,0.41708404,0.32064099923846,0.35931412155884734,0.40937257,0.7665037,0.5250965,0.21007511,0.19949615
0.12599078,0.3228379393702764,0.7969458,0.3679191,0.3016854981011299,0.31922553915353236,0.26171708,0.75021255,0.56537217,0.30824354,0.12648469
0.7791267,0.7203122832187371,0.4314294,0.6299858,0.37701376262082575,0.4963875297832518,0.75197923,0.7315884,0.5645649,0.25966242,0.5869803
0.73151124,0.17996299079777944,0.5516019,0.39355943,0.2738075764284546,0.31007011860420713,0.49915397,0.6944241,0.32713598,0.44408882,0.21759732
0.5727286,0.8727049523622972,0.29321754,0.36287123,0.15046588902795335,0.263178365790702,0.47039977,0.77963793,0.60399884,0.22632825,0.17266947
0.6569641,0.7236293434177606,0.5538066,0.36950994,0.2710092562605554,0.30725295843517747,0.33391812,0.7031938,0.5847814,0.15336749,0.15073912
0.41633478,0.7490776049446564,0.45016652,0.33774978,0.1402986684179201,0.24248538454912308,0.29628018,0.76271427,0.5585164,0.22392446,0.035193097
0.20108108,0.7568980454138827,0.7867403,0.18597163,0.49629368977762145,0.25433604526016274,0.16635373,0.3871982,0.5458213,0.13916954,0.13449441
0.4999414,0.7181714030902843,0.68481475,0.5460756,0.4411335864680152,0.47916137874968273,0.46091267,0.5633029,0.6266299,0.113995776,0.40058842
0.20811202,0.23398099403885966,0.8799379,0.36222386,0.23290275397416524,0.26494151589649095,0.225006,0.7342597,0.4505046,0.24364454,0.097267285
0.86332184,0.8490813509448811,0.18383805,0.3080248,0.16937662016259722,0.2653435659206139,0.27533785,0.90381825,0.6620181,0.4455524,0.057063777
0.6015177,0.8101362486081749,0.5577161,0.673885,0.39676552380593144,0.554452733267164,0.7040724,0.6829544,0.6536286,0.15560617,0.60868436
0.6287983,0.705524482331469,0.8250437,0.64892423,0.5030829601849777,0.5771493346289601,0.5576467,0.68060035,0.7073209,0.10942954,0.52934295
0.6387148,0.7872118872327133,0.68298,0.3622803,0.31669558900173533,0.3101343186080591,0.2808118,0.69537234,0.6611572,0.13694191,0.15498513
0.58418506,0.04105848646350919,0.59158313,0.44004035,0.2169887230193234,0.3015244480914669,0.18396667,0.56456995,0.36068234,0.9210372,0.046638127
0.44530433,0.7849441070966465,0.5582346,0.42161387,0.25068409504104566,0.33321146999268825,0.5155728,0.8025773,0.65536743,0.15549506,0.24389343
0.5412007,0.23537276412236585,0.61469096,0.34242532,0.3120008887200533,0.3332854699971282,0.39654565,0.7371197,0.47808456,0.30607912,0.17495342
