size_D,MI_size_D_duration_D,MI_size_D_t07,MI_size_D_t09,MI_size_D_t11,MI_size_D_nlan,MI_duration_D_t07,effort_D
0.143335192414947,0.0377607992947399,0.143335192414947,0.047778397471649,0.0,0.0,0.2,0.0075898020947219
0.1670384829894032,0.0528063473405818,0.1670384829894032,0.1113589886596021,0.1113589886596021,0.137416838724478,0.24,0.1154790765476699
0.0228667038482989,0.0006024096385542,0.0076222346160996,0.0152444692321992,0.0152444692321992,0.0188116540490937,0.0066666666666666,0.0041514157595347
0.0574456218627997,0.0060534822215691,0.0191485406209332,0.0382970812418664,0.0382970812418664,0.0236292727689836,0.0266666666666666,0.0276813867630048
0.2810931399888455,0.0888627681457537,0.1873954266592303,0.1873954266592303,0.2810931399888455,0.2312456985547143,0.16,0.3278192391183787
0.0934188510875627,0.0196885101381134,0.0934188510875627,0.0622792340583751,0.0311396170291875,0.0384262445515026,0.16,0.0576920029788784
0.0828220858895705,0.0174551866000587,0.0276073619631901,0.0552147239263803,0.0552147239263803,0.1022023399862353,0.0533333333333333,0.035540555529147
0.0448968209704406,0.0272039377020276,0.0299312139802937,0.0448968209704406,0.0149656069901468,0.0184675384262445,0.3066666666666667,0.1067484273739918
0.0886781929726715,0.0467234792829856,0.0886781929726715,0.0591187953151143,0.0295593976575571,0.0,0.4000000000000001,0.1353488298394891
0.3159509202453988,0.4161769027328827,0.3159509202453988,0.1053169734151329,0.0,0.1299610002294104,1.0,0.1793189776742564
0.0370886781929726,0.0087937114310902,0.0123628927309908,0.0123628927309908,0.0,0.0152557926129846,0.06,0.0588962304511099
0.1926938092582264,0.0862988539523949,0.1284625395054842,0.0642312697527421,0.0,0.0,0.2266666666666666,0.0565194657032846
0.0167317345231455,0.0013223626212165,0.0,0.011154489682097,0.011154489682097,0.0068823124569855,0.0,0.0050228961670707
0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0
0.0560513106525376,0.0221495739053775,0.037367540435025,0.037367540435025,0.0186837702175125,0.0230557467309015,0.1999999999999999,0.0314049848679311
0.0900725041829336,0.0166103438142815,0.0600483361219557,0.0900725041829336,0.0,0.0370497820601055,0.0933333333333333,0.0548874205764446
0.0454545454545454,0.010777255362915,0.0454545454545453,0.0303030303030302,0.0,0.0,0.18,0.0148468571247484
0.5022308979364194,0.3704672347928299,0.5022308979364194,0.3348205986242796,0.3348205986242796,0.6197522367515486,0.56,0.4013088051211357
0.6787506971556051,0.6079635615633265,0.9050009295408068,0.6787506971556051,0.6787506971556051,0.8375774260151411,0.9066666666666668,0.5815626435962035
0.1076408254322364,0.1020863943579194,0.1076408254322364,0.0717605502881575,0.0717605502881575,0.1328286304198209,0.7200000000000001,0.2292627275752246
0.0680423870607919,0.0448133999412282,0.0453615913738612,0.0680423870607919,0.0226807956869306,0.0559761413168157,0.3333333333333333,0.1656763480217394
0.8103736754043502,0.2134880987364091,0.8103736754043501,0.5402491169362335,0.8103736754043502,1.0,0.2,0.2838966265785679
0.071388733965421,0.0188069350573023,0.071388733965421,0.071388733965421,0.0237962446551403,0.0,0.2,0.1392150338292849
0.0850529838259899,0.0537760799294739,0.0283509946086633,0.0567019892173265,0.0,0.0,0.16,0.1045934940026302
0.1447295036252091,0.0457537466940934,0.1447295036252091,0.1447295036252091,0.1447295036252091,0.1785960082587749,0.24,0.1562960498169891
0.1168432794199665,0.0277034969144872,0.077895519613311,0.077895519613311,0.0389477598066555,0.0961229639825647,0.12,0.071572309106178
0.9258226436140546,1.0,0.9258226436140546,0.6172150957427031,0.6172150957427031,0.7616425785730672,0.82,1.0
0.0571667596207473,0.0,0.0190555865402491,0.0381111730804982,0.0,0.0235145675613672,0.0,0.0169225650045158
0.041271611823759,0.0065236555980017,0.013757203941253,0.0,0.0,0.0339527414544619,0.04,0.01373770024243
0.0382041271611823,0.0080517190714075,0.0254694181074548,0.0127347090537274,0.0127347090537274,0.0471438403303509,0.1066666666666666,0.0184120042464863
0.0945343000557724,0.0049808992065824,0.0630228667038482,0.0945343000557724,0.0630228667038482,0.0388850653819683,0.0266666666666666,0.0192517944573846
0.1065253764640267,0.0673523361739641,0.1065253764640267,0.0355084588213422,0.0355084588213422,0.0438173893094746,0.48,0.0376162634089144
0.0435025097601784,0.0022920952101087,0.0290016731734522,0.0145008365867261,0.0,0.0178940123881623,0.0266666666666666,0.0060211373611573
0.0064138315672058,0.0003379371143109,0.0021379438557352,0.0042758877114705,0.0021379438557352,0.0,0.0133333333333333,0.0102993139072427
0.2208588957055214,0.0116367910667058,0.2208588957055214,0.2208588957055214,0.0736196319018404,0.1816930488644183,0.04,0.0421004262331447
0.4461795872838817,0.0822803408756979,0.5949061163785089,0.4461795872838817,0.2974530581892544,0.5505849965588436,0.1866666666666666,0.1492132908684698
0.2752370329057446,0.0290038201586835,0.3669827105409928,0.2752370329057446,0.1834913552704963,0.3396421197522368,0.1066666666666666,0.0985089762481976
0.139431121026213,0.0661181310608286,0.092954080684142,0.0464770403420709,0.0464770403420709,0.0,0.24,0.0517659362076341
0.5593976575571667,0.3978989127240671,0.3729317717047778,0.3729317717047778,0.5593976575571667,0.4601972929571002,0.36,0.2125936841438101
0.0708310094813162,0.0410520129297678,0.0472206729875441,0.023610336493772,0.023610336493772,0.0291351227345721,0.2933333333333333,0.0824578916512177
0.3134411600669269,0.1486335586247428,0.3134411600669269,0.2089607733779512,0.2089607733779512,0.2578573067217251,0.36,0.1444597613728193
0.0571667596207473,0.0045180722891566,0.0381111730804982,0.0381111730804982,0.0190555865402491,0.0,0.04,0.0081919158308377
0.0499163413273842,0.0131501616220981,0.0332775608849228,0.0499163413273842,0.0166387804424614,0.0205322321633401,0.1333333333333333,0.0791462661025811
0.0030674846625766,0.0001616220981486,0.0010224948875255,0.002044989775051,0.0010224948875255,0.0025235145675612,0.0133333333333333,0.0075581118980843
0.0699944227551589,0.0036879224213928,0.0466629485034392,0.0466629485034392,0.0699944227551589,0.0863730213351685,0.0266666666666666,0.0744085817052494
0.1042944785276073,0.0302233323538054,0.0695296523517382,0.1042944785276073,0.0695296523517381,0.0,0.1466666666666666,0.1193769707341034
0.2816508644729503,0.0370996179841316,0.3755344859639337,0.1877672429819668,0.0938836214909834,0.23170451938518,0.1333333333333333,0.1287731140371726
0.0047406581148912,0.0006244490155744,0.0047406581148912,0.0031604387432608,0.0015802193716304,0.0038999770589584,0.1,0.0033750059419118
0.0953708867819297,0.0552747575668527,0.0953708867819296,0.0953708867819297,0.0635805911879531,0.0784583620096352,0.44,0.1654228264486381
0.0404350250976017,0.0095871290038201,0.0134783416992005,0.0134783416992005,0.0134783416992005,0.0166322551043817,0.06,0.0185704552296747
0.4121583937534858,0.2605935938877461,0.2747722625023238,0.2747722625023238,0.2747722625023238,0.508602890571232,0.32,0.0847395858091299
0.1469604015616285,0.0348442550690567,0.1469604015616285,0.0979736010410856,0.0979736010410856,0.0604496444138563,0.18,0.0613680657888482
0.1285554935861684,0.030480458419042,0.0857036623907789,0.0857036623907789,0.0,0.0,0.12,0.0478046616279254
0.1491912994980479,0.0314428445489274,0.0497304331660159,0.0,0.0,0.1227345721495755,0.0533333333333333,0.0629684207190505
0.0744562186279977,0.0196150455480458,0.0744562186279977,0.0496374790853317,0.0248187395426658,0.0306262904335856,0.2,0.1294386081665636
0.0250976017847183,0.0052894504848662,0.0167317345231455,0.0167317345231455,0.0,0.0103234686854783,0.1066666666666666,0.0452694458969117
0.058282208588957,0.0076770496620628,0.0388548057259713,0.0388548057259713,0.0388548057259713,0.0479467767836659,0.0666666666666666,0.0221514474497314
0.1045733407696598,0.0716279753158977,0.1045733407696598,0.0697155605131065,0.0348577802565532,0.0,0.52,0.2078401546481595
0.1246514221974344,0.0525418748163385,0.0831009481316229,0.1246514221974344,0.0415504740658114,0.1025464556090846,0.2133333333333333,0.1033417312354423
0.1600669269380925,0.0506024096385541,0.1067112846253949,0.1067112846253949,0.1067112846253949,0.1975223675154851,0.16,0.0987624978212989
0.0435025097601784,0.0091683808404348,0.0435025097601784,0.0435025097601784,0.0435025097601784,0.0178940123881623,0.16,0.0639666619131371
0.158393753485778,0.0459006758742286,0.1055958356571853,0.158393753485778,0.158393753485778,0.1954576737783895,0.1466666666666666,0.1088241352537592
1.0,0.7639876579488687,1.0,1.0,1.0,0.8226657490250057,0.58,0.6163109442094088
