PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,actual
0.591767164061458,0.21714133062273178,0.9676246812412113,0.617577796155715,0.5147117076688028,0.38753621975337216,0.4084148240391497,0.001055714391435203,0.3566571147555092,0.640972742083071,0.44609428856007394,0.1785222176389534
0.5325630361198935,0.1814549092535392,0.44386013933170476,0.3535629669039177,0.6057150485680616,0.616364446431098,0.2890627484399268,0.1308140015500394,0.38025918267060344,0.6874708143683583,0.3359020170631659,0.1399057406903572
0.39791455556425914,0.2749591452514071,0.05326915241842939,0.39846677447188467,0.4912306399679136,0.5161086332616224,0.4143841073275403,0.0,0.5483595673374113,0.5337188312119402,0.22719730106041264,0.020809015192073
0.5424579998120596,0.0,0.7396078814769356,0.3572413977527088,0.3715042672700294,0.3676452031538844,0.7424118404882019,0.10109465698372924,0.6492241953081872,0.36655758011299666,0.3339848776990439,0.0205457210310599
0.19284415236389477,0.31991019196969045,0.5575070209679134,0.16800471804924128,0.22325962852064302,0.6009135993742257,0.190638231295307,0.41560532048359533,0.4733749928624038,0.2565317648828234,0.6235092518964819,0.0023784239211521
0.5731536002672689,0.04806789201312256,0.9669179401715418,0.17260488871446705,0.0,0.38914715713903436,0.6678384141911331,0.33528308128031276,0.3592085021749589,0.8079533556341685,0.29365081895149514,0.0032560711245293
0.3291711810524203,0.23453691775486485,0.3193144490963617,0.42443944985498444,0.06699406290839258,0.2830410446408822,0.26365808675994246,0.33270782120698056,0.5597817001868889,0.5682795832648556,0.26409670819881287,0.0001843059127092
0.7739096789460878,1.0,0.7820673783036477,0.36241571183787247,0.29347381428840413,0.20459698880366906,0.5263034785902716,0.33912849276227897,0.17687850362986285,0.29925035996667726,0.43154300843487736,0.093829262513055
0.4888606335607243,0.757286856595023,0.5176301632017883,0.44355699310803653,0.219239528696013,0.2937647366691423,0.1448794520321222,0.3431580219774032,0.2764624575355495,0.44264670569484244,0.39005761392981797,0.0366066648528624
0.7718730027064353,0.5973315929022273,0.30620171329486007,0.08286819099528614,0.11222834163302373,0.7003318321966477,0.10866474961980183,0.40655056356852914,0.37854136731340693,0.49243492195598537,0.00024445488504082347,0.0276546633784151
0.7711665983340474,0.5971549502410871,0.3064794097032786,0.08265376980462036,0.11364403210661322,0.6997905815906653,0.10837627126339394,0.4092070762314909,0.37734768938875063,0.4946241687131128,0.0,0.0186148971836301
