AFP,Input,Output,Enquiry,File,Interface,Added,PDR_AFP,PDR_UFP,NPDU_UFP,Duration,N_effort,Resource_4,Generated_Var_2,Generated_Var_4,Generated_Var_10,Effort
0.0901250785310411,0.0823054019566142,0.1059063136456211,0.3571428571428571,0.04331641285956,0.0,0.1106038291605301,0.0526946107784431,0.0488058151609553,0.0426320667284522,0.036144578313253,0.1366392496656835,1.0,-0.0007296167,-0.028853804,0.0032376158,0.1367183206945818
0.0143354846079159,0.000957039557635,0.0016293279022403,0.0031512605042016,0.0653130287648054,0.0260814249363867,0.0037555228276877,0.1880239520958083,0.1692627206645898,0.1501390176088971,0.1927710843373494,0.0754547619483778,0.0,0.001324679,-0.03326487,0.0047241338,0.075539436568121
0.0081672282825975,0.0026584432156529,0.0134419551934826,0.0294117647058823,0.0142131979695431,0.022264631043257,0.0120029455081001,0.0491017964071856,0.0394600207684319,0.0342910101946246,0.0963855421686747,0.0116690175676418,0.0,-0.00015679107,-0.03249369,0.0058567333,0.0117595340147268
0.0138785767319664,0.0160569970225436,0.0114052953156822,0.0084033613445378,0.0131979695431472,0.0,0.005081001472754,0.1497005988023952,0.1453790238836967,0.1566265060240964,0.036144578313253,0.070893403432926,0.0,-9.172794e-05,-0.033433564,0.005656261,0.0588343041359856
0.0161631161117139,0.0098894087622288,0.0,0.203781512605042,0.0067681895093062,0.0,0.0,0.1197604790419161,0.0986500519210799,0.1047265987025023,0.144578313253012,0.0655077030170913,0.0,0.0007021406,-0.033554584,0.005318552,0.0543649485291424
0.0042263978525329,0.0066992769034453,0.0,0.0252100840336134,0.0,0.0,0.0,0.1892215568862275,0.1557632398753894,0.1677479147358665,0.036144578313253,0.0288519665134001,0.0,-5.947519e-05,-0.033723526,0.005710094,0.0239403597464922
0.0039979439145582,0.0025521054870267,0.0,0.0241596638655462,0.0101522842639593,0.0,0.0,0.2395209580838323,0.2139148494288681,0.2289156626506024,0.0602409638554216,0.0348971404495411,0.0,-2.0955107e-05,-0.03384111,0.00572706,0.0289592262886031
0.0050259866354446,0.0,0.0439918533604887,0.0073529411764705,0.0,0.0031806615776081,0.0088365243004418,0.1389221556886227,0.0976116303219106,0.0861909175162187,0.072289156626506,0.0206451849273663,0.0,0.000519612,-0.03363544,0.004506318,0.0207348792907645
0.0061111428408247,0.0,0.0093686354378818,0.0609243697478991,0.0047377326565143,0.0127226463104325,0.0059646539027982,0.1245508982035928,0.1090342679127725,0.1167747914735866,0.0602409638554216,0.0268735459524812,0.0,-0.00011230935,-0.03326957,0.00560359,0.0222918269406894
0.0024558798332286,0.0041471714164185,0.0028513238289205,0.0,0.0,0.0,0.0,0.7724550898203593,0.7580477673935618,0.8146431881371641,0.072289156626506,0.0738610342743043,0.0,0.00035498256,-0.034261376,0.006440278,0.0612887863135143
0.0260437489291221,0.0222245852828583,0.0525458248472505,0.0252100840336134,0.0280879864636209,0.0095419847328244,0.0338733431516936,0.2586826347305389,0.2274143302180685,0.2020389249304912,0.0963855421686747,0.1862829507776291,0.0,0.00033106364,-0.03393054,0.005586309,0.1863574751804227
0.0033125821006339,0.0034028073160357,0.0020366598778004,0.0168067226890756,0.0023688663282571,0.0,0.001840942562592,0.3005988023952095,0.2917964693665628,0.3132530120481928,0.072289156626506,0.0370404293905365,0.0,-4.042813e-05,-0.033843912,0.0057861675,0.030735978312635
0.0108515620538009,0.0,0.0468431771894093,0.0598739495798319,0.0,0.0267175572519083,0.0157584683357879,0.155688622754491,0.1246105919003115,0.1278962001853568,0.072289156626506,0.0550110828188829,0.0,0.0009817006,-0.033516183,0.004689535,0.0478807194929845
0.009537951910446,0.0013823904721395,0.0219959266802443,0.0567226890756302,0.0135363790186125,0.0044529262086513,0.0123711340206185,0.2239520958083832,0.2035306334371754,0.1807228915662651,0.3012048192771084,0.0607631574126655,0.0,0.00064807455,-0.033622406,0.005403501,0.0608491775653002
0.0218173510765891,0.0221182475542322,0.0105906313645621,0.0850840336134453,0.0084602368866328,0.0,0.0027982326951399,0.0167664670658682,0.0176531671858774,0.0185356811862835,0.072289156626506,0.0143435490666617,0.0,-0.00014787423,-0.0328756,0.0056088646,0.0119060702641315
0.0145068250613969,0.0069119523606975,0.0183299389002036,0.1060924369747899,0.0142131979695431,0.0063613231552162,0.012960235640648,0.0383233532934131,0.0332294911734164,0.0287303058387395,0.0240963855421686,0.0161204638297092,0.0,-0.00016898615,-0.032481816,0.005751249,0.0162105725903945
0.0018847449882917,0.0012760527435133,0.0061099796334012,0.0031512605042016,0.0023688663282571,0.0095419847328244,0.0038291605301914,0.7077844311377246,0.4953271028037384,0.4411492122335496,0.0650602409638554,0.0451556174320833,0.0,0.00047717255,-0.034026958,0.0060937083,0.0452430670037
