PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,Effort
0.5105581799289305,0.40026347906242765,0.6812389339493393,0.5241392073656622,0.3896546876369254,0.4755737494227578,0.6027398724635534,0.6816106
0.3260936497344564,0.2842242833420044,0.7597393697735426,0.6504917502256652,0.4820658467611747,0.41912225204545694,0.7172762145809783,0.42639548
0.06795898491107538,0.6305630194133007,0.5075833594520499,0.3463290652326617,0.4662790018139483,0.26902540098462413,0.5873529535934648,0.10579765
0.08808258643618488,0.19125042625905503,0.7049215415530304,0.7695713702721125,0.5177585124990954,0.3367764122762815,0.5807839416585507,0.046195455
0.17491704216040108,0.7538982807266068,0.49090677536873684,0.8649451849468279,0.5895893453288221,0.48722942297750976,0.626615314100301,0.068421565
0.11696087518008001,0.4815682028063254,0.5719183797966085,0.6698211354840581,0.2758587669409831,0.3344549816115796,0.7990007804421222,0.08195778
0.3448363254075675,0.3030166266975266,0.7623085910778621,0.23290889844321155,0.5967923271291462,0.4469773688792276,0.6701372724320587,0.19994013
0.4124733252172722,0.14557910161407572,0.27523038885668255,0.3034149625711696,0.5985441046379312,0.3783810429070556,0.6244207032282901,0.25740293
0.08803325867414241,0.76853063379841,0.6637190741519515,0.38183596545542403,0.5055550457082088,0.41432823797467255,0.6880437240225602,0.062272526
0.268648489825493,0.3669239536121798,0.7067553303050192,0.4439197615293312,0.6528005754930738,0.26951998884433304,0.7847811246594114,0.12931748
0.020929119056086215,0.7028746782296706,0.5723385499382023,0.33661079542636896,0.4701712336432342,0.5815530857917821,0.628602408516503,0.048941568
0.19187682574480264,0.2328425725213663,0.8490314410218833,0.6348091454701609,0.06676990647856068,0.4963277280501899,0.8054158530255282,0.17841066
0.20365161502250137,0.40596119456889734,0.6276716815163249,0.25707768367041967,0.28310373232791863,0.40200514754951455,0.6958443355784011,0.105811074
0.20133869716979197,0.49816947890226104,0.8416308130028012,0.36224439246933826,0.26124498872304164,0.28703133617548704,0.6001801933077505,0.17155108
0.12360466817785733,0.182459351016755,0.7076007210005085,0.7222533005401154,0.5888413943863465,0.3560712134207805,0.6077068391886378,0.061677836
0.09217615140343083,0.6091389991756704,0.5520616947431798,0.27138635883166934,0.4726624188072331,0.4281788312884974,0.7778161057350763,0.10521569
0.4592118392250905,0.1873281048421161,0.0,0.1538064736000993,0.3628556099367104,0.3398672163515703,0.5656754945248063,0.3631778
0.2459622204982206,0.6325768995628696,0.8014015476027031,0.4201686909587856,0.8527546964188982,0.2907227693167783,0.6342813823573205,0.15201707
0.12528439036467698,0.2168588465688559,0.7099077573492497,0.7033369010774969,0.2728023954950174,0.3305893991401838,0.6561202086195448,0.06348774
0.29042253260870404,0.28238087134079054,0.7798116579838807,0.29207169630238444,0.7969952894051623,0.337323783519051,0.7976567602435052,0.10803179
0.40074386680017554,0.34945430560822877,0.7905246399097665,0.35188034107768945,0.6431503838526188,0.43025774058007626,0.6980692786525763,0.3244975
