PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,actual
0.1721538517965947,0.26798221998301963,0.5102141730523042,0.27634712904505254,0.5120435489700075,0.23163266
0.0711869087044292,0.4231304357562101,0.5499084579961702,0.5806762865943845,0.48584678672596665,0.13201644
0.11454076629875722,0.36587864202143094,0.47707731444375284,0.7420648058897312,0.3236410934072578,0.16894871
0.47814603374831777,0.5359372150709675,0.2784239169463673,0.48042421075641484,0.4051085217861411,0.3230477
0.5019707982675689,0.31458472743500604,0.480534624988427,0.6534472222964038,0.3976548101518237,0.38828805
0.5423539780412188,0.37366981040993547,0.376007323874246,0.4890251538333742,0.3147748725320046,0.38516963
0.26285516218684596,0.24118753786635302,0.5683207911310969,0.548776132696074,0.4212687370146686,0.28145403
0.6266097536248704,0.8791217468048088,0.8058219791974854,0.41912511578401107,0.5350417825520988,0.28934222
0.11275136946666627,0.4535060658702926,0.4086896950002497,0.4107965568394225,0.36811585853039125,0.14196084
0.11840920058902296,0.4106424982006074,0.5949431265837954,0.46429140826620424,0.5835715246837114,0.17934555
0.03270068237682364,0.4284781464572835,0.581319808443146,0.6354320152125822,0.5046154272861935,0.10081725
0.0784307329501854,0.3453558242440545,0.4870340250293532,0.5656565847193927,0.401124444787732,0.15133715
0.1330297913321904,0.3183710901253846,0.5970450394780378,0.5919415955747983,0.4514882630187661,0.17574936
0.3394313040333507,0.39687211203818445,0.27076862665202234,0.5514565168232566,0.26061247745906335,0.31854755
0.16320927852022288,0.434027710121744,0.5195918255168543,0.46284960498102606,0.391772897684469,0.17256099
0.08444994047459342,0.32979050994101683,0.5081637709097047,0.48305357381346203,0.5092226307084076,0.14844657
0.2783858196282347,0.31187808037829046,0.7080714438577113,0.27697133066536594,0.6540528910134201,0.28526378
0.532789730055494,0.7679399500711148,0.360990602257555,0.5552142405029037,0.5218944861764055,0.27650172
0.24395722193645486,0.29631746229496925,0.38035842242630225,0.6597334389806999,0.1788136767663786,0.2610924
0.12401982858478974,0.31739552001122595,0.5259656887923975,0.48033300248290933,0.5415094132574577,0.1884346
0.148002027394688,0.5129890495233568,0.5898995181531765,0.5690875322858533,0.5746542471305977,0.15300743
0.18312569710016463,0.4880018044227167,0.3106566216184421,0.44050245731137694,0.4242132461850968,0.18763171
0.4988287465007617,0.5202108232809894,0.614942331972306,0.5163068447456987,0.18424847682196288,0.27800706
0.3419919294543826,0.22361795131788026,0.37789406211148646,0.5921512434217231,0.48382913410495343,0.35440254
0.17477679358941872,0.3419420841383881,0.34196235855735946,0.20887081087502424,0.5588961094600255,0.19532911
0.49051807716882945,0.20212305225285512,0.10732464408687198,0.6675169033312962,0.5882663866046977,0.45074454
0.38569817916832616,0.3453288213081015,0.6987992564303256,0.31003453276103327,0.3858244119966996,0.28298962
