PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,actual
-2.32748322923029,-1.1827005125017407,4.657333207718586,0.09492084768242393,0.45480121996392925,-0.8314975159359509,-1.3526212503456305,0.5592209607711357,-0.4682707600064146,0.45084031534406993,-0.07224396886429418,2040.0
-3.792996614391909,0.8689709595284626,0.9061529413830873,-0.8183210714581451,0.594773374148007,0.5411771350034593,-1.227156967690141,0.5175465075564154,-0.36769387681892457,0.5189211633810343,-0.09835156138388544,1600.0
-2.5441597593424405,-0.15875018003178112,-1.9763756204091147,0.2801978524175367,0.5373793531515177,0.11415762652685206,-1.3301160757790904,1.5597094471166073,0.1413204675072291,0.2539148029803537,0.04330631189810074,243.0
-3.5066738070903405,-2.3536639114335327,1.9636968931389815,-1.6143518068826754,0.8885060959858716,-1.183526350590845,-0.23743578092707998,1.531250868080759,0.7411610945488302,-0.34314975016095556,0.31697810374720115,240.0
-1.1244510408121127,-1.9587514171674798,-0.34798060574615464,-1.1987054471613638,-0.14390825314992095,0.7229018805897302,-0.10082017233982739,-1.1520806606106087,0.215269912421764,-0.7695133394377233,1.0506793856347831,33.0
-2.1546397771029753,-3.1929356543782097,2.3904291947423797,-2.7492943980432956,1.1751152993065803,-1.3785344730309588,1.3221414042597612,-0.7486513970972125,-0.2757270814880828,0.6488890482887731,-0.24511967867611978,43.0
-1.7334940913724042,-2.357690289258169,-1.5648374784457446,0.6878610867025572,-0.0883381537377313,-0.673262890781722,0.17804706043974303,-0.43046362063105004,0.19444357735286563,0.08301160529213325,0.2112041444045814,8.0
4.82273663978009,2.7019538186364698,2.1026165858331094,-0.5791115165046484,0.28476780364446713,-1.481474296389447,0.2887842736975482,0.30508711597897803,-0.6357795464132397,-0.6669095683279072,1.0293223434057706,1075.0
2.374073990758041,0.8610060843813194,0.24671480384189226,0.7010079836098561,-0.1146023830128495,-0.6292094966808209,-0.31271066519393564,-0.8064810716663249,-0.6639743960285096,-0.4555437477617678,-0.2683671497045649,423.0
1.7834097048405952,1.1126166345913806,-1.5248546838279726,-1.7566563213283655,1.912656787352587,0.8365756802092913,0.019530432858768633,-0.9977346893861788,-0.3910742815195959,-0.48615002234865334,-0.9862053694679527,321.0
1.762680651345274,1.1405198743907268,-1.5213537656515748,-1.755674529184563,1.906064579759622,0.8376619080327687,0.02618233833317659,-1.0033832028601664,-0.3931668154699928,-0.4835557506718254,-0.9865781641539915,218.0
0.9537081294491857,0.02933957315843276,-1.6881635462454532,-0.5800623553968932,-0.17838910453854553,1.0561686070102465,0.548882640700761,0.11030730388558646,-0.04545759491515054,0.026271003759236487,-0.722763800020381,201.0
