Transactions,PointsAdjust,Effort
0.18669814,0.1660658799639528,0.22334105
0.21066877,0.21525245291514716,0.24683927
0.47424644,0.4611010576660635,0.4814847
0.25027525,0.15060760903645656,0.22153914
0.13448265,0.15378378922702737,0.17527497
0.1813511,0.10037473602248416,0.24257384
0.13587701,0.12036762722205763,0.15629196
0.30926192,0.2294537537672252,0.307944
0.08189351,0.09516445570986734,0.10603838
0.20837256,0.22729101363746082,0.22443268
0.0686184,0.049861322991679384,0.0958992
0.24381539,0.2761025565661534,0.3163721
0.33601105,0.15461385927683155,0.3743842
0.1842325,0.0549142732948564,0.27384135
0.24592443,0.16271444976286698,0.26683253
0.24554312,0.13223355793401348,0.27343127
0.2866367,0.1899255513955331,0.22541717
0.3269931,0.30488123829287433,0.35361335
0.68440175,0.6522625391357524,0.68601775
0.1341037,0.1317377779042667,0.18692838
0.1448786,0.11223132073387924,0.18277496
0.25695658,0.19350706161042372,0.25743392
0.22816586,0.15264939915896394,0.22301601
0.5577212,0.4759629285577758,0.5774462
0.63399273,0.5898114353886861,0.6463675
0.11624911,0.1358980481538829,0.112983264
0.29093271,0.29764698785881927,0.3180468
0.17069437,0.23928940435736426,0.25065392
0.18857145,0.14743441884606512,0.22031587
0.35325962,0.219703183182191,0.35187963
0.2681137,0.17119844027190642,0.24672168
0.2722519,0.14910553894633233,0.25359577
0.13061354,0.17232325033939502,0.23897988
0.25924575,0.21603329296199758,0.27245134
0.29316363,0.23446938406816306,0.37579173
0.22071019,0.1646405698784342,0.19873229
0.24930467,0.08781853526911212,0.32645312
0.26920503,0.1824267909456075,0.24548186
0.3281216,0.1846031310761879,0.28189766
0.25514707,0.11636186698171203,0.22893229
0.24345087,0.11457819687469181,0.2029967
0.29264414,0.3502555710153343,0.36864236
0.24651895,0.26541997592519856,0.297544
0.24867275,0.24254484455269068,0.26942617
0.2923354,0.3108122186487331,0.32719916
0.28397307,0.23690596421435786,0.3172103
0.604042,0.5929225355753521,0.5968138
0.17085086,0.21648937298936238,0.25712147
0.348313,0.35876542152592533,0.4021399
0.086479746,0.07180494430829666,0.11513753
0.268382,0.29237107754226466,0.32719684
0.38235897,0.34735768084146085,0.39000335
0.2486058,0.17077744024664643,0.24003884
0.19553335,0.17623297057397824,0.20597619
0.2598533,0.1898275713896543,0.27005598
0.42186284,0.42939772576386354,0.44531265
0.32855695,0.37489157249349436,0.37540188
0.18179327,0.2514807150888429,0.26633123
0.1898565,0.18745641124738469,0.21338902
0.31693077,0.16866536011992161,0.2706069
0.15684739,0.164899149893949,0.20250686
0.17199886,0.19160935149656108,0.22476204
0.28439516,0.09634957578097454,0.30373862
0.19694316,0.21342869280572158,0.24228814
0.26298922,0.1650173799010428,0.21579999
0.26248977,0.3195900791754048,0.34400132
0.25928915,0.17765681065940864,0.20566027
0.54605335,0.54639883278393,0.5382243
0.1310744,0.14624108877446532,0.15052366
0.2527852,0.21124650267479017,0.2860538
0.27965227,0.22781857366911443,0.2807144
0.2466514,0.2777122766627366,0.3301989
0.28411713,0.16992291019537462,0.29832852
0.09024784,0.09245482554728952,0.16104448
0.19973916,0.16331363979881838,0.22563395
0.48140693,0.47732218863933135,0.48616675
0.42547554,0.47778498866709934,0.3731596
0.24290705,0.20816713249002797,0.24546929
0.44658178,0.4639304278358257,0.47378927
0.055145785,0.08784093527045611,0.117488764
0.5424782,0.5121094907265695,0.5518133
0.23836033,0.3098023185881391,0.30909455
0.22608876,0.10454140627248439,0.20701529
0.15054338,0.15099926905995614,0.1860778
0.35225654,0.20951069257064156,0.3402032
0.33211398,0.3753375625202538,0.40007895
0.32167488,0.3533388012003281,0.3731833
0.2259118,0.15153155909189353,0.26356077
0.28705412,0.1899065113943907,0.26692998
0.24286477,0.29049981742998904,0.31045946
0.78112614,0.8014945880896753,0.765561
0.34490046,0.22720234363214065,0.33030355
0.29386878,0.15633330937999856,0.24679622
0.19138293,0.19403095164185713,0.24623288
0.5812301,0.5891389053483344,0.572959
0.22224319,0.1422785885367153,0.22496095
0.16005883,0.17964051077843066,0.20871386
0.09619312,0.07188749031324942,0.10518538
0.28375328,0.1330246979814819,0.28745142
0.13453563,0.16254090975245458,0.19393207
0.07827202,0.06712415402744924,0.14804786
0.16179214,0.06950456417027386,0.25861168
0.40206176,0.4293598257615896,0.4457079
0.24700883,0.15473370928402255,0.23385479
0.2736253,0.3103713886222833,0.3340241
0.17347263,0.2476165748569945,0.25323066
0.2933529,0.270594716235683,0.31780255
0.19129333,0.20916894255013657,0.22829822
0.08441587,0.10062797203767833,0.12179181
0.3995775,0.36597397195843834,0.41952842
0.31342724,0.24151989449119368,0.3186209
0.32545474,0.17721040063262403,0.27633354
0.29498845,0.12115657726939465,0.2805331
0.6198618,0.5778437046706223,0.63977206
0.10556363,0.1581564094893846,0.14957853
0.16951299,0.12864752771885166,0.2145309
0.3492415,0.3322313599338816,0.3286245
0.111185595,0.07263151435789086,0.13322143
0.15751134,0.11603344196200653,0.20979047
0.2506729,0.1663895099833706,0.2515012
0.13667883,0.14595857875751475,0.17585357
0.19760044,0.16078973964738438,0.2755351
0.20244199,0.14851531891091915,0.20440519
0.06632131,0.1409513084570785,0.1699388
0.24844418,0.1383692383021543,0.22913925
0.3382956,0.36741059204463555,0.37881848
0.2660733,0.14224191853451512,0.2567802
0.26262933,0.2443856146631369,0.26867762
0.33015424,0.287453817247229,0.3163614
0.13372998,0.14213912852834773,0.19821803
0.23405112,0.12593225755593546,0.25105396
0.2634252,0.28275485696529146,0.15786666
0.53015035,0.46336932780215967,0.5247541
0.7878338,0.7432531445951887,0.76413697
0.10116205,0.1425653785539227,0.16733754
0.48667037,0.3446263906775835,0.5455313
0.66160065,0.6857996411479784,0.6742306
0.5144793,0.5125483307528999,0.5323978
0.31060877,0.26410701584642093,0.36781895
0.64160365,0.6138095068285704,0.67192125
0.16553512,0.1395536283732177,0.17171332
0.3835892,0.31642849898570996,0.37142402
0.19036946,0.1618476897108614,0.27401578
0.23457,0.26648937598936256,0.2763369
0.26442647,0.2891619973497198,0.29515025
0.086781934,0.09926498595589917,0.10361225
0.17089802,0.22499638349978301,0.22218074
0.16261938,0.14546536872792212,0.16049685
0.20500693,0.2136365628181938,0.2134302
0.10619922,0.11862964111777848,0.13234942
0.36109352,0.3466114207966853,0.37462047
0.4111191,0.427439565646374,0.4399747
0.20744874,0.12104124726247484,0.20759274
0.24427506,0.16604942996296582,0.24664807
0.046616934,0.0792594597555676,0.10928195
0.20805039,0.17543977052638624,0.21398965
0.19701031,0.1634975798098548,0.18949074
0.34500152,0.20253646215218774,0.30945176
0.19552153,0.23457984407479063,0.23284715
0.53915983,0.522468231348094,0.5625918
0.21541685,0.15551011933060718,0.20923047
0.174469,0.18523299111397945,0.20751004
0.29084742,0.24305891458353487,0.3234518
0.24248424,0.25740501544430094,0.2629002
0.16126125,0.15448882926932975,0.1930526
0.14987458,0.1624848097490886,0.22763272
0.04591188,0.045455566727334,0.05769793
0.2301043,0.16604498996269942,0.25183678
0.32311887,0.3003470480208229,0.34359482
0.2552613,0.08742937524576253,0.27202553
0.26050746,0.24286924457215467,0.30475476
0.29285327,0.15266370915982258,0.27568117
0.047635898,0.09212635552758133,0.10933472
0.12123927,0.10308279618496777,0.10733553
0.34700364,0.3292639197558352,0.40559602
0.13757452,0.1390340383420423,0.26083183
0.36760858,0.3982677438960646,0.39536703
0.12944353,0.07279000436740025,0.119852506
0.37463242,0.3549722212983333,0.3800925
0.3712309,0.3162159489729569,0.3670398
0.25836518,0.2215481432928886,0.27829677
0.1590411,0.165200149912009,0.17599566
0.16990417,0.12349284740957085,0.15330017
0.08163443,0.14590400875424053,0.14530739
0.32810766,0.13233739794024388,0.32249063
0.25560498,0.160399449623967,0.23164411
0.25827497,0.18622025117321508,0.27204806
0.24708197,0.2516047150962829,0.24515215
0.32638314,0.13492852809571168,0.3188113
0.1468967,0.11623439697406383,0.1609465
0.3568279,0.28972537738352266,0.35658386
0.15502995,0.15538348932300936,0.1923871
0.26168448,0.277396616643797,0.30247357
0.26135522,0.30936439856186393,0.23060574
0.27636874,0.20799338247960297,0.26750633
0.4578414,0.4151691749101505,0.46069607
0.66117865,0.6969058918143536,0.6712707
0.14452133,0.1700479802028788,0.21413898
0.2873128,0.214241232854474,0.2685431
0.24571605,0.1698800901928054,0.20471886
0.4105127,0.32513399950803995,0.4164334
0.21312696,0.14866477891988675,0.2474949
0.228919,0.23746645424798726,0.25084004
0.19941285,0.057413488444809306,0.21961395
0.75713396,0.755932615355957,0.76869005
0.14427726,0.21977481318648878,0.24102028
0.11095618,0.1662295299737718,0.17488578
0.14260668,0.07201348432080906,0.15216959
0.2513428,0.23910108434606506,0.2752683
0.36153892,0.34296077057764623,0.3649817
0.25852314,0.17218751033125063,0.2345756
0.28162897,0.274284316457059,0.2372744
0.3909952,0.36918618215117094,0.40167508
0.16801359,0.12380940742856444,0.16780108
0.34969446,0.25694461541667696,0.350046
0.49012434,0.541938032516282,0.56588084
0.06873244,0.10158321609499296,0.14111035
0.68436533,0.6972862418371745,0.70031905
0.12458156,0.10189410211364613,0.12696987
0.35763654,0.2482499048949943,0.35796714
0.6097223,0.6095472965728379,0.6253743
0.2815712,0.3027423781645427,0.28084382
0.22689341,0.17834231070053866,0.21619917
0.15863189,0.10314231218853874,0.20040932
0.0927099,0.1407385084443105,0.17015202
0.2125583,0.27285991637159496,0.28439924
0.23743567,0.15651380939082857,0.26837978
0.07715692,0.13186547791192868,0.15762109
0.37706262,0.3183167490990049,0.36825103
0.13689555,0.14896572893794374,0.16413149
0.04003138,0.028622091717325503,0.20251676
0.17267187,0.06747703404862204,0.20037849
0.25925228,0.21676525300591518,0.27513292
0.22032286,0.17413315044798902,0.21883664
0.15758649,0.18474189108451347,0.2221473
0.11708222,0.1406786984407219,0.17108686
0.26936716,0.20319466219167975,0.2801312
0.4618277,0.4779026786741607,0.46592215
0.50963986,0.41659232499553955,0.5235294
0.31856537,0.32523831951429916,0.33408192
0.43631095,0.42343512540610756,0.42642775
0.18378788,0.16159357969561478,0.189141
0.42901647,0.3754012225240734,0.40416247
0.21977448,0.25721909543314575,0.28145686
0.22227472,0.2143564128613848,0.2607544
0.86501926,0.8728803923728236,0.8509817
0.60770017,0.6382593882955633,0.64518374
0.2145373,0.2538789952327397,0.2851223
0.11015572,0.05161649309698959,0.092759594
0.36959118,0.2932101375926083,0.34807727
0.28400183,0.24148954448937268,0.31231612
0.13802865,0.11052016063120963,0.17942786
0.13107419,0.12765618765937128,0.23682348
0.24322523,0.20117177207030634,0.22798999
0.59970117,0.6291134377468063,0.5763092
0.17638193,0.20626589237595355,0.21837881
0.22584063,0.14868988892139334,0.2152092
0.122125864,0.09721439183286351,0.1416343
0.21655229,0.24107171446430287,0.2626613
0.54910964,0.46722328803339724,0.5258514
0.3064235,0.3001333180079991,0.30483094
0.13202165,0.08443724106623447,0.119316645
0.027230017,0.04521050271263016,0.11293786
0.126472,0.13017815781068948,0.20189087
0.049829222,0.05694024341641461,0.14336932
0.14892481,0.1067162764029766,0.13847739
0.35818106,0.323966399437984,0.3582609
0.7438294,0.7170534430232065,0.72333527
0.19989109,0.1967350518041031,0.21749194
0.30225813,0.1601770096106206,0.28146118
0.12592171,0.14527810871668653,0.1650559
0.13173151,0.09556317573379056,0.17519806
0.12737168,0.15538248932294935,0.16499266
0.11830376,0.15286297917177874,0.22795151
0.11639938,0.04055186943311217,0.10868925
0.21925625,0.23198708391922504,0.23580492
0.2558341,0.21770547306232838,0.24569272
0.16669527,0.15675387940523275,0.18770748
0.51337165,0.3378634402718064,0.5906687
0.30840215,0.31716131902967915,0.32926565
0.38505703,0.4430204565812274,0.4488902
0.14169267,0.15232767913966075,0.20965613
0.41564852,0.42868187572091254,0.41649038
0.09813891,0.1391384983483099,0.11192976
0.36361057,0.2503736750224205,0.3781609
0.3838061,0.4114872746892365,0.43074703
0.2452261,0.11918277215096633,0.22189908
0.22944435,0.1447384486843069,0.28732893
0.45947862,0.47480842848850574,0.49223867
0.09628502,0.08954512137270727,0.124346614
0.47791678,0.4292443257546596,0.4830241
0.1804282,0.09258807555528453,0.23217174
0.09935431,0.1322088779325327,0.18038018
0.15359947,0.1623213397392804,0.18597832
0.33481547,0.2788870467332228,0.3187024
0.4093377,0.26656334599380077,0.43613577
0.62943906,0.5949138356948303,0.6102156
0.33170784,0.266321715979303,0.323894
0.2175912,0.1407807384468443,0.24713442
0.14762126,0.1945600016736001,0.22101292
0.23310378,0.14485010869100653,0.25515088
0.232887,0.2218143933088636,0.2719757
0.3565231,0.20322854219371253,0.44326243
0.30674246,0.23612818416769105,0.25021237
0.10008388,0.07813463068807784,0.12688418
0.17660464,0.19625803177548193,0.23672312
0.23602754,0.2175408630524518,0.2665949
0.32586214,0.25197771511866296,0.29829228
0.13754897,0.12454194747251686,0.21502514
0.30967802,0.23354685401281125,0.3134259
0.36856097,0.3813542928812576,0.37101054
0.37574512,0.3458571207514272,0.37372124
0.18928453,0.12875280772516848,0.26436126
0.1907464,0.1371993082319585,0.2051949
0.18569171,0.13734294824057688,0.17978631
0.45952797,0.49038666942320014,0.46188396
0.22605328,0.20156289209377354,0.2504745
0.13520683,0.14608850876531054,0.17551081
0.08873827,0.09213068552784114,0.12437871
0.2755552,0.272486316349179,0.2951207
0.22528481,0.23886044433162668,0.24581589
0.29998946,0.3048671682920301,0.3267595
0.23428452,0.1294879677692781,0.2694493
0.4893319,0.42988967579338055,0.4670357
0.055843662,0.07410052444603148,0.09381861
0.090369634,0.1106407266384436,0.1853808
0.23504253,0.13253610795216647,0.23467815
0.22282873,0.11555511693330703,0.2569887
0.12393865,0.07314189438851366,0.17936336
0.18691447,0.17557780053466804,0.21219575
0.38572657,0.4119016747141005,0.40294486
0.26149493,0.18360071101604267,0.23767763
0.2641442,0.2813464568807874,0.3030611
0.19485742,0.2493272749596365,0.2659672
0.22781387,0.18606821116409267,0.2437179
0.05846871,0.109860916591655,0.12929717
0.060138125,0.1384033683042021,0.16584742
0.26153916,0.31154681869280915,0.33481798
0.2511652,0.20138703208322192,0.24229495
0.14687037,0.1735824304149458,0.17955379
0.3278606,0.3328135199688112,0.35675335
0.18902847,0.15290006917400417,0.10572873
0.32542273,0.3813084928785096,0.37756205
0.24314845,0.19415128164907688,0.257134
0.1323046,0.106933416416005,0.16308586
0.32948232,0.15304303918258236,0.29358193
0.10751103,0.0815896348953781,0.13995309
0.19896516,0.22403696344221782,0.23977447
0.33493745,0.1659436799566208,0.3228844
0.1881339,0.1440762486445749,0.22244282
0.17571045,0.1084782265086936,0.15851322
0.49198538,0.4651937779116267,0.5098295
0.5089758,0.45622476737348605,0.500784
0.119408265,0.15134898908093936,0.1894369
0.24330427,0.23021429381285763,0.2927383
0.18869019,0.07376391442583487,0.21754692
0.15642741,0.12101902726114165,0.17507511
0.26020968,0.19956111197366672,0.25388095
0.3420918,0.262982715778963,0.36557418
0.15437263,0.1882687112961227,0.23188137
0.14574349,0.17405898044353885,0.22598001
0.12768918,0.10829686649781199,0.14258121
0.22462644,0.12942365776541948,0.25539345
0.43312275,0.4722609283356557,0.47557795
0.51897717,0.5387495323249719,0.5615753
0.13619193,0.12814511768870707,0.18541741
0.49049503,0.4966710298002618,0.50596696
0.02239149,0.06167685570061134,0.1478721
0.36337358,0.4070601444236087,0.42414698
0.28875226,0.1330394079823645,0.2402755
0.29209462,0.1120949567256974,0.27790788
0.5131684,0.47980082878804975,0.5363379
0.046380654,0.030657811839468713,0.12888178
0.22135392,0.23378150402689027,0.25503376
0.14401294,0.07262625435757526,0.2242077
0.44327492,0.3181233890874034,0.48866737
0.25911808,0.14076710844602652,0.24280708
0.35446197,0.3775237426514246,0.38257942
0.22997312,0.1667364200041852,0.20502909
0.097814076,0.14076683844601032,0.10444517
0.23101422,0.25948674556920476,0.24494998
0.10698388,0.0705364982321899,0.15365493
0.11599097,0.17519181051150864,0.19236298
0.1649843,0.18954917137295027,0.2062993
0.42686623,0.44848730690923844,0.47227305
