rely,data,cplx,time,stor,virt,turn,acap,aexp,pcap,vexp,lexp,modp,tool,sced,loc,MI_loc_aexp,MI_loc_data,MI_loc_stor,MI_aexp_data,actual
0.3312635,0.049358726,0.24133544,0.5091969,0.560511,0.1532802,0.028487071,0.084046096,0.056806453,0.011471197,0.6893722,0.78921473,0.24356315,0.21724758,0.22669631,0.1971619,0.040164642,0.20234367,0.76644915,0.084743276,0.74842143
0.118471384,0.22415155,0.031019092,0.277494,0.30097055,0.24188754,0.25607786,0.3454435,0.25354612,0.26611805,0.8478855,0.5182731,0.48232406,0.48045808,0.24162439,0.07822138,0.22261396,0.35479915,0.8255916,0.23217869,0.39176202
0.38997567,0.16889817,0.33717692,0.528508,0.574785,0.32724205,0.10391038,0.17717864,0.13789141,0.16703284,0.44054097,0.5295252,0.24560583,0.22305141,0.49199125,0.5166071,0.18606856,0.08421588,0.5498833,0.17729801,0.40020102
0.22060591,0.14960328,0.06438626,0.38872004,0.42478076,0.12386814,0.13301525,0.2871991,0.18626228,0.1819686,0.7892005,0.4911876,0.41120756,0.43761045,0.16861737,0.37162113,0.106888436,0.24771342,0.8757391,0.15314433,0.35086542
0.3547312,0.23214015,0.24573268,0.50738674,0.542449,0.37387326,0.14525431,0.24571261,0.20114857,0.24033391,0.482391,0.56202626,0.31618476,0.2711156,0.58990693,0.46021807,0.16896427,0.18311194,0.56249803,0.3068048,0.37787366
0.24646296,0.22210106,0.15361705,0.4285893,0.45955962,0.26285687,0.22654837,0.32288566,0.20544589,0.2641764,0.55230427,0.39151996,0.40651602,0.4143703,0.2746583,0.3996694,0.24725753,0.31019285,0.6868632,0.17913142,0.4436347
0.5571222,0.16652068,0.43955272,0.7147647,0.71670413,0.38671514,0.060572542,0.08798976,0.08381317,0.1143769,0.50101864,0.7894137,0.18487555,0.14922805,0.46038064,0.37837034,0.24996173,0.20354152,0.54609,0.22501901,0.7408892
0.12217942,0.2509536,0.02390603,0.27105406,0.29153728,0.25653175,0.26266974,0.37632912,0.28255358,0.27976668,0.8428343,0.49096125,0.49620795,0.50433344,0.3054202,0.16623195,0.22779521,0.32558438,0.81214905,0.27871564,0.34662414
0.19649161,0.11119281,0.076947615,0.37016442,0.4284025,0.084329754,0.11982847,0.23766732,0.13321018,0.12588146,0.7336187,0.55990195,0.38308203,0.393063,0.11868662,0.20714574,0.08187235,0.29131794,0.8479204,0.096347675,0.45584613
0.92437947,0.3885499,0.8776728,0.8845458,0.95867455,0.845243,0.1540702,0.043345984,0.13079223,0.27743453,0.09192461,0.6992314,0.03372115,0.044542424,0.91595757,0.46598607,0.64033806,0.11960569,0.094441175,0.40207398,0.5208399
