rely,data,cplx,time,stor,virt,turn,acap,aexp,pcap,vexp,lexp,modp,tool,sced,loc,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,Generated_Var_7,Generated_Var_8,actual
0.2,1.0,0.0,0.0,0.1071428571428572,0.6511627906976741,0.7142857142857147,0.64,0.6595744680851061,0.6527777777777778,0.645161290322581,0.2631578947368424,1.0,0.6585365853658539,0.173913043478261,0.0967056323060573,1.0,0.0,1.0,0.38336214,0.0,0.8793519,0.015952412,1.0,0.1785222176389534
0.2,1.0,0.1578947368421052,0.0,0.1071428571428572,0.3023255813953488,0.7142857142857147,0.3866666666666667,0.1914893617021278,0.4166666666666667,0.0,0.0,0.666666666666667,0.4146341463414635,0.0,0.2534973258305604,0.54673517,0.44330302,0.5988001,0.5074225,0.39949134,0.4801084,0.5313187,0.64282507,0.1399057406903572
0.3846153846153847,1.0,0.1578947368421052,0.0,0.0,0.0,0.2499999999999999,0.2,0.0,0.2222222222222222,0.0,0.0,0.2142857142857144,0.1951219512195123,0.0,0.1132558666225327,0.3165511,0.6931834,0.37324354,0.5239176,0.6510094,0.3204094,0.69464415,0.3836856,0.020809015192073
0.0,1.0,0.0,0.0,0.0,0.0,0.4642857142857144,0.64,0.1914893617021278,1.0,0.3225806451612903,0.0,1.0,0.4146341463414635,0.173913043478261,0.0505391892127314,0.92735445,0.1892036,0.8898681,1.0,0.04971004,0.89291364,0.36727116,0.8671691,0.0205457210310599
0.2,0.0,0.3157894736842105,0.0,0.0,0.0,0.4642857142857144,0.3866666666666667,0.3829787234042554,0.2222222222222222,0.0,0.0,1.0,0.4146341463414635,0.0,0.0122123307956307,0.21750025,0.72151965,0.22068608,0.6041352,0.7019031,0.22606249,0.9367705,0.3392952,0.0023784239211521
0.0,0.272727272727273,0.1578947368421052,0.0,0.3749999999999999,0.3023255813953488,0.4642857142857144,1.0,0.3829787234042554,1.0,0.0,0.0,1.0,0.6585365853658539,0.0,0.0017595512273305,0.81880236,0.22679058,0.81348884,0.828459,0.0956822,0.7135975,0.4215419,0.87679726,0.0032560711245293
0.0,0.272727272727273,0.3157894736842105,0.0,0.0,0.0,0.0,0.3866666666666667,0.3829787234042554,0.4166666666666667,0.0,0.0,0.2142857142857144,0.1951219512195123,0.0,0.004285639623003,0.254627,0.7718236,0.22371319,0.6440302,0.7454548,0.35611573,0.8582382,0.2630932,0.0001843059127092
0.6153846153846153,0.0,0.6315789473684211,1.0,1.0,1.0,0.4642857142857144,0.0,0.1914893617021278,0.4166666666666667,1.0,1.0,0.666666666666667,0.6585365853658539,0.347826086956522,0.0174387205797808,0.7860122,0.18138158,0.7788946,0.20959365,0.25597867,0.7355076,0.0,0.7621893,0.093829262513055
0.6153846153846153,0.0,0.6315789473684211,0.4545454545454546,0.3749999999999999,0.6511627906976741,0.4642857142857144,0.2,0.3829787234042554,0.2222222222222222,0.645161290322581,0.6315789473684218,0.2142857142857144,0.4146341463414635,0.0,0.0244072402919809,0.37451944,0.53520304,0.38393593,0.14569585,0.6296473,0.3441845,0.42130843,0.4355205,0.0366066648528624
1.0,0.0,0.6315789473684211,0.1666666666666668,1.0,0.3023255813953488,0.7142857142857147,0.2,0.0,0.2222222222222222,0.0,0.2631578947368424,0.4285714285714286,0.4146341463414635,0.0,0.0235361753279559,0.058882043,0.8422702,0.14422296,0.18995294,0.90996754,0.00017923294,0.8154804,0.12801285,0.0276546633784151
1.0,0.0,0.6315789473684211,0.1666666666666668,1.0,0.3023255813953488,0.7142857142857147,0.2,0.0,0.2222222222222222,0.0,0.2631578947368424,0.4285714285714286,0.4146341463414635,0.0,0.026149370220031,0.05870826,0.84284675,0.14411488,0.18955088,0.91031104,0.0,0.8148819,0.12745461,0.0186148971836301
0.6153846153846153,0.0,0.6315789473684211,0.1666666666666668,0.1071428571428572,0.3023255813953488,0.4642857142857144,0.2,0.0,0.2222222222222222,0.3225806451612903,0.0,0.2142857142857144,0.4146341463414635,0.347826086956522,0.0305046950401561,0.23325014,0.6791524,0.24630451,0.2926162,0.73193765,0.20435941,0.73167443,0.33500215,0.0171228969378889
0.6153846153846153,0.0,0.6315789473684211,0.1666666666666668,0.1071428571428572,0.6511627906976741,0.4642857142857144,0.0,0.3829787234042554,0.0,0.645161290322581,0.2631578947368424,0.0,0.4146341463414635,0.0,0.0200519154718558,0.22349143,0.6870183,0.2446876,0.15697442,0.752005,0.18757096,0.577817,0.3179091,0.0064156010566872
0.6153846153846153,0.0,1.0,0.4545454545454546,1.0,0.6511627906976741,0.4642857142857144,0.2,0.3829787234042554,0.0,0.645161290322581,0.6315789473684218,0.666666666666667,1.0,1.0,0.0008884862633055,0.4566929,0.42609063,0.5694664,0.07705091,0.5263904,0.31837285,0.3290957,0.552156,0.0047480713702705
1.0,0.0,0.6315789473684211,0.4545454545454546,0.1071428571428572,0.6511627906976741,0.0,0.2,0.6595744680851061,0.2222222222222222,1.0,1.0,0.2142857142857144,0.4146341463414635,1.0,0.001672444730928,0.6829197,0.3237454,0.6418271,0.51189256,0.3867198,0.75992435,0.24433438,0.7025324,0.0048358360906082
1.0,0.272727272727273,0.6315789473684211,0.4545454545454546,1.0,0.3023255813953488,0.0,0.2,0.3829787234042554,0.2222222222222222,0.3225806451612903,0.2631578947368424,0.4285714285714286,0.4146341463414635,0.0,0.003588787651783,0.16239293,0.7478664,0.19415988,0.08205275,0.819077,0.12449171,0.6224651,0.28923917,0.0029927769635162
1.0,0.272727272727273,0.6315789473684211,0.4545454545454546,1.0,0.3023255813953488,0.0,0.2,0.0,0.2222222222222222,0.3225806451612903,0.2631578947368424,0.4285714285714286,0.4146341463414635,0.0,0.0014111252417205,0.21924075,0.6779457,0.26041752,0.11922613,0.7572675,0.17831579,0.60809034,0.3777418,0.0002720706330469
0.6153846153846153,1.0,0.4736842105263157,0.4545454545454546,0.3749999999999999,0.3023255813953488,0.7142857142857147,0.2,0.3829787234042554,0.4166666666666667,0.3225806451612903,0.2631578947368424,1.0,0.6585365853658539,0.347826086956522,0.2770160798592359,0.792413,0.25565746,0.7532468,0.6444934,0.24321695,0.8565796,0.37340927,0.76092,1.0
0.6153846153846153,0.636363636363637,0.3157894736842105,0.1666666666666668,0.3749999999999999,0.0,0.2499999999999999,0.0,0.1914893617021278,0.4166666666666667,0.3225806451612903,0.2631578947368424,0.2142857142857144,0.1951219512195123,0.0,1.0,0.34856632,0.7831611,0.25628456,0.93244314,0.6889157,0.58584857,0.84090334,0.233172,0.5787293423789506
1.0,0.636363636363637,0.6315789473684211,0.1666666666666668,0.3749999999999999,0.6511627906976741,0.7142857142857147,0.0,0.0,0.527777777777778,0.645161290322581,0.6315789473684218,1.0,0.4146341463414635,0.347826086956522,0.2587237156147105,0.8317555,0.23475,0.7480057,0.6675229,0.26580578,1.0,0.249184,0.72926414,0.5611763983114068
