PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,actual
0.20789714801191927,0.13371829590345186,1.0,0.7747308950451711,0.6495266152155605,0.6771458833644284,0.25903269203249013,0.0950299524342833,0.7683787822193529,0.5073937251464842,0.25403993259322266,0.6403809582698267,0.32014330357386195,0.1785222176389534
0.2848546787091764,0.15251389848796,0.6112165987818099,0.20313092224767143,0.6080252061694909,0.7582676373894353,0.5497114484620267,0.28731276951668205,0.7358057710977942,0.5277437588424666,0.29262763124849056,0.5930046177297617,0.23785170532811908,0.1399057406903572
0.11950486917533895,0.22947975644686341,0.1479771182043939,0.31712671967899875,0.5352999198990399,0.7174473128019597,0.3303350269765764,0.4419406191830888,0.5554859648356487,0.6526455008726536,0.09558926206524765,0.2593321818342058,0.03974098967891149,0.020809015192073
0.11897886021066383,0.0,0.6465446314786556,0.338669019953008,0.5386638050671017,0.4907700261947577,0.11768302778211798,0.3838435520158866,0.3341676875495059,0.7658116146706682,0.19326053304656482,0.1289145689759651,0.1867822777270157,0.0205457210310599
0.04139949291537669,0.2400163733025496,0.3755871728278202,0.2543795383825346,0.3422645350305935,0.4523425731119939,0.23238012438105965,0.7253669621862315,0.7542017473785728,0.38929237667772787,0.539423330350979,0.24915402319365723,0.5551212778696248,0.0023784239211521
0.04589078448382429,0.07889247859468163,0.7099884041437532,0.22169336239992313,0.5128305917807632,0.22976909143598917,0.0,0.5480305329344735,0.3417032344169344,0.3963757083519224,0.33976521734687243,0.6865305241292959,0.2672409943876328,0.0032560711245293
0.04214534106029726,0.16452196727538937,0.19256678956029905,0.5033414684109068,0.4129923956427045,0.5029494761430744,0.22819091230035676,0.46695513358991836,0.49454595106256394,0.4964812246699076,0.43731809663552407,0.4877157050995697,0.39087636439840734,0.0001843059127092
0.05024503027823684,1.0,0.6550832571795749,0.4509097975021107,0.5022025737219691,0.3676240976646835,0.2552736081024165,0.17981096850802908,0.4461073921878229,0.4107142379300487,0.21742372096242274,0.13238450462891488,0.4386309513572956,0.093829262513055
0.05295569840392424,0.7021083250519429,0.40426424943752587,0.5191662120507561,0.42300578694293356,0.462588762591691,0.32414200691600636,0.31582929669883736,0.6406655096970368,0.22981557334061598,0.4825611569045207,0.44902965830203934,0.3696389093342626,0.0366066648528624
0.05984964538472171,0.6345900792682776,0.29547039828983673,0.10753351911599107,0.7405051053463496,0.4312013147324305,0.2823572351747892,0.6405025097516841,0.800624646843899,0.31906352618209655,0.5250389920675149,0.554114420753771,0.0,0.0276546633784151
0.06296762906408229,0.6356696964931312,0.29577999105674574,0.10617132443818933,0.7397262868784668,0.43128560132770055,0.2836743537510881,0.642495545821203,0.7985251485882567,0.31692408629103475,0.5272938911619283,0.5560340330417658,0.0009337620605086028,0.0186148971836301
0.05155202986206545,0.509204197820501,0.256472800663724,0.32029854119441614,0.429155190356149,0.5236435607595127,0.37513398814527255,0.7087764189813743,0.5960505017749019,0.5398961852278213,0.3951814989392607,0.6671829360461452,0.3589295444340208,0.0171228969378889
0.03942092345179005,0.6428459587689439,0.26777061002138103,0.5553504389660254,0.3077448904087341,0.6128451895369211,0.38676391763405416,0.42631116575639577,0.8387076964000355,0.215935377400096,0.46174025133835445,0.6910452809905154,0.3612831423335598,0.0064156010566872
0.0,0.8943562707260897,0.6210298615237111,0.49998546473189304,0.4726333630598927,0.28516558511848333,0.38616867650184356,0.8432101240655476,0.8274693005040618,0.9348136108127945,0.3676212106295285,0.6778696983928088,0.2393614959832039,0.0047480713702705
0.008620972619850259,0.7952283641422586,0.4524725699039185,0.9218719456843407,0.3415541789577005,0.3796151647541189,0.47064617457461255,0.5295160846460225,0.12867940003786654,0.6178732223377191,0.49360762650020673,0.2637457916606491,0.2553542711059811,0.0048358360906082
